Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,,,
54|39|28|8|All My Love|QUEEN PEN featuring ERIC WILLIAMS|1998-02-07|41|28|15|19980328,,,,,,
55|54|28|7|Sweet Surrender|SARAH McLACHLAN|1998-02-14|28|28|14|19980328,,,,,,
56|62|56|3|It's All About Me|MYA & SISQO|1998-03-14|82|6|20|19980328,,,,,,
57|60|57|3|I'm Alright|JO DEE MESSINA|1998-03-14|61|43|20|19980328,,,,,,
58|56|48|7|Light In Your Eyes|BLESSID UNION OF SOULS|1998-02-14|48|48|19|19980328,,,,,,
59|NEW|59|1|Raise The Roof|LUKE feat NO GOOD BUT SO GOOD|1998-03-28|59|26|20|19980328,,,,,,
60|66|60|2|Just Be Straight With Me|SILKK THE SHOCKER feat MASTER P, DESTINY'S CHILD, O'DELL, MO|1998-03-21|66|57|16|19980328,,,
61|51|21|10|Given To Fly|PEARL JAM|1998-01-24|23|21|16|19980328,,,,,,
62|68|62|2|Imagination|TAMIA|1998-03-21|68|37|20|19980328,,,,,,
63|49|30|8|If You Think I'm Jiggy|THE LOX|1998-02-07|47|30|13|19980328,,,,,,
64|55|46|5|What Would Happen|MEREDITH BROOKS|1998-02-28|46|46|10|19980328,,,,,,
65|61|52|12|Burn|MILITIA|1998-01-10|90|52|20|19980328,,,,,,
66|NEW|66|1|Gitty Up|SALT-N-PEPA|1998-03-28|66|50|14|19980328,,,,,,
67|57|9|18|I Will Come To You|HANSON|1997-11-29|15|9|20|19980328,,,,,,
68|64|64|4|Bring It On|KEITH WASHINGTON|1998-03-07|65|63|13|19980328,,,,,,
69|72|69|2|It's Up To You|THE TUESDAYS|1998-03-21|72|55|10|19980328,,,,,,
70|58|31|8|Am I Dreaming|OL' SKOOL feat KEITH SWEAT & XSCAPE|1998-02-07|72|31|13|19980328,,,,,,
71|71|66|8|Then What?|CLAY WALKER|1998-02-07|95|65|18|19980328,,,,,,
72|NEW|72|1|Cheers 2 U|PLAYA|1998-03-28|72|38|20|19980328,,,,,,
73|59|13|16|We're Not Making Love No More|DRU HILL|1997-12-13|30|13|20|19980328,,,,,,
74|70|70|7|Life In Mono|MONO|1998-02-14|92|70|15|19980328,,,,,,
75|75|75|3|Reality|ELUSION|1998-03-14|85|75|11|19980328,,,,,,
76|84|76|3|Who Am I|BEENIE MAN|1998-03-14|93|40|20|19980328,,,,,,
77|82|77|2|A Promise I Make|DAKOTA MOON|1998-03-21|82|69|13|19980328,,,,,,
78|90|78|2|This Kiss|FAITH HILL|1998-03-21|90|7|48|19980328,,,,,,
79|81|59|15|Say You'll Stay|KAI|1997-12-20|84|59|19|19980328,,,,,,
80|67|59|13|What If I Said|ANITA COCHRAN & STEVE WARINER|1998-01-03|93|59|15|19980328,,,,,,
81|83|78|3|My Heart Will Go On|DEJA VU|1998-03-14|78|58|17|19980328,,,,,,
82|78|68|19|Brian Wilson|BARENAKED LADIES|1997-11-22|92|68|20|19980328,,,,,,
83|65|37|17|32 Flavors|ALANA DAVIS|1997-12-06|71|37|20|19980328,,,,,,
84|76|67|7|If I Never Stop Loving You|DAVID KERSH|1998-02-14|82|67|16|19980328,,,,,,
85|NEW|85|1|Still Po' Pimpin'|DO OR DIE feat JOHNNY P & TWISTA|1998-03-28|85|62|14|19980328,,,,,,
86|77|73|6|Off The Hook|JODY WATLEY|1998-02-21|83|73|13|19980328,,,,,,
87|74|56|16|Just Clownin'|WC FROM WESTSIDE CONNECTION|1997-12-13|63|56|20|19980328,,,,,,
88|80|26|17|Going Back To Cali|THE NOTORIOUS B.I.G.|1997-12-06|60|26|19|19980328,,,,,,
89|89|89|2|It's Your Love|SHE MOVES|1998-03-21|89|67|15|19980328,,,,,,
90|85|72|8|Send My Love / Send One Your Love|BORN JAMERICANS|1998-02-07|86|72|10|19980328,,,,,,
91|NEW|91|1|Gotta Be ... Movin' On Up|PRINCE BE & KY-MANI|1998-03-28|91|90|5|19980328,,,,,,
92|88|63|13|Ain't That Just The Way|LUTRICIA McNEAL|1998-01-03|91|63|16|19980328,,,,,,
93|87|28|18|The Memory Remains|METALLICA|1997-11-29|31|28|19|19980328,,,,,,
94|91|81|8|Tic Tic Tac|FRUIT DE LA PASSION|1998-02-07|92|81|8|19980328,,,,,,
95|96|95|2|In A Dream|ROCKELL|1998-03-21|96|72|12|19980328,,,,,,
96|92|23|16|Lollipop (Candyman)|AQUA|1997-12-13|48|23|17|19980328,,,,,,
97|86|70|6|Nothin' Move But The Money|MIC GERONIMO feat DMX & BLACK ROB|1998-02-21|70|70|6|19980328,,,,,,
98|98|89|4|Jealousy|KIM SANDERS|1998-03-07|89|89|6|19980328,,,,,,
99|97|90|5|The Note|DARYLE SINGLETARY|1998-02-28|90|90|6|19980328,,,,,,
100|94|94|4|Saint Of Me|THE ROLLING STONES|1998-03-07|94|94|4|19980328,,,,,,
1|1|1|4|Gettin' Jiggy Wit It|WILL SMITH|1998-02-28|3|1|32|19980321,,,,,,
2|3|1|9|Nice & Slow|USHER|1998-01-24|9|1|23|19980321,,,,,,
3|2|1|4|My Heart Will Go On|CELINE DION|1998-02-28|1|1|20|19980321,,,,,,
4|4|4|17|No, No, No|DESTINY'S CHILD|1997-11-29|64|3|35|19980321,,,,
5|5|1|16|Truly Madly Deeply|SAVAGE GARDEN|1997-12-06|26|1|52|19980321,,,,,,
6|8|6|8|What You Want|MASE featuring TOTAL|1998-01-31|35|6|24|19980321,,,,,,
7|9|7|7|Gone Till November|WYCLEF JEAN|1998-02-07|22|7|20|19980321,,,,,,
8|NEW|8|1|Frozen|MADONNA|1998-03-21|8|2|20|19980321,,,,,,
9|7|1|14|Together Again|JANET|1997-12-20|9|1|46|19980321,,,,,,
10|6|6|13|Swing My Way|K.P. & ENVYI|1997-12-27|86|6|20|19980321,,,,,,
11|12|11|13|Deja Vu (Uptown Baby)|LORD TARIQ & PETER GUNZ|1997-12-27|80|9|26|19980321,,,,,,
12|10|2|40|How Do I Live|LeANN RIMES|1997-06-21|89|2|69|19980321,,,,,,
13|14|13|6|Too Close|NEXT|1998-02-14|45|1|53|19980321,,,,,,
14|17|14|5|Body Bumpin' Yippie-Yi-Yo|PUBLIC ANNOUNCEMENT|1998-02-21|41|5|22|19980321,,,,,,
15|13|13|5|Are You Jimmy Ray?|JIMMY RAY|1998-02-21|26|13|18|19980321,,,,,,
16|11|6|20|I Don't Ever Want To See You Again|UNCLE SAM|1997-11-08|76|6|28|19980321,,,,,,
17|23|17|3|I Want You Back|'N SYNC|1998-03-07|25|13|24|19980321,,,,,,
18|19|18|3|The Mummers' Dance|LOREENA McKENNITT|1998-03-07|19|18|20|19980321,,,,,,
19|18|9|16|How's It Going To Be|THIRD EYE BLIND|1997-12-06|36|9|52|19980321,,,,,,
20|24|20|6|You're Still The One|SHANIA TWAIN|1998-02-14|51|2|42|19980321,,,,,,
21|21|11|21|I Don't Want To Wait|PAULA COLE|1997-11-01|19|11|56|19980321,,,,,,
22|22|15|20|Kiss The Rain|BILLIE MYERS|1997-11-08|95|15|31|19980321,,,,,,
23|16|2|16|Been Around The World|PUFF DADDY & THE FAMILY feat. THE NOTORIOUS B.I.G. & MASE|1997-12-06|25|2|21|19980321,,,,,,
24|15|9|6|Too Much|SPICE GIRLS|1998-02-14|22|9|20|19980321,,,,,,
25|20|7|15|A Song For Mama|BOYZ II MEN|1997-12-13|27|7|20|19980321,,,,,,
26|26|26|8|Make Em' Say Uhh!|MASTER P feat FIEND, SILKK THE SHOCKER, MIA X & MYSTIKAL|1998-01-31|41|16|27|19980321,,,,
27|NEW|27|1|Do For Love|2PAC featuring ERIC WILLIAMS|1998-03-21|27|21|18|19980321,,,,,,
28|25|2|31|You Make Me Wanna...|USHER|1997-08-23|25|2|47|19980321,,,,,,
29|33|29|6|Romeo And Juliet|SYLK-E. FYNE featuring CHILL|1998-02-14|87|6|20|19980321,,,,,,
30|34|30|3|The Party Continues|JD featuring DA BRAT|1998-03-07|39|29|19|19980321,,,,,,
31|27|27|4|Pink|AEROSMITH|1998-02-28|36|27|13|19980321,,,,,,
32|28|1|24|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19980321,,,,,,
33|30|7|19|Show Me Love|ROBYN|1997-11-15|21|7|24|19980321,,,,,,
34|43|34|2|A Rose Is Still A Rose|ARETHA FRANKLIN|1998-03-14|43|26|18|19980321,,,,,,
35|29|25|7|Love You Down|INOJ / LATHUN|1998-02-07|26|25|20|19980321,,,,,,
36|37|4|38|Semi-Charmed Life|THIRD EYE BLIND|1997-07-05|17|4|43|19980321,,,,,,
37|31|18|8|Father|LL COOL J|1998-01-31|23|18|16|19980321,,,,,,
38|35|6|28|Tubthumping|CHUMBAWAMBA|1997-09-13|79|6|31|19980321,,,,,,
39|32|28|7|All My Love|QUEEN PEN featuring ERIC WILLIAMS|1998-02-07|41|28|15|19980321,,,,,,
40|36|36|8|I Know Where It's At|ALL SAINTS|1998-01-31|51|36|18|19980321,,,,,,
41|38|17|21|I Do|LISA LOEB|1997-11-01|66|17|22|19980321,,,,,,
42|41|2|39|Quit Playing Games (With My Heart)|BACKSTREET BOYS|1997-06-28|24|2|43|19980321,,,,,,
43|46|29|8|They Don't Know|JON B|1998-01-31|29|7|31|19980321,,,,,,
44|44|11|37|All For You|SISTER HAZEL|1997-07-12|26|11|41|19980321,,,,,,
45|40|9|11|Dangerous|BUSTA RHYMES|1998-01-10|57|9|19|19980321,,,,,,
46|48|46|4|Get At Me Dog|DMX featuring SHEEK OF THE LOX|1998-02-28|52|39|20|19980321,,,,,,
47|47|47|5|All I Do|SOMETHIN' FOR THE PEOPLE|1998-02-21|56|47|11|19980321,,,,,,
48|42|27|24|Heaven|NU FLAVOR|1997-10-11|58|27|24|19980321,,,,,,
49|39|30|7|If You Think I'm Jiggy|THE LOX|1998-02-07|47|30|13|19980321,,,,,,
50|NEW|50|1|Victory|PUFF DADDY & THE FAMILY feat THE NOTORIOUS B.I.G. & BUSTA RH|1998-03-21|50|19|20|19980321,,,,,,
51|55|21|9|Given To Fly|PEARL JAM|1998-01-24|23|21|16|19980321,,,,,,
52|57|52|8|The City Is Mine|JAY-Z featuring BLACKSTREET|1998-01-31|80|52|20|19980321,,,,,,
53|58|53|5|Strawberries|SMOOTH|1998-02-21|77|49|17|19980321,,,,,,
54|51|28|6|Sweet Surrender|SARAH McLACHLAN|1998-02-14|28|28|14|19980321,,,,,,
55|50|46|4|What Would Happen|MEREDITH BROOKS|1998-02-28|46|46|10|19980321,,,,,,
56|53|48|6|Light In Your Eyes|BLESSID UNION OF SOULS|1998-02-14|48|48|19|19980321,,,,,,
57|54|9|17|I Will Come To You|HANSON|1997-11-29|15|9|20|19980321,,,,,,
58|56|31|7|Am I Dreaming|OL SKOOL featuring KEITH SWEAT & XSCAPE|1998-02-07|72|31|13|19980321,,,,,,
59|52|13|15|We're Not Making Love No More|DRU HILL|1997-12-13|30|13|20|19980321,,,,,,
60|61|60|2|Bye Bye / I'm Alright|JO DEE MESSINA|1998-03-14|61|43|20|19980321,,,,,,
61|60|52|11|Burn|MILITIA|1998-01-10|90|52|20|19980321,,,,,,
62|82|62|2|It's All About Me|MYA featuring SISQO OF DRU HILL|1998-03-14|82|6|20|19980321,,,,,,
63|67|63|3|Let's Ride|MONTELL JORDAN featuring MASTER P & SILKK THE SHOCKER|1998-03-07|84|2|21|19980321,,,,,,
64|64|64|3|Bring It On|KEITH WASHINGTON|1998-03-07|65|63|13|19980321,,,,,,
65|62|37|16|32 Flavors|ALANA DAVIS|1997-12-06|71|37|20|19980321,,,,,,
66|NEW|66|1|Just Be Straight With Me|SILKK THE SHOCKER feat MASTER P, DESTINY'S CHILD, O'DELL, MO|1998-03-21|66|57|16|19980321,,,
67|59|59|12|What If I Said|ANITA COCHRAN & STEVE WARINER|1998-01-03|93|59|15|19980321,,,,,,
68|NEW|68|1|Imagination|TAMIA|1998-03-21|68|37|20|19980321,,,,,,
69|63|45|20|At The Beginning|RICHARD MARX & DONNA LEWIS|1997-11-08|73|45|20|19980321,,,,,,
70|70|70|6|Life In Mono|MONO|1998-02-14|92|70|15|19980321,,,,,,
71|66|66|7|Then What|CLAY WALKER|1998-02-07|95|65|18|19980321,,,,,,
72|NEW|72|1|It's Up To You|THE TUESDAYS|1998-03-21|72|55|10|19980321,,,,,,
73|68|32|20|Breaking All The Rules|SHE MOVES|1997-11-08|60|32|20|19980321,,,,,,
74|71|56|15|Just Clownin'|WC from WESTSIDE CONNECTION|1997-12-13|63|56|20|19980321,,,,,,
75|85|75|2|Reality|ELUSION|1998-03-14|85|75|11|19980321,,,,,,
76|72|67|6|If I Never Stop Loving You|DAVID KERSH|1998-02-14|82|67|16|19980321,,,,,,
77|73|73|5|Off The Hook|JODY WATLEY|1998-02-21|83|73|13|19980321,,,,,,
78|74|68|18|Brian Wilson|BARENAKED LADIES|1997-11-22|92|68|20|19980321,,,,,,
79|65|18|20|Spice Up Your Life|SPICE GIRLS|1997-11-08|32|18|20|19980321,,,,,,
80|69|26|16|Going Back To Cali|THE NOTORIOUS B.I.G.|1997-12-06|60|26|19|19980321,,,,,,
81|75|59|14|Say You'll Stay|KAI|1997-12-20|84|59|19|19980321,,,,,,
82|NEW|82|1|A Promise I Make|DAKOTA MOON|1998-03-21|82|69|13|19980321,,,,,,
83|78|78|2|My Heart Will Go On|DEJA VU|1998-03-14|78|58|17|19980321,,,,,,
84|93|84|2|Who Am I|BEENIE MAN|1998-03-14|93|40|20|19980321,,,,,,
85|79|72|7|Send My Love / Send One Your Love|BORN JAMERICANS|1998-02-07|86|72|10|19980321,,,,,,
86|80|70|5|Nothin' Move But The Money|MIC GERONIMO featuring DMX & BLACK ROB|1998-02-21|70|70|6|19980321,,,,,,
87|77|28|17|The Memory Remains|METALLICA|1997-11-29|31|28|19|19980321,,,,,,
88|76|63|12|Ain't That Just A Way|LUTRICIA McNEAL|1998-01-03|91|63|16|19980321,,,,,,
89|NEW|89|1|It's Your Love|SHE MOVES|1998-03-21|89|67|15|19980321,,,,,,
90|NEW|90|1|This Kiss|FAITH HILL|1998-03-21|90|7|48|19980321,,,,,,
91|81|81|7|Tic Tic Tac|FRUIT DE LA PASSION|1998-02-07|92|81|8|19980321,,,,,,
92|84|23|15|Lollipop (Candyman)|AQUA|1997-12-13|48|23|17|19980321,,,,,,
93|87|87|5|So Long (Well, Well, Well)|PHAJJA|1998-02-21|93|87|5|19980321,,,,
94|94|94|3|Saint Of Me|ROLLING STONES|1998-03-07|94|94|4|19980321,,,,,,
95|91|59|13|Roxanne '97 - Puff Daddy Remix|STING & THE POLICE|1997-12-27|65|59|13|19980321,,,,,,
96|NEW|96|1|In A Dream|ROCKELL|1998-03-21|96|72|12|19980321,,,,,,
97|90|90|4|The Note|DARYLE SINGLETARY|1998-02-28|90|90|6|19980321,,,,,,
98|89|89|3|Jealousy|KIM SANDERS|1998-03-07|89|89|6|19980321,,,,,,
99|86|40|16|Don't Be Stupid (You Know I Love You)|SHANIA TWAIN|1997-12-06|66|40|16|19980321,,,,,,
100|88|50|15|What If|REBA McENTIRE|1997-12-13|86|50|15|19980321,,,,,,
1|2|1|3|Gettin' Jiggy Wit It|WILL SMITH|1998-02-28|3|1|32|19980314,,,,,,
2|1|1|3|My Heart Will Go On|CELINE DION|1998-02-28|1|1|20|19980314,,,,,,
3|3|1|8|Nice & Slow|USHER|1998-01-24|9|1|23|19980314,,,,,,
4|6|4|16|No, No, No|DESTINY'S CHILD|1997-11-29|64|3|35|19980314,,,,
5|5|1|15|Truly Madly Deeply|SAVAGE GARDEN|1997-12-06|26|1|52|19980314,,,,,,
6|7|6|12|Swing My Way|K.P. & ENVYI|1997-12-27|86|6|20|19980314,,,,,,
7|4|1|13|Together Again|JANET|1997-12-20|9|1|46|19980314,,,,,,
8|9|8|7|What You Want|MASE featuring TOTAL|1998-01-31|35|6|24|19980314,,,,,,
9|12|9|6|Gone Till November|WYCLEF JEAN|1998-02-07|22|7|20|19980314,,,,,,
10|10|2|39|How Do I Live|LeANN RIMES|1997-06-21|89|2|69|19980314,,,,,,
11|8|6|19|I Don't Ever Want To See You Again|UNCLE SAM|1997-11-08|76|6|28|19980314,,,,,,
12|15|12|12|Deja Vu (Uptown Baby)|LORD TARIQ & PETER GUNZ|1997-12-27|80|9|26|19980314,,,,,,
13|17|13|4|Are You Jimmy Ray?|JIMMY RAY|1998-02-21|26|13|18|19980314,,,,,,
14|22|14|5|Too Close|NEXT|1998-02-14|45|1|53|19980314,,,,,,
15|11|9|5|Too Much|SPICE GIRLS|1998-02-14|22|9|20|19980314,,,,,,
16|14|2|15|Been Around The World|PUFF DADDY & THE FAMILY feat. THE NOTORIOUS B.I.G. & MASE|1997-12-06|25|2|21|19980314,,,,,,
17|23|17|4|Body Bumpin' Yippie-Yi-Yo|PUBLIC ANNOUNCEMENT|1998-02-21|41|5|22|19980314,,,,,,
18|16|9|15|How's It Going To Be|THIRD EYE BLIND|1997-12-06|36|9|52|19980314,,,,,,
19|19|19|2|The Mummers' Dance|LOREENA McKENNITT|1998-03-07|19|18|20|19980314,,,,,,
20|13|7|14|A Song For Mama|BOYZ II MEN|1997-12-13|27|7|20|19980314,,,,,,
21|18|11|20|I Don't Want To Wait|PAULA COLE|1997-11-01|19|11|56|19980314,,,,,,
22|21|15|19|Kiss The Rain|BILLIE MYERS|1997-11-08|95|15|31|19980314,,,,,,
23|25|23|2|I Want You Back|'N SYNC|1998-03-07|25|13|24|19980314,,,,,,
24|26|24|5|You're Still The One|SHANIA TWAIN|1998-02-14|51|2|42|19980314,,,,,,
25|20|2|30|You Make Me Wanna...|USHER|1997-08-23|25|2|47|19980314,,,,,,
26|28|26|7|Make Em' Say Uhh!|MASTER P feat FIEND, SILKK THE SHOCKER, MIA X & MYSTIKAL|1998-01-31|41|16|27|19980314,,,,
27|29|27|3|Pink|AEROSMITH|1998-02-28|36|27|13|19980314,,,,,,
28|24|1|23|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19980314,,,,,,
29|30|25|6|Love You Down|INOJ / LATHUN|1998-02-07|26|25|20|19980314,,,,,,
30|31|7|18|Show Me Love|ROBYN|1997-11-15|21|7|24|19980314,,,,,,
31|27|18|7|Father|LL COOL J|1998-01-31|23|18|16|19980314,,,,,,
32|34|28|6|All My Love|QUEEN PEN featuring ERIC WILLIAMS|1998-02-07|41|28|15|19980314,,,,,,
33|50|33|5|Romeo And Juliet|SYLK-E. FYNE featuring CHILL|1998-02-14|87|6|20|19980314,,,,,,
34|39|34|2|The Party Continues|JD featuring DA BRAT|1998-03-07|39|29|19|19980314,,,,,,
35|35|6|27|Tubthumping|CHUMBAWAMBA|1997-09-13|79|6|31|19980314,,,,,,
36|36|36|7|I Know Where It's At|ALL SAINTS|1998-01-31|51|36|18|19980314,,,,,,
37|38|4|37|Semi-Charmed Life|THIRD EYE BLIND|1997-07-05|17|4|43|19980314,,,,,,
38|37|17|20|I Do|LISA LOEB|1997-11-01|66|17|22|19980314,,,,,,
39|33|30|6|If You Think I'm Jiggy|THE LOX|1998-02-07|47|30|13|19980314,,,,,,
40|32|9|10|Dangerous|BUSTA RHYMES|1998-01-10|57|9|19|19980314,,,,,,
41|42|2|38|Quit Playing Games (With My Heart)|BACKSTREET BOYS|1997-06-28|24|2|43|19980314,,,,,,
42|41|27|23|Heaven|NU FLAVOR|1997-10-11|58|27|24|19980314,,,,,,
43|NEW|43|1|A Rose Is Still A Rose|ARETHA FRANKLIN|1998-03-14|43|26|18|19980314,,,,,,
44|48|11|36|All For You|SISTER HAZEL|1997-07-12|26|11|41|19980314,,,,,,
45|45|4|20|My Body|LSG|1997-11-01|26|4|20|19980314,,,,,,
46|49|29|7|They Don't Know|JON B|1998-01-31|29|7|31|19980314,,,,,,
47|53|47|4|All I Do|SOMETHIN' FOR THE PEOPLE|1998-02-21|56|47|11|19980314,,,,,,
48|52|48|3|Get At Me Dog|DMX featuring SHEEK OF THE LOX|1998-02-28|52|39|20|19980314,,,,,,
49|43|5|20|Feel So Good|MASE|1997-11-01|29|5|20|19980314,,,,,,
50|46|46|3|What Would Happen|MEREDITH BROOKS|1998-02-28|46|46|10|19980314,,,,,,
51|44|28|5|Sweet Surrender|SARAH McLACHLAN|1998-02-14|28|28|14|19980314,,,,,,
52|40|13|14|We're Not Making Love No More|DRU HILL|1997-12-13|30|13|20|19980314,,,,,,
53|54|48|5|Light In Your Eyes|BLESSID UNION OF SOULS|1998-02-14|48|48|19|19980314,,,,,,
54|51|9|16|I Will Come To You|HANSON|1997-11-29|15|9|20|19980314,,,,,,
55|55|21|8|Given To Fly|PEARL JAM|1998-01-24|23|21|16|19980314,,,,,,
56|47|31|6|Am I Dreaming|OL SKOOL featuring KEITH SWEAT & XSCAPE|1998-02-07|72|31|13|19980314,,,,,,
57|96|57|7|The City Is Mine|JAY-Z featuring BLACKSTREET|1998-01-31|80|52|20|19980314,,,,,,
58|60|58|4|Strawberries|SMOOTH|1998-02-21|77|49|17|19980314,,,,,,
59|59|59|11|What If I Said|ANITA COCHRAN & STEVE WARINER|1998-01-03|93|59|15|19980314,,,,,,
60|58|52|10|Burn|MILITIA|1998-01-10|90|52|20|19980314,,,,,,
61|NEW|61|1|Bye Bye / I'm Alright|JO DEE MESSINA|1998-03-14|61|43|20|19980314,,,,,,
62|56|37|15|32 Flavors|ALANA DAVIS|1997-12-06|71|37|20|19980314,,,,,,
63|63|45|19|At The Beginning|RICHARD MARX & DONNA LEWIS|1997-11-08|73|45|20|19980314,,,,,,
64|65|64|2|Bring It On|KEITH WASHINGTON|1998-03-07|65|63|13|19980314,,,,,,
65|57|18|19|Spice Up Your Life|SPICE GIRLS|1997-11-08|32|18|20|19980314,,,,,,
66|71|66|6|Then What|CLAY WALKER|1998-02-07|95|65|18|19980314,,,,,,
67|84|67|2|Let's Ride|MONTELL JORDAN featuring MASTER P & SILKK THE SHOCKER|1998-03-07|84|2|21|19980314,,,,,,
68|61|32|19|Breaking All The Rules|SHE MOVES|1997-11-08|60|32|20|19980314,,,,,,
69|62|26|15|Going Back To Cali|THE NOTORIOUS B.I.G.|1997-12-06|60|26|19|19980314,,,,,,
70|70|70|5|Life In Mono|MONO|1998-02-14|92|70|15|19980314,,,,,,
71|64|56|14|Just Clownin'|WC from WESTSIDE CONNECTION|1997-12-13|63|56|20|19980314,,,,,,
72|67|67|5|If I Never Stop Loving You|DAVID KERSH|1998-02-14|82|67|16|19980314,,,,,,
73|73|73|4|Off The Hook|JODY WATLEY|1998-02-21|83|73|13|19980314,,,,,,
74|74|68|17|Brian Wilson|BARENAKED LADIES|1997-11-22|92|68|20|19980314,,,,,,
75|66|59|13|Say You'll Stay|KAI|1997-12-20|84|59|19|19980314,,,,,,
76|68|63|11|Ain't That Just A Way|LUTRICIA McNEAL|1998-01-03|91|63|16|19980314,,,,,,
77|69|28|16|The Memory Remains|METALLICA|1997-11-29|31|28|19|19980314,,,,,,
78|NEW|78|1|My Heart Will Go On|DEJA VU|1998-03-14|78|58|17|19980314,,,,,,
79|72|72|6|Send My Love / Send One Your Love|BORN JAMERICANS|1998-02-07|86|72|10|19980314,,,,,,
80|76|70|4|Nothin' Move But The Money|MIC GERONIMO featuring DMX & BLACK ROB|1998-02-21|70|70|6|19980314,,,,,,
81|81|81|6|Tic Tic Tac|FRUIT DE LA PASSION|1998-02-07|92|81|8|19980314,,,,,,
82|NEW|82|1|It's All About Me|MYA featuring SISQO OF DRU HILL|1998-03-14|82|6|20|19980314,,,,,,
83|77|57|20|I'm Not A Player|BIG PUNISHER|1997-11-01|75|57|20|19980314,,,,,,
84|75|23|14|Lollipop (Candyman)|AQUA|1997-12-13|48|23|17|19980314,,,,,,
85|NEW|85|1|Reality|ELUSION|1998-03-14|85|75|11|19980314,,,,,,
86|78|40|15|Don't Be Stupid (You Know I Love You)|SHANIA TWAIN|1997-12-06|66|40|16|19980314,,,,,,
87|87|87|4|So Long (Well, Well, Well)|PHAJJA|1998-02-21|93|87|5|19980314,,,,
88|79|50|14|What If|REBA McENTIRE|1997-12-13|86|50|15|19980314,,,,,,
89|89|89|2|Jealousy|KIM SANDERS|1998-03-07|89|89|6|19980314,,,,,,
90|90|90|3|The Note|DARYLE SINGLETARY|1998-02-28|90|90|6|19980314,,,,,,
91|82|59|12|Roxanne '97 - Puff Daddy Remix|STING & THE POLICE|1997-12-27|65|59|13|19980314,,,,,,
92|83|77|7|I Can Love You Better|DIXIE CHICKS|1998-01-31|90|77|7|19980314,,,,,,
93|NEW|93|1|Who Am I|BEENIE MAN|1998-03-14|93|40|20|19980314,,,,,,
94|94|94|2|Saint Of Me|ROLLING STONES|1998-03-07|94|94|4|19980314,,,,,,
95|91|88|8|Tha Hop|KINSU|1998-01-24|90|88|8|19980314,,,,,,
96|80|80|17|In Harm's Way|BEBE WINANS|1997-11-22|89|80|17|19980314,,,,,,
97|92|86|5|Day That She Left Tulsa (In A Chevy)|WADE HAYES|1998-02-14|91|86|5|19980314,,,,,,
98|86|75|12|4,3,2,1|LL COOL J feat METHOD MAN, REDMAN, DMX, CANIBUS & MASTER P|1997-12-27|75|75|12|19980314
99|88|58|14|Tuck Me In|KIMBERLY SCOTT|1997-12-13|76|58|14|19980314,,,,,,
100|95|75|10|Young, Sad And Blue|LYSETTE|1998-01-10|93|75|10|19980314,,,,,
1|1|1|2|My Heart Will Go On|CELINE DION|1998-02-28|1|1|20|19980307,,,,,,
2|3|2|2|Gettin' Jiggy Wit It|WILL SMITH|1998-02-28|3|1|32|19980307,,,,,,
3|2|1|7|Nice & Slow|USHER|1998-01-24|9|1|23|19980307,,,,,,
4|4|1|12|Together Again|JANET|1997-12-20|9|1|46|19980307,,,,,,
5|5|1|14|Truly Madly Deeply|SAVAGE GARDEN|1997-12-06|26|1|52|19980307,,,,,,
6|9|6|15|No, No, No|DESTINY'S CHILD|1997-11-29|64|3|35|19980307,,,,
7|12|7|11|Swing My Way|K.P. & ENVYI|1997-12-27|86|6|20|19980307,,,,,,
8|7|6|18|I Don't Ever Want To See You Again|UNCLE SAM|1997-11-08|76|6|28|19980307,,,,,,
9|13|9|6|What You Want|MASE featuring TOTAL|1998-01-31|35|6|24|19980307,,,,,,
10|6|2|38|How Do I Live|LeANN RIMES|1997-06-21|89|2|69|19980307,,,,,,
11|11|9|4|Too Much|SPICE GIRLS|1998-02-14|22|9|20|19980307,,,,,,
12|14|12|5|Gone Till November|WYCLEF JEAN|1998-02-07|22|7|20|19980307,,,,,,
13|8|7|13|A Song For Mama|BOYZ II MEN|1997-12-13|27|7|20|19980307,,,,,,
14|10|2|14|Been Around The World|PUFF DADDY & THE FAMILY feat. THE NOTORIOUS B.I.G. & MASE|1997-12-06|25|2|21|19980307,,,,,,
15|15|15|11|Deja Vu (Uptown Baby)|LORD TARIQ & PETER GUNZ|1997-12-27|80|9|26|19980307,,,,,,
16|16|9|14|How's It Going To Be|THIRD EYE BLIND|1997-12-06|36|9|52|19980307,,,,,,
17|20|17|3|Are You Jimmy Ray?|JIMMY RAY|1998-02-21|26|13|18|19980307,,,,,,
18|17|11|19|I Don't Want To Wait|PAULA COLE|1997-11-01|19|11|56|19980307,,,,,,
19|NEW|19|1|The Mummers' Dance|LOREENA McKENNITT|1998-03-07|19|18|20|19980307,,,,,,
20|19|2|29|You Make Me Wanna...|USHER|1997-08-23|25|2|47|19980307,,,,,,
21|18|15|18|Kiss The Rain|BILLIE MYERS|1997-11-08|95|15|31|19980307,,,,,,
22|24|22|4|Too Close|NEXT|1998-02-14|45|1|53|19980307,,,,,,
