Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,
41|52|41|9|The Way I Live|BABY BOY DA PRINCE featuring LIL BOOSIE|2006-12-30|100|21|26|20070224,,,,
42|42|42|11|Poppin'|CHRIS BROWN featuring JAY BIZ|2006-12-16|82|42|20|20070224,,,,
43|47|43|10|Stupid Boy|KEITH URBAN|2006-12-23|95|43|20|20070224,,,,
44|41|36|15|Watching You|RODNEY ATKINS|2006-11-18|90|36|20|20070224,,,,
45|49|45|10|Throw Some D's|RICH BOY featuring POLOW DA DON|2006-12-23|100|6|21|20070224,,,,
46|59|46|4|This Is Why I'm Hot|MIMS|2007-02-03|87|1|23|20070224,,,,
47|45|45|6|Break It Off|RIHANNA & SEAN PAUL|2007-01-20|77|9|15|20070224,,,,
48|36|8|30|Far Away|NICKELBACK|2006-08-05|72|8|30|20070224,,,,
49|54|49|3|Smile|LILY ALLEN|2007-02-10|83|49|15|20070224,,,,
50|51|35|19|She's Everything|BRAD PAISLEY|2006-10-21|96|35|20|20070224,,,,
51|64|51|4|Last Night|DIDDY featuring KEYSHIA COLE|2007-02-03|94|10|22|20070224,,,,
52|44|20|13|That's That Shit|SNOOP DOGG featuring R. KELLY|2006-12-02|85|20|16|20070224,,,,
53|57|53|10|Into The Ocean|BLUE OCTOBER|2006-12-23|85|53|20|20070224,,,,
54|55|47|17|Tell Me|DIDDY featuring CHRISTINA AGUILERA|2006-11-04|62|47|20|20070224,,,,
55|91|55|3|Buddy|MUSIQ SOULCHILD|2007-02-10|100|36|18|20070224,,,,
56|62|56|7|King Kong|JIBBS featuring CHAMILLIONAIRE|2007-01-13|96|54|13|20070224,,,,
57|50|41|10|Nothing Left To Lose|MAT KEARNEY|2006-12-23|91|41|14|20070224,,,,
58|74|58|4|She's Like The Wind|LUMIDEE featuring TONY SUNSHINE|2007-02-03|89|43|16|20070224,,,,
59|53|19|20|Hurt|CHRISTINA AGUILERA|2006-10-14|100|19|20|20070224,,,,
60|48|48|2|Over It|KATHARINE McPHEE|2007-02-17|48|29|16|20070224,,,,
61|67|61|2|Say OK|VANESSA HUDGENS|2007-02-17|67|61|4|20070224,,,,
62|73|62|4|Go Getta|YOUNG JEEZY featuring R. KELLY|2007-02-03|86|18|20|20070224,,,,
63|63|56|11|Pain|THREE DAYS GRACE|2006-12-16|98|44|20|20070224,,,,
64|68|64|7|Alyssa Lies|JASON MICHAEL CARROLL|2007-01-13|86|64|12|20070224,,,,
65|66|58|15|It Just Comes Natural|GEORGE STRAIT|2006-11-18|86|58|19|20070224,,,,
66|69|53|4|Fidelity|REGINA SPEKTOR|2007-02-03|58|51|10|20070224,,,,
67|70|66|10|Ladies Love Country Boys|TRACE ADKINS|2006-12-23|90|61|20|20070224,,,,
68|65|6|15|Wind It Up|GWEN STEFANI|2006-11-18|40|6|18|20070224,,,,
69|60|28|14|Wait A Minute|THE PUSSYCAT DOLLS featuring TIMBALAND|2006-11-25|77|28|16|20070224,,,,
70|58|14|13|I Luv It|YOUNG JEEZY|2006-12-02|100|14|15|20070224,,,,
71|56|14|4|Push It To The Limit|CORBIN BLEU|2007-02-03|14|14|5|20070224,,,,
72|72|59|18|Amarillo Sky|JASON ALDEAN|2006-10-28|100|59|20|20070224,,,,
73|92|73|2|Wouldn't Get Far|THE GAME featuring KANYE WEST|2007-02-17|92|64|9|20070224,,,,
74|76|9|20|White & Nerdy|WEIRD AL YANKOVIC|2006-10-14|28|9|20|20070224,,,,
75|80|75|6|Little Bit Of Life|CRAIG MORGAN|2007-01-20|97|75|10|20070224,,,,
76|87|76|4|From Yesterday|30 SECONDS TO MARS|2007-02-03|95|76|6|20070224,,,,
77|NEW|77|1|Outside Looking In|JORDAN PRUITT|2007-02-24|77|77|2|20070224,,,,
78|NEW|78|1|Not Fade Away|SHERYL CROW|2007-02-24|78|78|1|20070224,,,,
79|75|61|11|Zoom|LIL' BOOSIE featuring YUNG JOC|2006-12-16|78|61|12|20070224,,,,
80|96|80|2|Be Good To Me|ASHLEY TISDALE|2007-02-17|96|80|2|20070224,,,,
81|79|73|7|And I Am Telling You I'm Not Going|JENNIFER HUDSON|2007-01-13|98|60|13|20070224,,,,
82|94|82|2|Wasted|CARRIE UNDERWOOD|2007-02-17|94|37|20|20070224,,,,
83|78|64|10|Red High Heels|KELLIE PICKLER|2006-12-23|98|64|10|20070224,,,,
84|90|84|3|Beer In Mexico|KENNY CHESNEY|2007-02-10|98|61|17|20070224,,,,
85|97|85|2|Settlin'|SUGARLAND|2007-02-17|97|54|18|20070224,,,,
86|81|81|2|Grace Kelly|MIKA|2007-02-17|81|57|14|20070224,,,,
87|NEW|87|1|Give It To Me|TIMBALAND feat NELLY FURTADO & JUSTIN TIMBERLAKE|2007-02-24|87|1|26|20070224,,,,
88|85|64|18|Streetcorner Symphony|ROB THOMAS|2006-10-28|93|64|18|20070224,,,,
89|89|89|3|Hillbilly Deluxe|BROOKS & DUNN|2007-02-10|92|86|9|20070224,,,,
90|NEW|90|1|Candyman|CHRISTINA AGUILERA|2007-02-24|90|25|16|20070224,,,,
91|84|61|8|Listen|BEYONCE|2007-01-06|95|61|12|20070224,,,,
92|98|92|2|I'll Wait For You|JOE NICHOLS|2007-02-17|98|71|12|20070224,,,,
93|NEW|93|1|1st Time|YUNG JOC featuring MARQUES HOUSTON & TREY SONGZ|2007-02-24|93|93|1|20070224,,,,
94|NEW|94|1|2 Step|UNK|2007-02-24|94|24|21|20070224,,,,
95|88|88|3|Famous Last Words|MY CHEMICAL ROMANCE|2007-02-10|93|88|4|20070224,,,,
96|100|89|7|U + Ur Hand|PINK|2007-01-13|94|9|33|20070224,,,,
97|82|82|2|Thinking About You|NORAH JONES|2007-02-17|82|82|2|20070224,,,,
98|99|98|2|Anyway|MARTINA McBRIDE|2007-02-17|99|32|17|20070224,,,,
99|61|61|2|Dashboard|MODEST MOUSE|2007-02-17|61|61|2|20070224,,,,
100|NEW|100|1|Rock Yo Hips|CRIME MOB featuring LIL SCRAPPY|2007-02-24|100|30|20|20070224,,,,
1|1|1|16|Irreplaceable|BEYONCE|2006-11-04|87|1|30|20070217,,,,
2|3|2|13|Say It Right|NELLY FURTADO|2006-11-25|93|1|30|20070217,,,,
3|2|2|3|This Ain't A Scene, It's An Arms Race|FALL OUT BOY|2007-02-03|2|2|20|20070217,,,
4|4|4|11|It's Not Over|DAUGHTRY|2006-12-09|65|4|29|20070217,,,,
5|6|5|8|The Sweet Escape|GWEN STEFANI featuring AKON|2006-12-30|93|2|40|20070217,,,,
6|7|6|12|Runaway Love|LUDACRIS featuring MARY J. BLIGE|2006-12-02|91|2|20|20070217,,,,
7|5|1|19|I Wanna Love You|AKON featuring SNOOP DOGG|2006-10-14|95|1|29|20070217,,,,
8|8|5|18|We Fly High|JIM JONES|2006-10-21|87|5|27|20070217,,,,
9|11|9|13|You|LLOYD featuring LIL' WAYNE|2006-11-25|94|9|24|20070217,,,,
10|17|10|22|Walk It Out|UNK|2006-09-23|95|10|36|20070217,,,,
11|10|10|9|What Goes Around...|JUSTIN TIMBERLAKE|2006-12-23|64|1|25|20070217,,,,
12|12|12|5|On The Hotline|PRETTY RICKY|2007-01-20|95|12|18|20070217,,,,
13|15|13|14|Make It Rain|FAT JOE featuring LIL' WAYNE|2006-11-18|55|13|24|20070217,,,,
14|19|14|14|Here (In Your Arms)|HELLOGOODBYE|2006-11-18|97|14|21|20070217,,,,
15|28|15|5|Cupid's Chokehold|GYM CLASS HEROES featuring PATRICK STUMP|2007-01-20|87|4|24|20070217,,,,
16|9|2|20|Fergalicious|FERGIE featuring WILL.I.AM|2006-10-07|79|2|27|20070217,,,,
17|14|3|41|How To Save A Life|THE FRAY|2006-05-13|85|3|56|20070217,,,,
18|13|2|20|Smack That|AKON featuring EMINEM|2006-10-07|95|2|30|20070217,,,,
19|20|19|10|Ice Box|OMARION|2006-12-16|81|12|21|20070217,,,,
20|18|9|21|Welcome To The Black Parade|MY CHEMICAL ROMANCE|2006-09-30|71|9|26|20070217,,,,
21|16|1|22|My Love|JUSTIN TIMBERLAKE featuring T.I.|2006-09-23|89|1|29|20070217,,,,
22|23|11|13|Promise|CIARA|2006-11-25|45|11|20|20070217,,,,
23|21|21|7|Suddenly I See|KT TUNSTALL|2007-01-06|43|21|10|20070217,,,,
24|24|18|18|Walk Away (Remember Me)|PAULA DeANDA featuring THE DEY|2006-10-21|95|18|22|20070217,,,,
25|22|15|30|Waiting On The World To Change|JOHN MAYER|2006-07-29|25|14|40|20070217,,,,
26|27|3|30|Lips Of An Angel|HINDER|2006-07-29|97|3|33|20070217,,,,
27|26|9|18|Shortie Like Mine|BOW WOW featuring CHRIS BROWN & JOHNTA AUSTIN|2006-10-21|80|9|21|20070217,,,,
28|25|8|19|It Ends Tonight|THE ALL-AMERICAN REJECTS|2006-10-14|97|8|23|20070217,,,,
29|37|29|5|Lost Without U|ROBIN THICKE|2007-01-20|81|14|20|20070217,,,,
30|57|30|3|Don't Matter|AKON|2007-02-03|79|1|23|20070217,,,,
31|51|31|4|Glamorous|FERGIE featuring LUDACRIS|2007-01-27|98|1|29|20070217,,,,
32|38|32|3|If Everyone Cared|NICKELBACK|2007-02-03|50|17|22|20070217,,,,
33|30|5|38|Chasing Cars|SNOW PATROL|2006-06-03|54|5|45|20070217,,,,
34|31|31|11|Snow (Hey Oh)|RED HOT CHILI PEPPERS|2006-12-09|92|22|19|20070217,,,,
35|32|1|31|SexyBack|JUSTIN TIMBERLAKE|2006-07-22|90|1|36|20070217,,,,
36|34|8|29|Far Away|NICKELBACK|2006-08-05|72|8|30|20070217,,,,
37|35|16|23|Before He Cheats|CARRIE UNDERWOOD|2006-09-16|92|8|64|20070217,,,,
38|40|35|18|Boston|AUGUSTANA|2006-10-21|88|34|24|20070217,,,,
39|33|17|10|Keep Holding On|AVRIL LAVIGNE|2006-12-16|22|17|21|20070217,,,,
40|NEW|40|1|Year 3000|JONAS BROTHERS|2007-02-17|40|40|1|20070217,,,,
41|36|36|14|Watching You|RODNEY ATKINS|2006-11-18|90|36|20|20070217,,,,
42|48|42|10|Poppin'|CHRIS BROWN featuring JAY BIZ|2006-12-16|82|42|20|20070217,,,,
43|45|43|13|Face Down|THE RED JUMPSUIT APPARATUS|2006-11-25|98|24|30|20070217,,,,
44|39|20|12|That's That Shit|SNOOP DOGG featuring R. KELLY|2006-12-02|85|20|16|20070217,,,,
45|52|45|5|Break It Off|RIHANNA & SEAN PAUL|2007-01-20|77|9|15|20070217,,,,
46|54|46|9|Top Back|T.I.|2006-12-23|88|29|20|20070217,,,,
47|47|47|9|Stupid Boy|KEITH URBAN|2006-12-23|95|43|20|20070217,,,,
48|NEW|48|1|Over It|KATHARINE McPHEE|2007-02-17|48|29|16|20070217,,,,
49|59|49|9|Throw Some D's|RICH BOY featuring POLOW DA DON|2006-12-23|100|6|21|20070217,,,,
50|41|41|9|Nothing Left To Lose|MAT KEARNEY|2006-12-23|91|41|14|20070217,,,,
51|46|35|18|She's Everything|BRAD PAISLEY|2006-10-21|96|35|20|20070217,,,,
52|60|52|8|The Way I Live|BABY BOY DA PRINCE featuring LIL BOOSIE|2006-12-30|100|21|26|20070217,,,,
53|43|19|19|Hurt|CHRISTINA AGUILERA|2006-10-14|100|19|20|20070217,,,,
54|83|54|2|Smile|LILY ALLEN|2007-02-10|83|49|15|20070217,,,,
55|56|47|16|Tell Me|DIDDY featuring CHRISTINA AGUILERA|2006-11-04|62|47|20|20070217,,,,
56|29|14|3|Push It To The Limit|CORBIN BLEU|2007-02-03|14|14|5|20070217,,,,
57|58|53|9|Into The Ocean|BLUE OCTOBER|2006-12-23|85|53|20|20070217,,,,
58|49|14|12|I Luv It|YOUNG JEEZY|2006-12-02|100|14|15|20070217,,,,
59|72|59|3|This Is Why I'm Hot|MIMS|2007-02-03|87|1|23|20070217,,,,
60|50|28|13|Wait A Minute|THE PUSSYCAT DOLLS featuring TIMBALAND|2006-11-25|77|28|16|20070217,,,,
61|NEW|61|1|Dashboard|MODEST MOUSE|2007-02-17|61|61|2|20070217,,,,
62|71|62|6|King Kong|JIBBS featuring CHAMILLIONAIRE|2007-01-13|96|54|13|20070217,,,,
63|63|56|10|Pain|THREE DAYS GRACE|2006-12-16|98|44|20|20070217,,,,
64|74|64|3|Last Night|DIDDY featuring KEYSHIA COLE|2007-02-03|94|10|22|20070217,,,,
65|55|6|14|Wind It Up|GWEN STEFANI|2006-11-18|40|6|18|20070217,,,,
66|61|58|14|It Just Comes Natural|GEORGE STRAIT|2006-11-18|86|58|19|20070217,,,,
67|NEW|67|1|Say OK|VANESSA HUDGENS|2007-02-17|67|61|4|20070217,,,,
68|70|68|6|Alyssa Lies|JASON MICHAEL CARROLL|2007-01-13|86|64|12|20070217,,,,
69|53|53|3|Fidelity|REGINA SPEKTOR|2007-02-03|58|51|10|20070217,,,,
70|66|66|9|Ladies Love Country Boys|TRACE ADKINS|2006-12-23|90|61|20|20070217,,,,
71|64|54|19|Rockstar|NICKELBACK|2006-10-14|94|54|19|20070217,,,,
72|62|59|17|Amarillo Sky|JASON ALDEAN|2006-10-28|100|59|20|20070217,,,,
73|77|73|3|Go Getta|YOUNG JEEZY featuring R. KELLY|2007-02-03|86|18|20|20070217,,,,
74|80|74|3|She's Like The Wind|LUMIDEE featuring TONY SUNSHINE|2007-02-03|89|43|16|20070217,,,,
75|69|61|10|Zoom|LIL' BOOSIE featuring YUNG JOC|2006-12-16|78|61|12|20070217,,,,
76|65|9|19|White & Nerdy|WEIRD AL YANKOVIC|2006-10-14|28|9|20|20070217,,,,
77|NEW|77|1|Lips Of An Angel|JACK INGRAM|2007-02-17|77|77|1|20070217,,,,
78|67|64|9|Red High Heels|KELLIE PICKLER|2006-12-23|98|64|10|20070217,,,,
79|79|73|6|And I Am Telling You I'm Not Going|JENNIFER HUDSON|2007-01-13|98|60|13|20070217,,,,
80|81|80|5|Little Bit Of Life|CRAIG MORGAN|2007-01-20|97|75|10|20070217,,,,
81|NEW|81|1|Grace Kelly|MIKA|2007-02-17|81|57|14|20070217,,,,
82|NEW|82|1|Thinking About You|NORAH JONES|2007-02-17|82|82|2|20070217,,,,
83|NEW|83|1|Crazy Car|THE NAKED BROTHERS BAND|2007-02-17|83|83|1|20070217,,,,
84|75|61|7|Listen|BEYONCE|2007-01-06|95|61|12|20070217,,,,
85|82|64|17|Streetcorner Symphony|ROB THOMAS|2006-10-28|93|64|18|20070217,,,,
86|78|32|20|Want To|SUGARLAND|2006-10-07|41|32|20|20070217,,,,
87|84|84|3|From Yesterday|30 SECONDS TO MARS|2007-02-03|95|76|6|20070217,,,,
88|93|88|2|Famous Last Words|MY CHEMICAL ROMANCE|2007-02-10|93|88|4|20070217,,,,
89|92|89|2|Hillbilly Deluxe|BROOKS & DUNN|2007-02-10|92|86|9|20070217,,,,
90|98|90|2|Beer In Mexico|KENNY CHESNEY|2007-02-10|98|61|17|20070217,,,,
91|100|91|2|Buddy|MUSIQ SOULCHILD|2007-02-10|100|36|18|20070217,,,,
92|NEW|92|1|Wouldn't Get Far|THE GAME featuring KANYE WEST|2007-02-17|92|64|9|20070217,,,,
93|90|90|3|One Wing In The Fire|TRENT TOMLINSON|2007-02-03|98|90|3|20070217,,,,
94|NEW|94|1|Wasted|CARRIE UNDERWOOD|2007-02-17|94|37|20|20070217,,,,
95|73|54|4|Jump To The Rhythm|JORDAN PRUITT|2007-01-27|69|54|4|20070217,,,,
96|NEW|96|1|Be Good To Me|ASHLEY TISDALE|2007-02-17|96|80|2|20070217,,,,
97|NEW|97|1|Settlin'|SUGARLAND|2007-02-17|97|54|18|20070217,,,,
98|NEW|98|1|I'll Wait For You|JOE NICHOLS|2007-02-17|98|71|12|20070217,,,,
99|NEW|99|1|Anyway|MARTINA McBRIDE|2007-02-17|99|32|17|20070217,,,,
100|95|89|6|U + Ur Hand|PINK|2007-01-13|94|9|33|20070217,,,,
1|1|1|15|Irreplaceable|BEYONCE|2006-11-04|87|1|30|20070210,,,,
2|2|2|2|This Ain't A Scene, It's An Arms Race|FALL OUT BOY|2007-02-03|2|2|20|20070210,,,
3|3|3|12|Say It Right|NELLY FURTADO|2006-11-25|93|1|30|20070210,,,,
4|6|4|10|It's Not Over|DAUGHTRY|2006-12-09|65|4|29|20070210,,,,
5|4|1|18|I Wanna Love You|AKON featuring SNOOP DOGG|2006-10-14|95|1|29|20070210,,,,
6|19|6|7|The Sweet Escape|GWEN STEFANI featuring AKON|2006-12-30|93|2|40|20070210,,,,
7|11|7|11|Runaway Love|LUDACRIS featuring MARY J. BLIGE|2006-12-02|91|2|20|20070210,,,,
8|5|5|17|We Fly High|JIM JONES|2006-10-21|87|5|27|20070210,,,,
9|7|2|19|Fergalicious|FERGIE featuring WILL.I.AM|2006-10-07|79|2|27|20070210,,,,
10|13|10|8|What Goes Around...|JUSTIN TIMBERLAKE|2006-12-23|64|1|25|20070210,,,,
11|17|11|12|You|LLOYD featuring LIL' WAYNE|2006-11-25|94|9|24|20070210,,,,
12|72|12|4|On The Hotline|PRETTY RICKY|2007-01-20|95|12|18|20070210,,,,
13|8|2|19|Smack That|AKON featuring EMINEM|2006-10-07|95|2|30|20070210,,,,
14|9|3|40|How To Save A Life|THE FRAY|2006-05-13|85|3|56|20070210,,,,
15|20|15|13|Make It Rain|FAT JOE featuring LIL' WAYNE|2006-11-18|55|13|24|20070210,,,,
16|12|1|21|My Love|JUSTIN TIMBERLAKE featuring T.I.|2006-09-23|89|1|29|20070210,,,,
17|16|13|21|Walk It Out|UNK|2006-09-23|95|10|36|20070210,,,,
18|10|9|20|Welcome To The Black Parade|MY CHEMICAL ROMANCE|2006-09-30|71|9|26|20070210,,,,
19|32|19|13|Here (In Your Arms)|HELLOGOODBYE|2006-11-18|97|14|21|20070210,,,,
20|27|20|9|Ice Box|OMARION|2006-12-16|81|12|21|20070210,,,,
21|23|21|6|Suddenly I See|KT TUNSTALL|2007-01-06|43|21|10|20070210,,,,
22|25|15|29|Waiting On The World To Change|JOHN MAYER|2006-07-29|25|14|40|20070210,,,,
23|22|11|12|Promise|CIARA|2006-11-25|45|11|20|20070210,,,,
24|24|18|17|Walk Away (Remember Me)|PAULA DeANDA featuring THE DEY|2006-10-21|95|18|22|20070210,,,,
25|15|8|18|It Ends Tonight|THE ALL-AMERICAN REJECTS|2006-10-14|97|8|23|20070210,,,,
26|18|9|17|Shortie Like Mine|BOW WOW featuring CHRIS BROWN & JOHNTA AUSTIN|2006-10-21|80|9|21|20070210,,,,
27|21|3|29|Lips Of An Angel|HINDER|2006-07-29|97|3|33|20070210,,,,
28|49|28|4|Cupid's Chokehold|GYM CLASS HEROES featuring PATRICK STUMP|2007-01-20|87|4|24|20070210,,,,
29|14|14|2|Push It To The Limit|CORBIN BLEU|2007-02-03|14|14|5|20070210,,,,
30|29|5|37|Chasing Cars|SNOW PATROL|2006-06-03|54|5|45|20070210,,,,
31|33|31|10|Snow (Hey Oh)|RED HOT CHILI PEPPERS|2006-12-09|92|22|19|20070210,,,,
32|28|1|30|SexyBack|JUSTIN TIMBERLAKE|2006-07-22|90|1|36|20070210,,,,
33|26|17|9|Keep Holding On|AVRIL LAVIGNE|2006-12-16|22|17|21|20070210,,,,
34|34|8|28|Far Away|NICKELBACK|2006-08-05|72|8|30|20070210,,,,
35|31|16|22|Before He Cheats|CARRIE UNDERWOOD|2006-09-16|92|8|64|20070210,,,,
36|38|36|13|Watching You|RODNEY ATKINS|2006-11-18|90|36|20|20070210,,,,
37|57|37|4|Lost Without U|ROBIN THICKE|2007-01-20|81|14|20|20070210,,,,
38|50|38|2|If Everyone Cared|NICKELBACK|2007-02-03|50|17|22|20070210,,,,
39|30|20|11|That's That Shit|SNOOP DOGG featuring R. KELLY|2006-12-02|85|20|16|20070210,,,,
40|35|35|17|Boston|AUGUSTANA|2006-10-21|88|34|24|20070210,,,,
41|69|41|8|Nothing Left To Lose|MAT KEARNEY|2006-12-23|91|41|14|20070210,,,,
42|40|39|26|Through Glass|STONE SOUR|2006-08-19|87|39|26|20070210,,,,
43|39|19|18|Hurt|CHRISTINA AGUILERA|2006-10-14|100|19|20|20070210,,,,
44|37|1|25|Money Maker|LUDACRIS featuring PHARRELL|2006-08-26|96|1|25|20070210,,,,
45|46|45|12|Face Down|THE RED JUMPSUIT APPARATUS|2006-11-25|98|24|30|20070210,,,,
46|41|35|17|She's Everything|BRAD PAISLEY|2006-10-21|96|35|20|20070210,,,,
47|47|47|8|Stupid Boy|KEITH URBAN|2006-12-23|95|43|20|20070210,,,,
48|52|48|9|Poppin'|CHRIS BROWN featuring JAY BIZ|2006-12-16|82|42|20|20070210,,,,
49|42|14|11|I Luv It|YOUNG JEEZY|2006-12-02|100|14|15|20070210,,,,
50|36|28|12|Wait A Minute|THE PUSSYCAT DOLLS featuring TIMBALAND|2006-11-25|77|28|16|20070210,,,,
51|77|51|3|Glamorous|FERGIE featuring LUDACRIS|2007-01-27|98|1|29|20070210,,,,
52|60|52|4|Break It Off|RIHANNA & SEAN PAUL|2007-01-20|77|9|15|20070210,,,,
53|58|53|2|Fidelity|REGINA SPEKTOR|2007-02-03|58|51|10|20070210,,,,
54|48|48|8|Top Back|T.I.|2006-12-23|88|29|20|20070210,,,,
55|45|6|13|Wind It Up|GWEN STEFANI|2006-11-18|40|6|18|20070210,,,,
56|55|47|15|Tell Me|DIDDY featuring CHRISTINA AGUILERA|2006-11-04|62|47|20|20070210,,,,
57|79|57|2|Don't Matter|AKON|2007-02-03|79|1|23|20070210,,,,
58|53|53|8|Into The Ocean|BLUE OCTOBER|2006-12-23|85|53|20|20070210,,,,
59|76|59|8|Throw Some D's|RICH BOY featuring POLOW DA DON|2006-12-23|100|6|21|20070210,,,,
60|67|60|7|The Way I Live|BABY BOY DA PRINCE featuring LIL BOOSIE|2006-12-30|100|21|26|20070210,,,,
61|66|58|13|It Just Comes Natural|GEORGE STRAIT|2006-11-18|86|58|19|20070210,,,,
62|63|59|16|Amarillo Sky|JASON ALDEAN|2006-10-28|100|59|20|20070210,,,,
63|62|56|9|Pain|THREE DAYS GRACE|2006-12-16|98|44|20|20070210,,,,
64|65|54|18|Rockstar|NICKELBACK|2006-10-14|94|54|19|20070210,,,,
65|59|9|18|White & Nerdy|WEIRD AL YANKOVIC|2006-10-14|28|9|20|20070210,,,,
66|75|66|8|Ladies Love Country Boys|TRACE ADKINS|2006-12-23|90|61|20|20070210,,,,
67|64|64|8|Red High Heels|KELLIE PICKLER|2006-12-23|98|64|10|20070210,,,,
68|56|28|20|Money In The Bank|LIL SCRAPPY featuring YOUNG BUCK|2006-09-30|100|28|20|20070210,,,,
69|70|61|9|Zoom|LIL' BOOSIE featuring YUNG JOC|2006-12-16|78|61|12|20070210,,,,
70|74|69|5|Alyssa Lies|JASON MICHAEL CARROLL|2007-01-13|86|64|12|20070210,,,,
71|82|71|5|King Kong|JIBBS featuring CHAMILLIONAIRE|2007-01-13|96|54|13|20070210,,,,
72|87|72|2|This Is Why I'm Hot|MIMS|2007-02-03|87|1|23|20070210,,,,
73|54|54|3|Jump To The Rhythm|JORDAN PRUITT|2007-01-27|69|54|4|20070210,,,,
74|94|74|2|Last Night|DIDDY featuring KEYSHIA COLE|2007-02-03|94|10|22|20070210,,,,
75|61|61|6|Listen|BEYONCE|2007-01-06|95|61|12|20070210,,,,
76|68|16|20|Maneater|NELLY FURTADO|2006-09-30|62|16|20|20070210,,,,
77|86|77|2|Go Getta|YOUNG JEEZY featuring R. KELLY|2007-02-03|86|18|20|20070210,,,,
78|71|32|19|Want To|SUGARLAND|2006-10-07|41|32|20|20070210,,,,
79|73|73|5|And I Am Telling You I'm Not Going|JENNIFER HUDSON|2007-01-13|98|60|13|20070210,,,,
80|89|80|2|She's Like The Wind|LUMIDEE featuring TONY SUNSHINE|2007-02-03|89|43|16|20070210,,,,
81|84|81|4|Little Bit Of Life|CRAIG MORGAN|2007-01-20|97|75|10|20070210,,,,
82|80|64|16|Streetcorner Symphony|ROB THOMAS|2006-10-28|93|64|18|20070210,,,,
83|NEW|83|1|Smile|LILY ALLEN|2007-02-10|83|49|15|20070210,,,,
84|95|84|2|From Yesterday|30 SECONDS TO MARS|2007-02-03|95|76|6|20070210,,,,
85|78|35|20|My Little Girl|TIM McGRAW|2006-09-30|99|35|20|20070210,,,,
86|NEW|86|1|Phantom Limb|THE SHINS|2007-02-10|86|86|1|20070210,,,,
87|90|87|3|My, Oh My|THE WRECKERS|2007-01-27|94|87|3|20070210,,,
88|85|85|2|Show Me The Money|PETEY PABLO|2007-02-03|85|85|2|20070210,,,,
89|NEW|89|1|Upgrade U|BEYONCE featuring JAY-Z|2007-02-10|89|89|1|20070210,,,,
90|98|90|2|One Wing In The Fire|TRENT TOMLINSON|2007-02-03|98|90|3|20070210,,,,
91|91|91|3|Take Me As I Am|MARY J. BLIGE|2007-01-27|96|91|3|20070210,,,,
92|NEW|92|1|Hillbilly Deluxe|BROOKS & DUNN|2007-02-10|92|86|9|20070210,,,,
93|NEW|93|1|Famous Last Words|MY CHEMICAL ROMANCE|2007-02-10|93|88|4|20070210,,,,
94|88|66|9|Anna-Molly|INCUBUS|2006-12-16|66|66|9|20070210,,,,
95|93|89|5|U + Ur Hand|PINK|2007-01-13|94|9|33|20070210,,,,
96|83|58|8|Lost One|JAY-Z featuring CHRISETTE MICHELE|2006-12-23|66|58|8|20070210,,,,
97|NEW|97|1|Daylight|GOOD CHARLOTTE featuring M. SHADOWS AND SYNYSTER GATES|2007-02-10|97|97|1|20070210,,,,
98|NEW|98|1|Beer In Mexico|KENNY CHESNEY|2007-02-10|98|61|17|20070210,,,,
99|96|89|5|Honestly|CARTEL|2007-01-13|89|89|5|20070210,,,,
100|NEW|100|1|Buddy|MUSIQ SOULCHILD|2007-02-10|100|36|18|20070210,,,,
1|1|1|14|Irreplaceable|BEYONCE|2006-11-04|87|1|30|20070203,,,,
2|NEW|2|1|This Ain't A Scene, It's An Arms Race|FALL OUT BOY|2007-02-03|2|2|20|20070203,,,
3|4|3|11|Say It Right|NELLY FURTADO|2006-11-25|93|1|30|20070203,,,,
4|2|1|17|I Wanna Love You|AKON featuring SNOOP DOGG|2006-10-14|95|1|29|20070203,,,,
5|6|5|16|We Fly High|JIM JONES|2006-10-21|87|5|27|20070203,,,,
6|21|6|9|It's Not Over|DAUGHTRY|2006-12-09|65|4|29|20070203,,,,
7|3|2|18|Fergalicious|FERGIE featuring WILL.I.AM|2006-10-07|79|2|27|20070203,,,,
8|5|2|18|Smack That|AKON featuring EMINEM|2006-10-07|95|2|30|20070203,,,,
9|7|3|39|How To Save A Life|THE FRAY|2006-05-13|85|3|56|20070203,,,,
10|9|9|19|Welcome To The Black Parade|MY CHEMICAL ROMANCE|2006-09-30|71|9|26|20070203,,,,
11|13|11|10|Runaway Love|LUDACRIS featuring MARY J. BLIGE|2006-12-02|91|2|20|20070203,,,,
12|8|1|20|My Love|JUSTIN TIMBERLAKE featuring T.I.|2006-09-23|89|1|29|20070203,,,,
13|12|12|7|What Goes Around...|JUSTIN TIMBERLAKE|2006-12-23|64|1|25|20070203,,,,
14|NEW|14|1|Push It To The Limit|CORBIN BLEU|2007-02-03|14|14|5|20070203,,,,
15|10|8|17|It Ends Tonight|THE ALL-AMERICAN REJECTS|2006-10-14|97|8|23|20070203,,,,
16|15|13|20|Walk It Out|UNK|2006-09-23|95|10|36|20070203,,,,
17|18|17|11|You|LLOYD featuring LIL' WAYNE|2006-11-25|94|9|24|20070203,,,,
18|11|9|16|Shortie Like Mine|BOW WOW featuring CHRIS BROWN & JOHNTA AUSTIN|2006-10-21|80|9|21|20070203,,,,
