Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date
22|22|22|10|The Heart Of The Matter|DON HENLEY|1990-02-17|80|21|21|19900421
23|27|23|7|Room At The Top|ADAM ANT|1990-03-10|84|17|16|19900421
24|30|24|3|Alright|JANET JACKSON|1990-04-07|45|4|16|19900421
25|28|25|5|This Old Heart Of Mine|ROD STEWART with RONALD ISLEY|1990-03-24|62|10|16|19900421
26|24|24|13|If U Were Mine|U-KREW|1990-01-27|87|24|22|19900421
27|20|20|11|Heart Of Stone|CHER|1990-02-10|92|20|14|19900421
28|39|28|2|Vogue|MADONNA|1990-04-14|39|1|24|19900421
29|38|29|3|Poison|BELL BIV DEVOE|1990-04-07|52|3|22|19900421
30|33|30|6|The Humpty Dance|DIGITAL UNDERGROUND|1990-03-17|81|11|23|19900421
31|37|31|4|Your Baby Never Looked Good In Blue|EXPOSE|1990-03-31|61|17|16|19900421
32|31|31|7|The Secret Garden|QUINCY JONES|1990-03-10|73|31|13|19900421
33|18|11|11|All My Life|LINDA RONSTADT|1990-02-10|47|11|15|19900421
34|49|34|3|It Must Have Been Love|ROXETTE|1990-04-07|67|1|25|19900421
35|23|1|14|Escapade|JANET JACKSON|1990-01-20|37|1|17|19900421
36|47|36|7|Expression|SALT-N-PEPA|1990-03-10|95|26|21|19900421
37|32|7|23|No More Lies|MICHEL'LE|1989-11-18|92|7|29|19900421
38|36|9|14|Just A Friend|BIZ MARKIE|1990-01-20|71|9|22|19900421
39|48|39|6|A Little Love|COREY HART|1990-03-17|86|37|11|19900421
40|52|40|9|House Of Pain|FASTER PUSSYCAT|1990-02-24|89|28|21|19900421
41|58|41|3|Save Me|FLEETWOOD MAC|1990-04-07|70|33|11|19900421
42|51|42|7|Time After Time|TIMMY T|1990-03-10|80|40|17|19900421
43|43|43|9|Make It Like It Was|REGINA BELLE|1990-02-24|96|43|11|19900421
44|64|44|4|Ready Or Not|AFTER 7|1990-03-31|96|7|21|19900421
45|60|45|5|I'll See You In My Dreams|GIANT|1990-03-24|93|20|20|19900421
46|56|46|5|Hurting Kind (I've Got My Eyes On You)|ROBERT PLANT|1990-03-24|88|46|10|19900421
47|84|47|2|Ooh La La (I Can't Get Over You)|PERFECT GENTLEMEN|1990-04-14|84|10|16|19900421
48|65|48|4|Getting Away With It|ELECTRONIC|1990-03-31|88|38|12|19900421
49|29|8|12|Keep It Together|MADONNA|1990-02-03|56|8|13|19900421
50|42|1|19|Opposites Attract|PAULA ABDUL|1989-12-16|72|1|23|19900421
51|74|51|2|Baby It's Tonight|JUDE COLE|1990-04-14|74|16|19|19900421
52|63|52|3|Cruising For Bruising|BASIA|1990-04-07|76|29|12|19900421
53|35|3|18|Roam|B-52'S|1989-12-23|88|3|20|19900421
54|66|54|3|Oye Mi Canto|GLORIA ESTEFAN|1990-04-07|78|48|7|19900421
55|59|55|7|The Way It Is|TESLA|1990-03-10|86|55|12|19900421
56|41|2|19|Dangerous|ROXETTE|1989-12-16|65|2|21|19900421
57|34|34|9|Wild Women Do|NATALIE COLE|1990-02-24|84|34|10|19900421
58|68|58|3|All That Glitters Isn't Gold|COVER GIRLS|1990-04-07|89|49|12|19900421
59|77|59|3|Always & Forever|WHISTLE|1990-04-07|87|35|15|19900421
60|67|60|5|Cuts You Up|PETER MURPHY|1990-03-24|95|55|9|19900421
61|45|18|15|Sacrifice|ELTON JOHN|1990-01-13|87|18|17|19900421
62|40|10|19|C'mon And Get My Love|D-MOB & CATHY DENNIS|1989-12-16|91|10|21|19900421
63|46|29|12|Love Me For Life|STEVIE B|1990-02-03|69|29|14|19900421
64|54|49|7|Have A Heart|BONNIE RAITT|1990-03-10|92|49|9|19900421
65|44|40|10|True Blue Love|LOU GRAMM|1990-02-17|96|40|11|19900421
66|50|46|8|Lambada|KAOMA|1990-03-03|71|46|12|19900421
67|71|67|4|Moonlight On Water|LAURA BRANIGAN|1990-03-31|94|59|9|19900421
68|80|68|2|Heaven Is A 4 Letter Word|BAD ENGLISH|1990-04-14|80|66|9|19900421
69|61|20|17|Sometimes She Cries|WARRANT|1989-12-30|81|20|18|19900421
70|83|70|4|How 'Bout Us|GRAYSON HUGH & BETTY WRIGHT|1990-03-31|89|67|7|19900421
71|55|6|15|I Go To Extremes|BILLY JOEL|1990-01-13|67|6|16|19900421
72|94|72|2|Get A Life|SOUL II SOUL|1990-04-14|94|54|11|19900421
73|96|73|2|Enjoy The Silence|DEPECHE MODE|1990-04-14|96|8|24|19900421
74|98|74|2|Nicety|MICHEL'LE|1990-04-14|98|29|16|19900421
75|57|5|18|Price Of Love|BAD ENGLISH|1989-12-23|68|5|19|19900421
76|62|6|19|Here We Are|GLORIA ESTEFAN|1989-12-16|68|6|21|19900421
77|53|13|17|No Myth|MICHAEL PENN|1989-12-30|85|13|17|19900421
78|72|48|10|Got To Get|ROB'N'RAZ & LEILA K|1990-02-17|89|48|11|19900421
79|89|79|3|The Ballad Of Jayne|L.A. GUNS|1990-04-07|99|33|22|19900421
80|75|75|5|I Come Off|YOUNG MC|1990-03-24|90|75|5|19900421
81|73|65|10|Living In Oblivion|ANYTHING BOX|1990-02-17|95|65|10|19900421
82|79|73|7|Hide And Seek|PAJAMA PARTY|1990-03-10|93|73|10|19900421
83|92|83|2|Spin That Wheel|HI-TEK 3|1990-04-14|92|69|7|19900421
84|NEW|84|1|Deadbeat Club|B-52'S|1990-04-21|84|30|11|19900421
85|NEW|85|1|Coming Of Age|DAMN YANKEES|1990-04-21|85|60|12|19900421
86|95|86|2|Dub Be Good To Me|BEATS INTERNATIONAL|1990-04-14|95|76|5|19900421
87|90|87|3|You Make Me Feel (Mighty Real)|JIMMY SOMERVILLE|1990-04-07|97|87|4|19900421
88|85|28|20|Personal Jesus|DEPECHE MODE|1989-12-09|97|28|20|19900421
89|NEW|89|1|Turtle Power|PARTNERS IN KRYME|1990-04-21|89|13|16|19900421
90|78|7|39|Bust A Move|YOUNG M.C.|1989-07-29|81|7|39|19900421
91|82|47|13|Fly High Michelle|ENUFF Z'NUFF|1990-01-27|91|47|13|19900421
92|NEW|92|1|Drag My Bad Name Down|4 OF US|1990-04-21|92|77|5|19900421
93|81|46|8|A Face In The Crowd|TOM PETTY|1990-03-03|73|46|8|19900421
94|NEW|94|1|Pictures Of You|CURE|1990-04-21|94|71|8|19900421
95|87|38|20|A Girl Like You|SMITHEREENS|1989-12-09|93|38|20|19900421
96|69|47|10|Blue Sky Mine|MIDNIGHT OIL|1990-02-17|77|47|10|19900421
97|91|69|10|Anytime|McAULEY SCHENKER GROUP|1990-02-17|88|69|10|19900421
98|76|28|14|The Deeper The Love|WHITESNAKE|1990-01-20|77|28|14|19900421
99|86|82|5|You Can't Get Away|SHANA|1990-03-24|92|82|5|19900421
100|70|36|12|You're The Only Woman|BRAT PACK|1990-02-03|94|36|12|19900421
1|2|1|9|I'll Be Your Everything|TOMMY PAGE|1990-02-17|51|1|18|19900414
2|6|2|10|Don't Wanna Fall In Love|JANE CHILD|1990-02-10|75|2|21|19900414
3|3|3|11|All Around The World|LISA STANSFIELD|1990-02-03|78|3|22|19900414
4|9|4|5|Nothing Compares 2 U|SINEAD O'CONNOR|1990-03-17|63|1|21|19900414
5|1|1|12|Love Will Lead You Back|TAYLOR DAYNE|1990-01-27|55|1|20|19900414
6|11|6|10|I Wanna Be Rich|CALLOWAY|1990-02-10|93|2|23|19900414
7|8|7|17|Here & Now|LUTHER VANDROSS|1989-12-23|78|6|27|19900414
8|7|7|12|Get Up|TECHNOTRONIC|1990-01-27|86|7|20|19900414
9|10|9|11|Forever|KISS|1990-02-03|72|8|17|19900414
10|5|1|16|Black Velvet|ALANNAH MYLES|1989-12-30|86|1|25|19900414
11|4|3|11|I Wish It Would Rain Down|PHIL COLLINS|1990-02-03|71|3|17|19900414
12|15|12|7|How Can We Be Lovers|MICHAEL BOLTON|1990-03-03|68|3|18|19900414
13|13|13|13|Whole Wide World|A'ME LORAIN|1990-01-20|79|9|20|19900414
14|16|14|8|Without You|MOTLEY CRUE|1990-02-24|66|8|17|19900414
15|18|15|8|Whip Appeal|BABYFACE|1990-02-24|90|6|18|19900414
16|19|16|8|Heartbeat|SEDUCTION|1990-02-24|69|13|16|19900414
17|21|17|5|What It Takes|AEROSMITH|1990-03-17|60|9|17|19900414
18|12|11|10|All My Life|LINDA RONSTADT|1990-02-10|47|11|15|19900414
19|27|19|9|Sending All My Love|LINEAR|1990-02-17|92|5|27|19900414
20|23|20|10|Heart Of Stone|CHER|1990-02-10|92|20|14|19900414
21|31|21|5|Love Child|SWEET SENSATION|1990-03-17|69|13|15|19900414
22|24|22|9|The Heart Of The Matter|DON HENLEY|1990-02-17|80|21|21|19900414
23|14|1|13|Escapade|JANET JACKSON|1990-01-20|37|1|17|19900414
24|25|24|12|If U Were Mine|U-KREW|1990-01-27|87|24|22|19900414
25|33|25|5|Hold On|WILSON PHILLIPS|1990-03-17|74|1|25|19900414
26|41|26|3|All I Wanna Do Is Make Love To You|HEART|1990-03-31|57|2|20|19900414
27|32|27|6|Room At The Top|ADAM ANT|1990-03-10|84|17|16|19900414
28|38|28|4|This Old Heart Of Mine|ROD STEWART with RONALD ISLEY|1990-03-24|62|10|16|19900414
29|17|8|11|Keep It Together|MADONNA|1990-02-03|56|8|13|19900414
30|45|30|2|Alright|JANET JACKSON|1990-04-07|45|4|16|19900414
31|40|31|6|The Secret Garden|QUINCY JONES|1990-03-10|73|31|13|19900414
32|22|7|22|No More Lies|MICHEL'LE|1989-11-18|92|7|29|19900414
33|44|33|5|The Humpty Dance|DIGITAL UNDERGROUND|1990-03-17|81|11|23|19900414
34|37|34|8|Wild Women Do|NATALIE COLE|1990-02-24|84|34|10|19900414
35|20|3|17|Roam|B-52'S|1989-12-23|88|3|20|19900414
36|30|9|13|Just A Friend|BIZ MARKIE|1990-01-20|71|9|22|19900414
37|47|37|3|Your Baby Never Looked Good In Blue|EXPOSE|1990-03-31|61|17|16|19900414
38|52|38|2|Poison|BELL BIV DEVOE|1990-04-07|52|3|22|19900414
39|NEW|39|1|Vogue|MADONNA|1990-04-14|39|1|24|19900414
40|26|10|18|C'mon And Get My Love|D-MOB & CATHY DENNIS|1989-12-16|91|10|21|19900414
41|36|2|18|Dangerous|ROXETTE|1989-12-16|65|2|21|19900414
42|35|1|18|Opposites Attract|PAULA ABDUL|1989-12-16|72|1|23|19900414
43|48|43|8|Make It Like It Was|REGINA BELLE|1990-02-24|96|43|11|19900414
44|42|40|9|True Blue Love|LOU GRAMM|1990-02-17|96|40|11|19900414
45|28|18|14|Sacrifice|ELTON JOHN|1990-01-13|87|18|17|19900414
46|34|29|11|Love Me For Life|STEVIE B|1990-02-03|69|29|14|19900414
47|51|47|6|Expression|SALT-N-PEPA|1990-03-10|95|26|21|19900414
48|54|48|5|A Little Love|COREY HART|1990-03-17|86|37|11|19900414
49|67|49|2|It Must Have Been Love|ROXETTE|1990-04-07|67|1|25|19900414
50|46|46|7|Lambada|KAOMA|1990-03-03|71|46|12|19900414
51|57|51|6|Time After Time|TIMMY T|1990-03-10|80|40|17|19900414
52|60|52|8|House Of Pain|FASTER PUSSYCAT|1990-02-24|89|28|21|19900414
53|29|13|16|No Myth|MICHAEL PENN|1989-12-30|85|13|17|19900414
54|49|49|6|Have A Heart|BONNIE RAITT|1990-03-10|92|49|9|19900414
55|39|6|14|I Go To Extremes|BILLY JOEL|1990-01-13|67|6|16|19900414
56|63|56|4|Hurting Kind (I've Got My Eyes On You)|ROBERT PLANT|1990-03-24|88|46|10|19900414
57|43|5|17|Price Of Love|BAD ENGLISH|1989-12-23|68|5|19|19900414
58|70|58|2|Save Me|FLEETWOOD MAC|1990-04-07|70|33|11|19900414
59|62|59|6|The Way It Is|TESLA|1990-03-10|86|55|12|19900414
60|68|60|4|I'll See You In My Dreams|GIANT|1990-03-24|93|20|20|19900414
61|50|20|16|Sometimes She Cries|WARRANT|1989-12-30|81|20|18|19900414
62|55|6|18|Here We Are|GLORIA ESTEFAN|1989-12-16|68|6|21|19900414
63|76|63|2|Cruising For Bruising|BASIA|1990-04-07|76|29|12|19900414
64|81|64|3|Ready Or Not|AFTER 7|1990-03-31|96|7|21|19900414
65|72|65|3|Getting Away With It|ELECTRONIC|1990-03-31|88|38|12|19900414
66|78|66|2|Oye Mi Canto|GLORIA ESTEFAN|1990-04-07|78|48|7|19900414
67|75|67|4|Cuts You Up|PETER MURPHY|1990-03-24|95|55|9|19900414
68|89|68|2|All That Glitters Isn't Gold|COVER GIRLS|1990-04-07|89|49|12|19900414
69|56|47|9|Blue Sky Mine|MIDNIGHT OIL|1990-02-17|77|47|10|19900414
70|53|36|11|You're The Only Woman|BRAT PACK|1990-02-03|94|36|12|19900414
71|80|71|3|Moonlight On Water|LAURA BRANIGAN|1990-03-31|94|59|9|19900414
72|61|48|9|Got To Get|ROB'N'RAZ & LEILA K|1990-02-17|89|48|11|19900414
73|66|65|9|Living In Oblivion|ANYTHING BOX|1990-02-17|95|65|10|19900414
74|NEW|74|1|Baby It's Tonight|JUDE COLE|1990-04-14|74|16|19|19900414
75|79|75|4|I Come Off|YOUNG MC|1990-03-24|90|75|5|19900414
76|64|28|13|The Deeper The Love|WHITESNAKE|1990-01-20|77|28|14|19900414
77|87|77|2|Always & Forever|WHISTLE|1990-04-07|87|35|15|19900414
78|74|7|38|Bust A Move|YOUNG M.C.|1989-07-29|81|7|39|19900414
79|73|73|6|Hide And Seek|PAJAMA PARTY|1990-03-10|93|73|10|19900414
80|NEW|80|1|Heaven Is A 4 Letter Word|BAD ENGLISH|1990-04-14|80|66|9|19900414
81|69|46|7|A Face In The Crowd|TOM PETTY|1990-03-03|73|46|8|19900414
82|65|47|12|Fly High Michelle|ENUFF Z'NUFF|1990-01-27|91|47|13|19900414
83|86|83|3|How 'Bout Us|GRAYSON HUGH & BETTY WRIGHT|1990-03-31|89|67|7|19900414
84|NEW|84|1|Ooh La La (I Can't Get Over You)|PERFECT GENTLEMEN|1990-04-14|84|10|16|19900414
85|59|28|19|Personal Jesus|DEPECHE MODE|1989-12-09|97|28|20|19900414
86|82|82|4|You Can't Get Away|SHANA|1990-03-24|92|82|5|19900414
87|77|38|19|A Girl Like You|SMITHEREENS|1989-12-09|93|38|20|19900414
88|58|12|13|Too Late To Say Goodbye|RICHARD MARX|1990-01-20|49|12|13|19900414
89|99|89|2|The Ballad Of Jayne|L.A. GUNS|1990-04-07|99|33|22|19900414
90|97|90|2|You Make Me Feel (Mighty Real)|JIMMY SOMERVILLE|1990-04-07|97|87|4|19900414
91|95|69|9|Anytime|McAULEY SCHENKER GROUP|1990-02-17|88|69|10|19900414
92|NEW|92|1|Spin That Wheel|HI-TEK 3|1990-04-14|92|69|7|19900414
93|71|8|19|We Can't Go Wrong|COVER GIRLS|1989-12-09|73|8|19|19900414
94|NEW|94|1|Get A Life|SOUL II SOUL|1990-04-14|94|54|11|19900414
95|NEW|95|1|Dub Be Good To Me|BEATS INTERNATIONAL|1990-04-14|95|76|5|19900414
96|NEW|96|1|Enjoy The Silence|DEPECHE MODE|1990-04-14|96|8|24|19900414
97|83|30|13|Summer Rain|BELINDA CARLISLE|1990-01-20|86|30|13|19900414
98|NEW|98|1|Nicety|MICHEL'LE|1990-04-14|98|29|16|19900414
99|88|83|5|House Of Broken Love|GREAT WHITE|1990-03-17|97|83|5|19900414
100|85|2|23|Two To Make It Right|SEDUCTION|1989-11-11|78|2|23|19900414
