Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,,,
53|56|31|10|When I Said I Do|CLINT BLACK|1999-11-13|50|31|16|20000115,,,,,,
54|64|54|9|Angels|ROBBIE WILLIAMS|1999-11-20|85|53|19|20000115,,,,,,
55|62|55|3|Show Me The Meaning Of Being Lonely|BACKSTREET BOYS|2000-01-01|74|6|24|20000115,,,,,,
56|54|54|7|Caught Out There|KELIS|1999-12-04|84|54|12|20000115,,,,,,
57|58|25|11|Will 2K|WILL SMITH featuring K-CI|1999-11-06|47|25|12|20000115,,,,,,
58|59|58|9|Sexual (Li Da Di)|AMBER|1999-11-20|95|42|15|20000115,,,,,,
59|68|36|18|Bling Bling|B.G. feat BABY, TURK, MANNIE FRESH & JUVENILE|1999-09-18|73|36|19|20000115,,,,
60|57|52|19|Higher|CREED|1999-09-11|81|52|20|20000115,,,,,,
61|66|1|20|Heartbreaker|MARIAH CAREY featuring JAY-Z|1999-09-04|60|1|20|20000115,,,,,,
62|70|62|4|The Great Beyond|R.E.M.|1999-12-25|79|57|14|20000115,,,,,,
63|60|60|6|None Of Ur Friends Business|GINUWINE|1999-12-11|94|48|15|20000115,,,,,,
64|21|21|4|Don't Say You Love Me|M2M|1999-12-25|44|21|7|20000115,,,,,,
65|80|65|5|Smile|LONESTAR|1999-12-18|89|39|20|20000115,,,,,,
66|74|66|4|No More Rain|ANGIE STONE|1999-12-25|86|56|17|20000115,,,,,,
67|65|64|10|Deep Inside|MARY J. BLIGE|1999-11-13|83|63|15|20000115,,,,,,
68|76|55|18|All Things Considered|YANKEE GREY|1999-09-18|98|55|20|20000115,,,,,,
69|86|69|3|I Wanna Know|JOE|2000-01-01|94|4|44|20000115,,,,,,
70|NEW|70|1|Falls Apart|SUGAR RAY|2000-01-15|70|29|20|20000115,,,,,,
71|90|45|8|Home To You|JOHN MICHAEL MONTGOMERY|1999-11-27|48|45|12|20000115,,,,,,
72|84|32|19|There She Goes|SIXPENCE NONE THE RICHER|1999-09-11|63|32|20|20000115,,,,,,
73|89|10|18|(You Drive Me) Crazy|BRITNEY SPEARS|1999-09-18|62|10|20|20000115,,,,,,
74|69|69|4|One Night Stand|J-SHIN & LaTOCHA SCOTT|1999-12-25|96|34|16|20000115,,,,,,
75|79|67|16|Chemicals Between Us|BUSH|1999-10-02|84|67|20|20000115,,,,,,
76|92|76|11|Rockafella Skank|FATBOY SLIM|1999-11-06|94|76|12|20000115,,,,,,
77|77|77|2|G'd Up|SNOOP DOGG & EASTSIDAZ|2000-01-08|77|47|14|20000115,,,,,,
78|67|27|9|15 Minutes|MARC NELSON|1999-11-20|41|27|9|20000115,,,,,,
79|49|49|3|This Gift|98 DEGREES|2000-01-01|53|49|3|20000115,,,,,,
80|81|8|19|We Can't Be Friends|DEBORAH COX with R.L.|1999-09-11|75|8|20|20000115,,,,,,
81|72|72|7|Tha Block Is Hot|LIL WAYNE & JUVENILE|1999-12-04|99|72|11|20000115,,,,,,
82|95|82|7|Live Laugh Love|CLAY WALKER|1999-12-04|95|74|11|20000115,,,,,,
83|78|69|12|Guerrilla Radio|RAGE AGAINST THE MACHINE|1999-10-30|69|69|20|20000115,,,,,,
84|73|73|7|N 2 Gether Now|LIMP BIZKIT & METHOD MAN|1999-12-04|94|73|11|20000115,,,,,,
85|93|74|9|She Thinks My Tractor's Sexy|KENNY CHESNEY|1999-11-20|90|74|12|20000115,,,,,,
86|88|33|17|Bug A Boo|DESTINY'S CHILD|1999-09-25|87|33|20|20000115,,,,,,
87|96|25|18|Largen Than Life|BACKSTREET BOYS|1999-09-18|70|25|19|20000115,,,,,,
88|82|82|6|Notorious B.I.G.|NOTORIOUS BIG & PUFF DADDY|1999-12-11|90|82|7|20000115,,,,,,
89|NEW|89|1|Back At One|MARK WILLS|2000-01-15|89|36|18|20000115,,,,,,
90|98|90|8|L.A. Song|BETH HART|1999-11-27|99|90|12|20000115,,,,,,
91|94|91|2|Love Is Blind|EVE featuring FAITH EVANS|2000-01-08|94|34|16|20000115,,,,,,
92|75|75|3|A Country Boy Can Survive|CHAD BROCK / HANK WILLIAM JR / GEORGE JONES|2000-01-01|93|75|3|20000115,,,,,,
93|NEW|93|1|Music Of My Heart|'N SYNC & GLORIA ESTEFAN|2000-01-15|93|93|2|20000115,,,,,,
94|87|71|13|Give Me What You Want|CHICO DeBARGE|1999-10-23|94|71|13|20000115,,,,,,
95|NEW|95|1|Do It Again|JAY-Z|2000-01-15|95|65|9|20000115,,,,,,
96|99|90|7|Re-Arranged|LIMP BIZKIT|1999-12-04|91|88|18|20000115,,,,,,
97|97|97|2|The Best Man I Can Be|GINUWINE / TYRESE / CASE|2000-01-08|97|83|6|20000115,,,,,,
98|NEW|98|1|What's My Name|DMX|2000-01-15|98|67|11|20000115,,,,,,
99|85|63|13|Greatest Romance Ever Sold|T.A.F.K.A. PRINCE|1999-10-23|96|63|13|20000115,,,,,,
100|100|98|3|The Quittin' Kind|JOE DIFFIE|2000-01-01|98|90|6|20000115,,,,,,
1|1|1|24|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|20000108,,,,,,
2|2|2|20|Back At One|BRIAN McKNIGHT|1999-08-28|75|2|37|20000108,,,,,,
3|3|3|13|I Wanna Love You Forever|JESSICA SIMPSON|1999-10-16|69|3|20|20000108,,,,,,
4|4|4|19|My Love Is Your Love|WHITNEY HOUSTON|1999-09-04|81|4|28|20000108,,,,,,
5|7|5|7|Hot Boyz|MISSY  ELLIOTT & NAS & EVE|1999-11-27|36|5|21|20000108,,,,,,
6|5|4|12|I Knew I Loved You|SAVAGE GARDEN|1999-10-23|71|1|33|20000108,,,,,,
7|54|7|3|Auld Lang Syne|KENNY G|1999-12-25|89|7|5|20000108,,,,,,
8|6|3|18|I Need To Know|MARC ANTHONY|1999-09-11|77|3|40|20000108,,,,,,
9|9|9|10|Bring It All To Me|BLAQUE|1999-11-06|50|5|27|20000108,,,,,,
10|8|7|16|U Know What's Up|DONELL JONES|1999-09-25|88|7|24|20000108,,,,,,
11|11|11|5|What A Girl Wants|CHRISTINA AGUILERA|1999-12-11|28|1|22|20000108,,,,,,
12|10|10|7|Girl On TV|LFO|1999-11-27|16|10|16|20000108,,,,,,
13|13|13|4|Blue (Da Ba Dee)|EIFFEL 65|1999-12-18|29|6|19|20000108,,,,,,
14|12|10|6|24/7|KEVON EDMONDS|1999-12-04|22|10|16|20000108,,,,,,
15|15|15|4|He Can't Love U|JAGGED EDGE|1999-12-18|32|15|19|20000108,,,,,,
16|14|14|8|Then The Morning Comes|SMASH MOUTH|1999-11-20|46|11|23|20000108,,,,,,
17|17|17|6|That's The Way It Is|CELINE DION|1999-12-04|49|6|25|20000108,,,,,,
18|18|18|3|The Christmas Song (Chestnuts Roasting On An Open Fire)|CHRISTINA AGUILERA|1999-12-25|47|18|3|20000108,,,,,,
19|16|8|13|Waiting For Tonight|JENNIFER LOPEZ|1999-10-16|56|8|20|20000108,,,,,,
20|21|20|5|Get It On Tonite|MONTELL JORDAN|1999-12-11|43|4|25|20000108,,,,,,
21|30|21|3|Don't Say You Love Me|M2M|1999-12-25|44|21|7|20000108,,,,,,
22|19|19|4|Dancin'|GUY|1999-12-18|46|19|11|20000108,,,,,,
23|29|23|14|Stay The Night|IMX|1999-10-09|84|23|20|20000108,,,,,,
24|24|21|10|Meet Virginia|TRAIN|1999-11-06|48|20|23|20000108,,,,,,
25|25|1|29|Unpretty|TLC|1999-06-26|76|1|32|20000108,,,,,,
26|22|22|7|Learn To Fly|FOO FIGHTERS|1999-11-27|42|19|15|20000108,,,,,,
27|20|9|22|Steal My Sunshine|LEN|1999-08-14|71|9|25|20000108,,,,,,
28|31|4|37|Where My Girls At?|702|1999-05-01|90|4|42|20000108,,,,,,
29|27|19|27|Back That Thang Up|JUVENILE feat. MANNY FRESH & LIL' WAYNE|1999-07-10|78|19|30|20000108,,,,,,
30|23|23|8|Big Deal|LeANN RIMES|1999-11-20|48|23|15|20000108,,,,,,
31|36|7|28|Someday|SUGAR RAY|1999-07-03|66|7|32|20000108,,,,,,
32|33|32|6|Hangingaround|COUNTING CROWS|1999-12-04|46|28|16|20000108,,,,,,
33|28|21|7|4,5, 6|SOLE featuring JT MONEY & KANDI|1999-11-27|47|21|12|20000108,,,,
34|34|34|3|Take A Picture|FILTER|1999-12-25|38|12|16|20000108,,,,,,
35|32|3|20|Mambo No. 5 (A Little Bit Of ...)|LOU BEGA|1999-08-28|63|3|22|20000108,,,,,,
36|35|13|21|Get Gone|IDEAL|1999-08-21|86|13|22|20000108,,,,,,
37|41|16|27|Black Balloon|GOO GOO DOLLS|1999-07-10|66|16|34|20000108,,,,,,
38|38|33|6|Got Your Money|OL' DIRTY BASTARD featuring KELIS|1999-12-04|48|33|14|20000108,,,,,,
39|42|39|6|Rhythm Divine|ENRIQUE IGLESIAS|1999-12-04|90|32|17|20000108,,,,,,
40|47|40|4|You Can Do It|ICE CUBE featuring MACK 10 & MS. TOI|1999-12-18|50|35|10|20000108,,,,,,
41|43|41|3|Thank God I Found You|MARIAH CAREY featuring JOE & 98 DEGREES|1999-12-25|50|1|18|20000108,,,,,,
42|40|30|9|If You Love Me|MINT CONDITION|1999-11-13|43|30|19|20000108,,,,,,
43|26|26|6|Breathe|FAITH HILL|1999-12-04|42|2|49|20000108,,,,,,
44|56|44|3|Say My Name|DESTINY'S CHILD|1999-12-25|83|1|32|20000108,,,,,,
45|45|45|3|Amazed|LONESTAR|1999-12-25|45|1|35|20000108,,,,,,
46|39|39|5|Shake Your Bon-Bon|RICKY MARTIN|1999-12-11|39|22|15|20000108,,,,,,
47|44|2|16|Satisfy You|PUFF DADDY featuring R KELLY|1999-09-25|74|2|20|20000108,,,,,,
48|51|48|4|Got To Get It|SISQO featuring MAKE IT HOT|1999-12-18|48|40|16|20000108,,,,,,
49|53|49|2|This Gift|98 DEGREES|2000-01-01|53|49|3|20000108,,,,,,
50|37|30|7|He Didn't Have To Be|BRAD PAISLEY|1999-11-27|46|30|15|20000108,,,,,,
51|52|51|6|All The Small Things|BLINK 182|1999-12-04|89|51|6|20000108,,,,,,
52|48|48|7|Cowboy Take Me Away|DIXIE CHICKS|1999-11-27|79|48|7|20000108,,,,,,
53|46|46|3|What Do You Say|REBA|1999-12-25|46|46|3|20000108,,,,,,
54|58|54|6|Caught Out There|KELIS|1999-12-04|84|54|12|20000108,,,,,,
55|50|50|7|My Best Friend|TIM McGRAW|1999-11-27|85|50|7|20000108,,,,,,
56|49|31|9|When I Said I Do|CLINT BLACK|1999-11-13|50|31|16|20000108,,,,,,
57|61|52|18|Higher|CREED|1999-09-11|81|52|20|20000108,,,,,,
58|63|25|10|Will 2K|WILL SMITH featuring K-CI|1999-11-06|47|25|12|20000108,,,,,,
59|67|59|8|Sexual (Li Da Di)|AMBER|1999-11-20|95|42|15|20000108,,,,,,
60|68|60|5|None Of Ur Friends Business|GINUWINE|1999-12-11|94|48|15|20000108,,,,,,
61|69|61|3|Deck The Halls|SHEDAISY|1999-12-25|97|61|3|20000108,,,,,,
62|74|62|2|Show Me The Meaning Of Being Lonely|BACKSTREET BOYS|2000-01-01|74|6|24|20000108,,,,,,
63|57|55|9|Pop A Top|ALAN JACKSON|1999-11-13|79|43|16|20000108,,,,,,
64|55|55|8|Angels|ROBBIE WILLIAMS|1999-11-20|85|53|19|20000108,,,,,,
65|64|64|9|Deep Inside|MARY J. BLIGE|1999-11-13|83|63|15|20000108,,,,,,
66|60|1|19|Heartbreaker|MARIAH CAREY featuring JAY-Z|1999-09-04|60|1|20|20000108,,,,,,
67|59|27|8|15 Minutes|MARC NELSON|1999-11-20|41|27|9|20000108,,,,,,
68|62|36|17|Bling Bling|B.G. feat BABY, TURK, MANNIE FRESH & JUVENILE|1999-09-18|73|36|19|20000108,,,,
69|77|69|3|One Night Stand|J-SHIN & LaTOCHA SCOTT|1999-12-25|96|34|16|20000108,,,,,,
70|72|70|3|The Great Beyond|R.E.M.|1999-12-25|79|57|14|20000108,,,,,,
71|66|24|20|I Love You|MARTINA McBRIDE|1999-08-28|82|24|20|20000108,,,,,,
72|82|72|6|Tha Block Is Hot|LIL WAYNE & JUVENILE|1999-12-04|99|72|11|20000108,,,,,,
73|78|73|6|N 2 Gether Now|LIMP BIZKIT & METHOD MAN|1999-12-04|94|73|11|20000108,,,,,,
74|79|74|3|No More Rain|ANGIE STONE|1999-12-25|86|56|17|20000108,,,,,,
75|93|75|2|A Country Boy Can Survive|CHAD BROCK / HANK WILLIAM JR / GEORGE JONES|2000-01-01|93|75|3|20000108,,,,,,
76|65|55|17|All Things Considered|YANKEE GREY|1999-09-18|98|55|20|20000108,,,,,,
77|NEW|77|1|G'd Up|SNOOP DOGG & EASTSIDAZ|2000-01-08|77|47|14|20000108,,,,,,
78|83|69|11|Guerrilla Radio|RAGE AGAINST THE MACHINE|1999-10-30|69|69|20|20000108,,,,,,
79|81|67|15|Chemicals Between Us|BUSH|1999-10-02|84|67|20|20000108,,,,,,
80|71|71|4|Smile|LONESTAR|1999-12-18|89|39|20|20000108,,,,,,
81|75|8|18|We Can't Be Friends|DEBORAH COX with R.L.|1999-09-11|75|8|20|20000108,,,,,,
82|85|82|5|Notorious B.I.G.|NOTORIOUS BIG & PUFF DADDY|1999-12-11|90|82|7|20000108,,,,,,
83|NEW|83|1|All I Want For Christmas Is You|MARIAH CAREY|2000-01-08|83|83|1|20000108,,,,,,
84|88|32|18|There She Goes|SIXPENCE NONE THE RICHER|1999-09-11|63|32|20|20000108,,,,,,
85|89|63|12|Greatest Romance Ever Sold|T.A.F.K.A. PRINCE|1999-10-23|96|63|13|20000108,,,,,,
86|94|86|2|I Wanna Know|JOE|2000-01-01|94|4|44|20000108,,,,,,
87|91|71|12|Give Me What You Want|CHICO DeBARGE|1999-10-23|94|71|13|20000108,,,,,,
88|73|33|16|Bug A Boo|DESTINY'S CHILD|1999-09-25|87|33|20|20000108,,,,,,
89|76|10|17|(You Drive Me) Crazy|BRITNEY SPEARS|1999-09-18|62|10|20|20000108,,,,,,
90|80|45|7|Home To You|JOHN MICHAEL MONTGOMERY|1999-11-27|48|45|12|20000108,,,,,,
91|70|70|7|Still D.R.E.|DR. DRE & SNOOP DOGG|1999-11-27|93|70|7|20000108,,,,,,
92|90|77|10|Rockafella Skank|FATBOY SLIM|1999-11-06|94|76|12|20000108,,,,,,
93|86|74|8|She Thinks My Tractor's Sexy|KENNY CHESNEY|1999-11-20|90|74|12|20000108,,,,,,
94|NEW|94|1|Love Is Blind|EVE featuring FAITH EVANS|2000-01-08|94|34|16|20000108,,,,,,
95|84|84|6|Live Laugh Love|CLAY WALKER|1999-12-04|95|74|11|20000108,,,,,,
96|87|25|17|Largen Than Life|BACKSTREET BOYS|1999-09-18|70|25|19|20000108,,,,,,
97|NEW|97|1|The Best Man I Can Be|GINUWINE / TYRESE / CASE|2000-01-08|97|83|6|20000108,,,,,,
98|96|96|7|L.A. Song|BETH HART|1999-11-27|99|90|12|20000108,,,,,,
99|95|90|6|Re-Arranged|LIMP BIZKIT|1999-12-04|91|88|18|20000108,,,,,,
100|98|98|2|The Quittin' Kind|JOE DIFFIE|2000-01-01|98|90|6|20000108,,,,,,
1|1|1|23|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|20000101,,,,,,
2|2|2|19|Back At One|BRIAN McKNIGHT|1999-08-28|75|2|37|20000101,,,,,,
3|3|3|12|I Wanna Love You Forever|JESSICA SIMPSON|1999-10-16|69|3|20|20000101,,,,,,
4|5|4|18|My Love Is Your Love|WHITNEY HOUSTON|1999-09-04|81|4|28|20000101,,,,,,
5|4|4|11|I Knew I Loved You|SAVAGE GARDEN|1999-10-23|71|1|33|20000101,,,,,,
6|6|3|17|I Need To Know|MARC ANTHONY|1999-09-11|77|3|40|20000101,,,,,,
7|7|7|6|Hot Boyz|MISSY  ELLIOTT & NAS & EVE|1999-11-27|36|5|21|20000101,,,,,,
8|8|7|15|U Know What's Up|DONELL JONES|1999-09-25|88|7|24|20000101,,,,,,
9|9|9|9|Bring It All To Me|BLAQUE|1999-11-06|50|5|27|20000101,,,,,,
10|11|10|6|Girl On TV|LFO|1999-11-27|16|10|16|20000101,,,,,,
11|13|11|4|What A Girl Wants|CHRISTINA AGUILERA|1999-12-11|28|1|22|20000101,,,,,,
12|10|10|5|24/7|KEVON EDMONDS|1999-12-04|22|10|16|20000101,,,,,,
13|16|13|3|Blue (Da Ba Dee)|EIFFEL 65|1999-12-18|29|6|19|20000101,,,,,,
14|14|14|7|Then The Morning Comes|SMASH MOUTH|1999-11-20|46|11|23|20000101,,,,,,
15|17|15|3|He Can't Love U|JAGGED EDGE|1999-12-18|32|15|19|20000101,,,,,,
16|12|8|12|Waiting For Tonight|JENNIFER LOPEZ|1999-10-16|56|8|20|20000101,,,,,,
17|30|17|5|That's The Way It Is|CELINE DION|1999-12-04|49|6|25|20000101,,,,,,
18|47|18|2|The Christmas Song (Chestnuts Roasting On An Open Fire)|CHRISTINA AGUILERA|1999-12-25|47|18|3|20000101,,,,,,
19|29|19|3|Dancin'|GUY|1999-12-18|46|19|11|20000101,,,,,,
20|15|9|21|Steal My Sunshine|LEN|1999-08-14|71|9|25|20000101,,,,,,
21|24|21|4|Get It On Tonite|MONTELL JORDAN|1999-12-11|43|4|25|20000101,,,,,,
22|22|22|6|Learn To Fly|FOO FIGHTERS|1999-11-27|42|19|15|20000101,,,,,,
23|26|23|7|Big Deal|LeANN RIMES|1999-11-20|48|23|15|20000101,,,,,,
24|21|21|9|Meet Virginia|TRAIN|1999-11-06|48|20|23|20000101,,,,,,
25|20|1|28|Unpretty|TLC|1999-06-26|76|1|32|20000101,,,,,,
26|28|26|5|Breathe|FAITH HILL|1999-12-04|42|2|49|20000101,,,,,,
27|25|19|26|Back That Thang Up|JUVENILE feat. MANNY FRESH & LIL' WAYNE|1999-07-10|78|19|30|20000101,,,,,,
28|23|21|6|4,5, 6|SOLE featuring JT MONEY & KANDI|1999-11-27|47|21|12|20000101,,,,
29|36|29|13|Stay The Night|IMX|1999-10-09|84|23|20|20000101,,,,,,
30|44|30|2|Don't Say You Love Me|M2M|1999-12-25|44|21|7|20000101,,,,,,
31|19|4|36|Where My Girls At?|702|1999-05-01|90|4|42|20000101,,,,,,
32|18|3|19|Mambo No. 5 (A Little Bit Of ...)|LOU BEGA|1999-08-28|63|3|22|20000101,,,,,,
33|35|33|5|Hangingaround|COUNTING CROWS|1999-12-04|46|28|16|20000101,,,,,,
34|38|34|2|Take A Picture|FILTER|1999-12-25|38|12|16|20000101,,,,,,
35|27|13|20|Get Gone|IDEAL|1999-08-21|86|13|22|20000101,,,,,,
36|34|7|27|Someday|SUGAR RAY|1999-07-03|66|7|32|20000101,,,,,,
37|31|30|6|He Didn't Have To Be|BRAD PAISLEY|1999-11-27|46|30|15|20000101,,,,,,
38|33|33|5|Got Your Money|OL' DIRTY BASTARD featuring KELIS|1999-12-04|48|33|14|20000101,,,,,,
39|39|39|4|Shake Your Bon-Bon|RICKY MARTIN|1999-12-11|39|22|15|20000101,,,,,,
40|40|30|8|If You Love Me|MINT CONDITION|1999-11-13|43|30|19|20000101,,,,,,
41|37|16|26|Black Balloon|GOO GOO DOLLS|1999-07-10|66|16|34|20000101,,,,,,
42|67|42|5|Rhythm Divine|ENRIQUE IGLESIAS|1999-12-04|90|32|17|20000101,,,,,,
43|50|43|2|Thank God I Found You|MARIAH CAREY featuring JOE & 98 DEGREES|1999-12-25|50|1|18|20000101,,,,,,
44|32|2|15|Satisfy You|PUFF DADDY featuring R KELLY|1999-09-25|74|2|20|20000101,,,,,,
45|45|45|2|Amazed|LONESTAR|1999-12-25|45|1|35|20000101,,,,,,
46|46|46|2|What Do You Say|REBA|1999-12-25|46|46|3|20000101,,,,,,
47|42|42|3|You Can Do It|ICE CUBE featuring MACK 10 & MS. TOI|1999-12-18|50|35|10|20000101,,,,,,
48|52|48|6|Cowboy Take Me Away|DIXIE CHICKS|1999-11-27|79|48|7|20000101,,,,,,
49|41|31|8|When I Said I Do|CLINT BLACK|1999-11-13|50|31|16|20000101,,,,,,
50|54|50|6|My Best Friend|TIM McGRAW|1999-11-27|85|50|7|20000101,,,,,,
51|48|48|3|Got To Get It|SISQO featuring MAKE IT HOT|1999-12-18|48|40|16|20000101,,,,,,
52|59|52|5|All The Small Things|BLINK 182|1999-12-04|89|51|6|20000101,,,,,,
53|NEW|53|1|This Gift|98 DEGREES|2000-01-01|53|49|3|20000101,,,,,,
54|89|54|2|Auld Lang Syne|KENNY G|1999-12-25|89|7|5|20000101,,,,,,
55|56|55|7|Angels|ROBBIE WILLIAMS|1999-11-20|85|53|19|20000101,,,,,,
56|83|56|2|Say My Name|DESTINY'S CHILD|1999-12-25|83|1|32|20000101,,,,,,
57|55|55|8|Pop A Top|ALAN JACKSON|1999-11-13|79|43|16|20000101,,,,,,
58|63|58|5|Caught Out There|KELIS|1999-12-04|84|54|12|20000101,,,,,,
59|43|27|7|15 Minutes|MARC NELSON|1999-11-20|41|27|9|20000101,,,,,,
60|51|1|18|Heartbreaker|MARIAH CAREY featuring JAY-Z|1999-09-04|60|1|20|20000101,,,,,,
61|61|52|17|Higher|CREED|1999-09-11|81|52|20|20000101,,,,,,
62|62|36|16|Bling Bling|B.G. feat BABY, TURK, MANNIE FRESH & JUVENILE|1999-09-18|73|36|19|20000101,,,,
63|58|25|9|Will 2K|WILL SMITH featuring K-CI|1999-11-06|47|25|12|20000101,,,,,,
64|64|64|8|Deep Inside|MARY J. BLIGE|1999-11-13|83|63|15|20000101,,,,,,
65|57|55|16|All Things Considered|YANKEE GREY|1999-09-18|98|55|20|20000101,,,,,,
66|60|24|19|I Love You|MARTINA McBRIDE|1999-08-28|82|24|20|20000101,,,,,,
67|69|67|7|Sexual (Li Da Di)|AMBER|1999-11-20|95|42|15|20000101,,,,,,
68|71|68|4|None Of Ur Friends Business|GINUWINE|1999-12-11|94|48|15|20000101,,,,,,
69|97|69|2|Deck The Halls|SHEDAISY|1999-12-25|97|61|3|20000101,,,,,,
70|75|70|6|Still D.R.E.|DR. DRE & SNOOP DOGG|1999-11-27|93|70|7|20000101,,,,,,
71|80|71|3|Smile|LONESTAR|1999-12-18|89|39|20|20000101,,,,,,
72|79|72|2|The Great Beyond|R.E.M.|1999-12-25|79|57|14|20000101,,,,,,
73|72|33|15|Bug A Boo|DESTINY'S CHILD|1999-09-25|87|33|20|20000101,,,,,,
74|NEW|74|1|Show Me The Meaning Of Being Lonely|BACKSTREET BOYS|2000-01-01|74|6|24|20000101,,,,,,
75|77|8|17|We Can't Be Friends|DEBORAH COX with R.L.|1999-09-11|75|8|20|20000101,,,,,,
76|53|10|16|(You Drive Me) Crazy|BRITNEY SPEARS|1999-09-18|62|10|20|20000101,,,,,,
77|96|77|2|One Night Stand|J-SHIN & LaTOCHA SCOTT|1999-12-25|96|34|16|20000101,,,,,,
78|78|78|5|N 2 Gether Now|LIMP BIZKIT & METHOD MAN|1999-12-04|94|73|11|20000101,,,,,,
79|86|79|2|No More Rain|ANGIE STONE|1999-12-25|86|56|17|20000101,,,,,,
80|68|45|6|Home To You|JOHN MICHAEL MONTGOMERY|1999-11-27|48|45|12|20000101,,,,,,
81|73|67|14|Chemicals Between Us|BUSH|1999-10-02|84|67|20|20000101,,,,,,
82|84|82|5|Tha Block Is Hot|LIL WAYNE & JUVENILE|1999-12-04|99|72|11|20000101,,,,,,
83|87|69|10|Guerrilla Radio|RAGE AGAINST THE MACHINE|1999-10-30|69|69|20|20000101,,,,,,
84|94|84|5|Live Laugh Love|CLAY WALKER|1999-12-04|95|74|11|20000101,,,,,,
85|88|82|4|Notorious B.I.G.|NOTORIOUS BIG & PUFF DADDY|1999-12-11|90|82|7|20000101,,,,,,
86|74|74|7|She Thinks My Tractor's Sexy|KENNY CHESNEY|1999-11-20|90|74|12|20000101,,,,,,
87|70|25|16|Largen Than Life|BACKSTREET BOYS|1999-09-18|70|25|19|20000101,,,,,,
88|76|32|17|There She Goes|SIXPENCE NONE THE RICHER|1999-09-11|63|32|20|20000101,,,,,,
89|92|63|11|Greatest Romance Ever Sold|T.A.F.K.A. PRINCE|1999-10-23|96|63|13|20000101,,,,,,
90|82|77|9|Rockafella Skank|FATBOY SLIM|1999-11-06|94|76|12|20000101,,,,,,
91|90|71|11|Give Me What You Want|CHICO DeBARGE|1999-10-23|94|71|13|20000101,,,,,,
92|85|2|18|Music Of My Heart|'N SYNC & GLORIA ESTEFAN|1999-09-04|66|2|18|20000101,,,,,,
93|NEW|93|1|A Country Boy Can Survive|CHAD BROCK / HANK WILLIAM JR / GEORGE JONES|2000-01-01|93|75|3|20000101,,,,,,
94|NEW|94|1|I Wanna Know|JOE|2000-01-01|94|4|44|20000101,,,,,,
95|95|90|5|Re-Arranged|LIMP BIZKIT|1999-12-04|91|88|18|20000101,,,,,,
96|99|96|6|L.A. Song|BETH HART|1999-11-27|99|90|12|20000101,,,,,,
97|66|26|16|Gotta Man|EVE|1999-09-18|86|26|16|20000101,,,,,,
98|NEW|98|1|The Quittin' Kind|JOE DIFFIE|2000-01-01|98|90|6|20000101,,,,,,
99|91|83|12|Steam|TY HERNDON|1999-10-16|100|83|12|20000101,,,,,,
100|100|92|6|Nastradamus|NAS|1999-11-27|94|92|6|20000101,,,,,,
1|1|1|22|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991225,,,,,,
2|2|2|18|Back At One|BRIAN McKNIGHT|1999-08-28|75|2|37|19991225,,,,,,
3|3|3|11|I Wanna Love You Forever|JESSICA SIMPSON|1999-10-16|69|3|20|19991225,,,,,,
4|4|4|10|I Knew I Loved You|SAVAGE GARDEN|1999-10-23|71|1|33|19991225,,,,,,
5|5|5|17|My Love Is Your Love|WHITNEY HOUSTON|1999-09-04|81|4|28|19991225,,,,,,
6|6|3|16|I Need To Know|MARC ANTHONY|1999-09-11|77|3|40|19991225,,,,,,
7|9|7|5|Hot Boyz|MISSY  ELLIOTT & NAS & EVE|1999-11-27|36|5|21|19991225,,,,,,
8|7|7|14|U Know What's Up|DONELL JONES|1999-09-25|88|7|24|19991225,,,,,,
9|11|9|8|Bring It All To Me|BLAQUE|1999-11-06|50|5|27|19991225,,,,,,
10|10|10|4|24/7|KEVON EDMONDS|1999-12-04|22|10|16|19991225,,,,,,
11|14|10|5|Girl On TV|LFO|1999-11-27|16|10|16|19991225,,,,,,
12|8|8|11|Waiting For Tonight|JENNIFER LOPEZ|1999-10-16|56|8|20|19991225,,,,,,
13|18|13|3|What A Girl Wants|CHRISTINA AGUILERA|1999-12-11|28|1|22|19991225,,,,,,
14|16|14|6|Then The Morning Comes|SMASH MOUTH|1999-11-20|46|11|23|19991225,,,,,,
15|12|9|20|Steal My Sunshine|LEN|1999-08-14|71|9|25|19991225,,,,,,
16|29|16|2|Blue (Da Ba Dee)|EIFFEL 65|1999-12-18|29|6|19|19991225,,,,,,
17|32|17|2|He Can't Love U|JAGGED EDGE|1999-12-18|32|15|19|19991225,,,,,,
18|13|3|18|Mambo No. 5 (A Little Bit Of ...)|LOU BEGA|1999-08-28|63|3|22|19991225,,,,,,
19|17|4|35|Where My Girls At?|702|1999-05-01|90|4|42|19991225,,,,,,
20|15|1|27|Unpretty|TLC|1999-06-26|76|1|32|19991225,,,,,,
21|22|21|8|Meet Virginia|TRAIN|1999-11-06|48|20|23|19991225,,,,,,
22|25|22|5|Learn To Fly|FOO FIGHTERS|1999-11-27|42|19|15|19991225,,,,,,
23|21|21|5|4,5, 6|SOLE featuring JT MONEY & KANDI|1999-11-27|47|21|12|19991225,,,,
