Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,,,
32|26|10|27|Say It|VOICES OF THEORY|1998-04-04|95|10|31|19981003,,,,,,
33|29|15|15|Ghetto Supastar (That What Is What You Are)|PRAS MICHEL feat OL' DIRTY BASTARD|1998-06-27|23|15|21|19981003,,,,,,
34|30|28|10|Intergalactic|BEASTIE BOYS|1998-08-01|44|28|18|19981003,,,,,,
35|35|34|9|Movin' On|MYA featuring SILKK THE SHOCKER|1998-08-08|75|34|20|19981003,,,,,,
36|36|36|7|Nobody Else|TYRESE|1998-08-22|66|36|15|19981003,,,,,,
37|33|24|17|Still Not A Player|BIG PUNISHER featuring JOE|1998-06-13|40|24|23|19981003,,,,,,
38|34|27|8|Goodbye To My Homies|MASTER P feat SILKK THE SHOCKER, SONS OF FUNK AND MO B. DICK|1998-08-15|52|27|16|19981003,,,,,
39|32|4|15|Come With Me|PUFF DADDY featuring JIMMY PAGE|1998-06-27|10|4|20|19981003,,,,,,
40|47|40|4|SuperThug (What What)|NOREAGA|1998-09-12|56|36|13|19981003,,,,,,
41|37|11|49|I Don't Want To Wait|PAULA COLE|1997-11-01|19|11|56|19981003,,,,,,
42|42|42|4|Shimmer|FUEL|1998-09-12|52|42|12|19981003,,,,,,
43|40|5|13|Ray Of Light|MADONNA|1998-07-11|5|5|20|19981003,,,,,,
44|38|9|44|How's It Going To Be|THIRD EYE BLIND|1997-12-06|36|9|52|19981003,,,,,,
45|41|1|42|Together Again|JANET|1997-12-20|9|1|46|19981003,,,,,,
46|39|24|13|To The Moon And Back|SAVAGE GARDEN|1998-07-11|46|24|13|19981003,,,,,,
47|44|1|32|Gettin' Jiggy Wit It|WILL SMITH|1998-02-28|3|1|32|19981003,,,,,,
48|43|2|68|How Do I Live|LeANN RIMES|1997-06-21|89|2|69|19981003,,,,,,
49|46|8|26|Sex And Candy|MARCY PLAYGROUND|1998-04-11|13|8|28|19981003,,,,,,
50|53|50|2|I Had No Right|P.M. DAWN|1998-09-26|53|44|10|19981003,,,,,,
51|87|51|2|Invasion Of The Flat Booty Bitches|TOO SHORT|1998-09-26|87|51|10|19981003,,,,,,
52|NEW|52|1|Nobody's Supposed To Be Here|DEBORAH COX|1998-10-03|52|2|29|19981003,,,,,,
53|50|39|14|Ooh La La|ROD STEWART|1998-07-04|48|39|20|19981003,,,,,,
54|NEW|54|1|Jackie's Strength|TORI AMOS|1998-10-03|54|54|5|19981003,,,,,,
55|45|41|12|Horse & Carriage|CAM'RON featuring MASE|1998-07-18|68|41|17|19981003,,,,,,
56|52|52|14|Money Ain't A Thang|JD featuring JAY-Z|1998-07-04|77|52|20|19981003,,,,,,
57|49|23|8|Gotta Be|JAGGED EDGE|1998-08-15|23|23|16|19981003,,,,,,
58|54|51|12|Landslide|FLEETWOOD MAC|1998-07-18|59|51|20|19981003,,,,,,
59|59|59|4|Touch Me|SOLO|1998-09-12|77|59|12|19981003,,,,,,
60|64|60|3|Yesterday|DEBELAH MORGAN|1998-09-19|79|56|11|19981003,,,,,,
61|NEW|61|1|Only When I Lose Myself|DEPECHE MODE|1998-10-03|61|61|9|19981003,,,,,,
62|55|26|14|Cleopatra's Theme|CLEOPATRA|1998-07-04|60|26|19|19981003,,,,,,
63|63|59|14|Can't We Try|ROCKELL & COLLAGE|1998-07-04|78|59|20|19981003,,,,,,
64|62|50|10|What U See Is What U Get|XZIBIT|1998-08-01|69|50|14|19981003,,,,,,
65|51|18|13|Nobody Does It Better|NATE DOGG featuring WARREN G|1998-07-11|54|18|18|19981003,,,,,,
66|66|66|6|If You Could Read My Mind|STARS ON 54: ULTRA NATE, AMBER, JOCELYN ENRIQUEZ|1998-08-29|75|52|14|19981003,,,,
67|61|55|10|26 Cents|THE WILKINSONS|1998-08-01|84|55|18|19981003,,,,,,
68|57|27|20|Heaven's What I Feel|GLORIA ESTEFAN|1998-05-23|34|27|20|19981003,,,,,,
69|65|65|17|You Only Have To Say You Love Me|HANNAH JONES|1998-06-13|92|65|20|19981003,,,,,,
70|70|70|3|Dr. Greenthumb / Tequila Sunrise|CYPRESS HILL|1998-09-19|72|70|11|19981003,,,,,,
71|60|60|7|Definition|MOS DEF & KWELI ARE BLACK STAR|1998-08-22|94|60|10|19981003,,,,,,
72|72|72|5|I Should Cheat On You|J'SON|1998-09-05|81|72|13|19981003,,,,,,
73|56|31|12|Woof Woof|69 BOYZ|1998-07-18|61|31|16|19981003,,,,,,
74|74|74|2|How's It Goin'|DMX featuring FAITH EVANS|1998-09-26|74|70|10|19981003,,,,,,
75|58|16|16|Stop|SPICE GIRLS|1998-06-20|36|16|19|19981003,,,,,,
76|67|3|20|I Get Lonely|JANET feat BLACKSTREET|1998-05-23|3|3|20|19981003,,,,,,
77|69|50|8|Paper|QUEEN LATIFAH|1998-08-15|64|50|15|19981003,,,,,,
78|NEW|78|1|Lost In Love|NASTYBOY KLICK|1998-10-03|78|53|9|19981003,,,,,,
79|68|66|9|Delicious|PURE SUGAR|1998-08-08|89|66|12|19981003,,,,,,
80|81|72|7|Here We Go|FUNKMASTER FLEX presents KHADEJIA featuring PRODUCT|1998-08-22|77|72|14|19981003,,,,,,
81|77|48|18|You Won't Forget Me|LA BOUCHE|1998-06-06|56|48|20|19981003,,,,,,
82|NEW|82|1|Can I Get A...|JAY-Z featuring AMIL (OF MAJOR COINS) & JA RULE|1998-10-03|82|19|37|19981003,,,,,,
83|75|61|9|It's Alright|MEMPHIS BLEAK & JAY-Z|1998-08-08|66|61|12|19981003,,,,,,
84|76|25|19|Shorty (You Keep Playin' With My Mind)|IMAJIN featuring KEITH MURRAY|1998-05-30|56|25|20|19981003,,,,,,
85|82|42|14|Ava Adore|THE SMASHING PUMPKINS|1998-07-04|42|42|20|19981003,,,,,,
86|86|86|3|98 Thug Paradise|TRAGEDY, CAPONE, INFINITE|1998-09-19|93|86|5|19981003,,,,
87|83|81|5|Wide Open Spaces|DIXIE CHICKS|1998-09-05|93|41|20|19981003,,,,,,
88|NEW|88|1|I Ain't Havin' That|HELTAH SKELTAH feat STARANG WONDAH OF O.G.C. & DOC HOLIDAY|1998-10-03|88|88|2|19981003,,,,,,
89|84|47|12|Destiny|MYRON|1998-07-18|62|47|13|19981003,,,,,,
90|79|58|10|What I Didn't Know|ATHENAEUM|1998-08-01|65|58|14|19981003,,,,,,
91|73|23|18|Whatcha Gonna Do?|LINK|1998-06-06|45|23|19|19981003,,,,,,
92|80|48|11|Remember When|COLOR ME BADD|1998-07-25|71|48|13|19981003,,,,,,
93|78|47|11|Hey Now Now|SWIRL 360|1998-07-25|88|47|11|19981003,,,,,,
94|85|85|7|I Wasn't With It|JESSE POWELL|1998-08-22|87|85|9|19981003,,,,,,
95|71|71|4|Find A Way|A TRIBE CALLED QUEST|1998-09-12|82|71|7|19981003,,,,,,
96|89|63|14|How Do I Say I'm Sorry|TAMI DAVIS|1998-07-04|94|63|14|19981003,,,,,,
97|94|47|20|Wishlist|PEARL JAM|1998-05-23|48|47|20|19981003,,,,,,
98|99|60|15|The Cup Of Life|RICKY MARTIN|1998-06-27|90|60|16|19981003,,,,,,
99|88|50|15|Black Ice (Sky High)|GOODIE MOB featuring OUTKAST|1998-06-27|91|50|15|19981003,,,,,,
100|90|56|19|One Heart At A Time|VARIOUS ARTISTS|1998-05-30|93|56|20|19981003,,,,,,
1|1|1|4|I Don't Want To Miss A Thing|AEROSMITH|1998-09-05|1|1|20|19980926,,,,,,
2|2|2|7|The First Night|MONICA|1998-08-15|14|1|23|19980926,,,,,,
3|3|3|13|Crush|JENNIFER PAIGE|1998-07-04|69|3|25|19980926,,,,,,
4|4|2|15|My Way|USHER|1998-06-20|13|2|24|19980926,,,,,,
5|5|1|18|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980926,,,,,,
6|7|6|6|Time After Time|INOJ|1998-08-22|16|6|16|19980926,,,,,,
7|NEW|7|1|I'll Be|EDWIN McCAIN|1998-09-26|7|5|24|19980926,,,,,,
8|6|6|8|Daydreamin'|TATYANA ALI|1998-08-08|20|6|17|19980926,,,,,,
9|11|1|33|Too Close|NEXT|1998-02-14|45|1|53|19980926,,,,,,
10|9|2|33|You're Still The One|SHANIA TWAIN|1998-02-14|51|2|42|19980926,,,,,,
11|10|10|17|When The Lights Go Out|FIVE|1998-06-06|64|10|26|19980926,,,,,,
12|8|8|10|Lookin' At Me|MASE featuring PUFF DADDY|1998-07-25|38|8|19|19980926,,,,,,
13|16|13|28|This Kiss|FAITH HILL|1998-03-21|90|7|48|19980926,,,,,,
14|15|14|7|I Can Do That|MONTELL JORDAN|1998-08-15|90|14|16|19980926,,,,,,
15|13|4|10|Never Ever|ALL SAINTS|1998-07-25|13|4|19|19980926,,,,,,
16|12|12|4|Thinkin' Bout You|GERALD LEVERT|1998-09-05|19|12|16|19980926,,,,,,
17|17|17|8|I Still Love You|NEXT|1998-08-08|46|14|20|19980926,,,,,,
18|14|3|18|Adia|SARAH McLACHLAN|1998-05-30|28|3|27|19980926,,,,,,
19|19|19|4|Still A G Thang|SNOOP DOGG|1998-09-05|26|19|13|19980926,,,,,,
20|18|10|11|Cruel Summer|ACE OF BASE|1998-07-18|37|10|20|19980926,,,,,,
21|22|1|43|Truly Madly Deeply|SAVAGE GARDEN|1997-12-06|26|1|52|19980926,,,,,,
22|30|22|3|Lately|DIVINE|1998-09-12|36|1|27|19980926,,,,,,
23|24|23|8|Touch It|MONIFAH|1998-08-08|82|9|26|19980926,,,,,,
24|21|5|14|Make It Hot|NICOLE feat MISSY  ELLIOTT|1998-06-27|20|5|23|19980926,,,,,,
25|20|12|11|Friend Of Mine|KELLY PRICE|1998-07-18|22|12|20|19980926,,,,,,
26|23|10|26|Say It|VOICES OF THEORY|1998-04-04|95|10|31|19980926,,,,,,
27|27|27|4|Splackavellie|PRESSHA|1998-09-05|55|27|14|19980926,,,,,,
28|25|1|27|All My Life|K-CI & JOJO|1998-03-28|15|1|36|19980926,,,,,,
29|26|15|14|Ghetto Supastar (That What Is What You Are)|PRAS MICHEL feat OL' DIRTY BASTARD|1998-06-27|23|15|21|19980926,,,,,,
30|31|28|9|Intergalactic|BEASTIE BOYS|1998-08-01|44|28|18|19980926,,,,,,
31|32|30|11|So Into You|TAMIA|1998-07-18|91|30|20|19980926,,,,,,
32|29|4|14|Come With Me|PUFF DADDY featuring JIMMY PAGE|1998-06-27|10|4|20|19980926,,,,,,
33|28|24|16|Still Not A Player|BIG PUNISHER featuring JOE|1998-06-13|40|24|23|19980926,,,,,,
34|33|27|7|Goodbye To My Homies|MASTER P feat SILKK THE SHOCKER, SONS OF FUNK AND MO B. DICK|1998-08-15|52|27|16|19980926,,,,,
35|37|34|8|Movin' On|MYA featuring SILKK THE SHOCKER|1998-08-08|75|34|20|19980926,,,,,,
36|36|36|6|Nobody Else|TYRESE|1998-08-22|66|36|15|19980926,,,,,,
37|35|11|48|I Don't Want To Wait|PAULA COLE|1997-11-01|19|11|56|19980926,,,,,,
38|38|9|43|How's It Going To Be|THIRD EYE BLIND|1997-12-06|36|9|52|19980926,,,,,,
39|34|24|12|To The Moon And Back|SAVAGE GARDEN|1998-07-11|46|24|13|19980926,,,,,,
40|41|5|12|Ray Of Light|MADONNA|1998-07-11|5|5|20|19980926,,,,,,
41|43|1|41|Together Again|JANET|1997-12-20|9|1|46|19980926,,,,,,
42|47|42|3|Shimmer|FUEL|1998-09-12|52|42|12|19980926,,,,,,
43|42|2|67|How Do I Live|LeANN RIMES|1997-06-21|89|2|69|19980926,,,,,,
44|39|1|31|Gettin' Jiggy Wit It|WILL SMITH|1998-02-28|3|1|32|19980926,,,,,,
45|45|41|11|Horse & Carriage|CAM'RON featuring MASE|1998-07-18|68|41|17|19980926,,,,,,
46|46|8|25|Sex And Candy|MARCY PLAYGROUND|1998-04-11|13|8|28|19980926,,,,,,
47|48|47|3|SuperThug (What What)|NOREAGA|1998-09-12|56|36|13|19980926,,,,,,
48|44|18|24|Looking Through Your Eyes|LeANN RIMES|1998-04-18|57|18|24|19980926,,,,,,
49|40|23|7|Gotta Be|JAGGED EDGE|1998-08-15|23|23|16|19980926,,,,,,
50|50|39|13|Ooh La La|ROD STEWART|1998-07-04|48|39|20|19980926,,,,,,
51|49|18|12|Nobody Does It Better|NATE DOGG featuring WARREN G|1998-07-11|54|18|18|19980926,,,,,,
52|53|52|13|Money Ain't A Thang|JD featuring JAY-Z|1998-07-04|77|52|20|19980926,,,,,,
53|NEW|53|1|I Had No Right|P.M. DAWN|1998-09-26|53|44|10|19980926,,,,,,
54|58|51|11|Landslide|FLEETWOOD MAC|1998-07-18|59|51|20|19980926,,,,,,
55|52|26|13|Cleopatra's Theme|CLEOPATRA|1998-07-04|60|26|19|19980926,,,,,,
56|56|31|11|Woof Woof|69 BOYZ|1998-07-18|61|31|16|19980926,,,,,,
57|55|27|19|Heaven's What I Feel|GLORIA ESTEFAN|1998-05-23|34|27|20|19980926,,,,,,
58|54|16|15|Stop|SPICE GIRLS|1998-06-20|36|16|19|19980926,,,,,,
59|61|59|3|Touch Me|SOLO|1998-09-12|77|59|12|19980926,,,,,,
60|64|60|6|Definition|MOS DEF & KWELI ARE BLACK STAR|1998-08-22|94|60|10|19980926,,,,,,
61|57|55|9|26 Cents|THE WILKINSONS|1998-08-01|84|55|18|19980926,,,,,,
62|59|50|9|What U See Is What U Get|XZIBIT|1998-08-01|69|50|14|19980926,,,,,,
63|63|59|13|Can't We Try|ROCKELL & COLLAGE|1998-07-04|78|59|20|19980926,,,,,,
64|79|64|2|Yesterday|DEBELAH MORGAN|1998-09-19|79|56|11|19980926,,,,,,
65|78|65|16|You Only Have To Say You Love Me|HANNAH JONES|1998-06-13|92|65|20|19980926,,,,,,
66|69|66|5|If You Could Read My Mind|STARS ON 54: ULTRA NATE, AMBER, JOCELYN ENRIQUEZ|1998-08-29|75|52|14|19980926,,,,
67|62|3|19|I Get Lonely|JANET feat BLACKSTREET|1998-05-23|3|3|20|19980926,,,,,,
68|66|66|8|Delicious|PURE SUGAR|1998-08-08|89|66|12|19980926,,,,,,
69|60|50|7|Paper|QUEEN LATIFAH|1998-08-15|64|50|15|19980926,,,,,,
70|72|70|2|Dr. Greenthumb / Tequila Sunrise|CYPRESS HILL|1998-09-19|72|70|11|19980926,,,,,,
71|71|71|3|Find A Way|A TRIBE CALLED QUEST|1998-09-12|82|71|7|19980926,,,,,,
72|77|72|4|I Should Cheat On You|J'SON|1998-09-05|81|72|13|19980926,,,,,,
73|68|23|17|Whatcha Gonna Do?|LINK|1998-06-06|45|23|19|19980926,,,,,,
74|NEW|74|1|How's It Goin'|DMX featuring FAITH EVANS|1998-09-26|74|70|10|19980926,,,,,,
75|75|61|8|It's Alright|MEMPHIS BLEAK & JAY-Z|1998-08-08|66|61|12|19980926,,,,,,
76|67|25|18|Shorty (You Keep Playin' With My Mind)|IMAJIN featuring KEITH MURRAY|1998-05-30|56|25|20|19980926,,,,,,
77|85|48|17|You Won't Forget Me|LA BOUCHE|1998-06-06|56|48|20|19980926,,,,,,
78|65|47|10|Hey Now Now|SWIRL 360|1998-07-25|88|47|11|19980926,,,,,,
79|84|58|9|What I Didn't Know|ATHENAEUM|1998-08-01|65|58|14|19980926,,,,,,
80|83|48|10|Remember When|COLOR ME BADD|1998-07-25|71|48|13|19980926,,,,,,
81|74|72|6|Here We Go|FUNKMASTER FLEX presents KHADEJIA featuring PRODUCT|1998-08-22|77|72|14|19980926,,,,,,
82|76|42|13|Ava Adore|THE SMASHING PUMPKINS|1998-07-04|42|42|20|19980926,,,,,,
83|81|81|4|Wide Open Spaces|DIXIE CHICKS|1998-09-05|93|41|20|19980926,,,,,,
84|70|47|11|Destiny|MYRON|1998-07-18|62|47|13|19980926,,,,,,
85|86|85|6|I Wasn't With It|JESSE POWELL|1998-08-22|87|85|9|19980926,,,,,,
86|93|86|2|98 Thug Paradise|TRAGEDY, CAPONE, INFINITE|1998-09-19|93|86|5|19980926,,,,
87|NEW|87|1|Invasion Of The Flat Booty Bitches|TOO SHORT|1998-09-26|87|51|10|19980926,,,,,,
88|87|50|14|Black Ice (Sky High)|GOODIE MOB featuring OUTKAST|1998-06-27|91|50|15|19980926,,,,,,
89|80|63|13|How Do I Say I'm Sorry|TAMI DAVIS|1998-07-04|94|63|14|19980926,,,,,,
90|82|56|18|One Heart At A Time|VARIOUS ARTISTS|1998-05-30|93|56|20|19980926,,,,,,
91|88|73|12|Stepping Stone|LARI WHITE|1998-07-11|94|73|12|19980926,,,,,,
92|89|84|8|The Rockafeller Skank|FATBOY SLIM|1998-08-08|91|84|8|19980926,,,,,,
93|94|76|11|Here We Go Again|ARETHA FRANKLIN|1998-07-18|94|76|11|19980926,,,,,,
94|97|47|19|Wishlist|PEARL JAM|1998-05-23|48|47|20|19980926,,,,,,
95|98|91|9|Cover You In Kisses|JOHN MICHAEL MONTGOMERY|1998-08-01|91|91|9|19980926,,,,,,
96|91|61|8|What's Clef / Chickenhead / Cheated (To All The Girls)|WYCLEF JEAN featuring QUEEN PEN & THE PRODUCT|1998-08-08|61|61|8|19980926,,,,,,
97|92|60|13|If You Ever Have Forever In Mind|VINCE GILL|1998-07-04|75|60|13|19980926,,,,,,
98|96|49|14|Spark|TORI AMOS|1998-06-27|53|49|14|19980926,,,,,,
99|99|60|14|The Cup Of Life|RICKY MARTIN|1998-06-27|90|60|16|19980926,,,,,,
100|95|62|13|2 Way Street|MISSJONES|1998-07-04|82|62|13|19980926,,,,,,
1|1|1|3|I Don't Want To Miss A Thing|AEROSMITH|1998-09-05|1|1|20|19980919,,,,,,
2|2|2|6|The First Night|MONICA|1998-08-15|14|1|23|19980919,,,,,,
3|3|3|12|Crush|JENNIFER PAIGE|1998-07-04|69|3|25|19980919,,,,,,
4|4|2|14|My Way|USHER|1998-06-20|13|2|24|19980919,,,,,,
5|5|1|17|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980919,,,,,,
6|6|6|7|Daydreamin'|TATYANA ALI|1998-08-08|20|6|17|19980919,,,,,,
7|11|7|5|Time After Time|INOJ|1998-08-22|16|6|16|19980919,,,,,,
8|10|8|9|Lookin' At Me|MASE featuring PUFF DADDY|1998-07-25|38|8|19|19980919,,,,,,
9|7|2|32|You're Still The One|SHANIA TWAIN|1998-02-14|51|2|42|19980919,,,,,,
10|12|10|16|When The Lights Go Out|FIVE|1998-06-06|64|10|26|19980919,,,,,,
11|13|1|32|Too Close|NEXT|1998-02-14|45|1|53|19980919,,,,,,
12|15|12|3|Thinkin' Bout You|GERALD LEVERT|1998-09-05|19|12|16|19980919,,,,,,
13|9|4|9|Never Ever|ALL SAINTS|1998-07-25|13|4|19|19980919,,,,,,
14|8|3|17|Adia|SARAH McLACHLAN|1998-05-30|28|3|27|19980919,,,,,,
15|20|15|6|I Can Do That|MONTELL JORDAN|1998-08-15|90|14|16|19980919,,,,,,
16|16|16|27|This Kiss|FAITH HILL|1998-03-21|90|7|48|19980919,,,,,,
17|17|17|7|I Still Love You|NEXT|1998-08-08|46|14|20|19980919,,,,,,
18|14|10|10|Cruel Summer|ACE OF BASE|1998-07-18|37|10|20|19980919,,,,,,
19|23|19|3|Still A G Thang|SNOOP DOGG|1998-09-05|26|19|13|19980919,,,,,,
20|18|12|10|Friend Of Mine|KELLY PRICE|1998-07-18|22|12|20|19980919,,,,,,
21|19|5|13|Make It Hot|NICOLE feat MISSY  ELLIOTT|1998-06-27|20|5|23|19980919,,,,,,
22|22|1|42|Truly Madly Deeply|SAVAGE GARDEN|1997-12-06|26|1|52|19980919,,,,,,
23|21|10|25|Say It|VOICES OF THEORY|1998-04-04|95|10|31|19980919,,,,,,
24|27|24|7|Touch It|MONIFAH|1998-08-08|82|9|26|19980919,,,,,,
25|25|1|26|All My Life|K-CI & JOJO|1998-03-28|15|1|36|19980919,,,,,,
26|26|15|13|Ghetto Supastar (That What Is What You Are)|PRAS MICHEL feat OL' DIRTY BASTARD|1998-06-27|23|15|21|19980919,,,,,,
27|40|27|3|Splackavellie|PRESSHA|1998-09-05|55|27|14|19980919,,,,,,
28|29|24|15|Still Not A Player|BIG PUNISHER featuring JOE|1998-06-13|40|24|23|19980919,,,,,,
29|24|4|13|Come With Me|PUFF DADDY featuring JIMMY PAGE|1998-06-27|10|4|20|19980919,,,,,,
30|36|30|2|Lately|DIVINE|1998-09-12|36|1|27|19980919,,,,,,
31|28|28|8|Intergalactic|BEASTIE BOYS|1998-08-01|44|28|18|19980919,,,,,,
32|33|30|10|So Into You|TAMIA|1998-07-18|91|30|20|19980919,,,,,,
33|30|27|6|Goodbye To My Homies|MASTER P feat SILKK THE SHOCKER, SONS OF FUNK AND MO B. DICK|1998-08-15|52|27|16|19980919,,,,,
34|31|24|11|To The Moon And Back|SAVAGE GARDEN|1998-07-11|46|24|13|19980919,,,,,,
35|37|11|47|I Don't Want To Wait|PAULA COLE|1997-11-01|19|11|56|19980919,,,,,,
36|46|36|5|Nobody Else|TYRESE|1998-08-22|66|36|15|19980919,,,,,,
37|34|34|7|Movin' On|MYA featuring SILKK THE SHOCKER|1998-08-08|75|34|20|19980919,,,,,,
38|49|9|42|How's It Going To Be|THIRD EYE BLIND|1997-12-06|36|9|52|19980919,,,,,,
39|43|1|30|Gettin' Jiggy Wit It|WILL SMITH|1998-02-28|3|1|32|19980919,,,,,,
40|32|23|6|Gotta Be|JAGGED EDGE|1998-08-15|23|23|16|19980919,,,,,,
41|39|5|11|Ray Of Light|MADONNA|1998-07-11|5|5|20|19980919,,,,,,
42|41|2|66|How Do I Live|LeANN RIMES|1997-06-21|89|2|69|19980919,,,,,,
43|42|1|40|Together Again|JANET|1997-12-20|9|1|46|19980919,,,,,,
44|38|18|23|Looking Through Your Eyes|LeANN RIMES|1998-04-18|57|18|24|19980919,,,,,,
45|53|41|10|Horse And Carriage|CAM'RON featuring MASE|1998-07-18|68|41|17|19980919,,,,,,
46|47|8|24|Sex And Candy|MARCY PLAYGROUND|1998-04-11|13|8|28|19980919,,,,,,
47|52|47|2|Shimmer|FUEL|1998-09-12|52|42|12|19980919,,,,,,
48|56|48|2|Superthug|NOREAGA|1998-09-12|56|36|13|19980919,,,,,,
49|35|18|11|Nobody Does It Better|NATE DOGG featuring WARREN G|1998-07-11|54|18|18|19980919,,,,,,
50|48|39|12|Ooh La La|ROD STEWART|1998-07-04|48|39|20|19980919,,,,,,
51|51|1|20|My All|MARIAH CAREY|1998-05-09|2|1|20|19980919,,,,,,
52|44|26|12|Cleopatra's Theme|CLEOPATRA|1998-07-04|60|26|19|19980919,,,,,,
53|55|52|12|Money Ain't A Thang|JD featuring JAY-Z|1998-07-04|77|52|20|19980919,,,,,,
54|54|16|14|Stop|SPICE GIRLS|1998-06-20|36|16|19|19980919,,,,,,
55|58|27|18|Heaven's What I Feel|GLORIA ESTEFAN|1998-05-23|34|27|20|19980919,,,,,,
56|45|31|10|Woof Woof|69 BOYZ|1998-07-18|61|31|16|19980919,,,,,,
57|61|55|8|26 Cents|THE WILKINSONS|1998-08-01|84|55|18|19980919,,,,,,
58|60|51|10|Landslide|FLEETWOOD MAC|1998-07-18|59|51|20|19980919,,,,,,
59|57|50|8|What U See Is What U Get|XZIBIT|1998-08-01|69|50|14|19980919,,,,,,
60|59|50|6|Paper|QUEEN LATIFAH|1998-08-15|64|50|15|19980919,,,,,,
61|77|61|2|Touch Me|SOLO|1998-09-12|77|59|12|19980919,,,,,,
62|64|3|18|I Get Lonely|JANET feat BLACKSTREET|1998-05-23|3|3|20|19980919,,,,,,
63|63|59|12|Can't We Try|ROCKELL & COLLAGE|1998-07-04|78|59|20|19980919,,,,,,
64|67|64|5|Definition|MOS DEF & KWELI ARE BLACK STAR|1998-08-22|94|60|10|19980919,,,,,,
65|62|47|9|Hey Now Now|SWIRL 360|1998-07-25|88|47|11|19980919,,,,,,
66|68|66|7|Delicious|PURE SUGAR|1998-08-08|89|66|12|19980919,,,,,,
67|69|25|17|Shorty (You Keep Playin' With My Mind)|IMAJIN featuring KEITH MURRAY|1998-05-30|56|25|20|19980919,,,,,,
68|65|23|16|Whatcha Gonna Do?|LINK|1998-06-06|45|23|19|19980919,,,,,,
69|66|66|4|If You Could Read My Mind|STARS ON 54: ULTRA NATE, AMBER, JOCELYN ENRIQUEZ|1998-08-29|75|52|14|19980919,,,,
70|70|47|10|Destiny|MYRON|1998-07-18|62|47|13|19980919,,,,,,
71|82|71|2|Find A Way|A TRIBE CALLED QUEST|1998-09-12|82|71|7|19980919,,,,,,
72|NEW|72|1|Dr. Greenthumb / Tequila Sunrise|CYPRESS HILL|1998-09-19|72|70|11|19980919,,,,,,
73|73|10|20|Turn It Up (Remix) / Fire It Up|BUSTA RHYMES|1998-05-09|10|10|20|19980919,,,,,,
74|76|72|5|Here We Go|FUNKMASTER FLEX presents KHADEJIA featuring PRODUCT|1998-08-22|77|72|14|19980919,,,,,,
75|78|61|7|It's Alright|MEMPHIS BLEAK & JAY-Z|1998-08-08|66|61|12|19980919,,,,,,
76|72|42|12|Ava Adore|THE SMASHING PUMPKINS|1998-07-04|42|42|20|19980919,,,,,,
77|81|77|3|I Should Cheat On You|J'SON|1998-09-05|81|72|13|19980919,,,,,,
78|71|70|15|You Only Have To Say You Love Me|HANNAH JONES|1998-06-13|92|65|20|19980919,,,,,,
79|NEW|79|1|Yesterday|DEBELAH MORGAN|1998-09-19|79|56|11|19980919,,,,,,
80|79|63|12|How Do I Say I'm Sorry|TAMI DAVIS|1998-07-04|94|63|14|19980919,,,,,,
81|89|81|3|Wide Open Spaces|DIXIE CHICKS|1998-09-05|93|41|20|19980919,,,,,,
82|92|56|17|One Heart At A Time|VARIOUS ARTISTS|1998-05-30|93|56|20|19980919,,,,,,
83|83|48|9|Remember When|COLOR ME BADD|1998-07-25|71|48|13|19980919,,,,,,
84|86|58|8|What I Didn't Know|ATHENAEUM|1998-08-01|65|58|14|19980919,,,,,,
85|75|48|16|You Won't Forget Me|LA BOUCHE|1998-06-06|56|48|20|19980919,,,,,,
86|87|85|5|I Wasn't With It|JESSE POWELL|1998-08-22|87|85|9|19980919,,,,,,
87|74|50|13|Black Ice (Sky High)|GOODIE MOB featuring OUTKAST|1998-06-27|91|50|15|19980919,,,,,,
88|88|73|11|Stepping Stone|LARI WHITE|1998-07-11|94|73|12|19980919,,,,,,
89|84|84|7|The Rockafeller Skank|FATBOY SLIM|1998-08-08|91|84|8|19980919,,,,,,
90|85|79|6|Stop Being Creedy|DMX|1998-08-15|89|79|6|19980919,,,,,,
91|90|61|7|What's Clef / Chickenhead / Cheated (To All The Girls)|WYCLEF JEAN featuring QUEEN PEN & THE PRODUCT|1998-08-08|61|61|8|19980919,,,,,,
92|93|60|12|If You Ever Have Forever In Mind|VINCE GILL|1998-07-04|75|60|13|19980919,,,,,,
93|NEW|93|1|98 Thug Paradise|TRAGEDY, CAPONE, INFINITE|1998-09-19|93|86|5|19980919,,,,
94|96|76|10|Here We Go Again|ARETHA FRANKLIN|1998-07-18|94|76|11|19980919,,,,,,
95|98|62|12|2 Way Street|MISSJONES|1998-07-04|82|62|13|19980919,,,,,,
96|94|49|13|Spark|TORI AMOS|1998-06-27|53|49|14|19980919,,,,,,
97|95|47|18|Wishlist|PEARL JAM|1998-05-23|48|47|20|19980919,,,,,,
98|97|91|8|Cover You In Kisses|JOHN MICHAEL MONTGOMERY|1998-08-01|91|91|9|19980919,,,,,,
99|80|60|13|The Cup Of Life|RICKY MARTIN|1998-06-27|90|60|16|19980919,,,,,,
100|91|82|5|Stand By Me|4 THE CAUSE|1998-08-22|86|82|5|19980919,,,,,,
