,date,url,venue,artist,location,time
1393,2017-02-08,https://www.songkick.com/metro_areas/7644-us-new-york?page=5,Drom,Big Party Orchestra,new-york,21:00:00-0500
1394,2017-02-08,https://www.songkick.com/metro_areas/7644-us-new-york?page=5,Fine and Rare,Tiphanie,new-york,17:30:00-0500
1395,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=5,Terminal 5,Sampha,new-york,N/A
1396,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=5,Barclays Center,"Brian McKnight, Keith Sweat, Eric Benét, Jagged Edge, Dru Hill, Big Daddy Kane, and Mario Winans",new-york,20:00:00-0500
1397,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=5,PlayStation Theater,Alter Bridge,new-york,18:30:00-0500
1398,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=5,Brooklyn Bowl,White Denim,new-york,20:00:00-0500
1399,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=5,City Winery,Bob Mould,new-york,18:00:00-0500
1400,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=5,Baby's All Right,Flo Morrissey and Matthew E. White,new-york,N/A
1401,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=5,Brooklyn Bazaar,"Black Marble, Uniform, and YOU",new-york,21:00:00-0500
1402,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=5,C'mon Everybody,Anna Wise,new-york,20:00:00-0500
1403,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=5,The Bowery Ballroom,SPLASHH,new-york,N/A
1404,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=5,Sunnyvale - Brooklyn,Allison Crutchfield & The Fizz,new-york,20:30:00-0500
1405,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=5,Good Room,Josh Wink,new-york,22:00:00-0500
1406,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Gramercy Theatre,Whiskey Myers and Goodbye June,new-york,19:00:00-0500
1407,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,The Bowery Ballroom,Public Access T.V.,new-york,N/A
1408,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Output,Wuki and Wax Motif,new-york,22:00:00-0500
1409,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Birdland,Marcos Valle,new-york,23:00:00-0500
1410,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Irving Plaza,LOCASH and Michael Tyler,new-york,19:00:00-0500
1411,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Birdland,Marcos Valle,new-york,20:30:00-0500
1412,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Cielo,"Stretch Armstrong, D-Nice, Rich Medina, and Tony Touch",new-york,22:00:00-0500
1413,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,National Jazz Museum in Harlem,Nicholas Payton,new-york,N/A
1414,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Union Pool,The Dustbowl Revival,new-york,20:00:00-0500
1415,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Knitting Factory,Aloud,new-york,N/A
1416,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Music Hall of Williamsburg,Dan Layus,new-york,N/A
1417,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Jazz Standard,Alfredo Rodriguez,new-york,19:30:00-0500
1418,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Knitting Factory,Young Mister,new-york,19:00:00-0500
1419,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Saint Vitus,"So Hideous, Meek is Murder, Tiger Flowers, and Black Table",new-york,20:00:00-0500
1420,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Fat Baby,"Jules, Adwela & The Uprising, and Gary Nesta Pine",new-york,19:30:00-0500
1421,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Union Hall,A Big Yes and a small no and Victoria Reed,new-york,20:00:00-0500
1422,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Merkin Hall,Song Exploder,new-york,N/A
1423,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Alphaville,"The Ferdy Mayne, Minihorse, and Nathan Xander",new-york,N/A
1424,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,The Studio at Webster Hall,Uno the Activist,new-york,19:00:00-0500
1425,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Shea Stadium BK,"Prima, Zomber, Pizza Boys, and nine of swords",new-york,N/A
1426,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,The Cutting Room,Matthew Shipp Trio,new-york,19:30:00-0500
1427,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Arlene's Grocery,Lesson,new-york,22:00:00-0500
1428,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Drom,Xavier White,new-york,19:45:00-0500
1429,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Littlefield,Mortified,new-york,20:00:00-0500
1430,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Iridium,Paul Reed Smith Band,new-york,N/A
1431,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,The Slipper Room,Chapell,new-york,19:00:00-0500
1432,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Church of the Ascension,Voices Of Ascension,new-york,20:00:00-0500
1433,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Barclays Center,Jessica Jolia,new-york,N/A
1434,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Parkside Lounge,John Carl Gordon Project,new-york,19:00:00-0500
1435,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Rockwood Music Hall Stage 3,Emily Mure,new-york,20:30:00-0500
1436,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,The Slipper Room,Bradford Scobie As Sir Richard Castle,new-york,22:00:00-0500
1437,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Rockwood Music Hall Stage 3,Danny Leonard,new-york,19:00:00-0500
1438,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Jazz Standard,Alfredo Rodriguez,new-york,21:30:00-0500
1439,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,American Beauty NYC,Joe Marcinek Band,new-york,20:30:00-0500
1440,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Brooklyn Bowl,Bowl Train,new-york,23:30:00-0500
1441,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,The Slipper Room,Dandy Dillinger,new-york,23:55:00-0500
1442,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Rockwood Music Hall,Michial MIller,new-york,17:00:00-0500
1443,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Goldsounds,Dynohunter,new-york,N/A
1444,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Arlene's Grocery,Danielle Grubb and Rusalka,new-york,19:00:00-0500
1445,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Mercury Lounge,Souliztik and City Alley,new-york,21:30:00-0500
1446,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Pianos,Mojo,new-york,19:00:00-0500
1447,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Wonder Bar,Tom Hamilton,new-york,20:00:00-0500
1448,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,The Cutting Room,The Weeklings,new-york,21:30:00-0500
1449,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Shrine,Starina,new-york,20:00:00-0500
1450,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Jazz Gallery,Andy Milne & Dapp Theory,new-york,N/A
1451,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Madison Square Garden,Morris Mills,new-york,N/A
1452,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Leftfield Bar,Matthew Danger Lippman and Ex-Pat,new-york,N/A
1453,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,The Third Man,Strange Majik,new-york,N/A
1454,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Terra Firma,"Althea Walker, Kela Parker, and Uliya",new-york,19:00:00-0500
1455,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=6,Safari Beach Club,Narkatta,new-york,N/A
1456,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,The Gutter,Nam Wayne,new-york,N/A
1457,2017-02-09,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Bar Matchless,Simon Doom,new-york,20:00:00-0500
1458,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Highline Ballroom,Talib Kweli,new-york,19:30:00-0500
1459,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Radio City Music Hall,"Stevie B, Lisa Lisa, Rakim, TKA, Information Society, Jungle Brothers, Black Sheep, George Lamond, Judy Torres, Dj Kool, Shannon, Co.ro., Noel, Giggles, David Torres, Lisette Melendez, and Marshall Jefferson",new-york,20:00:00-0500
1460,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Output,Hudson Mohawke,new-york,N/A
1461,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Brooklyn Bowl,White Denim,new-york,20:00:00-0500
1462,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Music Hall of Williamsburg,Shy Girls and Flamingosis,new-york,20:00:00-0500
1463,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,PlayStation Theater,William Singe,new-york,19:00:00-0500
1464,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,The Space at Westbury,Drive-By Truckers and Drive,new-york,20:00:00-0500
1465,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Webster Hall,The Wood Brothers,new-york,19:00:00-0500
1466,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,City Winery,Bob Mould,new-york,18:00:00-0500
1467,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Resorts World Casino,Victor Manuelle,new-york,20:00:00-0500
1468,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Webster Hall,"LOUDPVCK, KRANE, and QUIX (NZ)",new-york,22:00:00-0500
1469,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Warsaw,Cock Sparrer,new-york,19:00:00-0500
1470,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Irving Plaza,"Steve Kimock, Jackie Greene, Oteil Burbridge, Jeff Chimenti, Wally Ingram, and Papa Mali",new-york,19:00:00-0500
1471,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,S.O.B.'s,Kai,new-york,23:55:00-0500
1472,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,United Palace Theatre,"Emmanuel, Danny Rivera, Armando Manzanero, and Los Panchos",new-york,20:00:00-0500
1473,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,The Sheen Center,Lindsey Webster and Kirk Whalum,new-york,N/A
1474,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Cielo,Close and The Thrillseekers,new-york,22:00:00-0500
1475,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Baby's All Right,Hand Habits,new-york,20:00:00-0500
1476,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,La Boom NY,Toby Love,new-york,22:00:00-0500
1477,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Birdland,Marcos Valle,new-york,20:30:00-0500
1478,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Birdland,Marcos Valle,new-york,23:00:00-0500
1479,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Drom,Sertab Erener,new-york,19:00:00-0500
1480,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Wonder Bar,Whiskey Myers,new-york,19:00:00-0500
1481,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Saint Vitus,"G.ost, Teeel, Anatomy, and Black Table",new-york,19:00:00-0500
1482,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Metropolitan Museum of Art,Nicholas Payton,new-york,N/A
1483,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Arlene's Grocery,"Anik Khan, Michael Da Vinci, Elle, Jared Evan, All Nat, and Yen",new-york,19:00:00-0500
1484,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Subrosa,Sie7e,new-york,19:00:00-0500
1485,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,B.B. King Blues Club & Grill Main Room,Paul Mooney and Dick Gregory,new-york,18:00:00-0500
1486,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,The Panther Room,"nasTia, Karina, and Zeni Karpuzi",new-york,22:00:00-0500
1487,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,The Bowery Ballroom,Busty And The Bass,new-york,20:30:00-0500
1488,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Iridium,Tony MacAlpine,new-york,20:00:00-0500
1489,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Iridium,Tony MacAlpine,new-york,22:00:00-0500
1490,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Mercury Lounge,Reva DeVito and GRUMBY,new-york,21:30:00-0500
1491,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Good Room,Intergalactic Gary and Tim Sweeney,new-york,22:00:00-0500
1492,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Union Pool,Plusminus,new-york,20:00:00-0500
1493,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,The Slipper Room,Wilfredo,new-york,23:55:00-0500
1494,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Goldsounds,CLIQUE and Hodera,new-york,19:00:00-0500
1495,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Alphaville,"Wild Pink, + Special Guest TBA, and Active Bird Community",new-york,20:30:00-0500
1496,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,The Hall at MP,Cory Henry & The Funk Apostles,new-york,21:00:00-0500
1497,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,C'mon Everybody,Sammy Bananas and Mattie Safer,new-york,23:00:00-0500
1498,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Trans-Pecos,"Pavo Pavo, Operator Music Band, and parrot dream",new-york,20:00:00-0500
1499,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Jupiter Disco,Malory,new-york,22:00:00-0500
1500,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Blue Note Jazz Club,Satellite Mode,new-york,23:45:00-0500
1501,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Sunnyvale - Brooklyn,Palberta,new-york,20:00:00-0500
1502,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,"Elebash Recital Hall, Graduate Center, CUNY",Courtney Bryan and Brandee Younger,new-york,18:30:00-0500
1503,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Le Poisson Rouge,I Love The 90s with The Fresh Kids of Bel-Air,new-york,23:45:00-0500
1504,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=7,Barbès,Nikhil P. Yerawadekar & Low Mentality,new-york,20:00:00-0500
1505,2017-02-09,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,McGillin's Olde Ale House,Jake Bernard,philadelphia,21:30:00-0500
1506,2017-02-09,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,The Fire,Digisaurus,philadelphia,N/A
1507,2017-02-09,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,"Silk City Diner, Bar & Lounge",LIL DAVE,philadelphia,22:00:00-0500
1508,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Wells Fargo Center,Meek Mill,philadelphia,19:00:00-0500
1509,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Electric Factory,Sick Puppies and Skillet,philadelphia,N/A
1510,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Penn's Peak,.38 Special,philadelphia,20:00:00-0500
1511,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Boot & Saddle,Suuns,philadelphia,20:30:00-0500
1512,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Sugarhouse Casino,Jeffrey Osborne,philadelphia,21:00:00-0500
1513,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,First Unitarian Church,Allison Crutchfield & The Fizz,philadelphia,20:00:00-0500
1514,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Union Transfer,Corey Smith,philadelphia,N/A
1515,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,The 25th Hour,C+C Music Factory and Freedom Williams,philadelphia,20:00:00-0500
1516,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Theater of the Living Arts,The Cadillac Three and Aubrie Sellers,philadelphia,20:00:00-0500
1517,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Caesar's Atlantic City,"Kenny ""Babyface"" Edmonds",philadelphia,21:00:00-0500
1518,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,World Cafe Live – Downstairs,Chris Smither,philadelphia,19:30:00-0500
1519,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,The Foundry,The Werks,philadelphia,20:00:00-0500
1520,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Milkboy Philly,VHS Collection,philadelphia,20:30:00-0500
1521,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Trocadero Theatre,Pete Holmes,philadelphia,20:00:00-0500
1522,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Sellersville Theater 1894,Phil Keaggy,philadelphia,20:00:00-0500
1523,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Coda,Wax Motif and Wuki,philadelphia,23:00:00-0500
1524,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Haven Nightclub,Chachi,philadelphia,N/A
1525,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Johnny Brenda's,Song Dogs and Oldermost,philadelphia,20:00:00-0500
1526,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,World Cafe Live - Upstairs,Paul Reed Smith Band,philadelphia,19:00:00-0500
1527,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,SOUTH JAZZ,The Baylor Project featuring Jean Baylor and Marcus Baylor,philadelphia,21:00:00-0500
1528,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,SOUTH JAZZ,The Baylor Project featuring Jean Baylor and Marcus Baylor,philadelphia,19:00:00-0500
1529,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,The Fire,Dynohunter,philadelphia,20:30:00-0500
1530,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,PhilaMOCA,Louie Louie Band,philadelphia,N/A
1531,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Weyerbacher Brewing Company,Matt Miskie,philadelphia,N/A
1532,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Kung Fu Necktie,autumn passing,philadelphia,20:00:00-0500
1533,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Broadway Grille and Pub,Brett Andrew and Brett Andrew and Company,philadelphia,19:00:00-0500
1534,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Ortlieb's,Alula Borealis,philadelphia,20:00:00-0500
1535,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,PhilaMOCA,Louie Louie,philadelphia,N/A
1536,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,The Barbary,Bury Your Brother,philadelphia,19:45:00-0500
1537,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,ArtsQuest Center at SteelStacks,Mike Lorenz,philadelphia,N/A
1538,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Connolly's Pub (Hatboro),Space Pizza and The Ferdy Mayne,philadelphia,19:00:00-0500
1539,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,The Dolphin Tavern,Sorted,philadelphia,22:00:00-0500
1540,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Southside 313,The Groove Merchants,philadelphia,21:00:00-0500
1541,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Tralfamadore,"Honeytiger, WAYNOWAY, Wheel & Frame, We Have Ghosts, and The Big Drops",philadelphia,19:00:00-0500
1542,2017-02-10,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Kung Fu Necktie,Sideswipe,philadelphia,22:00:00-0500
1543,2017-02-11,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Boardwalk Hall,Erykah Badu and Tyrese,philadelphia,20:00:00-0500
1544,2017-02-11,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Electric Factory,"Rick Astley, DJ Robert Drake, and Harrison Kipner",philadelphia,20:30:00-0500
1545,2017-02-11,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Haven Nightclub,Oliver Heldens,philadelphia,22:00:00-0500
1546,2017-02-11,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,"The Music Box, Borgata Hotel & Casino",Trombone Shorty & Orleans Avenue,philadelphia,21:00:00-0500
1547,2017-02-11,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Union Transfer,BoomBox,philadelphia,20:00:00-0500
1548,2017-02-11,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,"Tropicana Showroom, Tropicana Casino","Russell Thompkins Jr. & the New Stylistics, Harold Melvin's Blue Notes, The Intruders, and The Dramatics",philadelphia,20:00:00-0500
1549,2017-02-11,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,First Unitarian Church,Code Orange,philadelphia,19:00:00-0500
1550,2017-02-11,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Voltage Lounge,Aesthetic Perfection,philadelphia,21:00:00-0500
1551,2017-02-11,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Sellersville Theater 1894,John Oates,philadelphia,20:00:00-0500
1552,2017-02-11,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Safety Meeting,Math the Band,philadelphia,N/A
1553,2017-02-11,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Blast Furnace Room at SteelStacks,The Dustbowl Revival,philadelphia,N/A
1554,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Leif Bar,August on Sunday,new-york,N/A
1555,2017-02-11,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=3,Underground Arts,Splintered Sunlight,philadelphia,22:00:00-0500
1556,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Sofar Sounds,Scruffy Pearls,new-york,19:00:00-0500
1557,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Brooklyn Music Factory,Asylum for the Musically Insane,new-york,N/A
1558,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Mexicali Live,"Ender, From The Depths, Reborn Divided, and Ocean of Illusions",new-york,20:00:00-0500
1559,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Leftfield Bar,Mafalda,new-york,18:30:00-0500
1560,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,FIKA,Air for Ants,new-york,N/A
1561,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Bar Matchless,N.u.k.e.,new-york,19:30:00-0500
1562,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Jazz Standard,Alfredo Rodriguez,new-york,07:30:00-0500
1563,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Jazz Standard,Alfredo Rodriguez,new-york,21:30:00-0500
1564,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Beacon Theatre,Kim Bumsoo,new-york,19:30:00-0500
1565,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Rockwood Music Hall Stage 2,Paul Loren,new-york,20:15:00-0500
1566,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,The Bell House,Brandi and the Alexanders,new-york,21:00:00-0500
1567,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,The Slipper Room,James Habacker,new-york,21:30:00-0500
1568,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Mulcahy's Pub & Concert Hall,45 R.p.m.,new-york,20:00:00-0500
1569,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Pianos,Digisaurus,new-york,18:30:00-0500
1570,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Rockwood Music Hall Stage 3,Erin and Her Cello,new-york,20:30:00-0500
1571,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Home Sweet Home,Jonathan Toubin,new-york,22:30:00-0500
1572,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,On Stage at Kingsborough,Thana Alexa,new-york,N/A
1573,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,"Lorenzo's, Hilton Garden Inn",Greg Murphy,new-york,N/A
1574,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Pine Box Rock Shop,With Snack,new-york,20:00:00-0500
1575,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Milk River,Jack Radics,new-york,09:00:00-0500
1576,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Littlefield,Anti,new-york,22:00:00-0500
1577,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,The Wonderbar,Goodbye June,new-york,N/A
1578,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Rockwood Music Hall Stage 3,Tyler Stenson,new-york,19:00:00-0500
1579,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Bizarre,STA7CK,new-york,22:00:00-0500
1580,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,Rockwood Music Hall Stage 3,Graham Patzner,new-york,22:00:00-0500
1581,2017-02-10,https://www.songkick.com/metro_areas/7644-us-new-york?page=8,The Astor Room,Amy Rivard,new-york,18:30:00-0500
