,date,url,venue,artist,location,time
203,2017-02-04,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Prophet Bar Elm Street,Fever Youth and Bedside Manor,dallas-fort-worth,18:00:00-0600
204,2017-02-04,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Dan's Silverleaf,Chris Welch,dallas-fort-worth,16:00:00-0600
205,2017-02-04,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Dane Manor,Monikermusic,dallas-fort-worth,N/A
206,2017-02-04,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Lola's Saloon,Pablo,dallas-fort-worth,21:00:00-0600
207,2017-02-04,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,The Door,Flip and The Combined Effort,dallas-fort-worth,19:00:00-0600
208,2017-02-04,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,The Lizard Lounge,Kennedy Jones,dallas-fort-worth,21:00:00-0600
209,2017-02-04,https://www.songkick.com/metro_areas/15073-us-houston,The Blue Giraffe,"Shields (US), Cake Rangers, Xxcessive Pleasure, The Prettybads, and Carter",houston,19:00:00-0600
210,2017-02-04,https://www.songkick.com/metro_areas/15073-us-houston,Fitzgerald's,Cuba Gooding,houston,19:00:00-0600
211,2017-02-04,https://www.songkick.com/metro_areas/15073-us-houston,Bar 5015,Reggie Jamz,houston,10:00:00-0600
212,2017-02-04,https://www.songkick.com/metro_areas/15073-us-houston,Texas Tavern,Jason Breedlove,houston,20:00:00-0600
213,2017-02-04,https://www.songkick.com/metro_areas/15073-us-houston,Baker St. Pub & Grill - Katy,SICK DUCK,houston,N/A
214,2017-02-05,https://www.songkick.com/metro_areas/15073-us-houston,Clé,NGHTMRE,houston,N/A
215,2017-02-04,https://www.songkick.com/metro_areas/1409-us-washington,Guido's Speakeasy,Backwoods Payback,washington,N/A
216,2017-02-04,https://www.songkick.com/metro_areas/1409-us-washington,Villain & Saint,Mike Westcott,washington,21:00:00-0500
217,2017-02-04,https://www.songkick.com/metro_areas/1409-us-washington,@4410 (inside Contemporary Music Center),Open Mic Night,washington,19:00:00-0500
218,2017-02-05,https://www.songkick.com/metro_areas/1409-us-washington,"Millennium Stage, Kennedy Center",Wylder,washington,18:00:00-0500
219,2017-02-05,https://www.songkick.com/metro_areas/1409-us-washington,Verizon Center,"Lauren Grande, Liz Fenty, and Karla Cabello",washington,19:00:00-0500
220,2017-02-06,https://www.songkick.com/metro_areas/1409-us-washington,Jammin' Java,P.O.S.,washington,N/A
221,2017-02-06,https://www.songkick.com/metro_areas/1409-us-washington,Blues Alley,Russell Taylor,washington,19:00:00-0500
222,2017-02-04,https://www.songkick.com/metro_areas/5202-us-philadelphia,Sellersville Theater 1894,Marshall Crenshaw & the Bottle Rockets,philadelphia,20:00:00-0500
223,2017-02-04,https://www.songkick.com/metro_areas/5202-us-philadelphia,Mill Hill Basement,"School Drugs, The Executors, Nervous Triggers, and Ray Strife",philadelphia,19:00:00-0500
224,2017-02-04,https://www.songkick.com/metro_areas/5202-us-philadelphia,Tin Angel at Serrano,Ben Vaughn,philadelphia,23:00:00-0500
225,2017-02-04,https://www.songkick.com/metro_areas/5202-us-philadelphia,The Barbary,Catalina Shortwave,philadelphia,19:30:00-0500
226,2017-02-04,https://www.songkick.com/metro_areas/5202-us-philadelphia,Coda,DJ Aiden Scott,philadelphia,23:00:00-0500
227,2017-02-05,https://www.songkick.com/metro_areas/4120-us-atlanta,Eddie's Attic,Joe Gransden and Francine Reed,atlanta,14:00:00-0500
228,2017-02-05,https://www.songkick.com/metro_areas/4120-us-atlanta,The Ivy Buckhead,DJ EU,atlanta,N/A
229,2017-02-05,https://www.songkick.com/metro_areas/4120-us-atlanta,Red Light Café,Upstate Rubdown,atlanta,19:00:00-0500
230,2017-02-05,https://www.songkick.com/metro_areas/4120-us-atlanta,Alley Cat,Nathan Leigh,atlanta,21:00:00-0500
231,2017-02-06,https://www.songkick.com/metro_areas/4120-us-atlanta,Terminal West,Bear's Den,atlanta,20:00:00-0500
232,2017-02-07,https://www.songkick.com/metro_areas/9776-us-miami,Faena Theater,Paula Toller,miami,20:00:00-0500
233,2017-02-07,https://www.songkick.com/metro_areas/9776-us-miami,E11even Miami,Leo Medina,miami,10:00:00-0500
234,2017-02-08,https://www.songkick.com/metro_areas/9776-us-miami,"Fillmore Miami Beach, Jackie Gleason Theater",Jake Miller and MAX,miami,20:00:00-0500
235,2017-02-08,https://www.songkick.com/metro_areas/9776-us-miami,E11even Miami,Jessica Who?,miami,10:00:00-0500
236,2017-02-08,https://www.songkick.com/metro_areas/9776-us-miami,Bacaro Wine Bar,LeNard Rutledge,miami,N/A
237,2017-02-09,https://www.songkick.com/metro_areas/9776-us-miami,"LIV Nightclub, Fontainebleau",DVBBS,miami,10:00:00-0500
238,2017-02-09,https://www.songkick.com/metro_areas/9776-us-miami,Gramps,Jacuzzi Boys,miami,21:00:00-0500
239,2017-02-04,https://www.songkick.com/metro_areas/18842-us-boston-cambridge,The Middle East - Corner,Celebrity Look Alikes,boston-cambridge,22:00:00-0500
240,2017-02-04,https://www.songkick.com/metro_areas/18842-us-boston-cambridge,Laugh Boston,Sam Morrill and Sam Morril,boston-cambridge,20:00:00-0500
241,2017-02-04,https://www.songkick.com/metro_areas/18842-us-boston-cambridge,Laugh Boston,Sam Morrill and Sam Morril,boston-cambridge,22:15:00-0500
242,2017-02-04,https://www.songkick.com/metro_areas/18842-us-boston-cambridge,Regent Theater,The Argon Red,boston-cambridge,N/A
243,2017-02-04,https://www.songkick.com/metro_areas/18842-us-boston-cambridge,The Middle East ZuZu,Soulelujah,boston-cambridge,23:00:00-0500
244,2017-02-04,https://www.songkick.com/metro_areas/18842-us-boston-cambridge,Dedham Square Coffeehouse,Ava Suppelsa,boston-cambridge,20:00:00-0500
245,2017-02-03,https://www.songkick.com/metro_areas/7644-us-new-york,Hill Country BBQ - New York,Luke Winslow-King,new-york,21:00:00-0500
246,2017-02-03,https://www.songkick.com/metro_areas/7644-us-new-york,Apollo Theater,Russell Taylor and Grace Weber,new-york,22:00:00-0500
247,2017-02-03,https://www.songkick.com/metro_areas/7644-us-new-york,Cafe Carlyle,Nelson,new-york,20:00:00-0500
248,2017-02-03,https://www.songkick.com/metro_areas/7644-us-new-york,Cielo,Giuseppe Ottaviani,new-york,22:00:00-0500
249,2017-02-03,https://www.songkick.com/metro_areas/7644-us-new-york,Rockwood Music Hall,Athena Andreadis,new-york,19:00:00-0500
250,2017-02-04,https://www.songkick.com/metro_areas/11104-us-nashville,Black Cat Ballroom,Pale Lungs,nashville,19:00:00-0600
251,2017-02-04,https://www.songkick.com/metro_areas/11104-us-nashville,Boulevard Record Shop,Carverton,nashville,19:00:00-0600
252,2017-02-04,https://www.songkick.com/metro_areas/11104-us-nashville,Springwater Supper Club,"Lavish Boars, Resistance House Band, Volk, and Angel Strange",nashville,N/A
253,2017-02-04,https://www.songkick.com/metro_areas/11104-us-nashville,Betty's Grill,Fruit & Flowers,nashville,N/A
254,2017-02-04,https://www.songkick.com/metro_areas/11104-us-nashville,Private Event,AlterEgoMD,nashville,N/A
255,2017-02-04,https://www.songkick.com/metro_areas/17835-us-los-angeles,TIME Nightclub,Ashley Wallbridge,los-angeles,21:00:00-0800
256,2017-02-04,https://www.songkick.com/metro_areas/17835-us-los-angeles,Brea Improv,Margaret Cho,los-angeles,N/A
257,2017-02-04,https://www.songkick.com/metro_areas/17835-us-los-angeles,San Manuel Indian Bingo & Casino,Led Zepagain,los-angeles,19:00:00-0800
258,2017-02-04,https://www.songkick.com/metro_areas/17835-us-los-angeles,Diego's Rock N' Roll Bar & Eats,Fatso Jetson,los-angeles,20:00:00-0800
259,2017-02-04,https://www.songkick.com/metro_areas/17835-us-los-angeles,Alex's Bar,Fartbarf,los-angeles,N/A
260,2017-02-04,https://www.songkick.com/metro_areas/17835-us-los-angeles,Catalina Bar and Grill,Strunz & Farah,los-angeles,20:30:00-0800
261,2017-02-04,https://www.songkick.com/metro_areas/9426-us-chicago,Promontory,The Red Party,chicago,22:00:00-0600
262,2017-02-04,https://www.songkick.com/metro_areas/9426-us-chicago,Zanies Rosemont,John Roy,chicago,19:00:00-0600
263,2017-02-04,https://www.songkick.com/metro_areas/9426-us-chicago,Zanies Rosemont,John Roy,chicago,21:30:00-0600
264,2017-02-04,https://www.songkick.com/metro_areas/9426-us-chicago,The Jason Chin Harold Cabaret,The Deltones,chicago,20:30:00-0600
265,2017-02-04,https://www.songkick.com/metro_areas/9426-us-chicago,Constellation,Paul Giallorenzo,chicago,20:30:00-0600
266,2017-02-04,https://www.songkick.com/metro_areas/9426-us-chicago,Joe's Live Rosemont,7th Heaven,chicago,22:30:00-0600
267,2017-02-04,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Josey Records,The Big News,dallas-fort-worth,17:00:00-0600
268,2017-02-04,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,The Twilite Lounge,Nic Armstrong & The Thieves,dallas-fort-worth,22:00:00-0600
269,2017-02-05,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,"Cambridge Room, House of Blues",Basecamp,dallas-fort-worth,N/A
270,2017-02-05,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Church St Auditorium,Peter And The Wolf,dallas-fort-worth,14:00:00-0600
271,2017-02-05,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Tomcats,Brokenrail,dallas-fort-worth,N/A
272,2017-02-05,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Fred's Texas Cafe - Original,Van Darien,dallas-fort-worth,18:00:00-0600
273,2017-02-06,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Trees,Starset,dallas-fort-worth,20:00:00-0600
274,2017-02-05,https://www.songkick.com/metro_areas/15073-us-houston,Firehouse Saloon,Makari and Concepts,houston,N/A
275,2017-02-05,https://www.songkick.com/metro_areas/15073-us-houston,Dreams Bar & Lounge,Reggie Jamz and Marium Echo,houston,10:00:00-0600
276,2017-02-05,https://www.songkick.com/metro_areas/15073-us-houston,Spire,DJ Stevie J,houston,22:00:00-0600
277,2017-02-06,https://www.songkick.com/metro_areas/15073-us-houston,Walter's Downtown,Negative Gemini and George Clanton,houston,20:00:00-0600
278,2017-02-06,https://www.songkick.com/metro_areas/15073-us-houston,The Secret Group,Industry Night,houston,19:00:00-0600
279,2017-02-06,https://www.songkick.com/metro_areas/1409-us-washington,The Hamilton Live,The Post,washington,19:30:00-0500
280,2017-02-07,https://www.songkick.com/metro_areas/1409-us-washington,Rock & Roll Hotel,Every Time I Die,washington,19:00:00-0500
281,2017-02-07,https://www.songkick.com/metro_areas/1409-us-washington,9:30 Club,Nothing,washington,N/A
282,2017-02-07,https://www.songkick.com/metro_areas/1409-us-washington,Jammin' Java,The Trews,washington,19:30:00-0500
283,2017-02-07,https://www.songkick.com/metro_areas/1409-us-washington,The Salsa Room,Pinhani,washington,20:00:00-0500
284,2017-02-07,https://www.songkick.com/metro_areas/1409-us-washington,The Hamilton,Dan Layus,washington,N/A
285,2017-02-04,https://www.songkick.com/metro_areas/5202-us-philadelphia,The Grape Room,Jam Traffic,philadelphia,N/A
286,2017-02-04,https://www.songkick.com/metro_areas/5202-us-philadelphia,The Backstage at Championship Bar,Kold Blooded,philadelphia,17:00:00-0500
287,2017-02-04,https://www.songkick.com/metro_areas/5202-us-philadelphia,The Backstage at Championship Bar,Wasting Time,philadelphia,18:00:00-0500
288,2017-02-04,https://www.songkick.com/metro_areas/5202-us-philadelphia,The Foundry Philadelphia,Stimulus,philadelphia,21:00:00-0500
289,2017-02-04,https://www.songkick.com/metro_areas/5202-us-philadelphia,Johnny Brenda's Downstairs,Cities on Flame Hosted By Tony O.,philadelphia,22:00:00-0500
290,2017-02-04,https://www.songkick.com/metro_areas/5202-us-philadelphia,The Grape Room,Cookie Rabinowitz,philadelphia,20:00:00-0500
291,2017-02-04,https://www.songkick.com/metro_areas/5202-us-philadelphia,Southside 313,Cubbage,philadelphia,09:00:00-0500
292,2017-02-06,https://www.songkick.com/metro_areas/4120-us-atlanta,The Masquerade - Hell,Chad Valley and Computer Magic,atlanta,N/A
293,2017-02-06,https://www.songkick.com/metro_areas/4120-us-atlanta,The Masquerade - Purgatory,William Control,atlanta,N/A
294,2017-02-06,https://www.songkick.com/metro_areas/4120-us-atlanta,Eddie's Attic,Pat McGee,atlanta,19:30:00-0500
295,2017-02-06,https://www.songkick.com/metro_areas/4120-us-atlanta,Krave Nightclub,Quez Fargo,atlanta,N/A
296,2017-02-07,https://www.songkick.com/metro_areas/4120-us-atlanta,The Masquerade - Heaven,"August Burns Red, Protest the Hero, In Hearts Wake, and '68",atlanta,18:00:00-0500
297,2017-02-09,https://www.songkick.com/metro_areas/9776-us-miami,The Gleason Room - Backstage at the Fillmore Miami Beach,The Mersey Beatles,miami,19:30:00-0500
298,2017-02-09,https://www.songkick.com/metro_areas/9776-us-miami,E11even Miami,Joe Maz,miami,10:00:00-0500
299,2017-02-09,https://www.songkick.com/metro_areas/9776-us-miami,Story Nightclub,DJ Stevie J,miami,11:00:00-0500
300,2017-02-10,https://www.songkick.com/metro_areas/9776-us-miami,James L. Knight International Center,"Keith Sweat, Bobby Brown, El DeBarge, and Avant",miami,20:00:00-0500
301,2017-02-10,https://www.songkick.com/metro_areas/9776-us-miami,Heart Nightclub,Isaiah Rashad,miami,19:00:00-0500
302,2017-02-10,https://www.songkick.com/metro_areas/9776-us-miami,"LIV Nightclub, Fontainebleau",Jermaine Dupri,miami,23:00:00-0500
303,2017-02-05,https://www.songkick.com/metro_areas/18842-us-boston-cambridge,The Midway Café,"Disaster Strikes, BRUNT OF IT, The Cryptics, and Matty Carlock",boston-cambridge,16:00:00-0500
304,2017-02-05,https://www.songkick.com/metro_areas/18842-us-boston-cambridge,ZuZu,H A U N T E R,boston-cambridge,21:30:00-0500
305,2017-02-05,https://www.songkick.com/metro_areas/18842-us-boston-cambridge,Edward M. Pickman Concert Hall,Spencer Myer,boston-cambridge,15:00:00-0500
306,2017-02-05,https://www.songkick.com/metro_areas/18842-us-boston-cambridge,The Middle East Downstairs,Pinhani,boston-cambridge,19:00:00-0500
307,2017-02-06,https://www.songkick.com/metro_areas/18842-us-boston-cambridge,"AfterHours, Northeastern University",Aloud,boston-cambridge,19:00:00-0500
308,2017-02-03,https://www.songkick.com/metro_areas/7644-us-new-york,Christ & St. Stephen's Episcopal Church,Kim,new-york,19:30:00-0500
309,2017-02-03,https://www.songkick.com/metro_areas/7644-us-new-york,Saint Vitus,"Aluk Todolo, Uada, Dispirit, and Blood Incantation",new-york,18:00:00-0500
310,2017-02-03,https://www.songkick.com/metro_areas/7644-us-new-york,American Beauty NYC,Sophistafunk,new-york,20:30:00-0500
311,2017-02-03,https://www.songkick.com/metro_areas/7644-us-new-york,The Slipper Room,Bradford Scobie As Sir Richard Castle,new-york,23:55:00-0500
312,2017-02-03,https://www.songkick.com/metro_areas/7644-us-new-york,The Studio at Webster Hall,Steve 'n' Seagulls,new-york,19:00:00-0500
313,2017-02-04,https://www.songkick.com/metro_areas/11104-us-nashville,Douglas Corner Café,Morgan's Road,nashville,20:00:00-0600
314,2017-02-04,https://www.songkick.com/metro_areas/11104-us-nashville,Bobby's Idle Hour,Wilson Harwood,nashville,19:00:00-0600
315,2017-02-06,https://www.songkick.com/metro_areas/11104-us-nashville,3rd & Lindsley Bar and Grill,Time Jumpers,nashville,20:00:00-0600
316,2017-02-06,https://www.songkick.com/metro_areas/11104-us-nashville,Bridgestone Arena,Javier Rodríguez Macpherson,nashville,21:15:00-0600
317,2017-02-06,https://www.songkick.com/metro_areas/11104-us-nashville,That 70's House,Sinai Vessel,nashville,19:00:00-0600
318,2017-02-06,https://www.songkick.com/metro_areas/11104-us-nashville,Whiskey Jam,Hadley Kennary,nashville,20:00:00-0600
319,2017-02-04,https://www.songkick.com/metro_areas/17835-us-los-angeles,Velvet Jones,Metalachi,los-angeles,21:00:00-0800
320,2017-02-04,https://www.songkick.com/metro_areas/17835-us-los-angeles,Hangar 24,"Woven In Hiatus, J.T. Woodruff, In Her Own Words, and Hazing",los-angeles,N/A
321,2017-02-04,https://www.songkick.com/metro_areas/17835-us-los-angeles,Complex,Das Bunker and Samuel Kerridge,los-angeles,21:00:00-0800
322,2017-02-04,https://www.songkick.com/metro_areas/17835-us-los-angeles,The Regent Theater,Coco,los-angeles,21:30:00-0800
323,2017-02-04,https://www.songkick.com/metro_areas/17835-us-los-angeles,Whisky A Go Go,Volto,los-angeles,20:00:00-0800
324,2017-02-04,https://www.songkick.com/metro_areas/17835-us-los-angeles,Programme Skate & Sound,Keyes and Sunsleeper,los-angeles,N/A
325,2017-02-04,https://www.songkick.com/metro_areas/17835-us-los-angeles,City National Grove of Anaheim,Which One's Pink?,los-angeles,19:00:00-0800
326,2017-02-04,https://www.songkick.com/metro_areas/9426-us-chicago,The Cubby Bear,"The Flips, The Major Minor, and Tiny Kingdoms",chicago,20:00:00-0600
327,2017-02-04,https://www.songkick.com/metro_areas/9426-us-chicago,Durty Nellie's,Boy Band Review,chicago,22:00:00-0600
328,2017-02-04,https://www.songkick.com/metro_areas/9426-us-chicago,Pete Miller's - Evanston,Chris Greene Quartet,chicago,N/A
329,2017-02-04,https://www.songkick.com/metro_areas/9426-us-chicago,Cole's,Dan Whitaker & the Shinebenders,chicago,N/A
330,2017-02-04,https://www.songkick.com/metro_areas/9426-us-chicago,Bernice's Tavern,Dan Whitaker & the Shinebenders,chicago,N/A
331,2017-02-06,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Club Dada,"You Blew It!, Free Throw, and All Get Out",dallas-fort-worth,19:00:00-0600
332,2017-02-06,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Greenville Municipal Auditorium,Victoria Banks,dallas-fort-worth,19:30:00-0600
333,2017-02-06,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Sundown at Granada,Skinny Cooks,dallas-fort-worth,22:00:00-0600
334,2017-02-06,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Dan's Silverleaf,Paul Slavens,dallas-fort-worth,16:00:00-0600
335,2017-02-06,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Three Links,DJ Dapow,dallas-fort-worth,22:00:00-0600
336,2017-02-07,https://www.songkick.com/metro_areas/35129-us-dallas-fort-worth,Memorial Auditorium,Foreigner,dallas-fort-worth,19:00:00-0600
337,2017-02-06,https://www.songkick.com/metro_areas/15073-us-houston,Blue Box Theater,Reggie Jamz,houston,08:30:00-0600
338,2017-02-07,https://www.songkick.com/metro_areas/15073-us-houston,The Ballroom at Warehouse Live,Moth,houston,19:30:00-0600
339,2017-02-07,https://www.songkick.com/metro_areas/15073-us-houston,The Tap,Blue Water Highway Band,houston,N/A
340,2017-02-07,https://www.songkick.com/metro_areas/15073-us-houston,Continental Club,Michigan Rattlers,houston,21:00:00-0600
