compound,movie_name,neg,neu,pos,review_detail
-0.0258,The lobster ,0.118,0.769,0.113,pitched somewhere luis bunuel larry david lanthimos combines small behavioural comedy twisted surrealism darkly cynical edge
-0.4939,The lobster ,0.2,0.714,0.086,half mythical half surrealistic portrait innocent everyman confrontation cold blooded system lanthimos achieves level audience identification previous films failed bring
0.4588,The lobster ,0.0,0.733,0.267,film worthy seen tenderize view concern way relations taking years
0.0,The lobster ,0.0,1.0,0.0,narrative shapeshifter gleefully toys audience perception love
0.6369,The lobster ,0.097,0.63,0.273,end lobster one bizarre therefore original love stories ever told cinema exploring deep human psyche
0.3612,The lobster ,0.0,0.737,0.263,movie like many others fact
0.3182,The lobster ,0.171,0.614,0.215,lobster much brand horror movie well deranged thought experiment stealth love story witty dismantling usual barriers separating man beast
0.0,The lobster ,0.0,1.0,0.0,boldly imaginative kafka esque parable lobster loaded dazzling ideas ultimately pull together
-0.2732,The lobster ,0.218,0.567,0.215,lanthimos terrifically twisted satire takes us places films fear tread symbolism humanized top flight cast ending manages brutal rapturously romantic time
0.296,The lobster ,0.095,0.75,0.155,surreal way says something modern society felt pressured parents pair single friends stay unattached
0.25,The lobster ,0.14,0.644,0.216,lobster droll piece work lashed grim humor every moment makes laugh may another leaves mouth hanging open
0.6369,The lobster ,0.108,0.603,0.289,life viewed pessimistic get us force us like best absurdist works reexamine take granted
0.0,The lobster ,0.0,1.0,0.0,existential rabbit hole plot lobster bonkers premise work beautifully
0.8173,The lobster ,0.0,0.681,0.319,almost know lobster morphed parable sacrifice name love without dialing back brutal absurdism one bit
0.5267,The lobster ,0.0,0.673,0.327,movie crazypants man kind crazy
0.802,The lobster ,0.0,0.745,0.255,mr farrell habitual actor especially affecting sense effort restrain rachel weisz perfectly cast person world normal capacities warmth empathy desire
-0.2023,The lobster ,0.101,0.899,0.0,could come warped imagination greek filmmaker yorgos lanthimos making singularly strange english language debut
0.3612,The lobster ,0.0,0.894,0.106,cynical sci fi comedy life clich√ script pair perish formula since first primeval fish every living thing since sequel
0.3387,The lobster ,0.168,0.603,0.228,film grandiosely aims dark comedy reflection rigid world dark nothing truly gleaned beyond satisfied cleverness
0.0,The lobster ,0.0,1.0,0.0,cannes 2015 lobster dog
-0.3182,The lobster ,0.119,0.881,0.0,lobster lanthimos first english language film kinetta dogtooth alps native greek aspect sensibility lost translation
-0.5719,The lobster ,0.233,0.689,0.079,imaginatively designed also intellectually bracing lobster boasts nervous unease pulses throughout film lending story endless tension unpredictability never idea lanthimos going next
0.765,The lobster ,0.0,0.72,0.28,darkly funny perfect example world building set dystopian near future ultimate bridget jones nightmare singletons singled
0.4767,The lobster ,0.0,0.846,0.154,english language debut greek director yorgos lanthimos built terrific premise cracks appear foundation final act
0.4939,The lobster ,0.078,0.667,0.256,sad warm genuinely touching story hard form deep relationship society values artificiality
0.836,The lobster ,0.0,0.611,0.389,people say kind thing time pretty sure time two lobster unlike movie ever seen
0.3182,The lobster ,0.178,0.524,0.298,lobster packs wicked punch eviscerating modern romance surprising evocative ways
-0.5719,The lobster ,0.179,0.821,0.0,starts sharp satire horrors dating lobster stretches far absurdity various eccentricities overshadow point trying make
0.7184,The lobster ,0.0,0.6,0.4,whatever merits intellectual pretensions looking forward never seeing
0.0,The lobster ,0.0,1.0,0.0,live blemishes lobster bracing experience
0.0,The lobster ,0.0,1.0,0.0,perhaps nearly two hours world necessary themes emotions presented lobster deeply felt even articulated blank faces
0.8625,The lobster ,0.057,0.6,0.343,uproarious yet deadpan satire concerning societal constructs dating mores power structures also manages surprisingly moving gloriously weird love story
0.3818,The lobster ,0.0,0.822,0.178,weird confounding amusing perplexing words spring mind trying describe lobster
-0.2023,The lobster ,0.319,0.431,0.25,seriously funny horror comedy
-0.1195,The lobster ,0.181,0.722,0.096,deadpan allegory without single straight answer lanthimos remains one world cinema prime proponents weird moments tenderness weirdness movie highest bu√ uelesque highs
0.1027,The lobster ,0.25,0.444,0.306,lobster delightfully original disturbing peculiar opening hour makes fact second half disappointingly dull
0.5994,The lobster ,0.196,0.52,0.284,lobster divinely weird satire romantic conformity greek filmmaker yorgos lanthimos recipe weird tragic philosophically sabre sharp hilarious film deserves time
0.5106,The lobster ,0.0,0.798,0.202,plays cleverly compatibility assumptions behind say singles groups online dating sites
0.4336,The lobster ,0.179,0.571,0.25,tone deadpan absurdism never really develops anything truly subversive visionary weirdo sub j g ballard conceit j g ballard dummies
0.8402,The lobster ,0.0,0.727,0.273,director yorgos lanthimos made art house splash 2010 black comedy dogtooth latest still dark outlook also laugh loud funny witty absurdism complemented deadpan acting
-0.7717,The lobster ,0.427,0.444,0.129,wild sad mordantly funny dystopia gives sexual desperation bad name deserves
0.4019,The lobster ,0.0,0.838,0.162,lanthimos takes intrinsic desire companionship filters funhouse mirror reflects back us brilliantly
0.34,The lobster ,0.134,0.63,0.235,festival favorite becomes sometimes scary darkly humorous take future maybe hands absurdist director yorgos lanthimos
-0.5267,The lobster ,0.246,0.645,0.109,yorgos lanthimos made film disturbingly hilarious perhaps even surpasses benchmarks discomfort set 2010 oscar nominated dogtooth
0.2732,The lobster ,0.15,0.588,0.262,extremely funny bitter ruthless film lanthimos plays target practice aim deadly
-0.0,The lobster ,0.17,0.694,0.135,lobster would happen wes anderson set franz kafka hefty dash george orwell thrown mix surreal comic sad strange beautiful sublime
-0.4404,The lobster ,0.206,0.687,0.107,investigates nature need partner else apply pain relief cream small back cling superficial similarities justify matches denial peril animal nature
0.7096,The lobster ,0.0,0.604,0.396,best romantic satire since eternal sunshine spotless mind
0.0,The lobster ,0.0,1.0,0.0,come idolize marriage contemporary western society lobster come desecrate
-0.3818,The lobster ,0.342,0.658,0.0,humor craziness situations
0.34,The lobster ,0.147,0.632,0.221,murky soup commentary ideas modern love loneliness presented unsettling imaginative way
-0.3182,The lobster ,0.18,0.82,0.0,60 minute mark lathimos bag tricks empty kickstarting long slide tedium sinks project sung
0.5868,The lobster ,0.144,0.568,0.288,farrell absolutely kills david weisz gives one best performances since oscar winning turn constant gardener
0.3818,The lobster ,0.0,0.755,0.245,lanthimos commitment high concept tragicomedies extraordinary
-0.7003,The lobster ,0.32,0.586,0.094,loneliness encompassing human desperation disturbing seen ideas happens lobster lets play weirdest cinematic thought experiment imaginable
-0.3804,The lobster ,0.245,0.755,0.0,proof uniquely offbeat utterly boring nonsensical
0.8885,The lobster ,0.158,0.388,0.455,farrell makes convincing sad sack regaining romantic pulse weisz radiant depending see character triumphant tragic heroine take chance go one
0.7579,The lobster ,0.085,0.627,0.288,n anti romance presents two extreme ways living means dissecting concept love tossing organs floor stomping carcass
-0.2484,The lobster ,0.153,0.847,0.0,lobster incredibly weird movie heart totally sleeve right place
0.0422,The lobster ,0.054,0.885,0.06,lanthimos works premise assiduously especially farrell character escapes joins band rebel singles woods though story slows crawl near end poker faced dramatization warped world compelling
-0.7184,The lobster ,0.327,0.577,0.096,takes touch audacity madness make film like screwball absurdist tragedy might little long contrived viewers taste
0.0,The lobster ,0.0,1.0,0.0,lanthimos filippou keep audience guessing ultimate ends right final shot beyond
0.7351,The lobster ,0.101,0.393,0.506,movie worthwhile thanks marriage peculiar humor thought provoking content
0.0,The lobster ,0.0,1.0,0.0,kind art many people wavelength connect remember 20 30 40 years later
0.5719,The lobster ,0.0,0.764,0.236,everyone excellent lobster suffocatingly bland settings brake short monumental claustrophobia
0.0516,The lobster ,0.146,0.696,0.158,appreciation absurdist fare lobster overcooked comedy loses steam halfway experience
-0.5267,The lobster ,0.286,0.714,0.0,caught almost immediately lobster movie prickly difficult approach title character
0.6705,The lobster ,0.211,0.479,0.31,lobster argues kind pressure society places us find soulmate lead reckless choices movie gives alternative people happy single radical treatment
0.0772,The lobster ,0.0,0.885,0.115,director yorgos lanthimos challenges society demands mate life
0.9413,The lobster ,0.0,0.396,0.604,weird also meaningful emotional unexpectedly hilarious best strikingly original film precious thing homogenous hollywood
0.0,The lobster ,0.0,1.0,0.0,satire actually biting satirical something typically satirized splice today
-0.1027,The lobster ,0.174,0.682,0.144,strange surreal audacious absurdist satire bizarre film seen
0.0,The lobster ,0.0,1.0,0.0,animal would director lanthimos pick changed would skunk
0.8979,The lobster ,0.078,0.441,0.481,lobster marketed comedy frequently funny way clockwork orange frequently funny go laugh sure shocked claws come
0.9294,The lobster ,0.079,0.393,0.529,much film love yet embrace fully adore lanthimos creates kind ominous oppressiveness combined goofy absurdism
0.5456,The lobster ,0.179,0.537,0.284,lobster wild fun occasionally mean spirited satire rituals humiliations modern dating asks uncomfortable questions us best movie seen far year
0.0,The lobster ,0.0,1.0,0.0,lanthimos deliver way sticks landing mightily whets appetites whatever decides next
0.4019,The lobster ,0.0,0.816,0.184,open embracing film declines pander expectations definitely make date lobster
0.7351,The lobster ,0.072,0.482,0.446,darkly absurdist comedy surprising strain tenderness beneath edgy surface
0.2732,The lobster ,0.0,0.84,0.16,sort movie makes consider filmmaker saying well movie actually
0.743,The lobster ,0.17,0.482,0.348,lanthimos forgoes easy sentiments transformative power love may turn viewers certain liberation even relief knowing societal pressure settle cruel loneliness
0.836,The lobster ,0.0,0.574,0.426,highly original mordantly funny perfect fans franz kafka charlie kaufman bleak surrealists
0.4019,The lobster ,0.0,0.856,0.144,lanthimos unsettling tour de force reminds us chained coupledom dignity remains private public level
0.8316,The lobster ,0.153,0.446,0.401,lobster different species movie one takes great pains create world may hesitant visit one definitely happy leave
-0.5574,The lobster ,0.219,0.703,0.078,interesting concept vision future mostly involves farrell john c reilly rachel weisz rest cast lurching lines dull passionless monotone
0.872,The lobster ,0.062,0.623,0.314,social pressure part couple taken kafkaesque extremes poker faced absurdist critique idea typically expressed enthusiastically commercial motion pictures successful happy life requires mate
0.0,The lobster ,0.0,1.0,0.0,appetite something found cooked unappealing
-0.2023,The lobster ,0.298,0.506,0.197,creates fascinating world repression isolation tackles deadpan sense humor
0.5267,The lobster ,0.178,0.481,0.341,one kind film might perfect date movie people hate dating
0.8555,The lobster ,0.0,0.556,0.444,film sort allegorical sort science fiction sort philosophical definitely original definitely unpredictable definitely weird
0.2263,The lobster ,0.151,0.649,0.2,much part perverse pleasure lobster keeps guard never lets feel settled
-0.0516,The lobster ,0.125,0.764,0.111,brilliant methodical consideration strange cultural standards practiced desensitizing peak lunacy
0.0,The lobster ,0.0,1.0,0.0,hunger games maze runner divergent dystopian movie ought made
-0.2337,The lobster ,0.097,0.903,0.0,characters merely single defining characteristics rather real people nothing hence nothing lose wit without satire meanness
-0.2263,The lobster ,0.192,0.808,0.0,claws lobster weirdest movie seen year
-0.2648,The lobster ,0.128,0.872,0.0,viewer never allowed feel really understands going strange ideas keep added mix
0.0516,The lobster ,0.074,0.845,0.081,doozy satirical premise concocted yorgos lanthimos directs co wrote screenplay evokes fundamental absurdity real social pressure find mate proceed along pre determined path existence
0.6369,The lobster ,0.0,0.625,0.375,wildest love story many moon
0.5267,The lobster ,0.0,0.746,0.254,farrell weisz balance kilter dystopia vibrant sexual heat
0.0,The lobster ,0.0,1.0,0.0,lately seems always come back john malkovich
0.4215,The lobster ,0.156,0.625,0.219,lanthimos co writer efthymis filippou neatly satirize societal pressures mating difficulties finding soulmate movie runs ideas long runs story
0.8807,The lobster ,0.0,0.652,0.348,puzzler rewards fans kafka embrace lobster also little george orwell 1984 maybe behind pretense hint good sense got work get good sense
0.0,The lobster ,0.0,1.0,0.0,raises questions answers fairly tedious ultimately rather pointless two hour run
0.4939,The lobster ,0.0,0.756,0.244,remorseless pure unlike anything ever seen playing near adventurous enough take plunge
0.6908,The lobster ,0.0,0.612,0.388,movie latches entertainment soul complexity dislodged better worse
0.0,The little prince ,0.0,1.0,0.0,interaction sanguine realism celebration liberating effect imagination makes magic happen exquisite animation
0.4767,The little prince ,0.0,0.897,0.103,film directed mark osborne multi layered story writer aviator little prince young modern day girl becomes friends aviator searches little prince told aviator story
0.8032,The little prince ,0.0,0.66,0.34,perhaps best think less adaptation appreciation book meant world since initial publication
0.0,The little prince ,0.0,1.0,0.0,deeply personal profoundly moving sensitive affecting portrait humanity
0.296,The little prince ,0.0,0.833,0.167,intelligent update classic contributes creating whole new world
0.3182,The little prince ,0.0,0.839,0.161,even though literal adaptation respects book developing different layers
0.6369,The little prince ,0.0,0.574,0.426,wonderfully creative soul soothing work
0.0,The little prince ,0.0,1.0,0.0,fragility immediacy imagery watching might give paper cut
0.4767,The little prince ,0.0,0.631,0.369,help compared daring challenging original
0.7717,The little prince ,0.0,0.722,0.278,instant classic young old film capitalizes themes identity means grow importance staying curious gusto enthusiasm matches film young lead
0.7184,The little prince ,0.0,0.714,0.286,taken one piece art one beautiful self sustaining creation little prince thing beauty
0.9062,The little prince ,0.064,0.56,0.377,film admirable gentle hand comes difficult subjects like ephemeral nature life bold visual style also film whose final reel seems unwilling recognize realities story
0.3182,The little prince ,0.0,0.87,0.13,saint exup√ ry offered readers petite queer tasting square delicate cake never heard netflix served familiar fragrant well balanced meal
0.2263,The little prince ,0.0,0.881,0.119,little prince make compelling always fully incisive case clinging lessons youth
0.6581,The little prince ,0.083,0.645,0.272,animation gorgeous contemporary home life scenes cgi world little prince stunning stop motion design
0.4559,The little prince ,0.0,0.827,0.173,saint exupery core themes never lost despite contemporary context rather enhanced aviator memories little girl fresh experiences
0.0,The little prince ,0.0,1.0,0.0,classic scenes redone gave chills new stuff made facepalm
0.7906,The little prince ,0.0,0.5,0.5,one inspired delightful animations year
0.8176,The little prince ,0.0,0.727,0.273,though takes liberties source material little prince enriches novella based developing themes characters one best animated releases year
0.0,The little prince ,0.0,1.0,0.0,lovely poignant adjectives make one heart swell
0.8225,The little prince ,0.0,0.561,0.439,french literature classic reinvents 21st century warmth cleverness original tale
0.5574,The little prince ,0.0,0.723,0.277,mark osborne brings innocence story characters created saint exup√ ry
0.4404,The little prince ,0.0,0.861,0.139,cute entertaining movie make viewers discover rediscover tha magic antoine de saint exup√ ry book
0.5267,The little prince ,0.096,0.658,0.246,faith story characters keep audience engaged even bright shiny thing distract every single scene
0.9656,The little prince ,0.0,0.44,0.56,part director takes right liberties ending extremely beautiful charming thematically rich take sure one better animated movies year
0.8625,The little prince ,0.0,0.534,0.466,good looking film represents brave attempt justice popular book manages
0.3818,The little prince ,0.088,0.763,0.149,heartfelt bauble young girl facing pressures adulthood constantly enlivened beautiful images even one itches narrative little less rudimentary
0.6908,The little prince ,0.0,0.794,0.206,adds manner narrative bells whistles author slender lyrical story friendship pilot mysterious extraterrestrial voyager stays true timeless depiction childhood wonderment
0.7351,The little prince ,0.0,0.617,0.383,children grown ups watch hearts rewarded sweet film
0.8979,The little prince ,0.075,0.459,0.466,whimsical journey favour following dreams finding life true loves film young audiences well oldies lost way
0.5302,The little prince ,0.0,0.814,0.186,first feature screen animation little prince pleasure behold journey venture without risk
0.8813,The little prince ,0.0,0.662,0.338,fair homage little prince lovely story lovingly told first two thirds movie feels like one freshest animated films ages
0.5994,The little prince ,0.0,0.811,0.189,saint exup√ ry darker tones intense emotions echoing little girl self discovery dual narrative dares evocative sophisticated children accustomed
0.7269,The little prince ,0.0,0.757,0.243,makers animated update little prince approach antoine de saint exup√ ry classic respect imagination initially satisfying results
0.0,The little prince ,0.0,1.0,0.0,gorgeously animated poignant homage relationship people formed years antoine st exupery book wonder childhood
-0.5859,The little prince ,0.321,0.5,0.179,scenes little prince aviator whimsically charming fail make framing plot trivialization source material undermining original story beguiling tragic quality
0.0,The little prince ,0.0,1.0,0.0,homage story writen antione de saint exup√ ry mostly readers connected book
0.5994,The little prince ,0.0,0.794,0.206,osbornes reinvention classic french story lands beautiful anecdote full endearing magical characters
0.3182,The little prince ,0.0,0.753,0.247,wonderful fresh endearing adaptation
0.4404,The little prince ,0.0,0.804,0.196,wonderful emotional animated film essence novel reinterprets new generations bringing story whole new audience
0.7184,The little prince ,0.0,0.727,0.273,relief realize great animation films made outside pixar films stimulate imagination children adults alike
0.8402,The little prince ,0.0,0.652,0.348,quality animation story depth characters make movie great movie loved kids also adults
0.4215,The little prince ,0.0,0.811,0.189,emotional inspiring touching homage antoine saint exup√ ry work
0.0,The little prince ,0.0,1.0,0.0,film antidote grown world
0.91,The little prince ,0.0,0.449,0.551,great exercise full creativity beauty celebrates expands universe created saint exup√ ry
0.5859,The little prince ,0.0,0.798,0.202,relief knowing pixar make amazing animated films capture imagination kids adults alike
0.6369,The little prince ,0.0,0.625,0.375,one best films year
-0.25,The little prince ,0.167,0.833,0.0,totally visual experience feels bit repetitive thematically
0.4588,The little prince ,0.0,0.786,0.214,strange satisfying star studded adaptation kid lit classic
0.8482,The little prince ,0.068,0.592,0.34,inventive best like creation little cloth fox never speaks steals almost every scene capture odd tender wonder saint exup√ ry world
0.7506,The little prince ,0.0,0.686,0.314,whole movie done great skill artistry original story philosophical moments toned disappeared
0.8126,The little prince ,0.0,0.709,0.291,better think handsome inoffensive little prince less adaptation tribute one makes relationship book love central focus
0.4939,The little prince ,0.0,0.756,0.244,parts movie work well always work well together especially final act
0.7096,The little prince ,0.0,0.559,0.441,lot charm thought feeling film version expands original without dishonoring
0.3612,The little prince ,0.092,0.753,0.155,inventive adaptation antoine de saint exup√ ry children book beautifully realized cg stop motion animation techniques
0.0,The little prince ,0.0,1.0,0.0,wonderful surprise
0.7506,The little prince ,0.089,0.536,0.375,tell watch little prince enchanting animation alone poignant thoughtful warmly thrilling icing
0.5719,The little prince ,0.0,0.684,0.316,film everyone happy show children
0.6705,The little prince ,0.0,0.735,0.265,osborne take little prince shows reverence original story plus understanding modern audiences want linear story bright animation
0.5106,The little prince ,0.0,0.82,0.18,terrific adaptation beloved children book adults features passel hollywood voices beside point
0.5859,The little prince ,0.0,0.73,0.27,ambitious gamble looks like sure bet commercially artistically shortchanges source material
0.872,The little prince ,0.052,0.608,0.34,mark osborne feature length adaptation adds dominant frame story first plays famous little fable splendidly animated within quite nicely overwhelm original action adventure third act
0.5859,The little prince ,0.0,0.798,0.202,even kids left wanting purists doubtless pleased mark osborne reverential take antoine de saint exupery 1943 tale
0.4939,The little prince ,0.0,0.856,0.144,perhaps little prince direct take novella fans may expecting relaxed expectations exceptional artistry profound meaning examine
-0.0516,The little prince ,0.106,0.798,0.096,preachy repetitive little prince offers enough moments poetry keep flirting greatness least goodness
0.9092,The little prince ,0.0,0.598,0.402,time films television shows lauded faithful adapting another person work think little prince accomplishes impressive tribute true source material original unto
0.296,The little prince ,0.109,0.718,0.172,destroy precious memories antoine de saint exup√ ry classic may feel frisson betrayal final moments forces scan bookcase back home original recapture alien feeling
0.3862,The little prince ,0.0,0.851,0.149,essential invisible eye little prince accomplished impossible made invisible visible 3d less
0.4215,The little prince ,0.0,0.743,0.257,child adult matter able resist considerable charm little prince
0.5859,The little prince ,0.0,0.833,0.167,director mark osborne achieves charming effects computer animated portions function real world framing device tedious fanciful
0.8176,The little prince ,0.0,0.712,0.288,little prince depends viewers willingness go along twee flutterings like stars beautiful flower seen much adult swallow saccharine bilge guess
0.7783,The little prince ,0.058,0.694,0.247,film charm sweetness structurally encumbered new present day narrative level smarter zappier modern animated style makes marionette style images past look bit low octane quaint
0.875,The little prince ,0.0,0.389,0.611,osborne respects integrity original story charming adaptation
0.6705,The little prince ,0.0,0.82,0.18,beautifully expressively animated little prince basically story old man still acts like kid kid programmed essential cog grand industrial soul deadening scheme things
0.5994,The little prince ,0.0,0.698,0.302,little prince beautiful tribute timeless book
0.0,The little prince ,0.0,1.0,0.0,lovely slow nostalgic bit rated
0.3182,The little prince ,0.0,0.839,0.161,part adaptation part fan fiction part update forsake original
0.4588,The little prince ,0.0,0.75,0.25,animated take classic tale sweet restrained
0.0772,The little prince ,0.156,0.67,0.173,delight children adults alike sadly spirals control overly ambitious finale
0.7906,The little prince ,0.0,0.556,0.444,little prince fond tribute true source material original unto
0.3612,The little prince ,0.0,0.857,0.143,delightful moments otherwise muddled movie feels like three films ineptly grafted together
-0.4019,The little prince ,0.12,0.83,0.05,little prince really movie within movie author delicate fanciful story folded harsh modernist commentary depersonalization conformity contemporary workplace
0.7845,The little prince ,0.0,0.635,0.365,mr osborne done proud essential film singular beauty first half
0.0,The little prince ,0.0,1.0,0.0,film comes across homage extravagant promo book
0.7579,The little prince ,0.0,0.764,0.236,film hews source material results enchanting predictable sentimental framing device around slim tale undercuts potency book meditations love mortality
0.802,The little prince ,0.0,0.581,0.419,fragile beautiful beloved rose guarded wee fellow title
0.5106,The little prince ,0.0,0.809,0.191,creative spiritual reworking antoine de saint exupery magical enlightening 1943 novella
0.8591,The little prince ,0.0,0.627,0.373,yet get masterpiece level film adaptation classic novella little prince day comes nicely thank much
0.6369,The last man on the moon ,0.0,0.833,0.167,beyond history stunning archive footage talking heads film gets deep cernan mind reveal sacrifices apollo guys families made ensure right stuff
0.8658,The last man on the moon ,0.0,0.607,0.393,funny thoughtful self aware gene cernan wonderful raconteur fabulous turn phrase
0.4215,The last man on the moon ,0.0,0.823,0.177,awe inspiring insightful docu spotlights american astronaut
0.5267,The last man on the moon ,0.112,0.68,0.208,seems everything remember right stuff true apollo astronauts worked hard studied hard played hard
0.0,The last man on the moon ,0.0,1.0,0.0,biographical tale captures story
0.6249,The last man on the moon ,0.0,0.843,0.157,mark craig film affecting weaving achingly personal testimony thoroughly absorbing account last great era human endeavour
0.0,The last man on the moon ,0.0,1.0,0.0,terrific documentary directed mark craig executive produced sir jackie stewart among others
0.4215,The last man on the moon ,0.0,0.84,0.16,last man moon compelling artful fantastically straight faced documentary portrait 82 year old eugene cernan
0.8625,The last man on the moon ,0.0,0.664,0.336,craig film deals fallout era returning heroes kept feet ground help get swept romance effort
0.5423,The last man on the moon ,0.113,0.61,0.277,shines light charismatic courageous might say foolhardy thrill seeker
-0.046,The last man on the moon ,0.114,0.778,0.108,given wealth footage available really go wrong docs apollo era yet amongst cernan compellingly frank human costs spaceflight
0.0,The last man on the moon ,0.0,1.0,0.0,instant classic missed
0.5574,The last man on the moon ,0.0,0.753,0.247,tales remarkable men extraordinary times
0.6124,The last man on the moon ,0.0,0.773,0.227,cernan wise warm presence specifics story extraordinary enough withstand somewhat hackneyed treatment
0.6369,The last man on the moon ,0.0,0.856,0.144,thanks expert blend home movies newsreels nasa footage extensive recollections cernan family fellow astronauts ranks among best space documentaries
0.4019,The last man on the moon ,0.098,0.732,0.171,cernan knows spin great yarn zone moment quickly reel back time nearly died gemini 9 mission surprisingly fierce politics behind chosen apollo 10 crew
0.0,The last man on the moon ,0.0,1.0,0.0,documentary man deserves
0.6808,The last man on the moon ,0.0,0.763,0.237,last man moon anything else engaging look back one exciting times american history
0.6369,The last man on the moon ,0.0,0.833,0.167,always epic apollo stories like ones found right stuff apollo 13 earth moon refreshing come across documentary illustrates special explorers actually
0.7964,The last man on the moon ,0.0,0.552,0.448,cernan interesting guy interesting interesting type
0.7096,The last man on the moon ,0.0,0.67,0.33,spellbinding vital wondrous piece history beautifully preserved
0.0,The last man on the moon ,0.0,1.0,0.0,craig film stirs emotions closer cernan exclaimed first stepping lunar dust oh golly unbelievable
0.9042,The last man on the moon ,0.0,0.618,0.382,film help us remember help us feel sense discovery adventure help us perhaps recognize insatiable human need reach heavens try find way
-0.5423,The last man on the moon ,0.164,0.836,0.0,last man moon alternates archival footage current interviews latter tinged nostalgia regret craig avoids either lionizing reducing subject
0.4588,The last man on the moon ,0.0,0.87,0.13,memories observations add vivid satisfying personal portrait history lesson nostalgic ride glimpse astronaut psyche
0.1779,The last man on the moon ,0.0,0.876,0.124,good overly worshipful documentary gene cernan
0.7096,The last man on the moon ,0.0,0.781,0.219,offers different sort space travel expected taking us man headspace may exciting seems interesting place moon
0.0,The last man on the moon ,0.0,1.0,0.0,last man moon man moon intriguing unique addition library space exploration
0.0,The last man on the moon ,0.0,1.0,0.0,filmmakers attempting jazz material get way lot
0.4767,The last man on the moon ,0.0,0.903,0.097,film traces cernan career trajectory going back days san diego hot shot naval aviator blending terrific archival footage contemporary perspectives quietly poetic effect
0.0,The last man on the moon ,0.0,1.0,0.0,already know history told last man moon story never grows old
0.4588,The last man on the moon ,0.0,0.833,0.167,perhaps copious biographical details banal may ultimately necessary emphasize lucky cernan travel farther reaches universe
0.0,The last man on the moon ,0.0,1.0,0.0,craig charts flight path cernan life years naval aviator flying aircraft carriers late 1950s selection astronaut 1963 trips space
0.6249,The last man on the moon ,0.0,0.733,0.267,superb documentary helps us imagine like astronaut walk moon
0.0,The last man on the moon ,0.0,1.0,0.0,craig never makes interviews film brick mortar feel revelatory vital
-0.6249,The last man on the moon ,0.203,0.716,0.081,cernan clearly still awe america achieved cowboy years also speaks melancholy results several decades hindsight havoc wreaked personal lives astronauts
0.6249,The last man on the moon ,0.0,0.709,0.291,great documentary great man
-0.6908,The last man on the moon ,0.199,0.801,0.0,director mark craig struggles construct terrestrial portrait cernan houston retiree 80s one senses man powerless gravitational pull career
0.5106,The last man on the moon ,0.0,0.864,0.136,last man moon reminder bigger heroes 1960s apollo astronauts still flawed men come back earth
-0.3818,The last man on the moon ,0.126,0.874,0.0,last man moon one movies realize needed turns thing fractured cynical times
0.7964,The last man on the moon ,0.091,0.586,0.322,cernan proud accomplished calling luckiest man world got see also expresses regret done expense family
0.7579,The last man on the moon ,0.0,0.649,0.351,cernan engaging subject got great story tell
-0.128,The last man on the moon ,0.153,0.708,0.139,take pinch top gun stir generous dollop right stuff add light sprinkling mad men formula uplifting documentary portrait former apollo astronaut eugene cernan
0.34,The last man on the moon ,0.0,0.906,0.094,last man moon tribute one man though also elegy time humankind still appeared determined achieve impossible goals
0.5423,The jungle book ,0.0,0.727,0.273,fresh entertaining unmistakably heart warming film set become classic right
0.4404,The jungle book ,0.0,0.879,0.121,live action remake disney 1967 animated hit really necessary said jon favreau interpretation make good watching oh yes
0.5106,The jungle book ,0.0,0.837,0.163,rudyard kipling beloved much filmed story gets new millennium makeover latest iteration jungle book
0.5994,The jungle book ,0.0,0.769,0.231,really pitfall jungle book beautiful adequately performed seen film already
0.0,The jungle book ,0.0,1.0,0.0,favreau experience directing cgi heavy iron man seems paid dividends animation highest order
0.6369,The jungle book ,0.0,0.714,0.286,rare remake actually better original jungle book rarity full review japanese
0.6369,The jungle book ,0.0,0.802,0.198,children love rippling cgi scape newcomer neel sethi high fiving mowgli adults though seen
-0.4404,The jungle book ,0.208,0.695,0.097,neel sethi made mowgli feel natural belief instantly suspended even bill murray baloo upstage mowgli lack trying
0.5267,The jungle book ,0.0,0.815,0.185,jungle book encompasses vivid illustrations archetypal stories manages accessible pleasurable children ages
0.3597,The jungle book ,0.0,0.894,0.106,jungle book stumbles people involved willing fully commit either making near shot shot remake going completely different direction
0.9017,The jungle book ,0.0,0.674,0.326,favreau film virtually entirely cgi save human child lead serviceable mix action computer provided visual splendor disney approved morality fine voice work star studded cast
0.5994,The jungle book ,0.0,0.87,0.13,offers far bare necessities combines kipling stories walt disney 1967 animated musical adaptation marvelous new version classic story boy quite literally raised wolves
0.4767,The jungle book ,0.0,0.829,0.171,considering amount vfx heavy duds released constant rate jungle book triumph kind
0.6369,The jungle book ,0.0,0.802,0.198,beautifully told coming age tale sublime visuals aided best 3d seen since gravity avatar
0.93,The jungle book ,0.0,0.587,0.413,jon favreau returns kid friendly films made earlier career elf zathura finds still gift breezy good looking beautifully paced well told stories
0.0,The jungle book ,0.0,1.0,0.0,lavish rehash 1967 disney classic takes computer generated fakery new heights
0.0,The jungle book ,0.0,1.0,0.0,disney pushes forward live action remakes animated classics jungle book visual marvel
0.7783,The jungle book ,0.0,0.541,0.459,awesome jobs round blockbuster worthy sequel
0.8316,The jungle book ,0.0,0.659,0.341,story classic familiar one ability movie submerge audience visuals story remarkable accomplishment makes stand worthy blockbuster
