Year,Rank,Name,College,Conference,Games,XPM,XPA,XP_Per,FGM,FGA,FG_Per,Points
2015,80,Aaron Medley,Tennessee,SEC,13,55,55,100,21,31,67.7,118
2015,81,Rafael Gaglianone,Wisconsin,Big Ten,13,40,40,100,18,27,66.7,94
2015,82,Jack Mitchell,Northwestern,Big Ten,13,25,28,89.3,18,27,66.7,79
2015,83,Greg Joseph,Florida Atlantic,CUSA,12,28,28,100,18,27,66.7,82
2015,84,Brian Eavey,Central Michigan,MAC,13,38,38,100,16,24,66.7,86
2015,85,Logan Laurent,Massachusetts,MAC,12,25,25,100,8,12,66.7,49
2015,86,Emilio Nadelman,South Florida,American,13,53,54,98.1,15,23,65.2,98
2015,87,Chris Blewitt,Pittsburgh,ACC,13,42,43,97.7,15,23,65.2,87
2015,88,Dylan Mulder,Eastern Michigan,MAC,12,36,0,,11,17,64.7,69
2015,89,Trevor Moore,North Texas,CUSA,11,21,21,100,9,14,64.3,48
2015,90,Craig Ford,Louisiana-Monroe,Sun Belt,12,33,0,,9,14,64.3,60
2015,91,Taylor Zalewski,Illinois,Big Ten,11,31,0,,16,25,64,79
2015,92,Wil Lutz,Georgia State,Sun Belt,13,42,43,97.7,12,19,63.2,78
2015,93,Tommy Openshaw,Vanderbilt,SEC,12,14,14,100,12,19,63.2,50
2015,94,Michael Geiger,Michigan State,Big Ten,13,51,53,96.2,12,19,63.2,87
2015,95,Diego Gonzalez,Colorado,Pac-12,13,35,35,100,18,29,62.1,89
2015,96,Hayden Tobola,Rice,CUSA,11,28,28,100,8,13,61.5,52
2015,97,Chris Callahan,Baylor,Big 12,13,83,83,100,8,13,61.5,107
2015,98,Mike Weaver,Wake Forest,ACC,12,24,25,96,11,18,61.1,57
2015,99,Cole Hedlund,Arkansas,SEC,13,58,58,100,9,15,60,85
2015,100,Parker Davidson,New Mexico State,Sun Belt,12,37,43,86,10,17,58.8,67
2015,101,Daniel Portillo,Texas-San Antonio,CUSA,12,27,32,84.4,10,17,58.8,57
2015,102,Austin Lopez,San Jose State,MWC,12,36,38,94.7,10,17,58.8,66
2015,103,Lumi Kaba,Texas State,Sun Belt,12,26,27,96.3,10,18,55.6,56
2015,104,Tyler Tate,Bowling Green State,MAC,14,75,81,92.6,8,15,53.3,99
2015,105,Stevie Artigue,Louisiana-Lafayette,Sun Belt,11,26,28,92.9,8,15,53.3,50
2015,106,Blake Brewer,Charlotte,CUSA,12,24,0,,14,27,51.9,66
2015,107,Kyle Bambard,North Carolina State,ACC,13,54,56,96.4,7,14,50,75
2015,108,Austin Hardin,Florida,SEC,10,24,0,,5,14,35.7,39
2016,1,Gary Wunderlich,Mississippi,SEC,12,41,43,95.3,22,23,95.7,107
2016,2,Younghoe Koo,Georgia Southern,Sun Belt,11,28,29,96.6,19,20,95,85
2016,3,Cole Netten,Iowa State,Big 12,12,35,37,94.6,16,17,94.1,83
2016,4,Evan Pantels,Nevada-Las Vegas,MWC,12,42,42,100,13,14,92.9,81
2016,5,Clayton Hatfield,Texas Tech,Big 12,12,65,70,92.9,13,14,92.9,104
2016,6,Jason Sanders,New Mexico,MWC,13,61,62,98.4,12,13,92.3,97
2016,7,Zane Gonzalez,Arizona State,Pac-12,12,39,40,97.5,23,25,92,108
2016,8,Tyler Davis,Penn State,Big Ten,14,62,62,100,22,24,91.7,128
2016,9,Emmit Carpenter,Minnesota,Big Ten,13,43,44,97.7,22,24,91.7,109
2016,10,John Baron,San Diego State,MWC,14,56,58,96.6,21,23,91.3,119
2016,11,Austin Rehkow,Idaho,Sun Belt,13,42,44,95.5,26,29,89.7,120
2016,12,Bryce Crawford,San Jose State,MWC,12,31,33,93.9,16,18,88.9,79
2016,13,Kody Kroening,Fresno State,MWC,11,23,23,100,15,17,88.2,68
2016,14,Harrison Butker,Georgia Tech,ACC,13,46,46,100,15,17,88.2,91
2016,15,Aaron Boumerhi,Temple,American,9,29,30,96.7,15,17,88.2,74
2016,16,Luke Strebel,Air Force,MWC,13,51,51,100,22,25,88,117
2016,17,Daniel Carlson,Auburn,SEC,13,44,44,100,28,32,87.5,128
2016,18,Mike Knoll,Boston College,ACC,13,27,30,90,12,14,85.7,63
2016,19,Parker Shaunfield,Southern Mississippi,CUSA,10,40,40,100,12,14,85.7,76
2016,20,Drew Brown,Nebraska,Big Ten,13,38,38,100,12,14,85.7,74
2016,21,Matt Anderson,California,Pac-12,12,51,51,100,22,26,84.6,117
2016,22,Canon Rooker,Middle Tennessee State,CUSA,13,64,66,97,16,19,84.2,112
2016,23,Austin Macginnis,Kentucky,SEC,13,44,45,97.8,16,19,84.2,92
2016,24,Blaton Creque,Louisville,ACC,10,39,40,97.5,16,19,84.2,87
2016,25,Eddy Pineiro,Florida,SEC,13,32,32,100,21,25,84,95
2016,26,Andy Phillips,Utah,Pac-12,13,43,43,100,21,25,84,106
2016,27,Louie Zervos,Ohio,MAC,14,35,38,92.1,29,35,82.9,122
2016,28,Kenneth Allen,Michigan,Big Ten,13,53,53,100,19,23,82.6,110
2016,29,Jonathan Barnes,Louisiana Tech,CUSA,14,77,78,98.7,22,27,81.5,143
2016,30,Conrad Ukropina,Stanford,Pac-12,12,34,34,100,22,27,81.5,100
2016,31,Rhett Almond,Brigham Young,Ind,13,39,40,97.5,17,21,81,90
2016,32,Redford Jones,Tulsa,American,13,67,67,100,21,26,80.8,130
2016,33,Michael Badgley,Miami (FL),ACC,13,53,55,96.4,21,26,80.8,116
2016,34,Jake Elliott,Memphis,American,13,58,58,100,21,26,80.8,121
2016,35,Ty Cummings,Houston,American,13,55,58,94.8,16,20,80,103
2016,36,Cameron Van Winkle,Washington,Pac-12,14,75,76,98.7,16,20,80,123
2016,37,Stevie Artigue,Louisiana-Lafayette,Sun Belt,13,29,31,93.5,19,24,79.2,86
2016,38,Paul Fricano,Eastern Michigan,MAC,13,42,43,97.7,19,24,79.2,99
2016,39,Butch Hampton,Western Michigan,MAC,14,71,73,97.3,19,24,79.2,128
2016,40,Tommy Openshaw,Vanderbilt,SEC,13,36,36,100,15,19,78.9,81
2016,41,Michael Geiger,Michigan State,Big Ten,12,30,30,100,15,19,78.9,75
2016,42,Morgan Hagee,Ball State,MAC,12,37,37,100,15,19,78.9,82
2016,43,Parker Davidson,New Mexico State,Sun Belt,12,29,34,85.3,15,19,78.9,74
2016,44,Wyatt Bryan,Colorado State,MWC,13,53,55,96.4,11,14,78.6,86
2016,45,Matthew McCrane,Kansas State,Big 12,8,29,29,100,11,14,78.6,62
2016,46,Ryan Kay,Troy,Sun Belt,13,48,48,100,18,23,78.3,102
2016,47,Mike Weaver,Wake Forest,ACC,13,28,28,100,21,27,77.8,91
2016,48,Rodrigo Blankenship,Georgia,SEC,10,26,26,100,14,18,77.8,68
2016,49,Tyler Durbin,Ohio State,Big Ten,13,63,65,96.9,17,22,77.3,114
2016,50,Matthew Wright,Central Florida,American,13,39,41,95.1,17,22,77.3,90
2016,51,Josh Williams,Southern Methodist,American,12,38,38,100,17,22,77.3,89
2016,52,Nick Dowd,Miami (OH),MAC,12,30,35,85.7,10,13,76.9,60
2016,53,Justin Yoon,Notre Dame,Ind,12,44,46,95.7,13,17,76.5,83
2016,54,Elliot Fry,South Carolina,SEC,13,31,31,100,13,17,76.5,70
2016,55,Ben Grogan,Oklahoma State,Big 12,13,60,61,98.4,19,25,76,117
2016,56,Adam Griffith,Alabama,SEC,15,66,67,98.5,21,28,75,129
2016,57,Austin Taylor,Florida International,CUSA,12,34,35,97.1,12,16,75,70
2016,58,Jake Suder,Bowling Green State,MAC,12,35,38,92.1,9,12,75,62
2016,59,Brock Warren,Utah State,MWC,12,35,36,97.2,9,12,75,62
2016,60,Aidan Schneider,Oregon,Pac-12,11,42,43,97.7,9,12,75,69
2016,61,Joey Slye,Virginia Tech,ACC,14,58,59,98.3,20,27,74.1,118
2016,62,Davis Plowman,East Carolina,American,11,29,30,96.7,17,23,73.9,80
2016,63,Greg Huegel,Clemson,ACC,15,71,73,97.3,14,19,73.7,113
2016,64,Colby Delahoussaye,Louisiana State,SEC,12,40,42,95.2,11,15,73.3,73
2016,65,Ricky Aguayo,Florida State,ACC,13,51,52,98.1,19,26,73.1,108
2016,66,Skyler Simcox,Western Kentucky,CUSA,14,70,71,98.6,16,22,72.7,118
2016,67,Bobby Puyol,Connecticut,American,11,19,19,100,13,18,72.2,58
2016,68,Matt Boermeester,Southern California,Pac-12,13,53,54,98.1,18,25,72,107
2016,69,Michael Rubino,Appalachian State,Sun Belt,13,47,48,97.9,15,21,71.4,92
2016,70,Nick Weiler,North Carolina,ACC,13,51,52,98.1,15,21,71.4,96
2016,71,J.D. Dillinger,Purdue,Big Ten,12,35,36,97.2,10,14,71.4,65
2016,72,Greg Joseph,Florida Atlantic,CUSA,12,39,39,100,10,14,71.4,69
2016,73,David Bonagura,Rutgers,Big Ten,9,20,22,90.9,10,14,71.4,50
2016,74,Daniel LaCamera,Texas A&M,SEC,13,54,54,100,17,24,70.8,105
2016,75,Victor Falcon,Texas-San Antonio,CUSA,12,43,43,100,12,17,70.6,79
2016,76,Chase McLaughlin,Illinois,Big Ten,10,26,26,100,12,17,70.6,62
2016,77,Tyler Rausa,Boise State,MWC,13,58,58,100,9,13,69.2,85
2016,78,Trevor Moore,North Texas,CUSA,12,41,41,100,9,13,69.2,68
2016,79,Craig Ford,Louisiana-Monroe,Sun Belt,12,35,36,97.2,9,13,69.2,62
2016,80,Austin Seibert,Oklahoma,Big 12,13,72,74,97.3,11,16,68.8,105
2016,81,Aaron Medley,Tennessee,SEC,13,61,61,100,11,16,68.8,94
2016,82,Matthew Wyman,Kansas,Big 12,12,26,26,100,13,19,68.4,65
2016,83,Jameson Vest,Toledo,MAC,13,61,62,98.4,13,19,68.4,100
2016,84,Brandon Hatfield,Texas Christian,Big 12,11,27,29,93.1,13,19,68.4,66
2016,85,Andrew Endicott,Wisconsin,Big Ten,11,35,37,94.6,13,19,68.4,74
2016,86,Trent Domingue,Texas,Big 12,12,40,44,90.9,15,22,68.2,85
2016,87,Shane Hynes,Kent State,MAC,12,28,28,100,15,22,68.2,73
2016,88,Mike Molina,West Virginia,Big 12,13,51,51,100,15,22,68.2,96
2016,89,JD Houston,Arkansas State,Sun Belt,12,36,41,87.8,12,18,66.7,72
2016,90,Chris Callahan,Baylor,Big 12,12,53,54,98.1,10,15,66.7,83
2016,91,Chris Graham,Colorado,Pac-12,10,8,10,80,10,15,66.7,38
2016,92,Cooper Rothe,Wyoming,MWC,14,64,64,100,13,20,65,103
2016,93,Josh Pasley,Cincinnati,American,10,17,20,85,11,17,64.7,50
2016,94,Josh Pollack,Arizona,Pac-12,12,36,36,100,9,14,64.3,63
2016,95,Adam Greene,Maryland,Big Ten,13,37,38,97.4,9,14,64.3,64
2016,96,Gavin Patterson,South Alabama,Sun Belt,13,42,42,100,10,16,62.5,72
2016,97,Andrew Dirocco,Tulane,American,11,32,33,97,10,16,62.5,62
2016,98,Griffin Oakes,Indiana,Big Ten,13,33,35,94.3,16,26,61.5,81
2016,99,Christian Hagan,Northern Illinois,MAC,12,45,46,97.8,11,18,61.1,78
2016,100,Adam Mitcheson,Buffalo,MAC,11,21,23,91.3,11,18,61.1,54
2016,101,JJ Molson,UCLA,Pac-12,11,27,27,100,12,20,60,63
2016,102,Erik Powell,Washington State,Pac-12,13,63,65,96.9,9,15,60,90
2016,103,Garrett Owens,Oregon State,Pac-12,12,37,38,97.4,10,17,58.8,67
2016,104,Chris Blewitt,Pittsburgh,ACC,13,66,69,95.7,10,17,58.8,96
2016,105,Westin Graves,Mississippi State,SEC,13,48,49,98,11,19,57.9,81
2016,106,Cole Murphy,Syracuse,ACC,12,36,39,92.3,10,18,55.6,66
2016,107,Rogier Ten Lohuis,Georgia State,Sun Belt,12,25,28,89.3,8,15,53.3,49
2016,108,Tucker McCann,Missouri,SEC,12,39,43,90.7,6,12,50,57
2016,109,Brian Eavey,Central Michigan,MAC,13,42,42,100,8,17,47.1,66
