DC Real Property ID,Address of Record,Owner of Record,Ward,Property Name,Address 1,City,State,Postal Code,Primary Property Type,Year Built, Reported Building Gross Floor Area (ft²) ,Site EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),ENERGY STAR Score,Total GHG Emissions (MtCO2e),Electricity Use - Grid Purchase and Onsite (kWh),Natural Gas Use (therms),District Steam Use (kBtu),Other Fuel Use (kBTU),Water Use (kgal),X-Coordinate (ESRI),Y-Coordinate (ESRI)
01620037,1730 M ST NW,GERALD D GROSNER,2,1730 M ST,1730 M St,Washington,DC,20002,Office,1964," 230,112 ",83,204.3,79,1919.4,3606867,68003.711,,,3828.6,396522.2858,137498.8123
01620092,1100 17TH ST NW,LIBERTY 1100 17TH STREET LP,2,*02217 - 1100 17th Street NW,1100 17th Street NW,Washington,DC,22209,Office,1963," 151,599 ",71.2,229.7,75,1371.44,2425854.2,25164.7,,,5982.9,396633.8916,137354.794
01620095,1150 17TH ST NW,1150 17TH STREET ASSOCIATES,2,1150 17th Street,1150 17th Street N.W.,Washington,DC,20036,Office,1970," 270,574 ",65,202.4,73,2210.9,5089357,2242.645,,,6543.8,396616.774,137498.8123
01620096,1101 CONNECTICUT AV,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),2,1101 Connecticut Avenue DDOE,1101 Connecticut Avenue,Washington,DC,20036,Office,1976," 202,878 ",80.9,261.6,Not Available,2323.51,4808903.2,,,,7306,396553.4029,137353.27
01620099,1127 CONNECTICUT AV NW,WSRH WASHINGTON LLC,2,9671n-Mayflower Renaissance,1127 Connecticut Ave Nw,Washington,DC,20036,Hotel,1997," 628,696 ",92.5,205.7,57,5864.02,9187730,267818,,,42047.2,396573.442,137398.2281
01620101,1133 CONNECTICUT AV NW,CONNECTICUT / DESALES PARTNERSHIP,2,1133 Conn Ave,1133 Connecticut Ave NW,Washington,DC,20036,Office,1989," 191,425 ",59.6,199,Not Available,1615.48,3343509.9,,,,1923,396513.2454,137457.6643
01630051,1775 K ST NW,DOUGLAS H DORITY,2,UFCW Building,"1775 K Street, NW",Washington,DC,20006,Office,1970," 176,701 ",53.1,157.7,89,1133.4,2533026,7322.646,,,2283.6,396418.8761,137224.45
01640003,1001 CONNECTICUT AV NW,1001 CONNECTICUT AVENUE LLC,2,1001 Connecticut Avenue,"1001 Connecticut Avenue, NW",Washington,DC,20036,Office,1953," 154,319 ",Not Available,Not Available,Not Available,,,,,,4146.6,396602.5995,137227.1167
01640035,1025 CONNECTICUT AV NW,BLAKE DEVELOPMENT COMPANY,2,Blake Building,1025 Connecticut Ave. NW,Washington,DC,20036,Office,1962," 348,428 ",69.9,213.7,87,2994.68,5632310,51377.7,,,5843.6,396586.9913,137275.058
0165-0026*,,,,801 Seventeenth Street NW,801 17th Street NW,Washington,DC,200063912,Office,2010," 257,754 ",57.9,189.2,79,2114.19,4375669.3,,,,3947.2,Not Available,Not Available
01660032,1701 PENNSYLVANIA AV NW,ATLANTIC FREEHOLDS,2,0166-0032 1701 PENN,1701 Pennsylvania Avenue NW,Washington,DC,20006,Office,1962," 218,478 ",85.3,244.1,67,2418.11,4729571,24985.9,,,4687.9,396537.1222,136836.605
01660033,1747 - 1755 PENNSYLVANIA AV NW,1747 PENNSYLVANIA AVENUE ASSOC LP,2,1747 Pennsylvania Avenue,"1747 Pennsylvania Avenue, NW",Washington,DC,20006,Office,1970," 169,807 ",77,250.1,Not Available,1801.47,3666470.8,5629.5,,,4167.8,396447.386,136868.9494
01660038,1775 PENNSYLVANIA AV NW,RS WASHINGTON CORPORATION,2,1775 Pennsylvania Avenue,"1775 Pennsylvania Avenue, NW",Washington,DC,20006,Office,1976," 158,524 ",63.8,213.1,70,1432.11,2963993.6,,,,2141.7,396413.9245,136892.6111
01660041,1717 PENNSYLVANIA AV NW,1717 PENNSYLVANIA AVENUE LLC,2,1717 Pennsylvania Avenue,"1717 Pennsylvania Avenue, NW",Washington,DC,20006,Office,1996," 200,449 ",94.2,314.6,49,2673.39,5533035,,,,3390.6,396497.1994,136852.7429
01660863,1710 H ST,WASHINGTON H STREET ASSOCIATES LLC,2,1710 H Street NW,1710 H Street NW,Washington,DC,20006,Multifamily Housing,1900," 165,094 ",51.2,157.3,Not Available,1167.36,2380245,3252,,,5291.6,396500.0307,136897.556
01680050,1700 PENNSYLVANIA AV NW,THE MILLS BUILDING ASSOCIATES LLC,2,1700 Pennsylvania Avenue NW (Mills),1700 Pennsylvania Avenue NW,Washington,DC,20006,Office,1966," 180,023 ",94.9,243,67,1942.14,3425459,53960,,,3815.7,396533.8864,136752.4064
01680051,1730 PENNSYLVANIA AV NW,1730 PENN AVE LP,2,1730 Pennsylvania Ave NW,1730 Pennsylvania Ave NW,Washington,DC,20006,Office,1969," 259,838 ",76.8,262.4,74,2826.01,5848904.1,,,,6414.1,396492.1325,136761.7456
01680823,1750 PENNSYLVANIA AV NW,CESC 1750 PENNSYLVANIA LLC,2,1750 Pennsylvania Ave,1750 Pennsylvania Ave,Washington,DC,20036,Office,1964," 297,201 ",72.6,187.6,76,2267.1,4472970,63002.81,,,5238.4,396454.0883,136770.2403
01690070,1776 - 1742 G ST NW,WASHINGTON REAL ESTATE INVESTMENT TRUST,2,1776 G Street,"1776 G Street, N.W.",Washington,DC,20006,Office,1979," 292,396 ",61.1,204.2,Not Available,2531.95,5240297.1,,,,5770.6,396426.3434,136679.3629
01700039,1735 NEW YORK AV NW,THE AMERICAN INSTITUTE OF ARCHITECTS,2,AIA Building,1735 New York Ave NW,Washington,DC,20006,Office,1973," 151,523 ",98.5,202.9,68,1484.97,2291532.7,71010.2,,,2001,396426.267,136530.03
01710033,1750 NEW YORK AV NW,UNITED UNIONS INC,2,United Unions,"1750 New York Avenue, NW",Washington,DC,20006,Office,1972," 184,573 ",87.3,246.5,65,4212.9,3942199,26589.751,,,2651,396432.3214,136429.082
01730809,1776 D ST NW,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,2,DAR Building,"1776 D Street, NW",Washington,DC,20006,Other - Entertainment/Public Assembly,1903," 203,652 ",Not Available,Not Available,Not Available,,,23206.471,,,,396475.6262,136233.086
01820083,1608 RHODE ISLAND AV NW,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,2,The University of California Washington Center,1608 Rhode Island Ave. NW,Washington,DC,20036,College/University,2001," 158,819 ",76.2,178.1,36,1186.7,2167697,47125.509,,,7937.3,396759.1825,137629.79
01820828,1615 M ST,17M ASSOCIATES & DISTRICT OF COLUMBIA,2,Sumner Square,1615 M Street,Washington,DC,20036,Office,1984," 226,761 ",66.9,217,83,2149.58,4448921.9,,,,5951.4,396726.5821,137568.7214
01830857,1101 17TH ST,1101 17TH STREET ASSOCIATES LTD,2,1101 17th Street,1101 17th Street N.W.,Washington,DC,20036,Office,1964," 233,229 ",94,228.3,67,2222.6,4220102,75211.275,,,9821.4,396695.8144,137362.7518
01830879,1615 L ST NW,1615 L ST LLC,2,1615 L Street,1615 L St NW,Washington,DC,20036,Office,1984," 420,000 ",58.7,204.6,77,3491.09,7225400,,,,7239.6,396749.8007,137358.3078
"01830883, 01830884",1145 17TH ST,NATIONAL GEOGRAPHIC SOCIETY,2,NGS Headquarters,"1145 17th St, NW and 1600 M Street, NW",Washington,DC,20036,Office,1964," 746,237 ",86.8,225.9,73,6937.1,13947930,171541.698,,,12013,396695.1255,137476.6085
01840071,1667 K ST NW Unit: 900,JAMNES CAMPBELL COMPANY LLC,2,"1667 K Street, NW","1667 K Street, NW",Washington,DC,20036,Office,1984," 193,874 ",66.3,229.5,66,1819.21,3765172.4,,,,,396692.6055,137239.0795
01840074,1601 K ST,PPF OFF 1601 K ST LLC,2,1601 K Street,1601 K Street N. W.,Washington,DC,20006,Office,2005," 231,423 ",54,175.9,86,1770.34,3664029.7,,,,2710.9,396784.2348,137231.624
01850828,1625 I ST,BFP 1625 EYE CO LLC,2,1625 Eye Street,1625 Eye Street NW,Washington,DC,20006,Office,2003," 410,715 ",58.4,206.6,87,3396.95,7030576.1,,,,10507.5,396745.0024,137094.7845
01860810,0815 CONNECTICUT AV NW,"ALECTA PENSIONS FORSAKRING, OMSESIDIGT",2,Chanin Building - 815 Connecticut,815 Connecticut Avenue,Washington,DC,20006,Office,1963," 190,421 ",56.5,168.1,84,1434.82,2858131.1,10124.2,,,3316.1,396707.8746,137012.8204
01960035,1201 16TH ST NW,NATIONAL EDUCATION ASSOCIATES,2,National Education Association,"1201 16th St., NW",Washington,DC,22036,Office,1957," 394,087 ",64.1,172.4,88,,5724809.6,57417,,,4757.2,396881.9374,137587.1103
01960832,1500 MASSACHUSETTS AV NW,EQR-1500 MASS LLC,2,1500 Mass Ave,1500 Massachusetts Av,Washington,DC,20005,Multifamily Housing,1951," 457,893 ",69.6,129.8,Not Available,2682.9,3271733.3,207162,,,24002.2,396919.9611,137623.2111
01960834,1501 M ST,I&G DC REIT INC,2,1501 M ST,1501 M ST,Washington,DC,20005,Office,1991," 195,421 ",73.9,232,55,1828.3,4231423,,,,3256.3,396965.8332,137563.58
01970081,1100 - 1102 15TH ST NW,1100 15TH STREET ASSOCIATES LLC,2,1100 15th Street (DDOE),"1100 15th Street, NW",Washington,DC,20005,Office,1982," 154,484 ",58.7,199.2,78,1284.66,2658815.2,,,,3477.2,396963.5855,137351.4779
01970855,1152 15TH ST,MR COLUMBIA CENTER INVESTORS LLC,2,Columbia Center,"1152 15th Street, NW",Washington,DC,20005,Office,2007," 434,382 ",54.1,168.5,82,2975.3,6885822,,,,,396946.0422,137451.0816
01980845,1030 15TH ST,1030 W. 15TH  LLC,2,The Executive Building,"1030 15th Street, NW",Washington,DC,20005,Office,1968," 351,009 ",44.2,128.6,89,1865,4149023,13614.319,,,3054.5,396963.857,137283.805
01980846,1501 K ST,I B ASSOCIATES LIMITED PARTNERSHIP,2,1501 K St NW,1501 K St NW,Washington,DC,20002,Office,2001," 422,245 ",75.3,233.8,65,3987.6,9164774,5203.112,,,10349.3,396951.5125,137234.4516
01990831,1575 I ST NW,1575 EYE STREET ASSOCIATES,2,1575 Eye Street (DDOE),1575 Eye Street,Washington,DC,20005,Office,1979," 209,252 ",66.8,234.7,83,1980.41,4098807.2,,,,4181,396923.902,137089.8228
01990832,1500 K ST NW,1500 K STREET LLC,2,1500 K Street - The Southern Railway Building,1500 K Street NW,Washington,DC,20005,Office,1928," 293,248 ",87.6,275.1,62,3253.3,7529269,,,,8800,396956.5156,137131.745
02120850,1499 MASSACHUSETTS AV,POST 1499 MASSACHUSETTS LLC,2,Post Massachusetts Avenue,1499 Massachusetts Ave NW,Washington,DC,20005,Multifamily Housing,2002," 237,796 ",44,107.8,Not Available,1154.23,1980167.4,37118.7,,,,397041.2339,137670.5843
02130017,1201 15TH ST,NATIONAL ASSOC OF HOME BUILDERS OF U S,2,The National Housing Center Corporation,"1201 15th Street, NW",Washington,DC,20005,Office,2001," 240,863 ",53.6,160.6,95,1644.59,3174864.6,20789,,,1937.7,397078.4993,137560.2249
02140102,1441 L ST NW,1441 L ASSOCIATES LLC,2,1441 L Street,"1441 L Street, NW",Washington,DC,20005,Office,1969," 192,804 ",70.8,206.7,86,1612.6,3537090,15728.954,,10914.94,3689,397067.8226,137355.5629
02140103,1133 15TH ST NW,1133 FIFTEENTH STREET LLC,2,1133 15th Street,"1133 15th Street, NW",Washington,DC,20005,Office,1969," 215,636 ",63.7,212.9,84,1566.52,4028089,,,,1388.9,397050.6775,137444.6028
02140105,1125 15TH ST NW,1125 15TH STREET LLC,2,1125 15th Street,"1125 15th Street, NW",Washington,DC,20005,Office,1969," 285,264 ",48.7,156.2,90,1758.5,4069843,,,,4300.5,397050.6775,137405.9693
02140106,1101 - 1117 15TH ST NW,1101 FIFTEENTH LLC,2,1101 15th Street,"1101 15th ST, NW",Washington,DC,20005,Office,1973," 157,363 ",90.8,298.3,39,1810.2,4189398,,,,5991.3,397037.8759,137360.8969
02140108,1110 VERMONT AV NW,1110 VERMONT LP,2,1110 Vermont Ave,"1110 Vermont Ave, NW",Washington,DC,20005,Office,1979," 319,596 ",52.4,169,90,2370.7,4906576,,,,8113.4,397118.8575,137381.7712
02140109,1120 VERMONT AV NW,1120 VERMONT AVE ASSOCIATES LLP,2,1120 Vermont Avenue,"1120 Vermont Avenue, NW",Washington,DC,20005,Office,1979," 368,242 ",100.8,313.5,60,6924.77,13973297.5,32577.5,,,8031.1,397141.776,137452.4281
02140854,1177 15TH ST NW,JTCI5 MADISON HOTEL LP,2,The Madison,1177 15th Street NW,Washington,DC,20005,Hotel,1962," 287,294 ",98.6,229.9,49,2779.3,5081741,109957.35,,,11028.9,397045.0387,137502.7816
02140859,0001 THOMAS CIR NW,THOMAS CIRCLE C F LLC,2,ONE THOMAS CIRCLE,ONE THOMAS CIRCLE,Washington,DC,20005,Office,1982," 238,444 ",64,229.3,84,2159.54,4469547.5,,,,3883,397158.9499,137498.5824
02150012,1121 VERMONT AV NW,RIDC LLC,2,57151-Wash DC Thomas CIR,1199 Vermont Ave,Washington,DC,20005,Hotel,1999," 160,614 ",75.4,208.7,56,1415.33,2555704,33928,,,4883.7,397193.2823,137389.6094
02160033,1015 15TH ST NW,1015 15TH STREET INC,2,1015 15th Street,"1015 15th Street, NW",Washington,DC,20005,Office,1979," 193,006 ",75.4,Not Available,66,1828.9,4207221,2065.801,,,4694,397030.2544,137225.7751
02170050,1425 K ST NW,BGW LP,2,1425K,1425 K Street NW,Washington,DC,20005,Office,2000," 253,863 ",74.3,248.3,69,2672.24,5530659,,,,4754.6,397131.8428,137229.2493
02180077,1401 I ST,SRI EIGHT FRANKLIN TOWER LLC,2,Franklin Towers,1401 I St,Washington,DC,20005,Office,1991," 220,573 ",60.4,201.6,80,1885.53,3902429.1,,,,3205.2,397188.3032,137090.5214
02180079,1400 K ST NW,TRIZECHAHN LLC - 1400 K STREET NW,2,1400 K Street,"1400 K Street, NW",Washington,DC,20005,Office,1982," 207,433 ",54.8,175.8,88,1611.12,3334481.2,,,,2558.6,397188.1508,137143.3448
02180080,0901 15TH ST NW,MULLEN MANAGEMENT CO,2,02180080_McPherson Building,901 15th Street NW,Washington,DC,20005,Office,1987," 319,388 ",50.7,173.3,93,2294.12,4748080,,,,4402.3,397129.7571,137084.1205
02200044,1425 H ST NW,SOUTHERN BUILDING ASSOCIATES LLP,2,The Southern Building,"805 15th Street, NW",Washington,DC,20005,Office,1915," 191,234 ",71,212.2,64,1659.1,3739759,8134.178,,,4829,397121.1928,136965.9108
02200064,1400 I ST NW,1400 I STREET NY LLC,2,1400 Eye Street,"1400 I Street, NW",Washington,DC,20005,Office,1982," 175,760 ",Not Available,Not Available,Not Available,,,,,,5589.2,397193.162,137017.4648
02200066,1401 H ST NW,TREA 1401 LLC,2,City Center,"1401 H Street, NW",Washington,DC,20005,Office,1992," 360,615 ",63.5,218.5,84,3243.44,6712849.3,,,,5168.7,397177.6056,136965.9108
02200067,0875 15TH ST,BOWEN BUILDING LP,2,875 15th St NW,875 15th St NW,Washington,DC,20002,Office,2005," 258,777 ",96.8,304,44,3172.9,7343131,,,,8715.8,397121.5267,137017.3093
02210037,750 15TH ST,JBC FUNDS 740 LLC,2,740 15th Street NW,740 15th Street NW,Washington,DC,20005,Office,1907," 199,931 ",54.3,170.4,82,1373.8,3179531,,,,2616.4,397043.0208,136891.1482
02220022,733 15TH ST,15TH AND H STREET ASSOCIATES LLP,2,15th and H Street Associates LLP,733 15th Street NW,Washington,DC,20005,Multifamily Housing,1911," 230,129 ",Not Available,Not Available,Not Available,,,,,,,397126.698,136896.0159
02220027,1415 NEW YORK AV NW,RPT 1425 NEW YORK AVE LLC,2,50011 - 1425 New York Ave NW,1425 New York Ave NW,Washington,DC,20005,Office,1992," 284,845 ",61.8,203.5,83,2490.09,5151559.7,,,13869.05,10291.6,397172.3091,136875.9016
02220814,1445 NEW YORK AV NW,PONTE GADEA OF WASHINGTON LLC,2,1445 New York,"1445 New York Avenue, NW",Washington,DC,20005,Office,1985," 205,656 ",50.7,169.4,89,1476.77,3056424.1,,,,3420.1,397131.5201,136834.3924
02230026,1401 G ST NW,CARR NP DC/VA PROPERTIES B LLC,2,CNBB,"700 14th Street, NW",Washington,DC,20005,Office,1988," 224,558 ",86.8,298.1,44,2759.41,5711062,,,,4140.8,397175.3406,136746.5191
02240022,0613 15TH ST NW,METROPLITAN SQUARE ASSOCIATES LLC,2,Metropolitan Square,"655 15th Street, NW",Washington,DC,20005,Office,1982," 702,039 ",Not Available,Not Available,Not Available,,,,,,41108.2,397155.3881,136683.5286
02250033,1401 - 1415 PENNSYLVANIA AV NW,WILLARD ASSOCIATES,2,The Willard Hotel & Office Building (DDOE),1401 - 1455 Pennsylvania Avenue NW,Washington,DC,20004,Hotel,1986," 644,099 ",107.7,289.4,34,8027.86,14373754.6,203555.8,,,40007.6,397166.6511,136557.6299
02250803,1434 F ST NW,ISTITHMAR HOTELS WASHINGTON LLC,2,W Hotel,515 15th ST NW,Washington,DC,20004,Hotel,1917," 225,000 ",Not Available,Not Available,Not Available,,,,,,15154,397118.9067,136566.1038
02352851,2125 14TH ST NW,THE FLATS @ UNION ROW,1,The Flats @ Union Row,2125 14th St NW,Washington,DC,20009,Multifamily Housing,2008," 187,357 ",112,175.7,Not Available,1612.1,1641880,153908.3,,,8200.5,397247.2872,138928.7052
02360067,1301 U ST NW,T C ELLINGTON LLC,1,The Ellington,1301 U Street,Washington,DC,20009,Multifamily Housing,2004," 504,332 ",22.2,63.2,Not Available,1500.68,3003243,9325.4,,,7556,397359.1279,138828.5619
02450844,10 THOMAS CIR,WASHINGTON PLAZA HOTEL,2,Washington Plaza Hotel,"10 Thomas Circle, NW",Washington,DC,20005,Hotel,1963," 300,357 ",123.5,236.9,38,,,241925.29,,,,397316.2674,137599.2059
02470096,1331 L ST,MANGER 8-10-34 TRUST PARTNERS LLC,2,The CoStar Group Building,"1331 L Street, NW",Washington,DC,20005,Office,2008," 198,452 ",62.9,197.5,88,1580.8,3658631,,,,2886.5,397309.5882,137359.3521
02480066,1310 L ST NW,GREENWAY INC,2,1310 L Street,1310 L Street NW,Washington,DC,20006,Office,2002," 153,800 ",81,255.4,75,1648.75,3268047.1,13107.2,,,2361.4,397354.5803,137284.5266
02480075,1330 L ST NW,FRANKLIN COURT INC,2,Franklin Court,1099 14th Street NW,Washington,DC,20005,Office,1991," 508,315 ",60.6,189.8,78,3891.6,8990371,1313.822,,,7622.7,397290.813,137284.5266
02480830,1301 K ST NW,1301 K STREET LP,,One Franklin Square 2,1301 K Street NW,Washington,DC,20005,Office,1990," 643,325 ",52.4,177,88,4769.39,9871074.4,,,,8002.9,397348.8425,137230.6028
02500046,1333 - 1343 H ST NW,MG-1333 LLC,2,MG-1333,1333 H Street NW,Washington,DC,20005,Office,1982," 274,151 ",58.8,184.6,84,2040.8,4723108,,,,4984.3,397286.2389,136965.2383
02500047,1301 NEW YORK AV NW,800 13TH STREET ASSOCIATES,2,1301 New York Ave,"1301 New York Ave., NW",Washington,DC,20001,Office,1983," 203,406 ",56,186.5,92,1608.64,3325162.4,381.8,,,4751.6,397394.85,136967.8536
02500051,1300 I ST NW,TIAA FRANKLIN SQUARE LLC,2,Franklin Square - DC UBI 0250-0051,1300 I Street,Washington,DC,20005,Office,1989," 517,464 ",59.8,189.9,84,3734.9,9207697,,,,6715.1,397367.802,137018.3744
02500857,1350 I ST NW,1350 EYE CO-TENANT LLC,2,1350 I Street,1350 I Street N.W.,Washington,DC,20005,Office,1988," 403,564 ",70.2,259.2,78,4012.63,8304830.9,,,,7124.2,397283.4575,137018.3744
02520079,1325 G ST NW,BEHRINGER HARVARD 1325 G STREET LLC,2,1325 G Street,1325 G Street,Washington,DC,20005,Office,1968," 333,484 ",55.6,160.8,97,2449.09,4713982.7,4006.8,,2040646.79,4767.7,397312.4804,136766.0708
02520083,0700 13TH ST NW,BCSP 700 THIRTEENTH STREET PROPERTY LLC,2,700 13th Street,700 13th Street,Washington,DC,20005,Office,1988," 252,713 ",50.3,193.3,86,1800.73,3726910.8,,,,,397394.0908,136766.0708
02530844,1310 G ST NW,GAEDEKE HOLDINGS III LTD C/O MARVIN F POER,2,1310 G Street,"1310 G Street, NW",Washington,DC,20005,Office,1991," 195,711 ",80.3,257.1,81,2225.27,4605572.1,,,,4852.3,397359.854,136687.9146
02530847,0600 13TH ST NW,UNION INVESTMENT REAL ESTATE GMBH,2,600 13th Street #2,600 13th St. NW,Washington,DC,20005,Office,1997," 276,365 ",72.8,262.4,77,2711,5436648.8,15823.8,,,,397398.0333,136666.0163
02540053,0529 14TH ST NW,CPT NP BUILDING LLC,2,National Press Building,529 14th Street NW,Washington,DC,20004,Office,1928," 489,395 ",89.5,247.3,67,5353.3,10025884.5,95697.5,,,17390.4,397288.4927,136571.2382
02540835,1301 E ST NW,1301 ASSOCIATES,2,"1301 Pennsylvania Ave., NW",1301 Pennsylvania Ave. NW,Washington,DC,20004,Office,1981," 231,902 ",82.6,276.2,73,2712.72,5614436.1,,,,4480.1,397395.467,136527.197
02540838,1331 PENNSYLVANIA AV,JWDC LP,2,33769-J.w. on Pennsylvania AVE,1331 Pennsylvania Ave Nw,Washington,DC,20004,Hotel,1984," 695,364 ",85.4,229.9,63,6695.57,11722599,193906,,,45993.4,397289.3293,136526.0516
02540839,1331  NW,NATIONAL PLACE LAND COMPANY LLC,2,National Place,1331 Pennsylvania Ave. NW,Washington,DC,20004,Office,1984," 594,315 ",59.7,187.9,82,5022.25,10394409.2,,,,9628.6,397372.8538,136566.7212
02670042,1201 12TH ST,PARCEL 47D LLC,6,1201 Maryland Avenue,"1201 Maryland Avenue, SW",Washington,DC,20024,Office,2005," 513,856 ",44.6,144.7,94,7951.28,6718325.3,,,,4888.8,397447.5273,135202.5407
02820044,1221 MASSACHUSETTS AV NW,CAMBRIDGE APARTMENTS LIMITE PARTNERSHIP DC LIMITED PART,2,Cambridge Apartments,1221 Massachusetts Ave NW,Washington,DC,20005,Multifamily Housing,1964," 177,359 ",Not Available,Not Available,Not Available,,,,,,10312.7,397480.1569,137467.9893
0283-0050*,,,,1210 Massachusetts,1210 MASSACHUSETTS AV NW,Washington,DC,20005,Multifamily Housing,2004," 208,720 ",9.5,34.1,,282.13,583906.2,,,,4134.6,Not Available,Not Available
02830826,1234 MASSACHUSETTS AV NW,PETER N G SCHWARTZ TRUSTEES,2,1234 Massachusetts Avenue NW,1234 Massachusetts Avenue NW,Washington,DC,20005,Multifamily Housing,1900," 258,603 ",50.1,105.2,Not Available,1318.62,2086446,58368,,,11304.4,397474.8639,137381.3398
02840042,1220 L ST NW,13TH AND L ASSOCIATES,2,1220 L Street,"1220 L Street, NW",Washington,DC,20005,Office,1983," 319,103 ",57.2,179.6,76,2311.9,5350448,,,,3895.1,397472.415,137281.2838
02850047,1225 I ST NW,1225 I STREET NW LP,2,1225 Eye Street,1225 Eye Street NW,Washington,DC,20005,Office,1988," 247,426 ",58.7,188.3,83,2055.15,4253478.9,,,,3929.4,397470.8317,137088.733
02850048,1201 I ST,1215 I STREET NW ASSOCS LTD PARTNERSHIP,2,1201 Eye Street,1201 Eye Street NW,Washington,DC,20005,Office,2002," 282,879 ",67.2,230.3,84,2692.17,5571897.2,,,,4132.4,397522.6859,137088.733
02850049,1200 K ST NW,1200 K ST I CO LLC,2,1200 K Street,1200 K Street NW,Washington,DC,20005,Office,1992," 424,336 ",64.3,217.3,94,3835.66,7905173.5,3031,,,5453.3,397515.1497,137141.3371
02860041,1250 I ST,IPERS EYE ST NW DC INC,2,1250 Eye Street,"1250 Eye Street, NW",Washington,DC,20005,Office,1982," 187,269 ",60.5,200.3,82,1603.85,3319439.6,,,,2602.2,397468.8767,137020.7078
"02860818, 02860819",1201 NEW YORK AV NW,1201-1225 NEW YORK AVE SPE LLC,2,1201& 1225  New York Ave.,"1201 New York Avenue, NW",Washington,DC,20005,Office,1988," 510,397 ",57.6,169.6,85,3535.4,7873956,25097.276,,,7110.2,397520.7237,137014.5945
02870038,1200 NEW YORK AV NW,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2,1200 New York Avenue NW (AAAS),1200 New York Avenue NW,Washington,DC,20005,Office,1996," 211,432 ",63.8,189.1,85,1700.54,3260109,23563.9,,,4175.1,397531.1398,136925.3095
02880058,1250 H ST NW,HUB PROPERTIES TRUST,2,Herald Square,"1250 H Street, N.W.",Washington,DC,20005,Office,1990," 208,020 ",68.2,214.1,81,1796.5,4157681,,,,,397475.0539,136856.3938
02880846,700 12TH ST,CLPF ONE METRO LP,2,0701 Thirteenth Street NW (One Metro),701 13th Street NW,Washington,DC,20005,Office,2003," 456,936 ",77.8,264,79,5034.71,10417992.9,199.8,,,11182.1,397498.7069,136788.7418
02880847,1201 G ST NW,MACY'S RETAIL HOLDINGS INC,2,(71068A) METRO CENTER,1201 G. STREET NW,Washington,DC,20005,Retail,1985," 272,371 ",35.2,132.4,93,1357.5,2809575.5,,,,1546.2,397498.7069,136755.9758
02890830,0601 13TH ST NW,S KANN SONS COMPANY,2,0601 Thirteenth Street NW (Homer),"601 13th Street, NW",Washington,DC,20005,Office,1990," 523,837 ",52.7,179.7,85,3906.8,8085798,,,,16745.5,397473.3376,136665.3609
02890832,1201 F ST NW,1201 F STREET LLC,2,1201 F Street,1201 F Street NW,Washington,DC,20004,Office,2000," 210,578 ",84.2,280.4,62,6126.84,5172686.2,914.4,,,6789.3,397525.1905,136645.7454
0290-0861*,,,,Columbia Square-2,555 13Th ST.,Washington,DC,20004,Office,1987," 674,553 ",77.7,257.9,66,7309.42,14989630.5,12575.2,,,22777.7,Not Available,Not Available
02900044,0501 13TH ST NW,WARNER INVESTMENTS LP,2,1299 Pennslyvania Ave NW,1299 Pennslyvania Ave NW,Washington,DC,20004,Office,1992," 803,694 ",48.1,151,75,4894.3,11327190,,,,8015.1,397499.4058,136513.8217
02910037,1201 PENNSYLVANIA AV NW,1201 LAND LP,2,1201 Pennsylvania Ave.,1201 Pennsylvania Ave.,Washington,DC,20004,Office,1981," 395,267 ",95.7,291.4,41,4606.9,10357690,24768.499,,,9634.3,397511.7459,136429.2854
02990832,1250 MARYLAND AV SW,PARCEL 49B LP,6,Portals I - 1250 Maryland Ave,"1280 Maryland Avenue, SW",Washington,DC,20024,Office,1992," 583,876 ",62.4,226.1,85,12631.22,10672582.1,,,,8903,397478.5252,135094.0481
02990833,0445 12TH ST SW,PARCEL 49C LIMITED PARTNERSHIP,6,Portals II -  445 12th St,"445 12th Street, SW",Washington,DC,20024,Office,1992," 738,686 ",83,267.2,Not Available,21255.84,17959839.3,,,,9949.7,397497.2476,135054.7375
03160032,1020 11TH ST NW,12TH & L STREET LTD,2,1100L,1100 L Street NW,Washington,DC,20005,Office,1972," 342,268 ",79,233,78,3520.24,6594335,,,4540865.66,5316.4,397607.924,137291.81
03170841,1101 NEW YORK AV,1101 NEW YORK HOLDINGS LLC,2,1101 New York Ave,1101 New York Ave NW,Washington,DC,20005,Office,2007," 391,370 ",Not Available,Not Available,Not Available,,,,,,6386.2,397603.5593,137095.7158
03173086,1050 K ST NW,1150 K STREET CONDOMINIUM,2,1050 K,1050 K Street NW,Washington,DC,20001,Office,2008," 153,440 ",58,193.8,81,1260.65,2609129,,,,,397581.071,137139.8263
03190863,0775 12TH ST NW,HMC RETIREMENT PROPERTIES,2,33721-Washington Metro Center,775 12th St Nw,Washington,DC,20005,Hotel,1994," 450,000 ",61.2,176.4,78,3461.3,6615768,49768,,,25559.5,397607.845,136807.0498
