date,attributes,rDev,name
"Jan 31, 2017",look: 4.5 | smell: 1.5 | taste: 3 | feel: 3 | overall: 3.75,+18.5%,Budweiser | Anheuser-Busch
"Sep 17, 2005",look: 2 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 2.5,-20.6%,Budweiser | Anheuser-Busch
"Sep 16, 2005",look: 2 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 2,-28%,Budweiser | Anheuser-Busch
"Sep 02, 2005",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-17.7%,Budweiser | Anheuser-Busch
"Aug 22, 2005",look: 1.5 | smell: 1 | taste: 1 | feel: 1.5 | overall: 1.5,-51.4%,Budweiser | Anheuser-Busch
"Aug 17, 2005",look: 1.5 | smell: 2 | taste: 2.5 | feel: 5 | overall: 5,+26.3%,Budweiser | Anheuser-Busch
"Aug 15, 2005",look: 3 | smell: 3 | taste: 2 | feel: 2 | overall: 2,-5.3%,Budweiser | Anheuser-Busch
"Aug 08, 2005",look: 2.5 | smell: 1.5 | taste: 2.5 | feel: 3 | overall: 3,-0.8%,Budweiser | Anheuser-Busch
"Aug 03, 2005",look: 2 | smell: 2 | taste: 3 | feel: 3 | overall: 4,+19.3%,Budweiser | Anheuser-Busch
"Jul 26, 2005",look: 2.5 | smell: 2 | taste: 4 | feel: 2.5 | overall: 2.5,+22.6%,Budweiser | Anheuser-Busch
"Jul 24, 2005",look: 3.5 | smell: 2 | taste: 2.5 | feel: 3.5 | overall: 4,+16.9%,Budweiser | Anheuser-Busch
"Jul 24, 2005",look: 2.5 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2.5,-10.3%,Budweiser | Anheuser-Busch
"Jul 18, 2005",look: 3 | smell: 2 | taste: 3 | feel: 3 | overall: 3.5,+17.7%,Budweiser | Anheuser-Busch
"Jul 12, 2005",look: 2 | smell: 1 | taste: 1.5 | feel: 3 | overall: 4.5,-11.1%,Budweiser | Anheuser-Busch
"Jul 11, 2005",look: 2.5 | smell: 2.5 | taste: 2 | feel: 2 | overall: 2,-11.5%,Budweiser | Anheuser-Busch
"Jul 10, 2005",look: 2 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2.5,-11.5%,Budweiser | Anheuser-Busch
"Jul 10, 2005",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 4,+9.1%,Budweiser | Anheuser-Busch
"Jul 08, 2005",look: 3.5 | smell: 3 | taste: 3 | feel: 2.5 | overall: 2.5,+18.5%,Budweiser | Anheuser-Busch
"Jul 07, 2005",look: 1.5 | smell: 2 | taste: 2.5 | feel: 3.5 | overall: 2.5,-0.4%,Budweiser | Anheuser-Busch
"Jul 02, 2005",look: 1.5 | smell: 2.5 | taste: 3.5 | feel: 3.5 | overall: 3.5,+29.2%,Budweiser | Anheuser-Busch
"Jul 01, 2005",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 3,+8.2%,Budweiser | Anheuser-Busch
"Jun 30, 2005",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 3.5,+9.1%,Budweiser | Anheuser-Busch
"Jun 21, 2005",look: 3 | smell: 2.5 | taste: 3.5 | feel: 2.5 | overall: 3.5,+28.8%,Budweiser | Anheuser-Busch
"Jun 18, 2005",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,Budweiser | Anheuser-Busch
"Jun 17, 2005",look: 1 | smell: 1.5 | taste: 1.5 | feel: 1 | overall: 3,-29.2%,Budweiser | Anheuser-Busch
"Jun 12, 2005",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 2.5,+0.8%,Budweiser | Anheuser-Busch
"Jun 05, 2005",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 1.5,-7.4%,Budweiser | Anheuser-Busch
"May 31, 2005",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+2.9%,Budweiser | Anheuser-Busch
"May 30, 2005",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-2.1%,Budweiser | Anheuser-Busch
"May 30, 2005",look: 2 | smell: 2 | taste: 1.5 | feel: 1 | overall: 1.5,-34.2%,Budweiser | Anheuser-Busch
"May 27, 2005",look: 5 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 1.5,-24.7%,Budweiser | Anheuser-Busch
"May 27, 2005",look: 1.5 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 2,-29.2%,Budweiser | Anheuser-Busch
"May 23, 2005",look: 1.5 | smell: 1 | taste: 1 | feel: 2 | overall: 1.5,-49.4%,Budweiser | Anheuser-Busch
"May 22, 2005",look: 3 | smell: 2 | taste: 2.5 | feel: 3 | overall: 3.5,+9.5%,Budweiser | Anheuser-Busch
"May 18, 2005",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.5,-4.1%,Budweiser | Anheuser-Busch
"May 15, 2005",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+2.9%,Budweiser | Anheuser-Busch
"May 11, 2005",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 1.5,-11.5%,Budweiser | Anheuser-Busch
"May 08, 2005",look: 1.5 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 1.5,-33.3%,Budweiser | Anheuser-Busch
"Apr 28, 2005",look: 1.5 | smell: 1.5 | taste: 2.5 | feel: 2.5 | overall: 3,-5.3%,Budweiser | Anheuser-Busch
"Apr 25, 2005",look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 4,+24.7%,Budweiser | Anheuser-Busch
"Apr 12, 2005",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-38.3%,Budweiser | Anheuser-Busch
"Apr 08, 2005",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-17.7%,Budweiser | Anheuser-Busch
"Apr 02, 2005",look: 2.5 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2.5,-5.3%,Budweiser | Anheuser-Busch
"Apr 01, 2005",look: 2 | smell: 1.5 | taste: 2 | feel: 3 | overall: 3,-10.3%,Budweiser | Anheuser-Busch
"Mar 29, 2005",look: 1.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3.5,+3.7%,Budweiser | Anheuser-Busch
"Mar 25, 2005",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-22.6%,Budweiser | Anheuser-Busch
"Mar 24, 2005",look: 2 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 3,-16.5%,Budweiser | Anheuser-Busch
"Mar 22, 2005",look: 1.5 | smell: 2 | taste: 1.5 | feel: 1 | overall: 2.5,-27.2%,Budweiser | Anheuser-Busch
"Mar 09, 2005",look: 1.5 | smell: 1.5 | taste: 1 | feel: 3 | overall: 1.5,-40.3%,Budweiser | Anheuser-Busch
"Mar 07, 2005",look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 3,-7%,Budweiser | Anheuser-Busch
"Mar 02, 2005",look: 2.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 4.5,+16.5%,Budweiser | Anheuser-Busch
"Feb 15, 2005",look: 2.5 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 3,+25.5%,Budweiser | Anheuser-Busch
"Feb 10, 2005",look: 3 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3.5,+14.4%,Budweiser | Anheuser-Busch
"Feb 08, 2005",look: 2 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 4,+32.5%,Budweiser | Anheuser-Busch
"Feb 07, 2005",look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3.5,+20.6%,Budweiser | Anheuser-Busch
"Feb 01, 2005",look: 2 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3.5,+11.9%,Budweiser | Anheuser-Busch
"Jan 30, 2005",look: 1.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-23.9%,Budweiser | Anheuser-Busch
"Jan 29, 2005",look: 3.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+5.3%,Budweiser | Anheuser-Busch
"Jan 19, 2005",look: 2 | smell: 2 | taste: 1.5 | feel: 2.5 | overall: 1.5,-28%,Budweiser | Anheuser-Busch
"Jan 16, 2005",look: 4 | smell: 1 | taste: 1.5 | feel: 3 | overall: 2,-26.7%,Budweiser | Anheuser-Busch
"Jan 16, 2005",look: 2 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 4,+14%,Budweiser | Anheuser-Busch
"Jan 04, 2005",look: 1.5 | smell: 1 | taste: 1 | feel: 1.5 | overall: 1,-55.6%,Budweiser | Anheuser-Busch
"Jan 03, 2005",look: 2 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 2,-20.6%,Budweiser | Anheuser-Busch
"Dec 30, 2004",look: 2 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 2,-28%,Budweiser | Anheuser-Busch
"Dec 18, 2004",look: 2.5 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 2,-39.9%,Budweiser | Anheuser-Busch
"Dec 17, 2004",look: 1.5 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 2,-39.1%,Budweiser | Anheuser-Busch
"Dec 11, 2004",look: 2 | smell: 1.5 | taste: 2.5 | feel: 2.5 | overall: 3,-4.1%,Budweiser | Anheuser-Busch
"Nov 29, 2004",look: 3 | smell: 2 | taste: 2.5 | feel: 3.5 | overall: 3.5,+11.5%,Budweiser | Anheuser-Busch
"Nov 27, 2004",look: 2 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+1.6%,Budweiser | Anheuser-Busch
"Nov 23, 2004",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+105.8%,Budweiser | Anheuser-Busch
"Nov 13, 2004",look: 2 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2.5,-15.6%,Budweiser | Anheuser-Busch
"Nov 08, 2004",look: 1 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,-3.7%,Budweiser | Anheuser-Busch
"Nov 01, 2004",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,+2.1%,Budweiser | Anheuser-Busch
"Oct 23, 2004",look: 3 | smell: 2 | taste: 3 | feel: 2.5 | overall: 4,+19.8%,Budweiser | Anheuser-Busch
"Oct 16, 2004",look: 1 | smell: 2 | taste: 3 | feel: 2 | overall: 3,+4.5%,Budweiser | Anheuser-Busch
"Oct 10, 2004",look: 2.5 | smell: 2.5 | taste: 2 | feel: 2 | overall: 2,-11.5%,Budweiser | Anheuser-Busch
"Oct 09, 2004",look: 3.5 | smell: 2 | taste: 2 | feel: 2.5 | overall: 3,-3.7%,Budweiser | Anheuser-Busch
"Oct 06, 2004",look: 2.5 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 2.5,-15.2%,Budweiser | Anheuser-Busch
"Sep 29, 2004",look: 3 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 3,-3.7%,Budweiser | Anheuser-Busch
"Sep 28, 2004",look: 2 | smell: 2 | taste: 1.5 | feel: 4 | overall: 4,-1.2%,Budweiser | Anheuser-Busch
"Sep 26, 2004",look: 3 | smell: 2.5 | taste: 1.5 | feel: 2 | overall: 1.5,-22.6%,Budweiser | Anheuser-Busch
"Sep 23, 2004",look: 1 | smell: 1 | taste: 1.5 | feel: 1 | overall: 1.5,-46.5%,Budweiser | Anheuser-Busch
"Sep 17, 2004",look: 3 | smell: 3 | taste: 2 | feel: 2.5 | overall: 3.5,+9.1%,Budweiser | Anheuser-Busch
"Sep 11, 2004",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,+0.8%,Budweiser | Anheuser-Busch
"Sep 11, 2004",look: 2.5 | smell: 2 | taste: 1 | feel: 1 | overall: 1,-45.3%,Budweiser | Anheuser-Busch
"Sep 10, 2004",look: 1.5 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1,-52.7%,Budweiser | Anheuser-Busch
"Sep 05, 2004",look: 3 | smell: 2 | taste: 1 | feel: 2.5 | overall: 1,-37.9%,Budweiser | Anheuser-Busch
"Aug 26, 2004",look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-15.2%,Budweiser | Anheuser-Busch
"Aug 17, 2004",look: 2 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,-1.2%,Budweiser | Anheuser-Busch
"Aug 13, 2004",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 4,+10.3%,Budweiser | Anheuser-Busch
"Aug 03, 2004",look: 3 | smell: 2 | taste: 1.5 | feel: 3 | overall: 3.5,-7%,Budweiser | Anheuser-Busch
"Jul 25, 2004",look: 1 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1,-53.9%,Budweiser | Anheuser-Busch
"Jul 09, 2004",look: 2 | smell: 3 | taste: 3 | feel: 2 | overall: 4,+25.1%,Budweiser | Anheuser-Busch
"Jul 07, 2004",look: 1.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-23.9%,Budweiser | Anheuser-Busch
"Jul 05, 2004",look: 2.5 | smell: 2.5 | taste: 2 | feel: 2 | overall: 3,-3.3%,Budweiser | Anheuser-Busch
"Jul 04, 2004",look: 1 | smell: 1 | taste: 2 | feel: 1 | overall: 3,-25.9%,Budweiser | Anheuser-Busch
"Jul 01, 2004",look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3.5,+20.6%,Budweiser | Anheuser-Busch
"Jun 22, 2004",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-22.6%,Budweiser | Anheuser-Busch
"Jun 21, 2004",look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3,+16.5%,Budweiser | Anheuser-Busch
"Jun 12, 2004",look: 4 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,+3.7%,Budweiser | Anheuser-Busch
"Jun 06, 2004",look: 3.5 | smell: 3 | taste: 4 | feel: 3.5 | overall: 4.5,+55.6%,Budweiser | Anheuser-Busch
"May 31, 2004",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"May 29, 2004",look: 1.5 | smell: 2 | taste: 2 | feel: 1 | overall: 1.5,-27.2%,Budweiser | Anheuser-Busch
"May 29, 2004",look: 1 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 1.5,-31.3%,Budweiser | Anheuser-Busch
"May 26, 2004",look: 1.5 | smell: 2 | taste: 1.5 | feel: 3 | overall: 3,-14.8%,Budweiser | Anheuser-Busch
"May 21, 2004",look: 1 | smell: 2 | taste: 2 | feel: 3 | overall: 1,-24.3%,Budweiser | Anheuser-Busch
"May 16, 2004",look: 2 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1,-39.1%,Budweiser | Anheuser-Busch
"May 15, 2004",look: 1.5 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 1,-47.3%,Budweiser | Anheuser-Busch
"May 14, 2004",look: 1 | smell: 1 | taste: 2 | feel: 2 | overall: 3,-21.8%,Budweiser | Anheuser-Busch
"Apr 19, 2004",look: 2 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 3,+5.8%,Budweiser | Anheuser-Busch
"Apr 11, 2004",look: 2 | smell: 2 | taste: 2 | feel: 3 | overall: 3,-5.3%,Budweiser | Anheuser-Busch
"Apr 06, 2004",look: 2 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 2,-20.6%,Budweiser | Anheuser-Busch
"Apr 04, 2004",look: 3.5 | smell: 1.5 | taste: 1.5 | feel: 2.5 | overall: 3,-16.9%,Budweiser | Anheuser-Busch
"Apr 02, 2004",look: 2 | smell: 2 | taste: 2 | feel: 2.5 | overall: 3,-7.4%,Budweiser | Anheuser-Busch
"Apr 01, 2004",look: 1 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 5,-8.6%,Budweiser | Anheuser-Busch
"Mar 29, 2004",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 4,-6.2%,Budweiser | Anheuser-Busch
"Mar 29, 2004",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 4,+7%,Budweiser | Anheuser-Busch
"Mar 25, 2004",look: 2.5 | smell: 2 | taste: 2 | feel: 3 | overall: 1.5,-16.5%,Budweiser | Anheuser-Busch
"Mar 25, 2004",look: 2 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 2.5,-16.5%,Budweiser | Anheuser-Busch
"Mar 23, 2004",look: 2 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 2,-28%,Budweiser | Anheuser-Busch
"Mar 19, 2004",look: 2 | smell: 3 | taste: 2 | feel: 2.5 | overall: 3,+2.5%,Budweiser | Anheuser-Busch
"Mar 17, 2004",look: 2 | smell: 1.5 | taste: 1.5 | feel: 1 | overall: 2.5,-30.9%,Budweiser | Anheuser-Busch
"Mar 17, 2004",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 3.5,+9.1%,Budweiser | Anheuser-Busch
"Mar 14, 2004",look: 1.5 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-57.6%,Budweiser | Anheuser-Busch
"Mar 08, 2004",look: 3 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3,+10.3%,Budweiser | Anheuser-Busch
"Feb 29, 2004",look: 3 | smell: 2.5 | taste: 2 | feel: 3.5 | overall: 4,+12.3%,Budweiser | Anheuser-Busch
"Feb 21, 2004",look: 3 | smell: 2 | taste: 2 | feel: 1 | overall: 2,-19.3%,Budweiser | Anheuser-Busch
"Feb 16, 2004",look: 2 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 3,-12.3%,Budweiser | Anheuser-Busch
"Feb 14, 2004",look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3,+16.5%,Budweiser | Anheuser-Busch
"Feb 06, 2004",look: 2 | smell: 1.5 | taste: 2 | feel: 3 | overall: 3,-10.3%,Budweiser | Anheuser-Busch
"Jan 27, 2004",look: 1 | smell: 2 | taste: 2 | feel: 1.5 | overall: 3,-14%,Budweiser | Anheuser-Busch
"Jan 23, 2004",look: 2.5 | smell: 3 | taste: 2.5 | feel: 2.5 | overall: 3,+11.9%,Budweiser | Anheuser-Busch
"Jan 16, 2004",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3.5,+27.6%,Budweiser | Anheuser-Busch
"Jan 13, 2004",look: 2 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 1,-28.8%,Budweiser | Anheuser-Busch
"Jan 09, 2004",look: 2.5 | smell: 3 | taste: 3 | feel: 2.5 | overall: 3.5,+24.3%,Budweiser | Anheuser-Busch
"Jan 06, 2004",look: 2 | smell: 3 | taste: 4 | feel: 4 | overall: 4,+49.8%,Budweiser | Anheuser-Busch
"Dec 30, 2003",look: 2 | smell: 2.5 | taste: 1.5 | feel: 2.5 | overall: 3,-10.7%,Budweiser | Anheuser-Busch
"Dec 29, 2003",look: 4 | smell: 3 | taste: 3 | feel: 4 | overall: 4,+38.3%,Budweiser | Anheuser-Busch
"Dec 27, 2003",look: 2.5 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 2,-26.7%,Budweiser | Anheuser-Busch
"Dec 24, 2003",look: 2.5 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+22.2%,Budweiser | Anheuser-Busch
"Dec 13, 2003",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 2,-32.1%,Budweiser | Anheuser-Busch
"Dec 11, 2003",look: 3.5 | smell: 2.5 | taste: 3 | feel: 3 | overall: 5,+36.2%,Budweiser | Anheuser-Busch
"Dec 08, 2003",look: 3 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1.5,-32.5%,Budweiser | Anheuser-Busch
"Dec 05, 2003",look: 2 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 2,-14.4%,Budweiser | Anheuser-Busch
"Nov 17, 2003",look: 2.5 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3,+17.3%,Budweiser | Anheuser-Busch
"Nov 08, 2003",look: 1.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-18.9%,Budweiser | Anheuser-Busch
"Nov 05, 2003",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3,+9.1%,Budweiser | Anheuser-Busch
"Nov 03, 2003",look: 2 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-37%,Budweiser | Anheuser-Busch
"Oct 27, 2003",look: 2 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2,-25.9%,Budweiser | Anheuser-Busch
"Oct 20, 2003",look: 2.5 | smell: 2 | taste: 3 | feel: 2.5 | overall: 3.5,+14.4%,Budweiser | Anheuser-Busch
"Oct 13, 2003",look: 2 | smell: 2 | taste: 2 | feel: 1 | overall: 2.5,-17.7%,Budweiser | Anheuser-Busch
"Sep 26, 2003",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2.5,-12.3%,Budweiser | Anheuser-Busch
"Sep 08, 2003",look: 1.5 | smell: 2.5 | taste: 1.5 | feel: 1.5 | overall: 2.5,-20.2%,Budweiser | Anheuser-Busch
"Sep 04, 2003",look: 3 | smell: 2 | taste: 2.5 | feel: 2 | overall: 5,+17.7%,Budweiser | Anheuser-Busch
"Aug 31, 2003",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.5,-5.3%,Budweiser | Anheuser-Busch
"Aug 28, 2003",look: 3 | smell: 1.5 | taste: 2 | feel: 3 | overall: 2.5,-11.9%,Budweiser | Anheuser-Busch
"Aug 24, 2003",look: 2.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-21.4%,Budweiser | Anheuser-Busch
"Aug 23, 2003",look: 1.5 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 1.5,-25.9%,Budweiser | Anheuser-Busch
"Aug 17, 2003",look: 3 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3,+10.3%,Budweiser | Anheuser-Busch
"Aug 08, 2003",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.5,-4.1%,Budweiser | Anheuser-Busch
"Aug 06, 2003",look: 2 | smell: 2 | taste: 3 | feel: 3 | overall: 3,+11.1%,Budweiser | Anheuser-Busch
"Aug 03, 2003",look: 2 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-37%,Budweiser | Anheuser-Busch
"Jul 31, 2003",look: 1 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 2,-27.2%,Budweiser | Anheuser-Busch
"Jul 29, 2003",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 2,-32.1%,Budweiser | Anheuser-Busch
"Jul 24, 2003",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3.5,+13.2%,Budweiser | Anheuser-Busch
"Jul 22, 2003",look: 4.5 | smell: 3.5 | taste: 3 | feel: 4 | overall: 5,+52.7%,Budweiser | Anheuser-Busch
"Jul 17, 2003",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3.5,+6.2%,Budweiser | Anheuser-Busch
"Jul 16, 2003",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+2.9%,Budweiser | Anheuser-Busch
"Jul 10, 2003",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 4,+9.1%,Budweiser | Anheuser-Busch
"Jul 07, 2003",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 1,-24.7%,Budweiser | Anheuser-Busch
"Jul 01, 2003",look: 1.5 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 1.5,-43.2%,Budweiser | Anheuser-Busch
"Jun 16, 2003",look: 3 | smell: 2.5 | taste: 1.5 | feel: 2 | overall: 2,-18.5%,Budweiser | Anheuser-Busch
"Jun 13, 2003",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3.5,+4.1%,Budweiser | Anheuser-Busch
"Jun 01, 2003",look: 2 | smell: 2.5 | taste: 2 | feel: 2 | overall: 2,-12.8%,Budweiser | Anheuser-Busch
"May 31, 2003",look: 2 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 4,+16%,Budweiser | Anheuser-Busch
"May 28, 2003",look: 2.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-18.5%,Budweiser | Anheuser-Busch
"May 18, 2003",look: 3.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 4,+10.7%,Budweiser | Anheuser-Busch
"May 17, 2003",look: 5 | smell: 3.5 | taste: 4.5 | feel: 3.5 | overall: 5,+76.5%,Budweiser | Anheuser-Busch
"May 11, 2003",look: 2.5 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2.5,-10.3%,Budweiser | Anheuser-Busch
"May 05, 2003",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+2.9%,Budweiser | Anheuser-Busch
"May 03, 2003",look: 2 | smell: 2.5 | taste: 3.5 | feel: 2.5 | overall: 3.5,+26.3%,Budweiser | Anheuser-Busch
"Apr 21, 2003",look: 3 | smell: 2 | taste: 2.5 | feel: 1.5 | overall: 5,+15.6%,Budweiser | Anheuser-Busch
"Apr 10, 2003",look: 1.5 | smell: 1 | taste: 2 | feel: 1 | overall: 1.5,-37%,Budweiser | Anheuser-Busch
"Apr 08, 2003",look: 3 | smell: 2 | taste: 2 | feel: 2.5 | overall: 1,-21.4%,Budweiser | Anheuser-Busch
"Apr 06, 2003",look: 1 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 3,-25.1%,Budweiser | Anheuser-Busch
"Apr 03, 2003",look: 1.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 5,+0.8%,Budweiser | Anheuser-Busch
"Mar 31, 2003",look: 1.5 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2,-27.2%,Budweiser | Anheuser-Busch
"Mar 29, 2003",look: 3 | smell: 2.5 | taste: 2.5 | feel: 1.5 | overall: 3,+4.1%,Budweiser | Anheuser-Busch
"Mar 28, 2003",look: 3.5 | smell: 2 | taste: 3 | feel: 3 | overall: 3,+14.8%,Budweiser | Anheuser-Busch
"Mar 23, 2003",look: 3 | smell: 1.5 | taste: 1 | feel: 2 | overall: 3,-28.4%,Budweiser | Anheuser-Busch
"Mar 16, 2003",look: 2 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 2.5,-26.7%,Budweiser | Anheuser-Busch
"Mar 07, 2003",look: 2 | smell: 2 | taste: 1.5 | feel: 2 | overall: 1.5,-30%,Budweiser | Anheuser-Busch
"Mar 03, 2003",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2.5,-18.5%,Budweiser | Anheuser-Busch
"Feb 27, 2003",look: 1 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,-3.7%,Budweiser | Anheuser-Busch
"Feb 24, 2003",look: 3.5 | smell: 3 | taste: 4 | feel: 3 | overall: 3.5,+45.3%,Budweiser | Anheuser-Busch
"Feb 09, 2003",look: 3 | smell: 2 | taste: 1.5 | feel: 1 | overall: 1.5,-31.7%,Budweiser | Anheuser-Busch
"Feb 08, 2003",look: 2.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2.5,-17.3%,Budweiser | Anheuser-Busch
"Feb 04, 2003",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-16.5%,Budweiser | Anheuser-Busch
"Jan 28, 2003",look: 1.5 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 2,-42.4%,Budweiser | Anheuser-Busch
