Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date
57|51|46|11|In My Life|JUVENILE featuring MANNIE FRESH|2004-01-03|89|46|17|20040313
58|45|45|4|Just A Little While|JANET JACKSON|2004-02-21|47|45|6|20040313
59|62|59|5|I'm Really Hot|MISSY ELLIOTT|2004-02-14|72|59|10|20040313
60|67|60|2|Bounce|SARAH CONNOR|2004-03-06|67|54|10|20040313
61|55|29|19|There Goes My Life|KENNY CHESNEY|2003-11-08|78|29|20|20040313
62|44|38|14|I Wanna Do It All|TERRI CLARK|2003-12-13|70|38|20|20040313
63|68|63|4|Mayberry|RASCAL FLATTS|2004-02-21|74|21|20|20040313
64|65|64|6|Sweet Southern Comfort|BUDDY JEWELL|2004-02-07|73|40|20|20040313
65|NEW|65|1|Burn|USHER|2004-03-13|65|1|30|20040313
66|66|66|6|Figuered You Out|NICKELBACK|2004-02-07|76|65|19|20040313
67|NEW|67|1|Game Over|LIL FLIP|2004-03-13|67|15|20|20040313
68|71|68|2|Work It|NELLY|2004-03-06|71|68|5|20040313
69|61|24|20|Perfect|SIMPLE PLAN|2003-11-01|72|24|20|20040313
70|73|55|16|(I Hate) Everything About You|THREE DAYS GRACE|2003-11-29|75|55|20|20040313
71|72|71|2|Behind Blue Eyes|LIMP BIZKIT|2004-03-06|72|71|11|20040313
72|74|72|9|Long Black Train|JOSH TURNER|2004-01-17|89|72|14|20040313
73|75|73|2|Songs About Rain|GARY ALLAN|2004-03-06|75|71|10|20040313
74|NEW|74|1|Don't Take Your Love Away|AVANT|2004-03-13|74|37|20|20040313
75|NEW|75|1|All Falls Down|KANYE WEST|2004-03-13|75|7|20|20040313
76|70|66|10|I Am The Highway|AUDIOSLAVE|2004-01-10|71|66|17|20040313
77|69|33|15|Gangsta Nation|WESTSIDE CONNECTION feat NATE DOGG|2003-12-06|77|33|18|20040313
78|78|78|6|Dude|BEENIE MAN|2004-02-07|99|26|26|20040313
79|76|48|17|More & More|JOE|2003-11-22|78|48|20|20040313
80|77|77|13|Neva Eva|TRILLVILLE|2003-12-20|99|77|18|20040313
81|NEW|81|1|Roses|OUTKAST|2004-03-13|81|9|21|20040313
82|82|74|6|When I Look To The Sky|TRAIN|2004-02-07|74|74|14|20040313
83|83|83|12|Alone|LASGO|2003-12-27|95|83|14|20040313
84|79|39|19|You Can't Take The Honky Tonk Out Of The Girl|BROOKS & DUNN|2003-11-08|77|39|20|20040313
85|85|85|4|Gal Yuh Ah Lead|T.O.K.|2004-02-21|94|85|9|20040313
86|NEW|86|1|Ride Wit You|JOE & G-UNIT|2004-03-13|86|56|14|20040313
87|81|81|8|You|RYAN DUARTE|2004-01-24|97|81|12|20040313
88|89|88|3|Love's Divine|SEAL|2004-02-28|93|79|20|20040313
89|86|37|17|Invisible|CLAY AIKEN|2003-11-22|57|37|20|20040313
90|84|64|13|Hit That|OFFSPRING|2003-12-20|74|64|15|20040313
91|88|84|17|Shake That Monkey|TOO SHORT|2003-11-22|97|84|20|20040313
92|93|92|3|Wild West Show|BIG & RICH|2004-02-28|94|85|9|20040313
93|91|69|18|Still Frame|TRAPT|2003-11-15|76|69|20|20040313
94|80|63|5|Hold On|GOOD CHARLOTTE|2004-02-14|63|63|5|20040313
95|96|95|2|I Can Only Imagine|MERCY ME|2004-03-06|96|94|5|20040313
96|97|96|5|Hell Yeah|MONTGOMERY GENTRY|2004-02-14|96|96|6|20040313
97|90|33|16|The Voice Within|CHRISTINA AGUILERA|2003-11-29|62|33|16|20040313
98|NEW|98|1|Maps|YEAH YEAH YEAHS|2004-03-13|98|87|13|20040313
99|92|10|18|Change Clothes|JAY-Z|2003-11-15|54|10|18|20040313
100|98|60|16|Drinkin' Bone|TRACY BYRD|2003-11-29|74|60|16|20040313
1|1|1|9|Yeah|USHER feat LUDACRIS & LIL JON|2004-01-10|53|1|45|20040306
2|2|1|14|Slow Jamz|TWISTA feat KANYE WEST & JAMIE FOXX|2003-12-06|62|1|22|20040306
3|3|1|24|The Way You Move|OUTKAST feat SLEEPY BROWN|2003-09-27|83|1|39|20040306
4|6|4|6|One Call Away|CHINGY featuring J. WEAV|2004-01-31|54|2|20|20040306
5|4|4|17|Me
6|5|1|21|Hey Ya!|OUTKAST|2003-10-18|57|1|32|20040306
7|7|7|12|Hotel|CASSIDY feat R. KELLY|2003-12-20|82|4|24|20040306
8|8|8|8|Tipsy|J-KWON|2004-01-17|96|2|30|20040306
9|14|9|10|Splash Waterfalls|LUDACRIS|2004-01-03|74|6|21|20040306
10|9|9|10|Sorry 2004|RUBEN STUDDARD|2004-01-03|58|9|20|20040306
11|12|11|18|Numb|LINKIN PARK|2003-11-08|66|11|32|20040306
12|11|9|17|Salt Shaker|YING YANG TWINS feat LIL JON & THE EAST SIDE BOYZ|2003-11-15|92|9|26|20040306
13|13|7|29|Someday|NICKELBACK|2003-08-23|81|7|50|20040306
14|18|14|6|Toxic|BRITNEY SPEARS|2004-01-31|53|9|20|20040306
15|15|15|15|Through The Wire|KANYE WEST|2003-11-29|94|15|21|20040306
16|19|16|11|With You|JESSICA SIMPSON|2003-12-27|65|14|23|20040306
17|22|17|9|My Immortal|EVANESCENCE|2004-01-10|70|7|32|20040306
18|20|18|7|Dirt Off Your Shoulder|JAY-Z|2004-01-24|68|5|26|20040306
19|21|17|20|The First Cut Is The Deepest|SHERYL CROW|2003-10-25|75|14|36|20040306
20|16|16|14|Fuck It (I Don't Want You Back)|EAMON|2003-12-06|98|16|21|20040306
21|17|5|28|Here With You|3 DOORS DOWN|2003-08-30|64|5|51|20040306
22|10|3|17|You Don't Know My Name|ALICIA KEYS|2003-11-15|63|3|20|20040306
23|23|10|19|It's My Life|NO DOUBT|2003-11-01|69|10|28|20040306
24|24|18|25|White Flag|DIDO|2003-09-20|75|18|41|20040306
25|26|24|17|Gigolo|NICK CANNON featuring R. KELLY|2003-11-15|95|24|20|20040306
26|27|13|23|Read Your Mind|AVANT|2003-10-04|71|13|26|20040306
27|34|27|4|This Love|MAROON 5|2004-02-14|66|5|43|20040306
28|25|7|29|Suga Suga|BABY BASH featuring FRANKIE J|2003-08-23|71|7|33|20040306
29|28|28|11|American Soldier|TOBY KEITH|2003-12-27|69|28|20|20040306
30|29|29|13|Remember When|ALAN JACKSON|2003-12-13|61|29|20|20040306
31|37|31|4|Wanna Get To Know You|G-UNIT featuring JOE|2004-02-14|62|15|18|20040306
32|32|32|13|Watch The Wind Blow By|TIM McGRAW|2003-12-13|75|32|20|20040306
33|33|8|33|Why Don't You And I|SANTANA feat ALEX BAND or CHAD KROEGER|2003-07-26|77|8|35|20040306
34|31|1|27|Stand Up|LUDACRIS featuring SHAWNNA|2003-09-06|84|1|28|20040306
35|41|35|12|Little Moments|BRAD PAISLEY|2003-12-20|76|35|20|20040306
36|40|36|10|I'm Still In Love With You|SEAN PAUL featuring SASHA|2004-01-03|82|14|25|20040306
37|39|37|6|No Better Love|YOUNG GUNZ featuring RELL|2004-01-31|76|36|14|20040306
38|63|38|3|I Don't Wanna Know|MARIO WINANS with P. DIDDY & ENYA|2004-02-21|72|2|30|20040306
39|42|39|8|In My Daughter's Eyes|MARTINA McBRIDE|2004-01-17|72|39|16|20040306
40|49|40|9|Rubber Band Man|T.I.|2004-01-10|77|30|20|20040306
41|30|6|27|Walked Outta Heaven|JAGGED EDGE|2003-09-06|76|6|27|20040306
42|43|5|51|Unwell|MATCHBOX TWENTY|2003-03-22|59|5|54|20040306
43|44|43|3|I Can't Wait|SLEEPY BROWN featuring OUTKAST|2004-02-21|58|40|13|20040306
44|38|38|13|I Wanna Do It All|TERRI CLARK|2003-12-13|70|38|20|20040306
45|45|45|3|Just A Little While|JANET JACKSON|2004-02-21|47|45|6|20040306
46|48|4|31|Damn!|YOUNGBLOODZ featuring LIL JON|2003-08-09|85|4|32|20040306
47|53|47|2|Come Clean|HILARY DUFF|2004-02-28|53|35|13|20040306
48|50|41|20|Fallen|SARAH McLACHLAN|2003-10-25|73|41|21|20040306
49|36|2|45|Get Low|LIL JON & THE EAST SIDE BOYZ feat YING YANG TWINS|2003-05-03|98|2|45|20040306
50|61|50|12|Are You Gonna Be My Girl|JET|2003-12-20|73|29|25|20040306
51|46|46|10|In My Life|JUVENILE featuring MANNIE FRESH|2004-01-03|89|46|17|20040306
52|55|52|4|100 Years|FIVE FOR FIGHTING|2004-02-14|70|28|22|20040306
53|57|53|10|Freek-A-Leek|PETEY PABLO|2004-01-03|99|7|39|20040306
54|59|54|7|Perfect|SARA EVANS|2004-01-24|71|46|19|20040306
55|51|29|18|There Goes My Life|KENNY CHESNEY|2003-11-08|78|29|20|20040306
56|54|54|7|Hot Mama|TRACE ADKINS|2004-01-24|73|51|14|20040306
57|56|56|3|When The Sun Goes Down|KENNY CHESNEY & UNCLE KRACKER|2004-02-21|70|26|20|20040306
58|60|58|5|Falls On Me|FUEL|2004-02-07|65|52|14|20040306
59|64|59|4|You'll Think Of Me|KEITH URBAN|2004-02-14|69|24|20|20040306
60|65|60|7|I Love You This Much|JIMMY WAYNE|2004-01-24|74|53|15|20040306
61|52|24|19|Perfect|SIMPLE PLAN|2003-11-01|72|24|20|20040306
62|62|62|4|I'm Really Hot|MISSY ELLIOTT|2004-02-14|72|59|10|20040306
63|66|55|10|Megalomaniac|INCUBUS|2004-01-03|75|55|20|20040306
64|NEW|64|1|If I Ain't Got You|ALICIA KEYS|2004-03-06|64|4|40|20040306
65|68|65|5|Sweet Southern Comfort|BUDDY JEWELL|2004-02-07|73|40|20|20040306
66|69|66|5|Figuered You Out|NICKELBACK|2004-02-07|76|65|19|20040306
67|NEW|67|1|Bounce|SARAH CONNOR|2004-03-06|67|54|10|20040306
68|70|68|3|Mayberry|RASCAL FLATTS|2004-02-21|74|21|20|20040306
69|58|33|14|Gangsta Nation|WESTSIDE CONNECTION feat NATE DOGG|2003-12-06|77|33|18|20040306
70|72|66|9|I Am The Highway|AUDIOSLAVE|2004-01-10|71|66|17|20040306
71|NEW|71|1|Work It|NELLY|2004-03-06|71|68|5|20040306
72|NEW|72|1|Behind Blue Eyes|LIMP BIZKIT|2004-03-06|72|71|11|20040306
73|71|55|15|(I Hate) Everything About You|THREE DAYS GRACE|2003-11-29|75|55|20|20040306
74|75|74|8|Long Black Train|JOSH TURNER|2004-01-17|89|72|14|20040306
75|NEW|75|1|Songs About Rain|GARY ALLAN|2004-03-06|75|71|10|20040306
76|74|48|16|More & More|JOE|2003-11-22|78|48|20|20040306
77|77|77|12|Neva Eva|TRILLVILLE|2003-12-20|99|77|18|20040306
78|78|78|5|Dude|BEENIE MAN|2004-02-07|99|26|26|20040306
79|73|39|18|You Can't Take The Honky Tonk Out Of The Girl|BROOKS & DUNN|2003-11-08|77|39|20|20040306
80|67|63|4|Hold On|GOOD CHARLOTTE|2004-02-14|63|63|5|20040306
81|81|81|7|You|RYAN DUARTE|2004-01-24|97|81|12|20040306
82|76|74|5|When I Look To The Sky|TRAIN|2004-02-07|74|74|14|20040306
83|84|83|11|Alone|LASGO|2003-12-27|95|83|14|20040306
84|79|64|12|Hit That|OFFSPRING|2003-12-20|74|64|15|20040306
85|86|85|3|Gal Yuh Ah Lead|T.O.K.|2004-02-21|94|85|9|20040306
86|83|37|16|Invisible|CLAY AIKEN|2003-11-22|57|37|20|20040306
87|80|80|5|One Day At A Time|2PAC & EMINEM|2004-02-07|93|80|5|20040306
88|85|84|16|Shake That Monkey|TOO SHORT|2003-11-22|97|84|20|20040306
89|93|89|2|Love's Divine|SEAL|2004-02-28|93|79|20|20040306
90|87|33|15|The Voice Within|CHRISTINA AGUILERA|2003-11-29|62|33|16|20040306
91|88|69|17|Still Frame|TRAPT|2003-11-15|76|69|20|20040306
92|89|10|17|Change Clothes|JAY-Z|2003-11-15|54|10|18|20040306
93|94|93|2|Wild West Show|BIG & RICH|2004-02-28|94|85|9|20040306
94|92|36|18|Breathe|MICHELLE BRANCH|2003-11-08|63|36|18|20040306
95|NEW|95|1|Something Happened On The Way To Heaven|DEBORAH COX|2004-03-06|95|95|1|20040306
96|NEW|96|1|I Can Only Imagine|MERCY ME|2004-03-06|96|94|5|20040306
97|98|96|4|Hell Yeah|MONTGOMERY GENTRY|2004-02-14|96|96|6|20040306
98|95|60|15|Drinkin' Bone|TRACY BYRD|2003-11-29|74|60|16|20040306
99|96|72|16|Away From Me|PUDDLE OF MUDD|2003-11-22|74|72|16|20040306
100|91|91|3|Slow|KYLIE MINOGUE|2004-02-21|93|91|3|20040306
1|2|1|8|Yeah|USHER feat LUDACRIS & LIL JON|2004-01-10|53|1|45|20040228
2|1|1|13|Slow Jamz|TWISTA feat KANYE WEST & JAMIE FOXX|2003-12-06|62|1|22|20040228
3|3|1|23|The Way You Move|OUTKAST feat SLEEPY BROWN|2003-09-27|83|1|39|20040228
4|4|4|16|Me
5|5|1|20|Hey Ya!|OUTKAST|2003-10-18|57|1|32|20040228
6|11|6|5|One Call Away|CHINGY featuring J. WEAV|2004-01-31|54|2|20|20040228
7|7|7|11|Hotel|CASSIDY feat R. KELLY|2003-12-20|82|4|24|20040228
8|18|8|7|Tipsy|J-KWON|2004-01-17|96|2|30|20040228
9|10|9|9|Sorry 2004|RUBEN STUDDARD|2004-01-03|58|9|20|20040228
10|6|3|16|You Don't Know My Name|ALICIA KEYS|2003-11-15|63|3|20|20040228
11|9|9|16|Salt Shaker|YING YANG TWINS feat LIL JON & THE EAST SIDE BOYZ|2003-11-15|92|9|26|20040228
12|12|12|17|Numb|LINKIN PARK|2003-11-08|66|11|32|20040228
13|8|7|28|Someday|NICKELBACK|2003-08-23|81|7|50|20040228
14|17|14|9|Splash Waterfalls|LUDACRIS|2004-01-03|74|6|21|20040228
15|15|15|14|Through The Wire|KANYE WEST|2003-11-29|94|15|21|20040228
16|16|16|13|Fuck It (I Don't Want You Back)|EAMON|2003-12-06|98|16|21|20040228
17|13|5|27|Here With You|3 DOORS DOWN|2003-08-30|64|5|51|20040228
18|22|18|5|Toxic|BRITNEY SPEARS|2004-01-31|53|9|20|20040228
19|23|19|10|With You|JESSICA SIMPSON|2003-12-27|65|14|23|20040228
20|20|20|6|Dirt Off Your Shoulder|JAY-Z|2004-01-24|68|5|26|20040228
21|19|17|19|The First Cut Is The Deepest|SHERYL CROW|2003-10-25|75|14|36|20040228
22|25|22|8|My Immortal|EVANESCENCE|2004-01-10|70|7|32|20040228
23|14|10|18|It's My Life|NO DOUBT|2003-11-01|69|10|28|20040228
24|24|18|24|White Flag|DIDO|2003-09-20|75|18|41|20040228
25|21|7|28|Suga Suga|BABY BASH featuring FRANKIE J|2003-08-23|71|7|33|20040228
26|28|24|16|Gigolo|NICK CANNON featuring R. KELLY|2003-11-15|95|24|20|20040228
27|26|13|22|Read Your Mind|AVANT|2003-10-04|71|13|26|20040228
28|30|28|10|American Soldier|TOBY KEITH|2003-12-27|69|28|20|20040228
29|31|29|12|Remember When|ALAN JACKSON|2003-12-13|61|29|20|20040228
30|32|6|26|Walked Outta Heaven|JAGGED EDGE|2003-09-06|76|6|27|20040228
31|29|1|26|Stand Up|LUDACRIS featuring SHAWNNA|2003-09-06|84|1|28|20040228
32|35|32|12|Watch The Wind Blow By|TIM McGRAW|2003-12-13|75|32|20|20040228
33|33|8|32|Why Don't You And I|SANTANA feat ALEX BAND or CHAD KROEGER|2003-07-26|77|8|35|20040228
34|53|34|3|This Love|MAROON 5|2004-02-14|66|5|43|20040228
35|27|3|22|Milkshake|KELIS|2003-10-04|95|3|22|20040228
36|34|2|44|Get Low|LIL JON & THE EAST SIDE BOYZ feat YING YANG TWINS|2003-05-03|98|2|45|20040228
37|52|37|3|Wanna Get To Know You|G-UNIT featuring JOE|2004-02-14|62|15|18|20040228
38|38|38|12|I Wanna Do It All|TERRI CLARK|2003-12-13|70|38|20|20040228
39|51|39|5|No Better Love|YOUNG GUNZ featuring RELL|2004-01-31|76|36|14|20040228
40|50|40|9|I'm Still In Love With You|SEAN PAUL featuring SASHA|2004-01-03|82|14|25|20040228
41|41|41|11|Little Moments|BRAD PAISLEY|2003-12-20|76|35|20|20040228
42|45|42|7|In My Daughter's Eyes|MARTINA McBRIDE|2004-01-17|72|39|16|20040228
43|36|5|50|Unwell|MATCHBOX TWENTY|2003-03-22|59|5|54|20040228
44|58|44|2|I Can't Wait|SLEEPY BROWN featuring OUTKAST|2004-02-21|58|40|13|20040228
45|47|45|2|Just A Little While|JANET JACKSON|2004-02-21|47|45|6|20040228
46|46|46|9|In My Life|JUVENILE featuring MANNIE FRESH|2004-01-03|89|46|17|20040228
47|43|1|29|Baby Boy|BEYONCE feat SEAN PAUL|2003-08-16|57|1|29|20040228
48|39|4|30|Damn!|YOUNGBLOODZ featuring LIL JON|2003-08-09|85|4|32|20040228
49|54|49|8|Rubber Band Man|T.I.|2004-01-10|77|30|20|20040228
50|49|41|19|Fallen|SARAH McLACHLAN|2003-10-25|73|41|21|20040228
51|44|29|17|There Goes My Life|KENNY CHESNEY|2003-11-08|78|29|20|20040228
52|40|24|18|Perfect|SIMPLE PLAN|2003-11-01|72|24|20|20040228
53|NEW|53|1|Come Clean|HILARY DUFF|2004-02-28|53|35|13|20040228
54|56|54|6|Hot Mama|TRACE ADKINS|2004-01-24|73|51|14|20040228
55|61|55|3|100 Years|FIVE FOR FIGHTING|2004-02-14|70|28|22|20040228
56|70|56|2|When The Sun Goes Down|KENNY CHESNEY & UNCLE KRACKER|2004-02-21|70|26|20|20040228
57|57|57|9|Freek-A-Leek|PETEY PABLO|2004-01-03|99|7|39|20040228
58|42|33|13|Gangsta Nation|WESTSIDE CONNECTION feat NATE DOGG|2003-12-06|77|33|18|20040228
59|59|58|6|Perfect|SARA EVANS|2004-01-24|71|46|19|20040228
60|60|60|4|Falls On Me|FUEL|2004-02-07|65|52|14|20040228
61|63|61|11|Are You Gonna Be My Girl|JET|2003-12-20|73|29|25|20040228
62|65|62|3|I'm Really Hot|MISSY ELLIOTT|2004-02-14|72|59|10|20040228
63|72|63|2|I Don't Wanna Know|MARIO WINANS with P. DIDDY & ENYA|2004-02-21|72|2|30|20040228
64|64|64|3|You'll Think Of Me|KEITH URBAN|2004-02-14|69|24|20|20040228
65|62|62|6|I Love You This Much|JIMMY WAYNE|2004-01-24|74|53|15|20040228
66|55|55|9|Megalomaniac|INCUBUS|2004-01-03|75|55|20|20040228
67|67|63|3|Hold On|GOOD CHARLOTTE|2004-02-14|63|63|5|20040228
68|69|68|4|Sweet Southern Comfort|BUDDY JEWELL|2004-02-07|73|40|20|20040228
69|73|69|4|Figuered You Out|NICKELBACK|2004-02-07|76|65|19|20040228
70|74|70|2|Mayberry|RASCAL FLATTS|2004-02-21|74|21|20|20040228
71|71|55|14|(I Hate) Everything About You|THREE DAYS GRACE|2003-11-29|75|55|20|20040228
72|66|66|8|I Am The Highway|AUDIOSLAVE|2004-01-10|71|66|17|20040228
73|68|39|17|You Can't Take The Honky Tonk Out Of The Girl|BROOKS & DUNN|2003-11-08|77|39|20|20040228
74|75|48|15|More & More|JOE|2003-11-22|78|48|20|20040228
75|76|75|7|Long Black Train|JOSH TURNER|2004-01-17|89|72|14|20040228
76|79|74|4|When I Look To The Sky|TRAIN|2004-02-07|74|74|14|20040228
77|81|77|11|Neva Eva|TRILLVILLE|2003-12-20|99|77|18|20040228
78|87|78|4|Dude|BEENIE MAN|2004-02-07|99|26|26|20040228
79|77|64|11|Hit That|OFFSPRING|2003-12-20|74|64|15|20040228
80|80|80|4|One Day At A Time|2PAC & EMINEM|2004-02-07|93|80|5|20040228
81|85|81|6|You|RYAN DUARTE|2004-01-24|97|81|12|20040228
82|78|19|20|Runnin'|2PAC|2003-10-18|75|19|20|20040228
83|82|37|15|Invisible|CLAY AIKEN|2003-11-22|57|37|20|20040228
84|86|84|10|Alone|LASGO|2003-12-27|95|83|14|20040228
85|89|84|15|Shake That Monkey|TOO SHORT|2003-11-22|97|84|20|20040228
86|94|86|2|Gal Yuh Ah Lead|T.O.K.|2004-02-21|94|85|9|20040228
87|83|33|14|The Voice Within|CHRISTINA AGUILERA|2003-11-29|62|33|16|20040228
88|92|69|16|Still Frame|TRAPT|2003-11-15|76|69|20|20040228
89|84|10|16|Change Clothes|JAY-Z|2003-11-15|54|10|18|20040228
90|88|88|5|Some Girls|JC CHASEZ|2004-01-31|98|88|5|20040228
91|93|91|2|Slow|KYLIE MINOGUE|2004-02-21|93|91|3|20040228
92|91|36|17|Breathe|MICHELLE BRANCH|2003-11-08|63|36|18|20040228
93|NEW|93|1|Love's Divine|SEAL|2004-02-28|93|79|20|20040228
94|NEW|94|1|Wild West Show|BIG & RICH|2004-02-28|94|85|9|20040228
95|90|60|14|Drinkin' Bone|TRACY BYRD|2003-11-29|74|60|16|20040228
96|96|72|15|Away From Me|PUDDLE OF MUDD|2003-11-22|74|72|16|20040228
97|100|13|18|Stunt 101|G-UNIT|2003-11-01|80|13|18|20040228
98|97|96|3|Hell Yeah|MONTGOMERY GENTRY|2004-02-14|96|96|6|20040228
99|99|53|17|Forthenight|MUSIQ|2003-11-08|99|53|17|20040228
100|95|56|13|She's Not Just A Pretty Face|SHANIA TWAIN|2003-12-06|74|56|13|20040228
1|2|1|12|Slow Jamz|TWISTA feat KANYE WEST & JAMIE FOXX|2003-12-06|62|1|22|20040221
2|4|2|7|Yeah|USHER feat LUDACRIS & LIL JON|2004-01-10|53|1|45|20040221
3|1|1|22|The Way You Move|OUTKAST feat SLEEPY BROWN|2003-09-27|83|1|39|20040221
4|6|4|15|Me
5|3|1|19|Hey Ya!|OUTKAST|2003-10-18|57|1|32|20040221
6|5|3|15|You Don't Know My Name|ALICIA KEYS|2003-11-15|63|3|20|20040221
7|8|7|10|Hotel|CASSIDY feat R. KELLY|2003-12-20|82|4|24|20040221
8|7|7|27|Someday|NICKELBACK|2003-08-23|81|7|50|20040221
9|9|9|15|Salt Shaker|YING YANG TWINS feat LIL JON & THE EAST SIDE BOYZ|2003-11-15|92|9|26|20040221
10|13|10|8|Sorry 2004|RUBEN STUDDARD|2004-01-03|58|9|20|20040221
11|21|11|4|One Call Away|CHINGY featuring J. WEAV|2004-01-31|54|2|20|20040221
12|12|12|16|Numb|LINKIN PARK|2003-11-08|66|11|32|20040221
13|10|5|26|Here With You|3 DOORS DOWN|2003-08-30|64|5|51|20040221
14|11|10|17|It's My Life|NO DOUBT|2003-11-01|69|10|28|20040221
15|15|15|13|Through The Wire|KANYE WEST|2003-11-29|94|15|21|20040221
16|18|16|12|Fuck It (I Don't Want You Back)|EAMON|2003-12-06|98|16|21|20040221
17|17|17|8|Splash Waterfalls|LUDACRIS|2004-01-03|74|6|21|20040221
18|22|18|6|Tipsy|J-KWON|2004-01-17|96|2|30|20040221
19|19|17|18|The First Cut Is The Deepest|SHERYL CROW|2003-10-25|75|14|36|20040221
20|26|20|5|Dirt Off Your Shoulder|JAY-Z|2004-01-24|68|5|26|20040221
21|16|7|27|Suga Suga|BABY BASH featuring FRANKIE J|2003-08-23|71|7|33|20040221
22|29|22|4|Toxic|BRITNEY SPEARS|2004-01-31|53|9|20|20040221
23|24|23|9|With You|JESSICA SIMPSON|2003-12-27|65|14|23|20040221
24|20|18|23|White Flag|DIDO|2003-09-20|75|18|41|20040221
25|30|25|7|My Immortal|EVANESCENCE|2004-01-10|70|7|32|20040221
26|25|13|21|Read Your Mind|AVANT|2003-10-04|71|13|26|20040221
27|14|3|21|Milkshake|KELIS|2003-10-04|95|3|22|20040221
28|28|24|15|Gigolo|NICK CANNON featuring R. KELLY|2003-11-15|95|24|20|20040221
29|23|1|25|Stand Up|LUDACRIS featuring SHAWNNA|2003-09-06|84|1|28|20040221
30|32|30|9|American Soldier|TOBY KEITH|2003-12-27|69|28|20|20040221
31|31|29|11|Remember When|ALAN JACKSON|2003-12-13|61|29|20|20040221
32|27|6|25|Walked Outta Heaven|JAGGED EDGE|2003-09-06|76|6|27|20040221
33|34|8|31|Why Don't You And I|SANTANA feat ALEX BAND or CHAD KROEGER|2003-07-26|77|8|35|20040221
34|35|2|43|Get Low|LIL JON & THE EAST SIDE BOYZ feat YING YANG TWINS|2003-05-03|98|2|45|20040221
35|42|35|11|Watch The Wind Blow By|TIM McGRAW|2003-12-13|75|32|20|20040221
36|40|5|49|Unwell|MATCHBOX TWENTY|2003-03-22|59|5|54|20040221
37|37|9|27|Step In The Name Of Love|R. KELLY|2003-08-23|68|9|27|20040221
38|43|38|11|I Wanna Do It All|TERRI CLARK|2003-12-13|70|38|20|20040221
39|36|4|29|Damn!|YOUNGBLOODZ featuring LIL JON|2003-08-09|85|4|32|20040221
40|41|24|17|Perfect|SIMPLE PLAN|2003-11-01|72|24|20|20040221
41|45|41|10|Little Moments|BRAD PAISLEY|2003-12-20|76|35|20|20040221
42|33|33|12|Gangsta Nation|WESTSIDE CONNECTION feat NATE DOGG|2003-12-06|77|33|18|20040221
43|38|1|28|Baby Boy|BEYONCE feat SEAN PAUL|2003-08-16|57|1|29|20040221
44|39|29|16|There Goes My Life|KENNY CHESNEY|2003-11-08|78|29|20|20040221
45|48|45|6|In My Daughter's Eyes|MARTINA McBRIDE|2004-01-17|72|39|16|20040221
46|49|46|8|In My Life|JUVENILE featuring MANNIE FRESH|2004-01-03|89|46|17|20040221
47|NEW|47|1|Just A Little While|JANET JACKSON|2004-02-21|47|45|6|20040221
48|46|17|20|Wat Da Hook Gon Be|MURPHY LEE feat JERMAINE DUPRI|2003-10-11|75|17|20|20040221
49|47|41|18|Fallen|SARAH McLACHLAN|2003-10-25|73|41|21|20040221
50|53|50|8|I'm Still In Love With You|SEAN PAUL featuring SASHA|2004-01-03|82|14|25|20040221
51|54|51|4|No Better Love|YOUNG GUNZ|2004-01-31|76|36|14|20040221
52|62|52|2|Wanna Get To Know You|G-UNIT|2004-02-14|62|15|18|20040221
53|66|53|2|This Love|MAROON 5|2004-02-14|66|5|43|20040221
54|55|54|7|Rubber Band Man|T.I.|2004-01-10|77|30|20|20040221
55|57|55|8|Megalomaniac|INCUBUS|2004-01-03|75|55|20|20040221
56|56|56|5|Hot Mama|TRACE ADKINS|2004-01-24|73|51|14|20040221
57|59|57|8|Freek-A-Leek|PETEY PABLO|2004-01-03|99|7|39|20040221
58|NEW|58|1|I Can't Wait|SLEEPY BROWN|2004-02-21|58|40|13|20040221
59|58|58|5|Perfect|SARA EVANS|2004-01-24|71|46|19|20040221
60|60|60|3|Falls On Me|FUEL|2004-02-07|65|52|14|20040221
61|70|61|2|100 Years|FIVE FOR FIGHTING|2004-02-14|70|28|22|20040221
62|64|62|5|I Love You This Much|JIMMY WAYNE|2004-01-24|74|53|15|20040221
63|61|61|10|Are You Gonna Be My Girl|JET|2003-12-20|73|29|25|20040221
64|69|64|2|You'll Think Of Me|KEITH URBAN|2004-02-14|69|24|20|20040221
65|72|65|2|I'm Really Hot|MISSY ELLIOTT|2004-02-14|72|59|10|20040221
66|71|66|7|I Am The Highway|AUDIOSLAVE|2004-01-10|71|66|17|20040221
67|63|63|2|Hold On|GOOD CHARLOTTE|2004-02-14|63|63|5|20040221
68|51|39|16|You Can't Take The Honky Tonk Out Of The Girl|BROOKS & DUNN|2003-11-08|77|39|20|20040221
69|73|69|3|Sweet Southern Comfort|BUDDY JEWELL|2004-02-07|73|40|20|20040221
70|NEW|70|1|When The Sun Goes Down|KENNY CHESNEY & UNCLE KRACKER|2004-02-21|70|26|20|20040221
71|75|55|13|(I Hate) Everything About You|THREE DAYS GRACE|2003-11-29|75|55|20|20040221
72|NEW|72|1|I Don't Wanna Know|MARIO WINANS with P. DIDDY & ENYA|2004-02-21|72|2|30|20040221
73|76|73|3|Figuered You Out|NICKELBACK|2004-02-07|76|65|19|20040221
