state,year,,congress.house,house.D,house.R,h.D.num,H.R.num,H.to.D,H.to.R,Senate,senate.D,senate.R,senate.D.num,senate.R.num,S.to.D,S.to.R,electoral,Elec.Num
indiana,1988,1,"6D, 4R",6D,4R,6,4,0.60,0.40,2R,2D,0,2,0,1,0,R,0
indiana,1990,1,"7D, 3R",6D,3R,6,3,0.67,0.33,2R,2D,0,2,0,1,0,R,0
indiana,1992,1,"8D, 2R",6D,3R,6,3,0.67,0.33,2R,0,1R,0,2,0,1,R,0
indiana,1994,1,"7D, 3R",6D,3R,6,3,0.67,0.33,2R,0,1R,0,2,0,1,R,0
indiana,1996,1,"6R, 4D",2D,6R,2,6,0.25,0.75,2R,0,1R,0,2,0,1,R,0
indiana,1998,1,"6R, 4D",8D,2R,8,2,0.80,0.20,"1D,1R",1D,0,1,1,1,1,R,0
indiana,2000,1,"6R, 4D",1D,1R,1,1,0.50,0.50,"1D,1R",2D,0,1,1,1,1,R,0
indiana,2002,1,"6R, 4D",1D,1R,1,1,0.50,0.50,"1D,1R",2D,0,1,1,1,1,R,0
indiana,2004,1,"6R, 3D",1D,1R,1,1,0.50,0.50,"1D,1R",2D,0,1,1,1,1,R,0
indiana,2006,1,"7R, 2D",1D,1R,1,1,0.50,0.50,"1D,1R",1D,1R,1,1,1,1,R,0
indiana,2008,1,"5D, 4R",1D,1R,1,1,0.50,0.50,"1D,1R",1D,1R,1,1,1,1,D,1
indiana,2010,1,"5D, 4R",1D,0,1,0,1.00,0.00,"1D,1R",1D,1R,1,1,1,1,D,1
indiana,2012,1,"6R, 3D",0,1R,0,1,0.00,1.00,2R,1D,1R,1,1,1,1,R,0
indiana,2014,1,"7R, 2D",0,1R,0,1,0.00,1.00,"1D,1R",1D,1R,1,1,1,1,R,0
indiana,2016,1,"7R, 2D",0,1R,0,1,0.00,1.00,"1D,1R",2D,0,1,1,1,1,R,0
iowa,1980,1,"3D, 3R",0,1R,0,1,0.00,1.00,"1D,1R",2D,0,1,1,1,1,R,0
iowa,1982,1,"3D, 3R",0,1R,0,1,0.00,1.00,2R,1D,1R,1,1,1,1,R,0
iowa,1984,1,"3D, 3R",1D,2R,1,2,0.33,0.67,2R,2D,0,2,0,1,0,R,0
iowa,1986,1,"4R, 2D",1D,2R,1,2,0.33,0.67,"1D,1R",2D,0,1,1,1,1,R,0
iowa,1988,1,"4R, 2D",1D,2R,1,2,0.33,0.67,"1D,1R",2D,0,1,1,1,1,D,1
iowa,1990,1,"4R, 2D",1D,2R,1,2,0.33,0.67,"1D,1R",2D,0,1,1,1,1,D,1
iowa,1992,1,"4R, 2D",1D,2R,1,2,0.33,0.67,"1D,1R",0,2R,0,2,0,1,D,1
iowa,1994,1,"4R, 1D",0,3R,0,3,0.00,1.00,"1D,1R",2D,0,1,1,1,1,D,1
iowa,1996,1,5R,0,3R,0,3,0.00,1.00,"1D,1R",1D,1R,1,1,1,1,D,1
iowa,1998,1,"4R, 1D",0,3R,0,3,0.00,1.00,"1D,1R",1D,1R,1,1,1,1,D,1
iowa,2000,1,"4R, 1D",0,3R,0,3,0.00,1.00,"1D,1R",1D,1R,1,1,1,1,D,1
iowa,2002,1,"4R, 1D",0,3R,0,3,0.00,1.00,"1D,1R",1D,1R,1,1,1,1,D,1
iowa,2004,1,"4R, 1D",0,3R,0,3,0.00,1.00,"1D,1R",1D,1R,1,1,1,1,R,0
iowa,2006,1,"4R, 1D",1D,0,1,0,1.00,0.00,"1D,1R",1D,1R,1,1,1,1,R,0
iowa,2008,1,"3D, 2R",1D,0,1,0,1.00,0.00,"1D,1R",1D,1R,1,1,1,1,D,1
iowa,2010,1,"3D, 2R",1D,1R,1,1,0.50,0.50,"1D,1R",1D,1R,1,1,1,1,D,1
iowa,2012,1,"3D, 2R",1D,1R,1,1,0.50,0.50,"1D,1R",2D,0,1,1,1,1,D,1
iowa,2014,1,"2D, 2R",1D,1R,1,1,0.50,0.50,"1D,1R",2D,0,1,1,1,1,D,1
iowa,2016,1,"3R, 1D",1D,1R,1,1,0.50,0.50,2R,2D,0,2,0,1,0,R,0
kansas,1980,1,"4R, 1D",1D,1R,1,1,0.50,0.50,2R,2D,0,2,0,1,0,R,0
kansas,1982,1,"4R, 1D",1D,1R,1,1,0.50,0.50,2R,1D,1R,1,1,1,1,R,0
kansas,1984,1,"3R, 2D",2D,1R,2,1,0.67,0.33,2R,1D,1R,1,1,1,1,R,0
kansas,1986,1,"3R, 2D",1D,2R,1,2,0.33,0.67,2R,1D,1R,1,1,1,1,R,0
kansas,1988,1,"3R, 2D",1D,3R,1,3,0.25,0.75,2R,1D,1R,1,1,1,1,R,0
kansas,1990,1,"3R, 2D",2D,2R,2,2,0.50,0.50,2R,1D,1R,1,1,1,1,R,0
kansas,1992,1,"3R, 2D",2D,2R,2,2,0.50,0.50,2R,0,2R,0,2,0,1,R,0
kansas,1994,1,"2D, 2R",2D,2R,2,2,0.50,0.50,2R,0,2R,0,2,0,1,R,0
kansas,1996,1,4R,2D,2R,2,2,0.50,0.50,2R,0,2R,0,2,0,1,R,0
kansas,1998,1,4R,4D,0,4,0,1.00,0.00,2R,1D,1R,1,1,1,1,R,0
kansas,2000,1,"3R, 1D",0,4R,0,4,0.00,1.00,2R,0,2R,0,2,0,1,R,0
kansas,2002,1,"3R, 1D",0,4R,0,4,0.00,1.00,2R,0,2R,0,2,0,1,R,0
kansas,2004,1,"3R, 1D",0,4R,0,4,0.00,1.00,2R,0,2R,0,2,0,1,R,0
kansas,2006,1,"3R, 1D",0,4R,0,4,0.00,1.00,2R,0,2R,0,2,0,1,R,0
kansas,2008,1,"2R, 2D",10D,5R,10,5,0.67,0.33,2R,2D,0,2,0,1,0,R,0
kansas,2010,1,"3R, 1D",7D,6R,7,6,0.54,0.46,2R,2D,0,2,0,1,0,R,0
kansas,2012,1,4R,7D,6R,7,6,0.54,0.46,2R,2D,0,2,0,1,0,R,0
kansas,2014,1,4R,7D,6R,7,6,0.54,0.46,2R,2D,0,2,0,1,0,R,0
kansas,2016,1,4R,7D,6R,7,6,0.54,0.46,2R,2D,0,2,0,1,0,R,0
kentucky,1980,1,"4D, 3R",8D,7R,8,7,0.53,0.47,2D,2D,0,2,0,1,0,R,0
kentucky,1982,1,"4D, 3R",8D,7R,8,7,0.53,0.47,2D,1D,1R,1,1,1,1,R,0
kentucky,1984,1,"4D, 3R",8D,6R,8,6,0.57,0.43,2D,2D,0,2,0,1,0,R,0
kentucky,1986,1,"4D, 3R",8D,6R,8,6,0.57,0.43,"1D,1R",2D,0,1,1,1,1,R,0
kentucky,1988,1,"4D, 3R",8D,6R,8,6,0.57,0.43,"1D,1R",2D,0,1,1,1,1,R,0
kentucky,1990,1,"4D, 3R",8D,5R,8,5,0.62,0.38,"1D,1R",2D,0,1,1,1,1,R,0
kentucky,1992,1,"4D, 3R",1D,1R,1,1,0.50,0.50,"1D,1R",0,2R,0,2,0,1,D,1
kentucky,1994,1,"3D, 3R",2D,1R,2,1,0.67,0.33,"1D,1R",2D,0,1,1,1,1,D,1
kentucky,1996,1,"4R, 2D",0,2R,0,2,0.00,1.00,"1D,1R",0,2R,0,2,0,1,D,1
kentucky,1998,1,"5R, 1D",1D,2R,1,2,0.33,0.67,"1D,1R",1D,1R,1,1,1,1,D,1
kentucky,2000,1,"5R, 1D",1D,2R,1,2,0.33,0.67,2R,1D,1R,1,1,1,1,R,0
kentucky,2002,1,"5R, 1D",1D,2R,1,2,0.33,0.67,2R,1D,1R,1,1,1,1,R,0
kentucky,2004,1,"4R, 2D",1D,2R,1,2,0.33,0.67,2R,1D,1R,1,1,1,1,R,0
kentucky,2006,1,"5R, 1D",1D,2R,1,2,0.33,0.67,2R,1D,1R,1,1,1,1,R,0
kentucky,2008,1,"4R, 2D",1D,2R,1,2,0.33,0.67,2R,1D,1R,1,1,1,1,R,0
kentucky,2010,1,"4R, 2D",1D,2R,1,2,0.33,0.67,2R,1D,1R,1,1,1,1,R,0
kentucky,2012,1,"4R, 2D",3D,0,3,0,1.00,0.00,2R,2D,0,2,0,1,0,R,0
kentucky,2014,1,"5R, 1D",18D,3R,18,3,0.86,0.14,2R,1D,1R,1,1,1,1,R,0
kentucky,2016,1,"5R, 1D",18D,9R,18,9,0.67,0.33,2R,2D,0,2,0,1,0,R,0
louisiana,1980,1,"5D, 3R",19D,2R,19,2,0.90,0.10,2D,2D,0,2,0,1,0,R,0
louisiana,1982,1,"6D, 2R",20D,4R,20,4,0.83,0.17,2D,1D,1R,1,1,1,1,R,0
louisiana,1984,1,"6D, 2R",21D,3R,21,3,0.88,0.13,2D,1D,1R,1,1,1,1,R,0
louisiana,1986,1,"6D, 2R",21D,3R,21,3,0.88,0.13,2D,1D,1R,1,1,1,1,R,0
louisiana,1988,1,"5D, 3R",22D,7R,22,7,0.76,0.24,2D,1D,1R,1,1,1,1,R,0
louisiana,1990,1,"4D, 4R",23D,6R,23,6,0.79,0.21,2D,2D,0,2,0,1,0,R,0
louisiana,1992,1,"4D, 4R",26D,3R,26,3,0.90,0.10,2D,1D,1R,1,1,1,1,D,1
louisiana,1994,1,"4D, 3R",3D,10R,3,10,0.23,0.77,2D,0,2R,0,2,0,1,D,1
louisiana,1996,1,"5R, 2D",7D,4R,7,4,0.64,0.36,2D,0,2R,0,2,0,1,D,1
louisiana,1998,1,"5R, 2D",7D,4R,7,4,0.64,0.36,2D,1D,1R,1,1,1,1,D,1
louisiana,2000,1,"5R, 2D",7D,6R,7,6,0.54,0.46,2D,0,2R,0,2,0,1,R,0
louisiana,2002,1,"5R, 2D",5D,7R,5,7,0.42,0.58,2D,1D,1R,1,1,1,1,R,0
louisiana,2004,1,"4R, 3D",8D,3R,8,3,0.73,0.27,2D,1D,1R,1,1,1,1,R,0
louisiana,2006,1,"5R, 2D",8D,4R,8,4,0.67,0.33,"1D,1R",0,2R,0,2,0,1,R,0
louisiana,2008,1,"5R, 2D",9D,2R,9,2,0.82,0.18,"1D,1R",1D,1R,1,1,1,1,R,0
louisiana,2010,1,"6R, 1D",0,1R,0,1,0.00,1.00,"1D,1R",0,2R,0,2,0,1,R,0
louisiana,2012,1,"6R, 1D",0,1R,0,1,0.00,1.00,"1D,1R",0,2R,0,2,0,1,R,0
louisiana,2014,1,"5R, 1D",0,1R,0,1,0.00,1.00,"1D,1R",0,2R,0,2,0,1,R,0
louisiana,2016,1,"5R, 1D",0,1R,0,1,0.00,1.00,2R,0,2R,0,2,0,1,R,0
maine,1980,1,2R,0,1R,0,1,0.00,1.00,,0,2R,0,2,0,1,R,0
maine,1982,1,2R,0,1R,0,1,0.00,1.00,,0,2R,0,2,0,1,R,0
maine,1984,1,2R,0,1R,0,1,0.00,1.00,1D,0,2R,0,2,0,1,R,0
maine,1986,1,2R,0,1R,0,1,0.00,1.00,"1D,1R",0,2R,0,2,0,1,R,0
maine,1988,1,"1D,1R",0,1R,0,1,0.00,1.00,"1D,1R",0,2R,0,2,0,1,R,0
maine,1990,1,"1D,1R",10D,9R,10,9,0.53,0.47,1R,2D,0,1,1,1,1,R,0
maine,1992,1,"1D,1R",10D,8R,10,8,0.56,0.44,,1D,1R,1,1,1,1,D,1
maine,1994,1,"1D,1R",11D,0,11,0,1.00,0.00,,2D,0,2,0,1,0,D,1
maine,1996,1,"1D,1R",11D,0,11,0,1.00,0.00,,2D,0,2,0,1,0,D,1
maine,1998,1,2D,11D,0,11,0,1.00,0.00,,2D,0,2,0,1,0,D,1
maine,2000,1,2D,8D,11R,8,11,0.42,0.58,,0,2R,0,2,0,1,D,1
maine,2002,1,2D,8D,11R,8,11,0.42,0.58,1R,0,2R,0,2,0,1,D,1
maine,2004,1,2D,7D,11R,7,11,0.39,0.61,2R,1D,1R,1,1,1,1,D,1
maine,2006,1,2D,4D,12R,4,12,0.25,0.75,2R,1D,1R,1,1,1,1,D,1
maine,2008,1,2D,0,13R,0,13,0.00,1.00,1R,2D,0,1,1,1,1,D,1
maine,2010,1,2D,0,13R,0,13,0.00,1.00,,2D,0,2,0,1,0,D,1
maine,2012,1,2D,3D,3R,3,3,0.50,0.50,,0,2R,0,2,0,1,D,1
maine,2014,1,2D,4D,2R,4,2,0.67,0.33,1I,1D,1R,1,1,1,1,D,1
maine,2016,1,"1D,1R",4D,2R,4,2,0.67,0.33,1I,1D,1R,1,1,1,1,R,0
maryland,1980,1,"6D, 2R",4D,2R,4,2,0.67,0.33,1R,1D,1R,1,1,1,1,D,1
maryland,1982,1,"7D, 1R",1D,4R,1,4,0.20,0.80,,0,2R,0,2,0,1,D,1
maryland,1984,1,"7D, 1R",1D,4R,1,4,0.20,0.80,,0,2R,0,2,0,1,R,0
maryland,1986,1,"6D, 2R",5D,1R,5,1,0.83,0.17,,1D,1R,1,1,1,1,R,0
maryland,1988,1,"6D, 2R",5D,1R,5,1,0.83,0.17,,1D,1R,1,1,1,1,R,0
maryland,1990,1,"6D, 2R",1D,5R,1,5,0.17,0.83,1D,0,2R,0,2,0,1,R,0
maryland,1992,1,"5D, 3R",0,5R,0,5,0.00,1.00,1D,0,2R,0,2,0,1,D,1
maryland,1994,1,"4D, 4R",0,5R,0,5,0.00,1.00,1D,0,2R,0,2,0,1,D,1
maryland,1996,1,"4D, 4R",0,6R,0,6,0.00,1.00,,0,2R,0,2,0,1,D,1
maryland,1998,1,"4D, 4R",3D,1R,3,1,0.75,0.25,,0,2R,0,2,0,1,D,1
maryland,2000,1,"4D, 4R",3D,2R,3,2,0.60,0.40,1D,0,2R,0,2,0,1,D,1
maryland,2002,1,"4D, 4R",3D,2R,3,2,0.60,0.40,1D,0,2R,0,2,0,1,D,1
maryland,2004,1,"6D, 2R",3D,2R,3,2,0.60,0.40,1D,0,2R,0,2,0,1,D,1
maryland,2006,1,"6D, 2R",4D,0,4,0,1.00,0.00,,0,2R,0,2,0,1,D,1
maryland,2008,1,"6D, 2R",4D,0,4,0,1.00,0.00,1D,0,2R,0,2,0,1,D,1
maryland,2010,1,"7D, 1R",4D,1R,4,1,0.80,0.20,1D,1D,1R,1,1,1,1,D,1
maryland,2012,1,"6D, 2R",4D,1R,4,1,0.80,0.20,1D,1D,1R,1,1,1,1,D,1
maryland,2014,1,"7D, 1R",4D,1R,4,1,0.80,0.20,,1D,1R,1,1,1,1,D,1
maryland,2016,1,"7D, 1R",4D,1R,4,1,0.80,0.20,,2D,0,2,0,1,0,D,1
massachusetts,1980,1,"10D,2R",4D,1R,4,1,0.80,0.20,2D,2D,0,2,0,1,0,D,1
massachusetts,1982,1,"10D,2R",11D,0,11,0,1.00,0.00,2D,1D,1R,1,1,1,1,D,1
massachusetts,1984,1,"10D,1R",11D,0,11,0,1.00,0.00,2D,0,2R,0,2,0,1,R,0
massachusetts,1986,1,"10D,1R",11D,8R,11,8,0.58,0.42,2D,1D,1R,1,1,1,1,D,1
massachusetts,1988,1,"10D,1R",0,11R,0,11,0.00,1.00,2D,0,2R,0,2,0,1,R,0
massachusetts,1990,1,"10D,1R",12D,1R,12,1,0.92,0.08,2D,0,2R,0,2,0,1,R,0
massachusetts,1992,1,11D,12D,1R,12,1,0.92,0.08,2D,0,2R,0,2,0,1,R,0
massachusetts,1994,1,"8D,2R",12D,7R,12,7,0.63,0.37,2D,2D,0,2,0,1,0,D,1
massachusetts,1996,1,"8D,2R",1D,12R,1,12,0.08,0.92,2D,1D,1R,1,1,1,1,D,1
massachusetts,1998,1,10D,13D,2R,13,2,0.87,0.13,2D,0,2R,0,2,0,1,R,0
massachusetts,2000,1,10D,5D,13R,5,13,0.28,0.72,2D,1D,1R,1,1,1,1,D,1
massachusetts,2002,1,10D,5D,13R,5,13,0.28,0.72,2D,1D,1R,1,1,1,1,D,1
massachusetts,2004,1,10D,15D,0,15,0,1.00,0.00,2D,0,2R,0,2,0,1,R,0
massachusetts,2006,1,10D,1D,1R,1,1,0.50,0.50,2D,1D,1R,1,1,1,1,D,1
massachusetts,2008,1,10D,1D,1R,1,1,0.50,0.50,2D,1D,1R,1,1,1,1,D,1
massachusetts,2010,1,10D,1D,1R,1,1,0.50,0.50,2D,1D,1R,1,1,1,1,D,1
massachusetts,2012,1,10D,2D,0,2,0,1.00,0.00,"1D,1R",1D,1R,1,1,1,1,D,1
massachusetts,2014,1,9D,2D,0,2,0,1.00,0.00,2D,1D,1R,1,1,1,1,D,1
massachusetts,2016,1,9D,2D,0,2,0,1.00,0.00,2D,1D,1R,1,1,1,1,D,1
michigan,1980,1,"10D, 6R",2D,0,2,0,1.00,0.00,"1D,1R",2D,0,1,1,1,1,D,1
michigan,1982,1,"9D, 7R",2D,0,2,0,1.00,0.00,2D,2D,0,2,0,1,0,D,1
michigan,1984,1,"9R, 6D",2D,0,2,0,1.00,0.00,2D,2D,0,2,0,1,0,D,1
michigan,1986,1,"9R, 6D",0,2R,0,2,0.00,1.00,2D,1D,1R,1,1,1,1,D,1
michigan,1988,1,"9R, 6D",3D,3R,3,3,0.50,0.50,2D,1D,1R,1,1,1,1,D,1
michigan,1990,1,"8D, 7R",4D,2R,4,2,0.67,0.33,2D,1D,1R,1,1,1,1,R,0
michigan,1992,1,"9R, 6D",4D,2R,4,2,0.67,0.33,2D,1D,1R,1,1,1,1,D,1
michigan,1994,1,"9R, 5D",4D,2R,4,2,0.67,0.33,2D,1D,1R,1,1,1,1,R,0
michigan,1996,1,"9R, 5D",4D,2R,4,2,0.67,0.33,2D,1D,1R,1,1,1,1,R,0
michigan,1998,1,"9R, 5D",4D,2R,4,2,0.67,0.33,2D,1D,1R,1,1,1,1,R,0
michigan,2000,1,"10D, 6R",2D,0,2,0,1.00,0.00,"1D,1R",2D,0,1,1,1,1,D,1
michigan,2002,1,"9D, 7R",2D,0,2,0,1.00,0.00,2D,2D,0,2,0,1,0,D,1
michigan,2004,1,"9R, 6D",2D,0,2,0,1.00,0.00,2D,2D,0,2,0,1,0,D,1
michigan,2006,1,"9R, 6D",0,2R,0,2,0.00,1.00,2D,1D,1R,1,1,1,1,D,1
michigan,2008,1,"9R, 6D",3D,3R,3,3,0.50,0.50,2D,1D,1R,1,1,1,1,D,1
michigan,2010,1,"8D, 7R",4D,2R,4,2,0.67,0.33,2D,1D,1R,1,1,1,1,R,0
michigan,2012,1,"9R, 6D",4D,2R,4,2,0.67,0.33,2D,1D,1R,1,1,1,1,D,1
michigan,2014,1,"9R, 5D",4D,2R,4,2,0.67,0.33,2D,1D,1R,1,1,1,1,R,0
michigan,2016,1,"9R, 5D",4D,2R,4,2,0.67,0.33,2D,1D,1R,1,1,1,1,R,0
minnesota,1980,1,"4DFL, 4R",2D,4R,2,4,0.33,0.67,2R,1D,1R,1,1,1,1,D,1
minnesota,1982,1,"5R, 3DFL",2D,4R,2,4,0.33,0.67,2R,1D,1R,1,1,1,1,D,1
minnesota,1984,1,"5DFL, 3R",2D,4R,2,4,0.33,0.67,2R,1D,1R,1,1,1,1,D,1
minnesota,1986,1,"5DFL, 3R",2D,4R,2,4,0.33,0.67,2R,0,2R,0,2,0,1,D,1
minnesota,1988,1,"5DFL, 3R",2D,4R,2,4,0.33,0.67,2R,0,2R,0,2,0,1,D,1
minnesota,1990,1,"5DFL, 3R",1D,1R,1,1,0.50,0.50,2R,1D,1R,1,1,1,1,D,1
minnesota,1992,1,"6DFL, 2R",1D,1R,1,1,0.50,0.50,"1u,1R,1n,2e,1L,1W,1P,1D,1F,1o,1s,1a,3l,1t",0,2R,0,2,0,1,D,1
minnesota,1994,1,"6DFL, 2R",1D,0,1,0,1.00,0.00,"1u,1R,1n,2e,1L,1W,1P,1D,1F,1o,1s,1a,3l,1t",1D,1R,1,1,1,1,D,1
minnesota,1996,1,"6DFL, 2R",1D,0,1,0,1.00,0.00,"1u,1R,1n,2e,1L,1W,1P,1D,1F,1o,1s,1a,3l,1t",1D,1R,1,1,1,1,D,1
minnesota,1998,1,"6DFL, 2R",1D,0,1,0,1.00,0.00,"1u,1R,1n,2e,1L,1W,1P,1D,1F,1o,1s,1a,3l,1t",1D,1R,1,1,1,1,D,1
minnesota,2000,1,"6DFL, 2R",1D,0,1,0,1.00,0.00,"1u,1R,1n,2e,1L,1W,1P,1D,1F,1o,1s,1a,3l,1t",1D,1R,1,1,1,1,D,1
minnesota,2002,1,"5DFL, 3R",1D,0,1,0,1.00,0.00,"1u,3a,2n,3l,2L,2e,1W,1M,2F,1P,1y,2o,1s,1k,3D,2t,1r",1D,1R,1,1,1,1,D,1
minnesota,2004,1,"4DFL, 4R",0,1R,0,1,0.00,1.00,"1R,2a,1n,1L,1M,1F,1y,1o,1k,2D,1t,1r",2D,0,2,0,1,0,D,1
minnesota,2006,1,"4DFL, 4R",0,1R,0,1,0.00,1.00,"1R,2a,1n,1L,1M,1F,1y,1o,1k,2D,1t,1r",2D,0,2,0,1,0,D,1
minnesota,2008,1,"5DFL, 3R",0,1R,0,1,0.00,1.00,"1u,1c,1R,1A,1a,1L,1m,1b,1D,1y,1h,1F,1K,1o,1l,1r",0,2R,0,2,0,1,D,1
minnesota,2010,1,"5DFL, 3R",5D,3R,5,3,0.63,0.38,"1u,1c,2A,1k,2a,2n,1e,2L,1m,1b,2D,1y,1h,3F,1K,1o,2l,2r",1D,1R,1,1,1,1,D,1
minnesota,2012,1,"4DFL, 4R",5D,4R,5,4,0.56,0.44,"1u,1c,2A,1k,2a,2n,1e,2L,1m,1b,2D,1y,1h,3F,1K,1o,2l,2r",0,2R,0,2,0,1,D,1
minnesota,2014,1,"5DFL, 3R",5D,4R,5,4,0.56,0.44,"1u,1c,2A,1k,2a,2n,1e,2L,1m,1b,2D,1y,1h,3F,1K,1o,2l,2r",0,2R,0,2,0,1,D,1
minnesota,2016,1,"5DFL, 3R",4D,5R,4,5,0.44,0.56,"1u,1c,2A,1k,2a,2n,1e,2L,1m,1b,2D,1y,1h,3F,1K,1o,2l,2r",0,2R,0,2,0,1,D,1
mississippi,1980,1,"3D, 2R",4D,5R,4,5,0.44,0.56,"1D,1R",0,2R,0,2,0,1,R,0
mississippi,1982,1,"4D, 1R",6D,3R,6,3,0.67,0.33,"1D,1R",2D,0,1,1,1,1,R,0
mississippi,1984,1,"3D, 2R",6D,3R,6,3,0.67,0.33,"1D,1R",2D,0,1,1,1,1,R,0
mississippi,1986,1,"3D, 2R",6D,3R,6,3,0.67,0.33,"1D,1R",2D,0,1,1,1,1,R,0
mississippi,1988,1,"4D, 1R",6D,3R,6,3,0.67,0.33,"1D,1R",2D,0,1,1,1,1,R,0
mississippi,1990,1,5D,2D,7R,2,7,0.22,0.78,2R,0,2R,0,2,0,1,R,0
mississippi,1992,1,5D,17D,0,17,0,1.00,0.00,2R,1D,1R,1,1,1,1,R,0
mississippi,1994,1,5D,17D,3R,17,3,0.85,0.15,2R,0,2R,0,2,0,1,R,0
mississippi,1996,1,"3D, 2R",17D,3R,17,3,0.85,0.15,2R,0,2R,0,2,0,1,R,0
mississippi,1998,1,"3R, 2D",19D,8R,19,8,0.70,0.30,2R,1D,1R,1,1,1,1,R,0
mississippi,2000,1,"3D, 2R",19D,8R,19,8,0.70,0.30,2R,1D,1R,1,1,1,1,R,0
mississippi,2002,1,"3D, 2R",3D,19R,3,19,0.14,0.86,2R,0,2R,0,2,0,1,R,0
mississippi,2004,1,"2D, 2R",2D,20R,2,20,0.09,0.91,2R,0,2R,0,2,0,1,R,0
mississippi,2006,1,"2D, 2R",21D,9R,21,9,0.70,0.30,2R,0,2R,0,2,0,1,R,0
mississippi,2008,1,"3D, 1R",1D,25R,1,25,0.04,0.96,2R,0,2R,0,2,0,1,R,0
mississippi,2010,1,"3D, 1R",2D,1R,2,1,0.67,0.33,2R,0,2R,0,2,0,1,R,0
mississippi,2012,1,"3R, 1D",2D,1R,2,1,0.67,0.33,2R,0,2R,0,2,0,1,R,0
mississippi,2014,1,"3R, 1D",0,2R,0,2,0.00,1.00,2R,0,2R,0,2,0,1,R,0
mississippi,2016,1,"3R, 1D",1D,2R,1,2,0.33,0.67,2R,0,2R,0,2,0,1,R,0
missouri,1980,1,"8D, 2R",1D,2R,1,2,0.33,0.67,1D,0,2R,0,2,0,1,R,0
missouri,1982,1,"6D, 4R",1D,2R,1,2,0.33,0.67,,0,2R,0,2,0,1,R,0
missouri,1984,1,"6D, 3R",1D,2R,1,2,0.33,0.67,1R,0,2R,0,2,0,1,R,0
missouri,1986,1,"6D, 3R",0,3R,0,3,0.00,1.00,1R,0,2R,0,2,0,1,R,0
missouri,1988,1,"5D, 4R",0,4R,0,4,0.00,1.00,1R,0,2R,0,2,0,1,R,0
missouri,1990,1,"5D, 4R",1D,0,1,0,1.00,0.00,,0,0,0,2,0,1,R,0
missouri,1992,1,"6D, 3R",1D,0,1,0,1.00,0.00,,0,0,2,0,1,0,D,1
missouri,1994,1,"6D, 3R",1D,0,1,0,1.00,0.00,1R,0,0,1,1,1,1,D,1
missouri,1996,1,"6D, 3R",0,4R,0,4,0.00,1.00,2R,1D,1R,1,1,1,1,D,1
missouri,1998,1,"5D, 4R",0,4R,0,4,0.00,1.00,2R,1D,1R,1,1,1,1,D,1
missouri,2000,1,"5D, 4R",0,4R,0,4,0.00,1.00,1R,0,0,1,1,1,1,R,0
missouri,2002,1,"5R, 4D",0,1R,0,1,0.00,1.00,1D,1D,1R,1,1,1,1,R,0
missouri,2004,1,"5R, 4D",0,1R,0,1,0.00,1.00,1R,1D,1R,1,1,1,1,R,0
missouri,2006,1,"5R, 4D",5D,5R,5,5,0.50,0.50,1R,0,2R,0,2,0,1,R,0
missouri,2008,1,"5R, 4D",5D,5R,5,5,0.50,0.50,1D,1D,1R,1,1,1,1,R,0
missouri,2010,1,"5R, 4D",6D,4R,6,4,0.60,0.40,1D,1D,1R,1,1,1,1,R,0
missouri,2012,1,"6R, 3D",6D,5R,6,5,0.55,0.45,"1D,1R",1D,1R,1,1,1,1,R,0
missouri,2014,1,"6R, 2D",6D,5R,6,5,0.55,0.45,1R,2D,0,1,1,1,1,R,0
missouri,2016,1,"6R, 2D",4D,6R,4,6,0.40,0.60,1R,0,0,1,1,1,1,R,0
montana,1980,1,"1D, 1R",7D,4R,7,4,0.64,0.36,2D,1D,1R,1,1,1,1,R,0
montana,1982,1,"1D, 1R",3D,8R,3,8,0.27,0.73,2D,0,2R,0,2,0,1,R,0
montana,1984,1,"1D, 1R",3D,8R,3,8,0.27,0.73,2D,1D,1R,1,1,1,1,R,0
montana,1986,1,"1D, 1R",3D,8R,3,8,0.27,0.73,2D,2D,0,2,0,1,0,R,0
montana,1988,1,"1D, 1R",1D,9R,1,9,0.10,0.90,2D,0,0,0,0,0,0,R,0
montana,1990,1,"1D, 1R",5D,2R,5,2,0.71,0.29,"1D,1R",1D,1R,1,1,1,1,R,0
montana,1992,1,"1D, 1R",5D,3R,5,3,0.63,0.38,"1D,1R",1D,1R,1,1,1,1,D,1
montana,1994,1,1D,5D,3R,5,3,0.63,0.38,"1D,1R",1D,1R,1,1,1,1,D,1
montana,1996,1,1D,5D,3R,5,3,0.63,0.38,"1D,1R",1D,1R,1,1,1,1,R,0
montana,1998,1,1R,5D,4R,5,4,0.56,0.44,"1D,1R",1D,1R,1,1,1,1,R,0
montana,2000,1,1R,6D,1R,6,1,0.86,0.14,"1D,1R",2D,0,1,1,1,1,R,0
montana,2002,1,1R,6D,3R,6,3,0.67,0.33,"1D,1R",2D,0,1,1,1,1,R,0
montana,2004,1,1R,6D,3R,6,3,0.67,0.33,"1D,1R",2D,0,1,1,1,1,R,0
montana,2006,1,1R,6D,3R,6,3,0.67,0.33,"1D,1R",2D,0,1,1,1,1,R,0
montana,2008,1,1R,6D,4R,6,4,0.60,0.40,2D,2D,0,2,0,1,0,R,0
montana,2010,1,1R,8D,1R,8,1,0.89,0.11,2D,1D,1R,1,1,1,1,R,0
