Record Number,"NYC Borough, Block, and Lot (BBL)",Co-reported BBL Status,BBLs Co-reported,Reported NYC Building Identificaiton Numbers (BINs),Street Number,Street Name,Borough,Zip Code,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Automatic Water Benchmarking Eligible,Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),DOF Property Floor Area (Buildngs and Parking)(ft2),Primary Property Type - Self Selected,DOF Number of Buildings
8340,3044350001,Secondary,3044350050;3044350001;3044520085;3044520001;3044520020;3044520200;3044350050;3044520105;3044520010,3397020;3343583;3343590;3343584;3343585;3343586;3343587;3343588;3343589;3343591;3343595;3343596;3343597;3343592;3336173;3336177;3336174;3336175;3336176;3342906;3342907;3342908;3342901;3342902;3342903;3342904;3342905;3843388;3391210;3340239;3340240;3340241;3340243;3340244;3391208;3340238;3340242;3396722;3396723;3391209;3397019;3343598;3343599;3343600;3343601;3343602;3343603;3343604;3343605;3343606;3343607;3343608;3345673;3391207;3823956;3098297;3098293;3098299;3098298;3098295;3098300;3098296;3856729;3098291,1155,PENNSYLVANIA AVENUE,Brooklyn,11239,Filed,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,997720,,5
15756,3023247501,,3023247501,3397389;3319523,,,Brooklyn,,Not on Covered Buildings List,73,72.6,124.5,123.8,Not Available,N/A,None,Not Available,512.79999999999995,301.60000000000002,211.2,113434,,Multifamily Housing,
8345,3044520010,Secondary,3044350050;3044350001;3044520085;3044520001;3044520020;3044520200;3044350050;3044520105;3044520010,3397020;3343583;3343590;3343584;3343585;3343586;3343587;3343588;3343589;3343591;3343595;3343596;3343597;3343592;3336173;3336177;3336174;3336175;3336176;3342906;3342907;3342908;3342901;3342902;3342903;3342904;3342905;3843388;3391210;3340239;3340240;3340241;3340243;3340244;3391208;3340238;3340242;3396722;3396723;3391209;3397019;3343598;3343599;3343600;3343601;3343602;3343603;3343604;3343605;3343606;3343607;3343608;3345673;3391207;3823956;3098297;3098293;3098299;3098298;3098295;3098300;3098296;3856729;3098291,1266,PENNSYLVANIA AVENUE,Brooklyn,11207,Filed,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,186272,,1
8346,3044520020,Secondary,3044350050;3044350001;3044520085;3044520001;3044520020;3044520200;3044350050;3044520105;3044520010,3397020;3343583;3343590;3343584;3343585;3343586;3343587;3343588;3343589;3343591;3343595;3343596;3343597;3343592;3336173;3336177;3336174;3336175;3336176;3342906;3342907;3342908;3342901;3342902;3342903;3342904;3342905;3843388;3391210;3340239;3340240;3340241;3340243;3340244;3391208;3340238;3340242;3396722;3396723;3391209;3397019;3343598;3343599;3343600;3343601;3343602;3343603;3343604;3343605;3343606;3343607;3343608;3345673;3391207;3823956;3098297;3098293;3098299;3098298;3098295;3098300;3098296;3856729;3098291,1325,PENNSYLVANIA AVENUE,Brooklyn,11239,Filed,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,1485000,,11
8350,3044520200,Secondary,3044350050;3044350001;3044520085;3044520001;3044520020;3044520200;3044350050;3044520105;3044520010,3397020;3343583;3343590;3343584;3343585;3343586;3343587;3343588;3343589;3343591;3343595;3343596;3343597;3343592;3336173;3336177;3336174;3336175;3336176;3342906;3342907;3342908;3342901;3342902;3342903;3342904;3342905;3843388;3391210;3340239;3340240;3340241;3340243;3340244;3391208;3340238;3340242;3396722;3396723;3391209;3397019;3343598;3343599;3343600;3343601;3343602;3343603;3343604;3343605;3343606;3343607;3343608;3345673;3391207;3823956;3098297;3098293;3098299;3098298;3098295;3098300;3098296;3856729;3098291,1540,VAN SICLEN AVENUE,Brooklyn,11239,Filed,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,1420000,,11
8342,3044350050,Secondary,3044350050;3044350001;3044520085;3044520001;3044520020;3044520200;3044350050;3044520105;3044520010,3397020;3343583;3343590;3343584;3343585;3343586;3343587;3343588;3343589;3343591;3343595;3343596;3343597;3343592;3336173;3336177;3336174;3336175;3336176;3342906;3342907;3342908;3342901;3342902;3342903;3342904;3342905;3843388;3391210;3340239;3340240;3340241;3340243;3340244;3391208;3340238;3340242;3396722;3396723;3391209;3397019;3343598;3343599;3343600;3343601;3343602;3343603;3343604;3343605;3343606;3343607;3343608;3345673;3391207;3823956;3098297;3098293;3098299;3098298;3098295;3098300;3098296;3856729;3098291,177,VANDALIA AVENUE,Brooklyn,11239,Filed,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,240000,,1
8042,3023060015,Primary,3-02306-0015:3-02306-0001,3398181:3396764,208,NORTH   10 STREET,Brooklyn,11211,Filed,19.100000000000001,18.8,59.9,59,Not Available,No,None,Not Available,270.5,0,270.5,174184,73850,Multifamily Housing,1
14200,4001890014,,,,    43-23,  40 STREET         ,Queens,11104,No Submission Matched to BBL,,,,,,N/A,None,,,,,#N/A,52000,,1
8041,3023060001,Secondary,3-02306-0015:3-02306-0001,3398181:3396764,205,NORTH    9 STREET,Brooklyn,11211,Filed,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,106678,,1
8349,3044520105,Secondary,3044350050;3044350001;3044520085;3044520001;3044520020;3044520200;3044350050;3044520105;3044520010,3397020;3343583;3343590;3343584;3343585;3343586;3343587;3343588;3343589;3343591;3343595;3343596;3343597;3343592;3336173;3336177;3336174;3336175;3336176;3342906;3342907;3342908;3342901;3342902;3342903;3342904;3342905;3843388;3391210;3340239;3340240;3340241;3340243;3340244;3391208;3340238;3340242;3396722;3396723;3391209;3397019;3343598;3343599;3343600;3343601;3343602;3343603;3343604;3343605;3343606;3343607;3343608;3345673;3391207;3823956;3098297;3098293;3098299;3098298;3098295;3098300;3098296;3856729;3098291,186,VANDALIA AVENUE,Brooklyn,11239,Filed,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,181274,,1
7651,3012030044,,3-01203-0044,3397030,     1483,PACIFIC STREET      ,Brooklyn,11216,Filed,243,240.2,611.5,606.6,Not Available,N/A,None,1,1145.4000000000001,248.4,897,64648,64648,K-12 School,1
7932,3019747501,,3-01974-7501,3397042,1122,BEDFORD AVENUE,Brooklyn,11216,Filed,56.5,56.1,130.4,129.5,55.61,No,Manual,Not Available,321.39999999999998,97,224.4,81169,72598,Multifamily Housing,1
7828,3016990027,,3-01699-0027,3397047,1600,FULTON STREET,Brooklyn,11213,Filed,60.6,60.3,104.5,103.9,64.09,Yes,ABS,Not Available,294,170,124,77980,76980,Multifamily Housing,1
7671,3012470011,,3012470011,3397383,796,STERLING PLACE,Brooklyn,11216,Filed,60.8,60.2,126.5,125,68.58,Yes,ABS,Not Available,212.5,85.3,127.2,52156,61565,Multifamily Housing,1
8051,3023247502,,3023247502,3397391,34,NORTH    7 STREET,Brooklyn,11249,Filed,245.5,241.7,507.2,500.8,Not Available,No,None,Not Available,1084.7,442.6,642.1,66120,632007,Multifamily Housing,2
15928,3079200002,,3-07920-0002,3397393,,,Brooklyn,,Not on Covered Buildings List,88.2,88.1,272.60000000000002,272.6,Not Available,N/A,None,59,1178,17.5,1160.5,165553,,Strip Mall,
8052,3023327502,,3023327502,3397446;3854971,22,NORTH    6 STREET,Brooklyn,11249,Filed,423.4,422.4,891.2,890.1,Not Available,No,None,Not Available,1724,673,1051,60452,632007,Multifamily Housing,2
8055,3023407503,,3023407503,3397447,2,NORTHSIDE PIERS,Brooklyn,11249,Filed,60,59.6,74.2,73.8,Not Available,No,None,Not Available,579.1,503.4,75.7,173672,283767,Multifamily Housing,1
7489,3004767501,,3-00476-7501,3397571;3008141,505,COURT STREET,Brooklyn,11231,Filed,95.3,96.5,146.4,147.5,Not Available,No,None,Not Available,846.1,577.9,268.2,148800,133465,Multifamily Housing,1
7833,3017107501,,3-01710-7501,3397596,1825,ATLANTIC AVENUE,Brooklyn,11233,Filed,66.599999999999994,Not Available,109.3,Not Available,Not Available,No,Manual,Not Available,684.2,426.2,258,168314,159922,Multifamily Housing,1
15738,3020137503,,3020137503,3397606;3853770;3830441,,,Brooklyn,,Not on Covered Buildings List,147,147,229.6,229.6,Not Available,N/A,None,Not Available,676.4,451.8,224.6,76689,,Multifamily Housing,
8037,3022977502,,3-02297-7502,3397613;3331568;3823102,125,NORTH   10 STREET,Brooklyn,11249,Filed,62.3,61.4,118.4,116.9,Not Available,No,None,Not Available,363.1,177,186.1,90260,94200,Multifamily Housing,1
8050,3023197501,,3023197501,3397614,144,NORTH    8 STREET,Brooklyn,11249,Filed,19.899999999999999,19.9,48.6,48.6,Not Available,No,None,Not Available,190.9,47,143.9,133400,79075,Multifamily Housing,1
8076,3024687501,,3-02468-7501,3397615,11,BROADWAY,Brooklyn,11249,Filed,28.7,28.5,45.5,45.3,Not Available,No,None,Not Available,351.8,229.9,121.9,203426,203426,Multifamily Housing,2
8231,3035890038,,3-03589-0038,3397844,730,ROCKAWAY AVENUE,Brooklyn,11212,Filed,68.7,Not Available,110.1,Not Available,Not Available,No,Manual,Not Available,317.2,204.6,112.6,76222,75233,Multifamily Housing,1
9269,3067830076,,3067830076,3397890,2000,KINGS HIGHWAY,Brooklyn,11229,Filed,11.2,11.2,33.799999999999997,33.7,Not Available,No,None,Not Available,52,1.9,50.1,58420,50800,Multifamily Housing,1
7417,3002367503,,3-00236-7503,3398020;3001843,9,COLLEGE PLACE,Brooklyn,11201,Filed,102.3,101.4,162.4,161,21.44,Yes,ABS,Not Available,535.20000000000005,349.6,185.6,86705,66417,Multifamily Housing,1
7829,3016997501,,3-01699-7501,3398101,43,ALBANY AVENUE,Brooklyn,11213,Filed,119.1,119.1,147,147,Not Available,No,None,Not Available,813.4,708.3,105.1,122950,104603,Multifamily Housing,1
7468,3003057501,,3003057501,3398124,417,HICKS STREET,Brooklyn,11201,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,0,,147352,141335,Multifamily Housing,9
9618,3086767503,,3-08676-7503,3398246,3015,BRIGHTON    6 STREET,Brooklyn,11235,Filed,13.7,Not Available,34.4,Not Available,8.4,No,Manual,Not Available,91.2,19.899999999999999,71.3,91377,91377,Multifamily Housing,1
8311,3040917501,,3-04091-7501,3398467,679,NEW LOTS AVENUE,Brooklyn,11207,Filed,40.4,40.2,71.400000000000006,71.1,Not Available,No,None,Not Available,371.7,207,164.7,146487,142221,Multifamily Housing,1
8310,3040917501,,3-04091-7501,3398467;3851502,679,NEW LOTS AVENUE,Brooklyn,11207,Filed,58.3,57.7,89.1,88.4,Not Available,No,None,Not Available,503.4,346.1,157.30000000000001,145065,142221,Multifamily Housing,1
7946,3020337501,,3-02033-7501,3398478,130,FLUSHING AVENUE,Brooklyn,11205,Filed,28.6,28.4,63.5,63.1,Not Available,No,None,Not Available,566.6,191.4,375.2,287554,286554,Multifamily Housing,1
8356,3044527501,,3-04452-7501,3398621,1165,ELTON STREET,Brooklyn,11208,Filed,49,49,85.1,85.1,Not Available,No,None,Not Available,162.1,92.8,69.3,53004,64197,Multifamily Housing,1
8357,3044527502,,3-04452-7502,3398622,1166,ELTON STREET,Brooklyn,11208,Filed,51.6,51.5,106.8,106.4,Not Available,No,None,Not Available,182.8,74.2,108.6,53006,64197,Multifamily Housing,1
8240,3036170025,,3-03617-0025,3398651;3398652;3398648;3398654;3830507;3398650;3398649,550,WATKINS STREET,Brooklyn,11212,Filed,67.099999999999994,66.7,109.7,109.2,Not Available,No,None,Not Available,227.1,142.30000000000001,84.8,55479,53864,Multifamily Housing,1
7474,3003397503,,3-00339-7503,3398702;3336018;3397840,291,UNION STREET,Brooklyn,11231,Filed,34.299999999999997,34.3,107.6,107.6,Not Available,No,None,Not Available,248,0,248,89000,88516,Multifamily Housing,1
7467,3003057501,,3003057501,3398747;3398748;3398749;3398123;3398124,417,HICKS STREET,Brooklyn,11201,Filed,95.4,94.9,188.5,187.6,Not Available,No,None,Not Available,922.5,416.1,506.4,147352,141335,Multifamily Housing,9
7674,3012500040,,3-01250-0040,3399146,1093,ST JOHNS PLACE,Brooklyn,11213,Filed,54.4,54.2,101.4,101.2,51.92,Yes,ABS,Not Available,440.2,222.4,217.8,126216,123741,Multifamily Housing,1
7744,3013470054,,3-01347-0054,3399196;3806178,1507,BERGEN STREET,Brooklyn,11213,Filed,60.9,60.6,100.8,100.2,29.09,Yes,ABS,Not Available,230.9,142.30000000000001,88.6,61854,60053,Multifamily Housing,1
8125,3030140014,,3030140014,339984,1087,FLUSHING AVENUE,Brooklyn,11237,Filed,31.4,31.4,96.6,96.6,Not Available,No,None,Not Available,194,3.7,190.3,76755,80332,Multifamily Housing,1
8247,3036720020,,3-03672-0020,3401154,2706,FULTON STREET,Brooklyn,11207,Filed,16.5,16.4,36.5,36.4,0,Yes,None,92,65.3,22.5,42.8,57441,57441,Non-Refrigerated Warehouse,1
8282,3037820140,,3-03782-0140,3401200,350,SNEDIKER AVENUE,Brooklyn,11207,Filed,42.7,42.4,134,133.1,Not Available,No,None,Not Available,320.60000000000002,0,320.60000000000002,92305,87081,Multifamily Housing,1
15767,3030700015,,3030700015,3403573,,,Brooklyn,,Not on Covered Buildings List,201.9,200.5,455.7,451.1,Not Available,N/A,None,Not Available,112.4,36.299999999999997,76.099999999999994,8019,,Multifamily Housing,
9717,3088330200,,3-08833-0200,3412420,2461,KNAPP STREET,Brooklyn,11235,Filed,32,31.8,67.3,67.1,1.05,No,Manual,22,129.6,50.8,78.8,60117,83056,Distribution Center,1
9375,3072140001,,372140001,"3412509, 3322341",2525,WEST    2 STREET,Brooklyn,11223,Filed,91.1,Not Available,138.9,Not Available,Not Available,No,None,Not Available,969.4,670.6,298.8,177000,177000,Multifamily Housing,2
15672,3014520076,,3-01452-0076,3413799,,,Brooklyn,,Not on Covered Buildings List,75.8,75.3,124.5,123.9,68.23,N/A,None,Not Available,261.7,162.9,98.8,56540,,Multifamily Housing,
15773,3032060001,,3-03206-0001,3413844,,,Brooklyn,,Not on Covered Buildings List,50.8,50.6,107.8,107.2,Not Available,N/A,None,Not Available,202.4,77.3,125.1,59000,,Multifamily Housing,
15822,3036030025,,3-03603-0025,3413856,,,Brooklyn,,Not on Covered Buildings List,63.2,62.7,111,110.6,Not Available,N/A,None,Not Available,387.6,217.6,170,97850,,Multifamily Housing,
14202,4001900025,,,,    43-08,  40 STREET         ,Queens,11104,No Submission Matched to BBL,,,,,,N/A,None,,,,,#N/A,53000,,1
15847,3044490001,Primary,3-04449-0001;3-04449-0110,3413878;3856642;3398623,,,Brooklyn,,Not on Covered Buildings List,58.7,58.5,104,103.6,Not Available,N/A,None,Not Available,105.2,58.1,47.1,28524,,Multifamily Housing,
14640,4114407501,,,,78-10,153 AVENUE,Queens,11414,No Submission Matched to BBL,,,,,,Yes,None,,,,,#N/A,52400,,1
7368,3001450032,,3-00145-0032,3837035,      222,DUFFIELD STREET     ,Brooklyn,11201,Filed,102.6,102.6,215.5,215.6,40.14,N/A,None,39,1678.1,657.9,1020.2,243134,173000,Hotel,1
15848,3044490110,Secondary,3-04449-0001;3-04449-0110,3413878;3856642;3398623,,,Brooklyn,,Not on Covered Buildings List,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,,,
15603,3002117501,,3002117501,3413890;3001543,,,Brooklyn,,Not on Covered Buildings List,147,146.4,229.6,228.7,Not Available,N/A,None,Not Available,15331.5,10240.4,5091.1000000000004,1738319,,Multifamily Housing,
8470,3050440068,,3050440068,3-5044-68,245,HAWTHORNE STREET,Brooklyn,11225,Filed,98.7,Not Available,148.30000000000001,Not Available,Not Available,Yes,None,Not Available,482.2,338.6,143.6,82542,82542,Multifamily Housing,1
9819,4001850017,,4001850017,4002388,41-11,40 STREET,Queens,11104,Filed,122.8,117.7,157,151.6,66.89,Yes,ABS,Not Available,726.3,627.5,98.8,79000,79000,Multifamily Housing,1
7525,3007100001,,3007100001,3800004,     4000,   1 AVENUE         ,Brooklyn,11232,Filed,38,38.7,64.599999999999994,65.3,Not Available,N/A,None,Not Available,822.3,485.2,337.1,350000,374240,Non-Refrigerated Warehouse,1
7516,3006830001,,3006830001,3801582;3336897;,      892,   3 AVENUE         ,Brooklyn,11232,Filed,44.7,45.2,98,98.4,Not Available,N/A,None,Not Available,2155.6999999999998,758,1397.7,703259,744500,Mixed Use Property,2
7526,3007170001,,3007170001,3801830;3337137,201,42 STREET,Brooklyn,11232,Filed,30.9,31.5,51.2,51.8,26.15,Yes,None,86,173.9,89.9,84,87485,104182,Non-Refrigerated Warehouse,1
8207,3034170001,,3-03417-0001,3808438;3814046;3814051;3814050;3814049;3392663,575,CENTRAL AVENUE,Brooklyn,11207,Filed,74.900000000000006,74.4,116,115.6,50.57,No,Manual,Not Available,270.39999999999998,182.6,87.8,60357,63403,Multifamily Housing,1
8228,3035750011,,3-03575-0011,3808681;3808654;3326506;3326507;3326505,355,CHESTER STREET,Brooklyn,11212,Filed,62.9,62.1,197.4,195.1,Not Available,No,None,Not Available,468.6,0,468.6,91600,91600,Multifamily Housing,1
8208,3034190029,,3-03419-0029,3814076,342,ELDERT STREET,Brooklyn,11237,Filed,32.9,32.6,93,92.3,Not Available,No,None,Not Available,211.3,21.5,189.8,83335,66668,Multifamily Housing,1
7831,3017030014,,3-01703-0014,3815533,1834,FULTON STREET,Brooklyn,11233,Filed,193.1,192,284.2,283,67,No,Manual,27,1410,1016,394,124239,280000,Senior Care Community,1
15732,3019210019,,3-01921-0019,3816816,,,Brooklyn,,Not on Covered Buildings List,143,Not Available,223.5,Not Available,2.93,N/A,None,2,197.5,131.80000000000001,65.7,23000,,K-12 School,
12207,3001920009,,3-00192-0009,3816820,,,Brooklyn,,BBL not valid,136.1,Not Available,216.2,Not Available,2.89,N/A,N/A,3,468.2,305.5,162.69999999999999,57000,,K-12 School,
7899,3019200001,,3-01920-0001,3816829,255,RYERSON STREET,Brooklyn,11205,Filed,151.69999999999999,Not Available,230.4,Not Available,34.99,Yes,None,32,531.79999999999995,368.5,163.30000000000001,59000,291041,Residence Hall/Dormitory,3
11905,5000110020,,5-00011-0020,3817561,60,HAMILTON AVENUE,Staten Island,10301,Filed,,Not Available,,Not Available,89.08,Yes,ABS,Not Available,,,,75414,75414,Office,1
7346,3000537501,,3-00053-7501,3819460;3831965;3819434;3831964;3391186,100,JAY STREET,Brooklyn,11201,Filed,78.400000000000006,77.9,162.69999999999999,161.5,Not Available,Yes,ABS,Not Available,1886,761.9,1124.0999999999999,359370,379258,Multifamily Housing,1
8209,3034440016,,3034440016,3821736,22,MOFFAT STREET,Brooklyn,11207,Filed,38.1,38.1,119.6,119.6,34.64,Yes,ABS,Not Available,228.4,0,228.4,73676,66978,Multifamily Housing,1
15626,3011920046,,3-01192-0046,3821940;3821941;3255814,,,Brooklyn,,Not on Covered Buildings List,8.4,8.4,9.300000000000001,9.3,Not Available,N/A,None,99,45.8,43.3,2.5,73456,,Non-Refrigerated Warehouse,
8322,3043670001,,3043670001,3827604,464,STANLEY AVENUE,Brooklyn,11207,Filed,21,20.8,53.4,53.1,2.92,Yes,None,Not Available,114.7,23.8,90.9,74505,89586,Self-Storage Facility,1
8173,3031400001,,3031400001,3827632;3814525;3838754;3838711;3823030;3071838,930,FLUSHING AVENUE,Brooklyn,11206,Filed,26.7,26.6,52.7,52.5,Not Available,No,None,87,559.1,253.1,306,319284,304080,Distribution Center,1
14532,4052630021,,,,35-28,153 STREET,Queens,11354,No Submission Matched to BBL,,,,,,No,None,,,,,#N/A,51042,,1
7902,3019210001,,3-01921-0001,3827804,333,WAVERLY AVENUE,Brooklyn,11205,Filed,136.1,Not Available,216.2,Not Available,2.9,No,Manual,9,254.6,166.1,88.5,31000,62000,K-12 School,1
9339,3070490051,,3-07049-0051,3828548,3121,SURF AVENUE,Brooklyn,11224,Filed,74.400000000000006,75,106.2,106.8,40.88,Yes,ABS,Not Available,288.8,215.8,73,66755,66755,Multifamily Housing,1
8487,3050580024,,3050580024,3831636;3116086,40,WOODRUFF AVENUE,Brooklyn,11226,Filed,70.900000000000006,70.6,98.5,98.2,Not Available,No,None,Not Available,311,239.8,71.2,76065,66144,Multifamily Housing,1
15926,3073680017,,3-07368-0017,3835513,,,Brooklyn,,Not on Covered Buildings List,331.6,330.8,821.4,821.1,Not Available,N/A,None,14,719.8,167.5,552.29999999999995,29985,,Supermarket/Grocery Store,
7934,3020017501,,3020017501,3838815,139,FLATBUSH AVENUE,Brooklyn,11217,Filed,113.7,113.6,333.9,333.9,32.26,No,Manual,Not Available,6892.5,450.8,6441.7,771369,906158,Office,1
15930,3081230022,,3-08123-0022,3844209,,,Brooklyn,,Not on Covered Buildings List,328.4,328.2,574.6,574.9,0,N/A,None,1,2670.3,1507.6,1162.7,130000,,Non-Refrigerated Warehouse,
15622,3009680001,,3-00968-0001,3846361,,,Brooklyn,,Not on Covered Buildings List,37.1,37.1,116.6,116.6,54.92,N/A,None,Not Available,505.4,0,505.4,167343,,Office,
10110,4012680001,,4-01268-0001,4029194,81-06,34 AVENUE,Queens,11372,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,,60782,57888,Multifamily Housing,1
9679,3087208001,,3-08720-8001,3848215,N/A,SEACOAST TERRACE,Brooklyn,,Filed,9,9,28.2,28.2,Not Available,No,None,Not Available,70.3,0,70.3,96000,120000,Other,1
15824,3036790015,,3-03679-0015,3850138,,,Brooklyn,,Not on Covered Buildings List,,Not Available,,Not Available,Not Available,N/A,None,Not Available,,212.5,,80000,,Multifamily Housing,
7832,3017080001,,3017080001,3850578;3338126;3338127;3338128;3338129;3338130;3338135;3338136;3338137;3338138;3338139;3338140;3338141;3338143;3338144;3338145;3338146;3338147;3338148;3338149;3338154;3338124;3338125;3850569;3850570;3850571;3850572;3850573;3850574;3850575;3850576;3850577;3850579;3850580;3850581;3850582;3850583;3850584;3850586;3850587;3850588;3850589;3850590;3850591,53,UTICA AVENUE,Brooklyn,11233,Filed,68,67.5,72.5,72,Not Available,No,None,Not Available,761,751.7,9.300000000000001,209963,116718,Multifamily Housing,7
7887,3019050120,,3-01905-0120,3853174,215,WILLOUGHBY AVENUE,Brooklyn,11205,Filed,46.3,Not Available,100.8,Not Available,1,No,Manual,71,47.5,17,30.5,15000,287000,Retail Store,1
9323,3069470600,,3069470600,3853594,2400,CROPSEY AVENUE,Brooklyn,11214,Filed,12.4,12.5,31.1,31.2,0.35,Yes,None,Not Available,65.900000000000006,14.6,51.3,72910,96455,Self-Storage Facility,1
9585,3079200006,,3-07920-0006,3855615;3397396,8719,AVENUE D,Brooklyn,11236,Filed,103.5,103.5,324.89999999999998,324.9,Not Available,Yes,None,Not Available,1468.7,0,1468.7,174460,229456,Other,1
7520,3006950020,,3006950020,3855924;3856283,      627,   2 AVENUE         ,Brooklyn,11232,Filed,45.3,45.7,99.8,100.2,Not Available,N/A,None,Not Available,826.9,286.7,540.20000000000005,265775,287761,Mixed Use Property,1
6319,2032480057,,2032480057,3856062,2690,WEBB AVENUE,Bronx,10468,Filed,1.6,Not Available,4.9,Not Available,Not Available,Yes,None,Not Available,4.4,0,4.4,35000,65931,Multifamily Housing,1
15671,3014520062,,3-01452-0062,3856389,,,Brooklyn,,Not on Covered Buildings List,54.6,54.4,90,89.4,Not Available,N/A,None,Not Available,208.9,129.5,79.400000000000006,62549,,Multifamily Housing,
7844,3017627502,,3-01762-7502,3856725;3393747,382,WILLOUGHBY AVENUE,Brooklyn,11205,Filed,18.7,18.4,58.8,57.9,Not Available,No,None,Not Available,122,0,122,80128,79149,Multifamily Housing,1
7421,3002380026,,3-00238-0026,3991927,22,MONROE PLACE,Brooklyn,11201,Filed,81.900000000000006,83.3,112.6,114,Not Available,No,None,Not Available,332.5,259.39999999999998,73.099999999999994,70645,70645,Multifamily Housing,1
9722,4000157501,,4000157501,4000011,2-40,51 AVENUE,Queens,11101,Filed,75,75,143.30000000000001,143.3,Not Available,Yes,None,Not Available,307.89999999999998,148.4,159.5,63456,60174,Multifamily Housing,1
15938,4000180001,,4000180001,4000019,,,Queens,,Not on Covered Buildings List,50.4,50.2,89.1,88.9,Not Available,N/A,None,Not Available,2292.8000000000002,1273.0999999999999,1019.7,724475,,Multifamily Housing,
9731,4000250015,,4000250015,4000028,44-68,5 STREET,Queens,11101,Filed,50,Not Available,102,Not Available,Not Available,No,None,Not Available,541.6,227.4,314.2,163000,163000,Non-Refrigerated Warehouse,1
9733,4000300009,,4-30-9,4000091,     5-33,  48 AVENUE         ,Queens,11101,Filed,1.2,Not Available,3.9,Not Available,Not Available,N/A,None,Not Available,5.5,0,5.5,54000,55463,Other,1
9737,4000390182,,4000390182,4000210,11-58,BORDEN AVENUE,Queens,11101,Filed,54,Not Available,77.2,Not Available,0.09,Yes,None,Not Available,428.9,319.8,109.1,136500,136500,Other,1
9740,4000500017,,4000500017,4000411,10-41,45 ROAD,Queens,11101,Filed,25,Not Available,32.1,Not Available,Not Available,No,None,100,125.6,108.2,17.399999999999999,66800,60000,Office,1
9744,4000690004,,4-00069-0004,4000531,21-09,BORDEN AVENUE,Queens,11101,Filed,58.5,58.2,105.8,105.5,Not Available,No,None,41,622.29999999999995,331.9,290.39999999999998,168000,168000,Distribution Center,1
12236,4000710024,,4000710024,4000542,,,Queens,,BBL not valid,36.9,36.9,43.7,43.7,Not Available,N/A,N/A,70,1837.5,1676.5,161,656231,,Non-Refrigerated Warehouse,
9746,4000827501,,4-00082-7501,4000697,27-28,THOMSON AVENUE,Queens,11101,Filed,86.2,86.2,164.1,164.2,Not Available,No,None,Not Available,2113.9,1025.5999999999999,1088.3,379502,379502,Multifamily Housing,1
9747,4000840023,,4-00084-0023,4000702,4555,PEARSON STREET,Queens,11101,Filed,31.3,31.4,50,50.1,Not Available,Yes,None,Not Available,512.9,363.5,149.4,213000,213000,Self-Storage Facility,1
9748,4000980022,,4-00098-0022,4000741,47-61,PEARSON PLACE,Queens,11101,Filed,14.9,14.8,23.5,23.4,Not Available,Yes,ABS,73,49.8,32.700000000000003,17.100000000000001,55580,55576,Distribution Center,1
9750,4001150001,,4001150001,4000771,27-11,49 AVENUE,Queens,11101,Filed,58.8,58.4,111.5,111.1,Not Available,Yes,None,77,808.8,395.7,413.1,213100,214820,Non-Refrigerated Warehouse,1
15949,4001160021,,4-00116-0021,4000795,,,Queens,,Not on Covered Buildings List,118.3,Not Available,270.60000000000002,Not Available,Not Available,N/A,None,41,633.29999999999995,221.3,412,71800,,Office,
