"","X","Geography","Median.Household.Income","Income.Bucket","Color"
"1951",1951,"Census Tract 105, Queens County, New York",33211,"Second-Lowest Quintile","#EDEDED"
"1952",1952,"Census Tract 51, Bronx County, New York",16283,"Lowest Quintile","#F7F7F7"
"1953",1953,"Census Tract 210, New York County, New York",36922,"Second-Lowest Quintile","#EAEAEA"
"1954",1954,"Census Tract 51, Kings County, New York",85870,"Highest Quintile","#BEBEBE"
"1955",1955,"Census Tract 973, Queens County, New York",90000,"Highest Quintile","#B9B9B9"
"1956",1956,"Census Tract 981, Queens County, New York",74766,"Highest Quintile","#C9C9C9"
"1957",1957,"Census Tract 37, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1958",1958,"Census Tract 238.01, New York County, New York",62156,"Second-Highest Quintile","#D5D5D5"
"1959",1959,"Census Tract 86, Queens County, New York",64286,"Second-Highest Quintile","#D3D3D3"
"1960",1960,"Census Tract 19, Bronx County, New York",25093,"Lowest Quintile","#F2F2F2"
"1961",1961,"Census Tract 107.01, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1962",1962,"Census Tract 87, Queens County, New York",24336,"Lowest Quintile","#F2F2F2"
"1963",1963,"Census Tract 91, Queens County, New York",64777,"Second-Highest Quintile","#D3D3D3"
"1964",1964,"Census Tract 50.01, Bronx County, New York",28933,"Lowest Quintile","#F0F0F0"
"1965",1965,"Census Tract 50.02, Bronx County, New York",26439,"Lowest Quintile","#F1F1F1"
"1966",1966,"Census Tract 28, Bronx County, New York",44036,"Middle Quintile","#E4E4E4"
"1967",1967,"Census Tract 1283, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1968",1968,"Census Tract 1367, Queens County, New York",65211,"Second-Highest Quintile","#D2D2D2"
"1969",1969,"Census Tract 1200, Kings County, New York",29537,"Lowest Quintile","#F0F0F0"
"1970",1970,"Census Tract 1202, Kings County, New York",62974,"Second-Highest Quintile","#D4D4D4"
"1971",1971,"Census Tract 240, New York County, New York",0,"Lowest Quintile","#FFFFFF"
"1972",1972,"Census Tract 90, Bronx County, New York",24129,"Lowest Quintile","#F3F3F3"
"1973",1973,"Census Tract 939, Queens County, New York",72532,"Second-Highest Quintile","#CBCBCB"
"1974",1974,"Census Tract 209, Bronx County, New York",27440,"Lowest Quintile","#F1F1F1"
"1975",1975,"Census Tract 225, Bronx County, New York",35000,"Second-Lowest Quintile","#EBEBEB"
"1976",1976,"Census Tract 37, New York County, New York",81875,"Highest Quintile","#C2C2C2"
"1977",1977,"Census Tract 47, New York County, New York",90547,"Highest Quintile","#B9B9B9"
"1978",1978,"Census Tract 224.01, Bronx County, New York",37287,"Second-Lowest Quintile","#E9E9E9"
"1979",1979,"Census Tract 5.02, Kings County, New York",89545,"Highest Quintile","#BABABA"
"1980",1980,"Census Tract 13, Kings County, New York",92599,"Highest Quintile","#B6B6B6"
"1981",1981,"Census Tract 354, Kings County, New York",42436,"Second-Lowest Quintile","#E5E5E5"
"1982",1982,"Census Tract 72, Bronx County, New York",39638,"Second-Lowest Quintile","#E8E8E8"
"1983",1983,"Census Tract 76, Bronx County, New York",40919,"Second-Lowest Quintile","#E7E7E7"
"1984",1984,"Census Tract 216.02, Bronx County, New York",46672,"Middle Quintile","#E2E2E2"
"1985",1985,"Census Tract 411, Bronx County, New York",39623,"Second-Lowest Quintile","#E8E8E8"
"1986",1986,"Census Tract 504, Bronx County, New York",0,"Lowest Quintile","#FFFFFF"
"1987",1987,"Census Tract 553, Kings County, New York",64201,"Second-Highest Quintile","#D3D3D3"
"1988",1988,"Census Tract 557, Kings County, New York",60119,"Second-Highest Quintile","#D7D7D7"
"1989",1989,"Census Tract 251, New York County, New York",33561,"Second-Lowest Quintile","#ECECEC"
"1990",1990,"Census Tract 147, Richmond County, New York",106429,"Highest Quintile","#A3A3A3"
"1991",1991,"Census Tract 169.01, Richmond County, New York",54506,"Middle Quintile","#DCDCDC"
"1992",1992,"Census Tract 4, Bronx County, New York",71968,"Second-Highest Quintile","#CCCCCC"
"1993",1993,"Census Tract 413, Bronx County, New York",40862,"Second-Lowest Quintile","#E7E7E7"
"1994",1994,"Census Tract 419, Bronx County, New York",33426,"Second-Lowest Quintile","#EDEDED"
"1995",1995,"Census Tract 115.02, Bronx County, New York",20536,"Lowest Quintile","#F4F4F4"
"1996",1996,"Census Tract 123, Bronx County, New York",13981,"Lowest Quintile","#F8F8F8"
"1997",1997,"Census Tract 565, Queens County, New York",45711,"Middle Quintile","#E3E3E3"
"1998",1998,"Census Tract 39, Richmond County, New York",67639,"Second-Highest Quintile","#D0D0D0"
"1999",1999,"Census Tract 59, Richmond County, New York",62292,"Second-Highest Quintile","#D5D5D5"
"2000",2000,"Census Tract 89, Richmond County, New York",0,"Lowest Quintile","#FFFFFF"
"2001",2001,"Census Tract 97, Richmond County, New York",79231,"Highest Quintile","#C5C5C5"
"2002",2002,"Census Tract 177, Kings County, New York",0,"Lowest Quintile","#FFFFFF"
"2003",2003,"Census Tract 165, Kings County, New York",116341,"Highest Quintile","#969696"
"2004",2004,"Census Tract 159, Kings County, New York",103173,"Highest Quintile","#A8A8A8"
"2005",2005,"Census Tract 207, Kings County, New York",95668,"Highest Quintile","#B2B2B2"
"2006",2006,"Census Tract 152, Kings County, New York",54758,"Middle Quintile","#DCDCDC"
"2007",2007,"Census Tract 164, Kings County, New York",70284,"Second-Highest Quintile","#CDCDCD"
"2008",2008,"Census Tract 192, New York County, New York",16157,"Lowest Quintile","#F7F7F7"
"2009",2009,"Census Tract 242, New York County, New York",21276,"Lowest Quintile","#F4F4F4"
"2010",2010,"Census Tract 2, Bronx County, New York",59826,"Second-Highest Quintile","#D7D7D7"
"2011",2011,"Census Tract 1178, Kings County, New York",43500,"Second-Lowest Quintile","#E5E5E5"
"2012",2012,"Census Tract 1010.02, Queens County, New York",21406,"Lowest Quintile","#F4F4F4"
"2013",2013,"Census Tract 462.02, Bronx County, New York",36155,"Second-Lowest Quintile","#EAEAEA"
"2014",2014,"Census Tract 462.01, Bronx County, New York",48005,"Middle Quintile","#E1E1E1"
"2015",2015,"Census Tract 463, Queens County, New York",50000,"Middle Quintile","#DFDFDF"
"2016",2016,"Census Tract 465, Queens County, New York",45337,"Middle Quintile","#E3E3E3"
"2017",2017,"Census Tract 471, Queens County, New York",32042,"Second-Lowest Quintile","#EEEEEE"
"2018",2018,"Census Tract 485, Queens County, New York",44105,"Middle Quintile","#E4E4E4"
"2019",2019,"Census Tract 237, New York County, New York",34016,"Second-Lowest Quintile","#ECECEC"
"2020",2020,"Census Tract 241, New York County, New York",41018,"Second-Lowest Quintile","#E7E7E7"
"2021",2021,"Census Tract 656, Queens County, New York",85833,"Highest Quintile","#BEBEBE"
"2022",2022,"Census Tract 62.02, Queens County, New York",55913,"Middle Quintile","#DBDBDB"
"2023",2023,"Census Tract 1220, Kings County, New York",39945,"Second-Lowest Quintile","#E7E7E7"
"2024",2024,"Census Tract 231, Bronx County, New York",27228,"Lowest Quintile","#F1F1F1"
"2025",2025,"Census Tract 379, Bronx County, New York",21451,"Lowest Quintile","#F4F4F4"
"2026",2026,"Census Tract 664, Queens County, New York",76736,"Highest Quintile","#C7C7C7"
"2027",2027,"Census Tract 716, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"2028",2028,"Census Tract 6, Queens County, New York",49017,"Middle Quintile","#E0E0E0"
"2029",2029,"Census Tract 8, Queens County, New York",65404,"Second-Highest Quintile","#D2D2D2"
"2030",2030,"Census Tract 331, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"2031",2031,"Census Tract 347, Queens County, New York",60394,"Second-Highest Quintile","#D7D7D7"
"2032",2032,"Census Tract 1184, Kings County, New York",42500,"Second-Lowest Quintile","#E5E5E5"
"2033",2033,"Census Tract 4, Queens County, New York",59775,"Second-Highest Quintile","#D7D7D7"
"2034",2034,"Census Tract 1182.02, Kings County, New York",31651,"Lowest Quintile","#EEEEEE"
"2035",2035,"Census Tract 1190, Kings County, New York",29934,"Lowest Quintile","#EFEFEF"
"2036",2036,"Census Tract 1196, Kings County, New York",30771,"Lowest Quintile","#EFEFEF"
"2037",2037,"Census Tract 7, Kings County, New York",129097,"Highest Quintile","#878787"
"2038",2038,"Census Tract 47, Kings County, New York",104875,"Highest Quintile","#A5A5A5"
"2039",2039,"Census Tract 513, Kings County, New York",57995,"Second-Highest Quintile","#D9D9D9"
"2040",2040,"Census Tract 519, Kings County, New York",53278,"Middle Quintile","#DDDDDD"
"2041",2041,"Census Tract 7, New York County, New York",115472,"Highest Quintile","#979797"
"2042",2042,"Census Tract 13, New York County, New York",111220,"Highest Quintile","#9D9D9D"
"2043",2043,"Census Tract 10.01, New York County, New York",77311,"Highest Quintile","#C7C7C7"
"2044",2044,"Census Tract 10.02, New York County, New York",17828,"Lowest Quintile","#F6F6F6"
"2045",2045,"Census Tract 549, Kings County, New York",45060,"Middle Quintile","#E3E3E3"
"2046",2046,"Census Tract 20.01, Richmond County, New York",62939,"Second-Highest Quintile","#D4D4D4"
"2047",2047,"Census Tract 36, Richmond County, New York",70547,"Second-Highest Quintile","#CDCDCD"
"2048",2048,"Census Tract 235.01, New York County, New York",34679,"Second-Lowest Quintile","#ECECEC"
"2049",2049,"Census Tract 243.02, New York County, New York",16505,"Lowest Quintile","#F6F6F6"
"2050",2050,"Census Tract 244.01, Richmond County, New York",105655,"Highest Quintile","#A4A4A4"
"2051",2051,"Census Tract 244.02, Richmond County, New York",79615,"Highest Quintile","#C4C4C4"
"2052",2052,"Census Tract 228, Richmond County, New York",0,"Lowest Quintile","#FFFFFF"
"2053",2053,"Census Tract 277.02, Richmond County, New York",55370,"Middle Quintile","#DBDBDB"
"2054",2054,"Census Tract 279, Richmond County, New York",84398,"Highest Quintile","#C0C0C0"
"2055",2055,"Census Tract 112.02, Richmond County, New York",80164,"Highest Quintile","#C4C4C4"
"2056",2056,"Census Tract 122, Richmond County, New York",68964,"Second-Highest Quintile","#CFCFCF"
"2057",2057,"Census Tract 128.04, Richmond County, New York",79125,"Highest Quintile","#C5C5C5"
"2058",2058,"Census Tract 134, Richmond County, New York",77621,"Highest Quintile","#C6C6C6"
"2059",2059,"Census Tract 348, Kings County, New York",41414,"Second-Lowest Quintile","#E6E6E6"
"2060",2060,"Census Tract 350, Kings County, New York",46180,"Middle Quintile","#E2E2E2"
"2061",2061,"Census Tract 352, Kings County, New York",9215,"Lowest Quintile","#FAFAFA"
"2062",2062,"Census Tract 1070, Kings County, New York",56638,"Second-Highest Quintile","#DADADA"
"2063",2063,"Census Tract 1034, Kings County, New York",27284,"Lowest Quintile","#F1F1F1"
"2064",2064,"Census Tract 621, Queens County, New York",52331,"Middle Quintile","#DEDEDE"
"2065",2065,"Census Tract 637, Queens County, New York",54767,"Middle Quintile","#DCDCDC"
"2066",2066,"Census Tract 655.01, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"2067",2067,"Census Tract 291, New York County, New York",31525,"Lowest Quintile","#EEEEEE"
"2068",2068,"Census Tract 299, New York County, New York",21909,"Lowest Quintile","#F4F4F4"
"2069",2069,"Census Tract 311, New York County, New York",0,"Lowest Quintile","#FFFFFF"
"2070",2070,"Census Tract 283, New York County, New York",37252,"Second-Lowest Quintile","#EAEAEA"
"2071",2071,"Census Tract 285, New York County, New York",26229,"Lowest Quintile","#F1F1F1"
"2072",2072,"Census Tract 360.01, Kings County, New York",20821,"Lowest Quintile","#F4F4F4"
"2073",2073,"Census Tract 362, Kings County, New York",28750,"Lowest Quintile","#F0F0F0"
"2074",2074,"Census Tract 730, Kings County, New York",92802,"Highest Quintile","#B5B5B5"
"2075",2075,"Census Tract 736, Kings County, New York",41214,"Second-Lowest Quintile","#E6E6E6"
"2076",2076,"Census Tract 160.02, New York County, New York",78583,"Highest Quintile","#C5C5C5"
"2077",2077,"Census Tract 726, Kings County, New York",63661,"Second-Highest Quintile","#D4D4D4"
"2078",2078,"Census Tract 732, Kings County, New York",68580,"Second-Highest Quintile","#CFCFCF"
"2079",2079,"Census Tract 186, New York County, New York",18189,"Lowest Quintile","#F6F6F6"
"2080",2080,"Census Tract 696.02, Kings County, New York",85313,"Highest Quintile","#BFBFBF"
"2081",2081,"Census Tract 700, Kings County, New York",97206,"Highest Quintile","#B0B0B0"
"2082",2082,"Census Tract 6, Richmond County, New York",43712,"Second-Lowest Quintile","#E4E4E4"
"2083",2083,"Census Tract 21, Richmond County, New York",36131,"Second-Lowest Quintile","#EAEAEA"
"2084",2084,"Census Tract 680, Queens County, New York",73424,"Highest Quintile","#CACACA"
"2085",2085,"Census Tract 334, Bronx County, New York",28173,"Lowest Quintile","#F0F0F0"
"2086",2086,"Census Tract 393, Bronx County, New York",17988,"Lowest Quintile","#F6F6F6"
"2087",2087,"Census Tract 122, New York County, New York",137500,"Highest Quintile","#7C7C7C"
"2088",2088,"Census Tract 235.02, Bronx County, New York",22445,"Lowest Quintile","#F3F3F3"
"2089",2089,"Census Tract 381, Bronx County, New York",27500,"Lowest Quintile","#F1F1F1"
"2090",2090,"Census Tract 18, Kings County, New York",0,"Lowest Quintile","#FFFFFF"
"2091",2091,"Census Tract 383.01, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"2092",2092,"Census Tract 383.02, Queens County, New York",97500,"Highest Quintile","#AFAFAF"
"2093",2093,"Census Tract 1142.01, Kings County, New York",43546,"Second-Lowest Quintile","#E5E5E5"
"2094",2094,"Census Tract 1142.02, Kings County, New York",26318,"Lowest Quintile","#F1F1F1"
"2095",2095,"Census Tract 1189, Queens County, New York",65612,"Second-Highest Quintile","#D2D2D2"
"2096",2096,"Census Tract 1201, Queens County, New York",44815,"Middle Quintile","#E4E4E4"
"2097",2097,"Census Tract 3, Richmond County, New York",46731,"Middle Quintile","#E2E2E2"
"2098",2098,"Census Tract 7, Richmond County, New York",39191,"Second-Lowest Quintile","#E8E8E8"
"2099",2099,"Census Tract 293.01, Bronx County, New York",100776,"Highest Quintile","#ABABAB"
"2100",2100,"Census Tract 293.02, Bronx County, New York",80313,"Highest Quintile","#C4C4C4"
"2101",2101,"Census Tract 181, New York County, New York",73169,"Highest Quintile","#CACACA"
"2102",2102,"Census Tract 183, New York County, New York",79453,"Highest Quintile","#C4C4C4"
"2103",2103,"Census Tract 271, New York County, New York",38125,"Second-Lowest Quintile","#E9E9E9"
"2104",2104,"Census Tract 279, New York County, New York",36731,"Second-Lowest Quintile","#EAEAEA"
"2105",2105,"Census Tract 150.02, New York County, New York",170486,"Highest Quintile","#575757"
"2106",2106,"Census Tract 160.01, New York County, New York",189936,"Highest Quintile","#3A3A3A"
"2107",2107,"Census Tract 77, New York County, New York",80747,"Highest Quintile","#C3C3C3"
"2108",2108,"Census Tract 79, New York County, New York",123542,"Highest Quintile","#8D8D8D"
"2109",2109,"Census Tract 169, New York County, New York",104530,"Highest Quintile","#A6A6A6"
"2110",2110,"Census Tract 173, New York County, New York",101162,"Highest Quintile","#AAAAAA"
"2111",2111,"Census Tract 171, New York County, New York",117474,"Highest Quintile","#959595"
"2112",2112,"Census Tract 159, New York County, New York",117984,"Highest Quintile","#949494"
"2113",2113,"Census Tract 163, New York County, New York",100617,"Highest Quintile","#ABABAB"
"2114",2114,"Census Tract 174.01, New York County, New York",25809,"Lowest Quintile","#F2F2F2"
"2115",2115,"Census Tract 2.02, New York County, New York",27288,"Lowest Quintile","#F1F1F1"
"2116",2116,"Census Tract 2.01, New York County, New York",18831,"Lowest Quintile","#F5F5F5"
"2117",2117,"Census Tract 14.01, New York County, New York",93000,"Highest Quintile","#B5B5B5"
"2118",2118,"Census Tract 561, Queens County, New York",104875,"Highest Quintile","#A5A5A5"
"2119",2119,"Census Tract 1180, Kings County, New York",0,"Lowest Quintile","#FFFFFF"
"2120",2120,"Census Tract 281, New York County, New York",80714,"Highest Quintile","#C3C3C3"
"2121",2121,"Census Tract 143, New York County, New York",0,"Lowest Quintile","#FFFFFF"
"2122",2122,"Census Tract 189, New York County, New York",27568,"Lowest Quintile","#F1F1F1"
"2123",2123,"Census Tract 197.01, New York County, New York",96094,"Highest Quintile","#B1B1B1"
"2124",2124,"Census Tract 201.01, New York County, New York",81648,"Highest Quintile","#C2C2C2"
"2125",2125,"Census Tract 281, Bronx County, New York",44974,"Middle Quintile","#E3E3E3"
"2126",2126,"Census Tract 435, Bronx County, New York",17604,"Lowest Quintile","#F6F6F6"
"2127",2127,"Census Tract 148.02, New York County, New York",103203,"Highest Quintile","#A7A7A7"
"2128",2128,"Census Tract 158.01, New York County, New York",136378,"Highest Quintile","#7E7E7E"
"2129",2129,"Census Tract 191, New York County, New York",82732,"Highest Quintile","#C1C1C1"
"2130",2130,"Census Tract 195, New York County, New York",80809,"Highest Quintile","#C3C3C3"
"2131",2131,"Census Tract 307.01, Bronx County, New York",77217,"Highest Quintile","#C7C7C7"
"2132",2132,"Census Tract 309, Bronx County, New York",86053,"Highest Quintile","#BEBEBE"
"2133",2133,"Census Tract 320, Queens County, New York",79821,"Highest Quintile","#C4C4C4"
"2134",2134,"Census Tract 690, Queens County, New York",75559,"Highest Quintile","#C8C8C8"
"2135",2135,"Census Tract 723, Queens County, New York",134032,"Highest Quintile","#818181"
