"company","position","salary","worklife","compensation","jobsecurity","management","culture"
"CALIFORNIA STATE UNIVERSITY, CHICO","Victim Advocate",4704,"3.8","2.4","3.2","3.8","3.6"
"CALIFORNIA STATE UNIVERSITY, CHICO","Systems Analyst",6400,"3.8","2.4","3.2","3.8","3.6"
"CALIFORNIA STATE UNIVERSITY, CHICO","Clinical Laboratory Scientist II",6050,"3.8","2.4","3.2","3.8","3.6"
"CALIFORNIA STATE UNIVERSITY, CHICO","Associate Dean",9156,"3.8","2.4","3.2","3.8","3.6"
"CALIFORNIA STATE UNIVERSITY, CHICO","Senior Technician",4002,"3.8","2.4","3.2","3.8","3.6"
"CALIFORNIA STATE UNIVERSITY, CHICO","Chief Engineer",4704,"3.8","2.4","3.2","3.8","3.6"
"CALIFORNIA STATE UNIVERSITY, CHICO","Residence Manager",4779,"3.8","2.4","3.2","3.8","3.6"
"CALIFORNIA STATE UNIVERSITY, CHICO","Admissions Coordinator",3541,"3.8","2.4","3.2","3.8","3.6"
"Cambia Health",NA,NA,"4.5","4.2","3.7","3.8","4.0"
"Capco","Java Developer",80000,"3.8","3.5","3.1","3.1","3.5"
"Capco","Principal Consultant",158007,"3.8","3.5","3.1","3.1","3.5"
"Capco","Associate Consultant",60000,"3.8","3.5","3.1","3.1","3.5"
"Capco","Home Health Aide",10.01,"3.8","3.5","3.1","3.1","3.5"
"Capco","Business Consultant",90000,"3.8","3.5","3.1","3.1","3.5"
"Capital One","Senior Specialist",92845,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Customer Service Representative",24846,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Business Systems Analyst",99972,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Senior Data Analyst",86259,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Software Engineer",102081,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Account Manager",33230,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Manager",62425,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Software Developer",118095,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Teller",24596,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Relationship Banker",39176,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Business Manager",112184,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Senior Business Manager",132396,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Lead Teller",30212,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Senior Software Engineer",107171,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Inbound Sales Representative",33043,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Branch Manager",58257,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Relationship Manager",58663,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Senior Business Analyst",90837,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Senior Customer Service Representative",29895,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Process Manager",57275,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Customer Service Manager",31930,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Fraud Manager",35537,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Collection Agent",30231,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Senior Application Developer",105222,"3.8","3.9","3.4","3.5","3.9"
"Capital One","Application Developer",102574,"3.8","3.9","3.4","3.5","3.9"
"CapTech Consulting",NA,NA,"4.5","4.7","4.3","4.3","4.3"
"CardinalCommerce",NA,NA,"2.6","4.0","2.2","2.0","1.6"
"Care Resource","Nursing Assistant",14,"3.7","3.8","3.4","3.4","3.4"
"Care Resource","Care Coordinator",43048,"3.7","3.8","3.4","3.4","3.4"
"Care Resource","Educator",12.76,"3.7","3.8","3.4","3.4","3.4"
"Care Resource","Laboratory Assistant",16.43,"3.7","3.8","3.4","3.4","3.4"
"Care Resource","Marketing Assistant",14.78,"3.7","3.8","3.4","3.4","3.4"
"Care Resource","Finance Clerk",13.85,"3.7","3.8","3.4","3.4","3.4"
"Care Resource","Medical Services Manager",44098,"3.7","3.8","3.4","3.4","3.4"
"Care Resource","Front Desk Agent",13,"3.7","3.8","3.4","3.4","3.4"
"Care Resource","Support Associate",12.58,"3.7","3.8","3.4","3.4","3.4"
"Care Resource","Receptionist",13.85,"3.7","3.8","3.4","3.4","3.4"
"Care Resource","Medical Assistant",15.59,"3.7","3.8","3.4","3.4","3.4"
"CareFirst BlueCross BlueShield","Customer Service Representative",33059,"3.6","3.6","3.0","3.0","3.3"
"CareFirst BlueCross BlueShield","VOIP Engineer",1e+05,"3.6","3.6","3.0","3.0","3.3"
"CareFirst BlueCross BlueShield","Administrative Assistant",75654,"3.6","3.6","3.0","3.0","3.3"
"CareFirst BlueCross BlueShield","Senior Customer Service Representative",36456,"3.6","3.6","3.0","3.0","3.3"
"Cargill","Process Technician",14.79,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Warehouse Worker",15.23,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Operator",16.78,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Handler",12.92,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Machine Operator",14.11,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Shift Leader",23.68,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Packer",13.18,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Manager",52203,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Plant Manager",71339,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Senior Housekeeper",12.93,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Quality Assurance Manager",59687,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Production Worker",10.72,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Maintenance Technician",20.5,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Production Supervisor",54842,"3.5","3.8","3.4","3.3","3.6"
"Cargill","House Cleaner",27,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Supervisor",50632,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Housekeeper",13.67,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Cleaner",11.21,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Maintenance Mechanic",19.73,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Forklift Operator",14.9,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Fabricator",13.89,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Terminal Operator",17.89,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Line Operator",16.15,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Sanitation Worker",15.45,"3.5","3.8","3.4","3.3","3.6"
"Cargill","Trimmer",14.15,"3.5","3.8","3.4","3.3","3.6"
"cars.com","Senior Account Manager",65145,"3.9","3.2","3.3","3.1","3.9"
"cars.com","Account Manager",41391,"3.9","3.2","3.3","3.1","3.9"
"cars.com","Media Consultant",69231,"3.9","3.2","3.3","3.1","3.9"
"cars.com","Senior Representative",76223,"3.9","3.2","3.3","3.1","3.9"
"CARVANA","Customer Advocate",19.95,"4.4","4.6","4.6","4.4","4.8"
"CARVANA","Painter",14.59,"4.4","4.6","4.6","4.4","4.8"
"CARVANA","Auto Body Technician",18.25,"4.4","4.6","4.6","4.4","4.8"
"CARVANA","Senior Automotive Technician",16.04,"4.4","4.6","4.6","4.4","4.8"
"CARVANA","Automotive Detailer",11,"4.4","4.6","4.6","4.4","4.8"
"CARVANA","Inventory Coordinator",13.31,"4.4","4.6","4.6","4.4","4.8"
"CARVANA","Automotive Technician",16.54,"4.4","4.6","4.6","4.4","4.8"
"CARVANA","Lot Attendant",11.71,"4.4","4.6","4.6","4.4","4.8"
"CARVANA","Inventory Associate",11.41,"4.4","4.6","4.6","4.4","4.8"
"CARVANA","Automotive Mechanic",16.18,"4.4","4.6","4.6","4.4","4.8"
"CBRE","Junior Accountant",40811,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Maintenance Technician",44365,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Property Manager",83818,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Financial Analyst",59955,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Senior Accountant",60727,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Operations Manager",87781,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Real Estate Manager",51585,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Technician",61485,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Chief Engineer",73176,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Operating Engineer",54111,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Client Services Coordinator",47383,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Lead Engineer",101369,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Regional Manager",106365,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Receptionist",12.94,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Building Engineer",52796,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Facility Coordinator",41678,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Maintenance Mechanic",20,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Accountant",40555,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Finance Manager",97189,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Desk Attendant",11,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Engineer",69265,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Administrative Assistant",43570,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Senior Real Estate Manager",78318,"3.6","3.6","3.3","3.4","3.6"
"CBRE","GIS Technician",42000,"3.6","3.6","3.3","3.4","3.6"
"CBRE","Facilities Manager",73771,"3.6","3.6","3.3","3.4","3.6"
"CDK Global","Software Engineer",67401,"3.6","3.3","3.0","3.1","3.4"
"CDK Global","Senior Technician",36627,"3.6","3.3","3.0","3.1","3.4"
"CDK Global","Account Executive",101159,"3.6","3.3","3.0","3.1","3.4"
"CDK Global","Sales Representative",115000,"3.6","3.3","3.0","3.1","3.4"
"CDK Global","Technical Analyst",42104,"3.6","3.3","3.0","3.1","3.4"
"CDK Global","Senior Accounting Clerk",18.49,"3.6","3.3","3.0","3.1","3.4"
"CDK Global","Business Consultant",52337,"3.6","3.3","3.0","3.1","3.4"
"CDK Global","Territory Sales",117439,"3.6","3.3","3.0","3.1","3.4"
"CDK Global","Inside Sales Representative",39123,"3.6","3.3","3.0","3.1","3.4"
"CDK Global","Account Manager",52001,"3.6","3.3","3.0","3.1","3.4"
"CDK Global","New Business Development",2142,"3.6","3.3","3.0","3.1","3.4"
"CDK Global","Senior Technical Analyst",22.21,"3.6","3.3","3.0","3.1","3.4"
"CDK Global","Web Designer",20.2,"3.6","3.3","3.0","3.1","3.4"
"CDK Global","Contract Specialist",50810,"3.6","3.3","3.0","3.1","3.4"
"CDPHP",NA,NA,"3.2","3.8","3.1","3.1","3.7"
"Change Healthcare","Software Engineer",108739,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Collection Agent",22.45,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Senior Software Engineer",95525,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Development Director",178757,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Application Specialist",41822,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Support Analyst",43125,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Business Analyst",65691,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Head of Project Management",106563,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Data Entry Clerk",23.56,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Account Manager",76478,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Senior Consultant",112517,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Operations Manager",86539,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Manager",52234,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Mailroom Clerk",9.87,"3.5","3.7","2.9","3.1","3.4"
"Change Healthcare","Software Developer",107033,"3.5","3.7","2.9","3.1","3.4"
"Chef'd","Prep Cook",15,"3.0","3.0","2.5","3.0","3.5"
"Chevron","Research Scientist",134290,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Facilities Engineer",124682,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Gas Attendant",9.49,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Retail Sales Associate",8.79,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Process Engineer",119130,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Researcher",137019,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Store Manager",11.19,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Team Leader",153207,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Engineer",134410,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Cashier",9,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Customer Service Representative",9.97,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Cashier/Sales",9.41,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Customer Service Associate / Cashier",9.26,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Supervisor",10.25,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Scientist",131969,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Geologist",133693,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Assistant Manager",29532,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Consultant",129739,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Instrumentation Engineer",148683,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Research Engineer",123039,"3.9","3.7","3.4","3.7","3.9"
"Chevron","Manager",47196,"3.9","3.7","3.4","3.7","3.9"
"Chewy","Customer Service Representative",13.35,"2.8","3.1","2.6","2.4","2.8"
"Chewy","Writer",10,"2.8","3.1","2.6","2.4","2.8"
"Chewy","Housekeeper",10.99,"2.8","3.1","2.6","2.4","2.8"
"Chewy","Janitor",12.8,"2.8","3.1","2.6","2.4","2.8"
"Chewy","Laborer",11.13,"2.8","3.1","2.6","2.4","2.8"
"Chewy","Inventory Control Specialist",11.97,"2.8","3.1","2.6","2.4","2.8"
"Chewy","Order Picker",11.14,"2.8","3.1","2.6","2.4","2.8"
"Chewy","Personal Assistant",13,"2.8","3.1","2.6","2.4","2.8"
"Chewy","Forklift Operator",13,"2.8","3.1","2.6","2.4","2.8"
"Chewy","Fulfillment Associate",12.77,"2.8","3.1","2.6","2.4","2.8"
"Chewy","Cherry Picker",12.08,"2.8","3.1","2.6","2.4","2.8"
"Chewy","Warehouse Worker",12.81,"2.8","3.1","2.6","2.4","2.8"
"Children's Hospital of Philadelphia","Resident",48998,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Post-doctoral Fellow",46528,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Patient Services Representative",43567,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Research Technician",41882,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Data Analyst",70940,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Senior Research Technician",41899,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Clinical Associate",117945,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Neurologist",100534,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Scientist",90171,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Clinic Coordinator",33914,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Pediatrician",85692,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Research Associate",57036,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Physician",135786,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Senior Information Security Analyst",94814,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Fellow",64459,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Test Analyst",76655,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Systems Analyst",79422,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Senior Systems Analyst",93119,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Clinical Specialist",111812,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Psychiatric Technician",40291,"3.9","4.0","3.7","3.5","3.9"
"Children's Hospital of Philadelphia","Certified Medical Assistant",16.87,"3.9","4.0","3.7","3.5","3.9"
"Chubb","Claims Representative",44734,"3.6","3.6","3.3","3.3","3.5"
"Chubb","Backroom Associate",35,"3.6","3.6","3.3","3.3","3.5"
"Chubb","Business Development Specialist",46553,"3.6","3.6","3.3","3.3","3.5"
"Chubb","Senior Underwriter",54850,"3.6","3.6","3.3","3.3","3.5"
"Chubb","Claims Assistant",39116,"3.6","3.6","3.3","3.3","3.5"
"Chubb","Customer Service Representative",31472,"3.6","3.6","3.3","3.3","3.5"
"Chubb","Account Manager",57897,"3.6","3.6","3.3","3.3","3.5"
"Chubb","Assistant Underwriter",46414,"3.6","3.6","3.3","3.3","3.5"
"Chubb","Underwriter",50557,"3.6","3.6","3.3","3.3","3.5"
"Chubb","Service Associate",36120,"3.6","3.6","3.3","3.3","3.5"
"Chubb","Mystery Shopper",2000,"3.6","3.6","3.3","3.3","3.5"
"Chubb","Billing Representative",33000,"3.6","3.6","3.3","3.3","3.5"
"Chubb","Assistant Vice President",125265,"3.6","3.6","3.3","3.3","3.5"
"Cigna","Real Estate Manager",74834,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Senior Specialist",100283,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Supervisor",57987,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Business Analyst",60441,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Claims Processor",30013,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Customer Service Representative",28327,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Support Associate",20.18,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Intake Specialist",33541,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Underwriter",59734,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Claims Manager",43469,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Business Specialist",73845,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Customer Advocate",33055,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Administrative Assistant",37110,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Customer Service Analyst",37236,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Clerk",27850,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Application Specialist",100591,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Claims Associate",40915,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Data Entry Clerk",29288,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Senior Associate",40483,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Administrative Associate",42222,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Quality Auditor",41646,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Manager",43520,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Team Leader",60141,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Senior Customer Service Representative",28025,"3.6","3.7","3.3","3.3","3.6"
"Cigna","Claims Analyst",45133,"3.6","3.7","3.3","3.3","3.6"
"Cisco","Program Manager",115262,"4.0","4.0","3.5","3.6","3.9"
"Cisco","System Engineer",132503,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Technical Engineer",130121,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Operations Manager",134552,"4.0","4.0","3.5","3.6","3.9"
"Cisco","IT Analyst",103678,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Hardware Engineer",116713,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Business Development Manager",149614,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Senior Operations Manager",146935,"4.0","4.0","3.5","3.6","3.9"
"Cisco","IT Engineer",122925,"4.0","4.0","3.5","3.6","3.9"
"Cisco","IT Manager",146656,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Network Consultant",111753,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Software Architect",142029,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Supply Chain Manager",117809,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Business Analyst",102302,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Business Operations Manager",134579,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Senior Program Manager",122237,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Support Engineer",100811,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Information Security Analyst",111316,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Business Systems Analyst",110270,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Consultant",123745,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Software Engineer",119111,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Software Test Engineer",105128,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Product Manager",135072,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Team Leader",100988,"4.0","4.0","3.5","3.6","3.9"
"Cisco","Operations Analyst",106010,"4.0","4.0","3.5","3.6","3.9"
"Citi","Customer Care Specialist",12.18,"3.8","3.9","3.5","3.5","3.8"
"Citi","Management Associate",102846,"3.8","3.9","3.5","3.5","3.8"
"Citi","Teller",13.59,"3.8","3.9","3.5","3.5","3.8"
"Citi","Customer Service Collections Representative",12.38,"3.8","3.9","3.5","3.5","3.8"
"Citi","Senior Vice President",153728,"3.8","3.9","3.5","3.5","3.8"
"Citi","Fraud Analyst",32252,"3.8","3.9","3.5","3.5","3.8"
"Citi","Document Specialist",32614,"3.8","3.9","3.5","3.5","3.8"
"Citi","Data Entry Clerk",24815,"3.8","3.9","3.5","3.5","3.8"
"Citi","Manager",56239,"3.8","3.9","3.5","3.5","3.8"
"Citi","Administrative Assistant",42893,"3.8","3.9","3.5","3.5","3.8"
"Citi","Customer Service Representative",12.64,"3.8","3.9","3.5","3.5","3.8"
"Citi","Mortgage Consultant",31595,"3.8","3.9","3.5","3.5","3.8"
"Citi","Investment Banking Analyst",100180,"3.8","3.9","3.5","3.5","3.8"
"Citi","Quantitative Analyst",108316,"3.8","3.9","3.5","3.5","3.8"
"Citi","Loan Processor",39442,"3.8","3.9","3.5","3.5","3.8"
"Citi","Vice President",108498,"3.8","3.9","3.5","3.5","3.8"
"Citi","Personal Banker",12.76,"3.8","3.9","3.5","3.5","3.8"
"Citi","Assistant Vice President",69289,"3.8","3.9","3.5","3.5","3.8"
"Citi","Branch Manager",50319,"3.8","3.9","3.5","3.5","3.8"
"Citi","Processor",34141,"3.8","3.9","3.5","3.5","3.8"
"Citi","Application Specialist",132072,"3.8","3.9","3.5","3.5","3.8"
"Citi","Anti Money Laundering Analyst",48326,"3.8","3.9","3.5","3.5","3.8"
"Citi","Account Manager",43900,"3.8","3.9","3.5","3.5","3.8"
"Citi","Senior Account Executive",33717,"3.8","3.9","3.5","3.5","3.8"
"Citi","Collection Agent",22799,"3.8","3.9","3.5","3.5","3.8"
"Citizens Bank",NA,NA,"3.4","3.5","3.1","3.1","3.3"
"City and County of Denver","Compliance Officer",58775,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Recruiter",58380,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Recreation Coordinator",26.24,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Equipment Operator",21.96,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Program Coordinator",50577,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Contract Administrator",66407,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Administrative Assistant",39026,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Operations Assistant",44265,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Senior Human Resources Generalist",69537,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Administrator",77681,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Deputy Director",99761,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Supervisor",64742,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Case Worker",61755,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Human Resources Manager",58831,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Airport Manager",95774,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Utilization Manager",62275,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Operations Coordinator",62350,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Director",110526,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Lead Technician",46604,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","HVAC Mechanic",27.2,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Inspector",26.91,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Plumber",27.93,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Youth Counselor",48200,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Program Administrator",65698,"3.7","3.9","3.4","3.1","3.3"
"City and County of Denver","Executive Assistant",48673,"3.7","3.9","3.4","3.1","3.3"
"City of Seattle","Accounting Technician",23.73,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Administrative Specialist",23.82,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Senior Advisor",47.08,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Administrative Assistant",25.43,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Accountant",32.82,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Planner",37.84,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Systems Analyst",36.33,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Policy Analyst",44.88,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Executive Assistant",40.73,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Supervisor",40.95,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Library Assistant",23.27,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Accounting Tech II",23.98,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Human Resources Assistant",25.94,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Senior Accountant",35.08,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Gardener",24.25,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Senior Systems Analyst",41.78,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Manager",40.83,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Financial Analyst",36.58,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Compliance Officer",40.53,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","HVAC Technician",32.97,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Contract Specialist",31.64,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Senior Business Analyst",45.55,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Crew Chief",39.18,"4.1","4.2","3.7","3.7","3.9"
"City of Seattle","Maintenance Person",26.31,"4.1","4.2","3.7","3.7","3.9"
